table_id,category,product_name,value,source_id
0003095020,計,合計,118739328.0,estat-manufacturing
0003095020,計,転炉,89238291.0,estat-manufacturing
0003095020,計,電気炉,29501037.0,estat-manufacturing
0003095020,圧延用鋼塊 小計,合計,117507637.0,estat-manufacturing
0003095020,圧延用鋼塊 小計,転炉,89220201.0,estat-manufacturing
0003095020,圧延用鋼塊 小計,電気炉,28287436.0,estat-manufacturing
0003095020,圧延用鋼塊（インゴットケースによるもの）,合計,1260645.0,estat-manufacturing
0003095020,圧延用鋼塊（インゴットケースによるもの）,転炉,364395.0,estat-manufacturing
0003095020,圧延用鋼塊（インゴットケースによるもの）,電気炉,896250.0,estat-manufacturing
0003095020,圧延用鋼塊（連続鋳造によるもの）,合計,116246992.0,estat-manufacturing
0003095020,圧延用鋼塊（連続鋳造によるもの）,転炉,88855806.0,estat-manufacturing
0003095020,圧延用鋼塊（連続鋳造によるもの）,電気炉,27391186.0,estat-manufacturing
0003095020,鍛鋼用鋼塊,合計,688464.0,estat-manufacturing
0003095020,鍛鋼用鋼塊,転炉,18090.0,estat-manufacturing
0003095020,鍛鋼用鋼塊,電気炉,670374.0,estat-manufacturing
0003095020,鋳鋼鋳込,合計,543227.0,estat-manufacturing
0003095020,鋳鋼鋳込,電気炉,543227.0,estat-manufacturing
0003095023,生産,合計 (t),827823.0,estat-manufacturing
0003095023,生産,フェロマンガン 計 (t),431181.0,estat-manufacturing
0003095023,生産,フェロマンガン 高炭素 (t),323500.0,estat-manufacturing
0003095023,生産,フェロマンガン 低炭素 (t),107681.0,estat-manufacturing
0003095023,生産,シリコマンガン (t),58884.0,estat-manufacturing
0003095023,生産,フェロクロム 計 (t),13888.0,estat-manufacturing
0003095023,生産,フェロクロム 低炭素 (t),13888.0,estat-manufacturing
0003095023,生産,フェロニッケル (t),301361.0,estat-manufacturing
0003095023,生産,フェロモリブデン (t),4554.0,estat-manufacturing
0003095023,生産,フェロバナジウム (t),3477.0,estat-manufacturing
0003095023,生産,その他のフェロアロイ (t),14478.0,estat-manufacturing
0003095023,受入,合計 (t),257705.0,estat-manufacturing
0003095023,受入,フェロマンガン 計 (t),191863.0,estat-manufacturing
0003095023,受入,フェロマンガン 高炭素 (t),166711.0,estat-manufacturing
0003095023,受入,フェロマンガン 低炭素 (t),25152.0,estat-manufacturing
0003095023,受入,シリコマンガン (t),9092.0,estat-manufacturing
0003095023,受入,フェロシリコン (t),33454.0,estat-manufacturing
0003095023,受入,フェロクロム 計 (t),15468.0,estat-manufacturing
0003095023,受入,フェロクロム 高炭素 (t),13386.0,estat-manufacturing
0003095023,受入,フェロクロム 低炭素 (t),2082.0,estat-manufacturing
0003095023,受入,フェロニッケル (t),684.0,estat-manufacturing
0003095023,受入,フェロモリブデン (t),56.0,estat-manufacturing
0003095023,受入,フェロバナジウム (t),268.0,estat-manufacturing
0003095023,受入,その他のフェロアロイ (t),6820.0,estat-manufacturing
0003095023,消費,合計 (t),296436.0,estat-manufacturing
0003095023,消費,フェロマンガン 計 (t),206112.0,estat-manufacturing
0003095023,消費,フェロマンガン 高炭素 (t),151308.0,estat-manufacturing
0003095023,消費,フェロマンガン 低炭素 (t),54804.0,estat-manufacturing
0003095023,消費,シリコマンガン (t),39816.0,estat-manufacturing
0003095023,消費,フェロシリコン (t),32246.0,estat-manufacturing
0003095023,消費,フェロクロム 計 (t),10864.0,estat-manufacturing
0003095023,消費,フェロクロム 高炭素 (t),7285.0,estat-manufacturing
0003095023,消費,フェロクロム 低炭素 (t),3579.0,estat-manufacturing
0003095023,消費,フェロニッケル (t),735.0,estat-manufacturing
0003095023,消費,フェロモリブデン (t),50.0,estat-manufacturing
0003095023,消費,フェロバナジウム (t),331.0,estat-manufacturing
0003095023,消費,その他のフェロアロイ (t),6282.0,estat-manufacturing
0003095023,出荷 販売,合計 (t),898170.0,estat-manufacturing
0003095023,出荷 販売,フェロマンガン 計 (t),571618.0,estat-manufacturing
0003095023,出荷 販売,フェロマンガン 高炭素 (t),451872.0,estat-manufacturing
0003095023,出荷 販売,フェロマンガン 低炭素 (t),119746.0,estat-manufacturing
0003095023,出荷 販売,シリコマンガン (t),39979.0,estat-manufacturing
0003095023,出荷 販売,フェロシリコン (t),965.0,estat-manufacturing
