industry_category,year,value,unit,gender,source_id
B林業,1985,295.0,人,女,estat-national-census
B林業,1990,246.0,人,女,estat-national-census
B林業,1995,198.0,人,女,estat-national-census
B林業,2000,179.0,人,女,estat-national-census
B林業,1980,117.0,人,女,estat-national-census
B林業,1985,109.0,人,女,estat-national-census
B林業,1990,109.0,人,女,estat-national-census
B林業,1995,66.0,人,女,estat-national-census
B林業,2000,94.0,人,女,estat-national-census
B林業,1980,93.0,人,女,estat-national-census
B林業,1985,116.0,人,女,estat-national-census
B林業,1990,91.0,人,女,estat-national-census
B林業,1995,101.0,人,女,estat-national-census
B林業,2000,92.0,人,女,estat-national-census
B林業,1980,128.0,人,女,estat-national-census
B林業,1985,103.0,人,女,estat-national-census
B林業,1990,93.0,人,女,estat-national-census
B林業,1995,97.0,人,女,estat-national-census
B林業,2000,82.0,人,女,estat-national-census
B林業,1980,64.0,人,女,estat-national-census
B林業,1985,65.0,人,女,estat-national-census
B林業,1990,71.0,人,女,estat-national-census
B林業,1995,49.0,人,女,estat-national-census
B林業,2000,59.0,人,女,estat-national-census
B林業,1980,254.0,人,女,estat-national-census
B林業,1985,240.0,人,女,estat-national-census
B林業,1990,220.0,人,女,estat-national-census
B林業,1995,192.0,人,女,estat-national-census
B林業,2000,177.0,人,女,estat-national-census
B林業,1980,192.0,人,女,estat-national-census
B林業,1985,116.0,人,女,estat-national-census
B林業,1990,87.0,人,女,estat-national-census
B林業,1995,76.0,人,女,estat-national-census
B林業,2000,59.0,人,女,estat-national-census
B林業,1980,383.0,人,女,estat-national-census
B林業,1985,474.0,人,女,estat-national-census
B林業,1990,348.0,人,女,estat-national-census
B林業,1995,266.0,人,女,estat-national-census
B林業,2000,210.0,人,女,estat-national-census
B林業,1980,251.0,人,女,estat-national-census
B林業,1985,233.0,人,女,estat-national-census
B林業,1990,172.0,人,女,estat-national-census
B林業,1995,126.0,人,女,estat-national-census
B林業,2000,110.0,人,女,estat-national-census
B林業,1980,153.0,人,女,estat-national-census
B林業,1985,122.0,人,女,estat-national-census
B林業,1990,113.0,人,女,estat-national-census
B林業,1995,139.0,人,女,estat-national-census
B林業,2000,133.0,人,女,estat-national-census
B林業,1980,587.0,人,女,estat-national-census
B林業,1985,402.0,人,女,estat-national-census
B林業,1990,293.0,人,女,estat-national-census
B林業,1995,247.0,人,女,estat-national-census
B林業,2000,266.0,人,女,estat-national-census
B林業,1980,587.0,人,女,estat-national-census
B林業,1985,596.0,人,女,estat-national-census
B林業,1990,427.0,人,女,estat-national-census
B林業,1995,336.0,人,女,estat-national-census
B林業,2000,281.0,人,女,estat-national-census
B林業,1980,751.0,人,女,estat-national-census
B林業,1985,536.0,人,女,estat-national-census
B林業,1990,483.0,人,女,estat-national-census
B林業,1995,349.0,人,女,estat-national-census
B林業,2000,268.0,人,女,estat-national-census
B林業,1980,376.0,人,女,estat-national-census
B林業,1985,369.0,人,女,estat-national-census
B林業,1990,251.0,人,女,estat-national-census
B林業,1995,210.0,人,女,estat-national-census
B林業,2000,191.0,人,女,estat-national-census
B林業,1980,484.0,人,女,estat-national-census
B林業,1985,488.0,人,女,estat-national-census
B林業,1990,358.0,人,女,estat-national-census
B林業,1995,300.0,人,女,estat-national-census
B林業,2000,222.0,人,女,estat-national-census
B林業,1980,160.0,人,女,estat-national-census
B林業,1985,176.0,人,女,estat-national-census
B林業,1990,93.0,人,女,estat-national-census
B林業,1995,94.0,人,女,estat-national-census
B林業,2000,68.0,人,女,estat-national-census
B林業,1980,292.0,人,女,estat-national-census
B林業,1985,289.0,人,女,estat-national-census
B林業,1990,265.0,人,女,estat-national-census
B林業,1995,233.0,人,女,estat-national-census
B林業,2000,189.0,人,女,estat-national-census
B林業,1980,75.0,人,女,estat-national-census
B林業,1985,76.0,人,女,estat-national-census
B林業,1990,72.0,人,女,estat-national-census
B林業,1995,50.0,人,女,estat-national-census
B林業,2000,68.0,人,女,estat-national-census
B林業,1980,250.0,人,女,estat-national-census
B林業,1985,215.0,人,女,estat-national-census
B林業,1990,194.0,人,女,estat-national-census
B林業,1995,136.0,人,女,estat-national-census
B林業,2000,108.0,人,女,estat-national-census
B林業,1980,594.0,人,女,estat-national-census
B林業,1985,363.0,人,女,estat-national-census
B林業,1990,307.0,人,女,estat-national-census
B林業,1995,228.0,人,女,estat-national-census
B林業,2000,168.0,人,女,estat-national-census
B林業,1980,702.0,人,女,estat-national-census
B林業,1985,469.0,人,女,estat-national-census
B林業,1990,355.0,人,女,estat-national-census
B林業,1995,328.0,人,女,estat-national-census
B林業,2000,223.0,人,女,estat-national-census
B林業,1980,418.0,人,女,estat-national-census
B林業,1985,309.0,人,女,estat-national-census
B林業,1990,237.0,人,女,estat-national-census
B林業,1995,257.0,人,女,estat-national-census
B林業,2000,158.0,人,女,estat-national-census
B林業,1980,761.0,人,女,estat-national-census
B林業,1985,422.0,人,女,estat-national-census
B林業,1990,332.0,人,女,estat-national-census
B林業,1995,372.0,人,女,estat-national-census
B林業,2000,222.0,人,女,estat-national-census
B林業,1980,559.0,人,女,estat-national-census
B林業,1985,434.0,人,女,estat-national-census
B林業,1990,355.0,人,女,estat-national-census
B林業,1995,259.0,人,女,estat-national-census
B林業,2000,230.0,人,女,estat-national-census
B林業,1980,469.0,人,女,estat-national-census
B林業,1985,389.0,人,女,estat-national-census
B林業,1990,300.0,人,女,estat-national-census
B林業,1995,245.0,人,女,estat-national-census
B林業,2000,244.0,人,女,estat-national-census
B林業,1980,431.0,人,女,estat-national-census
B林業,1985,316.0,人,女,estat-national-census
B林業,1990,234.0,人,女,estat-national-census
B林業,1995,213.0,人,女,estat-national-census
B林業,2000,227.0,人,女,estat-national-census
B林業,1980,692.0,人,女,estat-national-census
B林業,1985,404.0,人,女,estat-national-census
B林業,1990,277.0,人,女,estat-national-census
B林業,1995,182.0,人,女,estat-national-census
B林業,2000,105.0,人,女,estat-national-census
B林業,1980,51.0,人,女,estat-national-census
B林業,1985,52.0,人,女,estat-national-census
B林業,1990,36.0,人,女,estat-national-census
B林業,1995,31.0,人,女,estat-national-census
B林業,2000,30.0,人,女,estat-national-census
B林業,1980,593.0,人,女,estat-national-census
B林業,1985,543.0,人,女,estat-national-census
B林業,1990,357.0,人,女,estat-national-census
B林業,1995,269.0,人,女,estat-national-census
B林業,2000,231.0,人,女,estat-national-census
B林業,1980,1167.0,人,女,estat-national-census
B林業,1985,705.0,人,女,estat-national-census
B林業,1990,536.0,人,女,estat-national-census
B林業,1995,468.0,人,女,estat-national-census
B林業,2000,323.0,人,女,estat-national-census
B林業,1980,315.0,人,女,estat-national-census
B林業,1985,308.0,人,女,estat-national-census
B林業,1990,244.0,人,女,estat-national-census
B林業,1995,221.0,人,女,estat-national-census
B林業,2000,182.0,人,女,estat-national-census
B林業,1980,120.0,人,女,estat-national-census
B林業,1985,100.0,人,女,estat-national-census
B林業,1990,101.0,人,女,estat-national-census
B林業,1995,71.0,人,女,estat-national-census
B林業,2000,72.0,人,女,estat-national-census
B林業,1980,298.0,人,女,estat-national-census
B林業,1985,239.0,人,女,estat-national-census
B林業,1990,145.0,人,女,estat-national-census
B林業,1995,101.0,人,女,estat-national-census
B林業,2000,96.0,人,女,estat-national-census
B林業,1980,1165.0,人,女,estat-national-census
B林業,1985,937.0,人,女,estat-national-census
B林業,1990,740.0,人,女,estat-national-census
B林業,1995,600.0,人,女,estat-national-census
B林業,2000,475.0,人,女,estat-national-census
B林業,1980,738.0,人,女,estat-national-census
B林業,1985,663.0,人,女,estat-national-census
B林業,1990,497.0,人,女,estat-national-census
B林業,1995,469.0,人,女,estat-national-census
B林業,2000,328.0,人,女,estat-national-census
B林業,1980,1332.0,人,女,estat-national-census
B林業,1985,1151.0,人,女,estat-national-census
B林業,1990,1009.0,人,女,estat-national-census
B林業,1995,833.0,人,女,estat-national-census
B林業,2000,586.0,人,女,estat-national-census
B林業,1980,818.0,人,女,estat-national-census
B林業,1985,647.0,人,女,estat-national-census
B林業,1990,580.0,人,女,estat-national-census
B林業,1995,387.0,人,女,estat-national-census
B林業,2000,304.0,人,女,estat-national-census
B林業,1980,29.0,人,女,estat-national-census
B林業,1985,30.0,人,女,estat-national-census
B林業,1990,33.0,人,女,estat-national-census
B林業,1995,17.0,人,女,estat-national-census
B林業,2000,18.0,人,女,estat-national-census
C漁業,1980,71711.0,人,総数,estat-national-census
C漁業,1985,65439.0,人,総数,estat-national-census
C漁業,1990,59590.0,人,総数,estat-national-census
C漁業,1995,51451.0,人,総数,estat-national-census
C漁業,2000,42909.0,人,総数,estat-national-census
C漁業,1980,19405.0,人,総数,estat-national-census
C漁業,1985,17925.0,人,総数,estat-national-census
C漁業,1990,15449.0,人,総数,estat-national-census
C漁業,1995,12426.0,人,総数,estat-national-census
C漁業,2000,10580.0,人,総数,estat-national-census
C漁業,1980,18573.0,人,総数,estat-national-census
C漁業,1985,16336.0,人,総数,estat-national-census
C漁業,1990,14564.0,人,総数,estat-national-census
C漁業,1995,11622.0,人,総数,estat-national-census
C漁業,2000,9553.0,人,総数,estat-national-census
C漁業,1980,26687.0,人,総数,estat-national-census
C漁業,1985,23627.0,人,総数,estat-national-census
C漁業,1990,20800.0,人,総数,estat-national-census
C漁業,1995,15713.0,人,総数,estat-national-census
C漁業,2000,12949.0,人,総数,estat-national-census
C漁業,1980,2928.0,人,総数,estat-national-census
C漁業,1985,2509.0,人,総数,estat-national-census
C漁業,1990,1881.0,人,総数,estat-national-census
C漁業,1995,1417.0,人,総数,estat-national-census
C漁業,2000,1192.0,人,総数,estat-national-census
C漁業,1980,1981.0,人,総数,estat-national-census
C漁業,1985,1787.0,人,総数,estat-national-census
C漁業,1990,1439.0,人,総数,estat-national-census
C漁業,1995,1080.0,人,総数,estat-national-census
C漁業,2000,849.0,人,総数,estat-national-census
C漁業,1980,5544.0,人,総数,estat-national-census
C漁業,1985,4967.0,人,総数,estat-national-census
C漁業,1990,4033.0,人,総数,estat-national-census
C漁業,1995,3044.0,人,総数,estat-national-census
C漁業,2000,2730.0,人,総数,estat-national-census
C漁業,1980,4940.0,人,総数,estat-national-census
C漁業,1985,4359.0,人,総数,estat-national-census
C漁業,1990,3686.0,人,総数,estat-national-census
C漁業,1995,2841.0,人,総数,estat-national-census
C漁業,2000,2580.0,人,総数,estat-national-census
C漁業,1980,283.0,人,総数,estat-national-census
C漁業,1985,206.0,人,総数,estat-national-census
C漁業,1990,228.0,人,総数,estat-national-census
C漁業,1995,156.0,人,総数,estat-national-census
C漁業,2000,175.0,人,総数,estat-national-census
C漁業,1980,349.0,人,総数,estat-national-census
C漁業,1985,214.0,人,総数,estat-national-census
C漁業,1990,219.0,人,総数,estat-national-census
C漁業,1995,149.0,人,総数,estat-national-census
C漁業,2000,166.0,人,総数,estat-national-census
C漁業,1980,504.0,人,総数,estat-national-census
C漁業,1985,519.0,人,総数,estat-national-census
C漁業,1990,430.0,人,総数,estat-national-census
C漁業,1995,211.0,人,総数,estat-national-census
C漁業,2000,179.0,人,総数,estat-national-census
C漁業,1980,14519.0,人,総数,estat-national-census
C漁業,1985,13041.0,人,総数,estat-national-census
C漁業,1990,10574.0,人,総数,estat-national-census
C漁業,1995,8695.0,人,総数,estat-national-census
C漁業,2000,7533.0,人,総数,estat-national-census
C漁業,1980,3236.0,人,総数,estat-national-census
C漁業,1985,2911.0,人,総数,estat-national-census
C漁業,1990,2102.0,人,総数,estat-national-census
C漁業,1995,1384.0,人,総数,estat-national-census
C漁業,2000,986.0,人,総数,estat-national-census
C漁業,1980,5945.0,人,総数,estat-national-census
C漁業,1985,4876.0,人,総数,estat-national-census
C漁業,1990,3827.0,人,総数,estat-national-census
C漁業,1995,3081.0,人,総数,estat-national-census
C漁業,2000,2409.0,人,総数,estat-national-census
C漁業,1980,5093.0,人,総数,estat-national-census
C漁業,1985,4368.0,人,総数,estat-national-census
C漁業,1990,3770.0,人,総数,estat-national-census
C漁業,1995,3190.0,人,総数,estat-national-census
C漁業,2000,2670.0,人,総数,estat-national-census
C漁業,1980,3407.0,人,総数,estat-national-census
C漁業,1985,2732.0,人,総数,estat-national-census
C漁業,1990,2150.0,人,総数,estat-national-census
C漁業,1995,1828.0,人,総数,estat-national-census
C漁業,2000,1504.0,人,総数,estat-national-census
C漁業,1980,6449.0,人,総数,estat-national-census
C漁業,1985,5888.0,人,総数,estat-national-census
C漁業,1990,4772.0,人,総数,estat-national-census
C漁業,1995,4024.0,人,総数,estat-national-census
C漁業,2000,3560.0,人,総数,estat-national-census
C漁業,1980,3280.0,人,総数,estat-national-census
C漁業,1985,2607.0,人,総数,estat-national-census
C漁業,1990,2176.0,人,総数,estat-national-census
C漁業,1995,1860.0,人,総数,estat-national-census
C漁業,2000,1613.0,人,総数,estat-national-census
C漁業,1980,172.0,人,総数,estat-national-census
C漁業,1985,179.0,人,総数,estat-national-census
C漁業,1990,174.0,人,総数,estat-national-census
C漁業,1995,128.0,人,総数,estat-national-census
C漁業,2000,117.0,人,総数,estat-national-census
C漁業,1980,619.0,人,総数,estat-national-census
C漁業,1985,552.0,人,総数,estat-national-census
C漁業,1990,540.0,人,総数,estat-national-census
C漁業,1995,463.0,人,総数,estat-national-census
C漁業,2000,351.0,人,総数,estat-national-census
C漁業,1980,334.0,人,総数,estat-national-census
C漁業,1985,375.0,人,総数,estat-national-census
C漁業,1990,346.0,人,総数,estat-national-census
C漁業,1995,304.0,人,総数,estat-national-census
C漁業,2000,305.0,人,総数,estat-national-census
C漁業,1980,13707.0,人,総数,estat-national-census
C漁業,1985,10958.0,人,総数,estat-national-census
C漁業,1990,8653.0,人,総数,estat-national-census
C漁業,1995,7505.0,人,総数,estat-national-census
C漁業,2000,6328.0,人,総数,estat-national-census
C漁業,1980,9747.0,人,総数,estat-national-census
C漁業,1985,9286.0,人,総数,estat-national-census
C漁業,1990,8254.0,人,総数,estat-national-census
C漁業,1995,7242.0,人,総数,estat-national-census
C漁業,2000,6311.0,人,総数,estat-national-census
C漁業,1980,20451.0,人,総数,estat-national-census
C漁業,1985,20233.0,人,総数,estat-national-census
C漁業,1990,16693.0,人,総数,estat-national-census
C漁業,1995,14234.0,人,総数,estat-national-census
C漁業,2000,11194.0,人,総数,estat-national-census
C漁業,1980,1520.0,人,総数,estat-national-census
C漁業,1985,1372.0,人,総数,estat-national-census
C漁業,1990,1037.0,人,総数,estat-national-census
C漁業,1995,892.0,人,総数,estat-national-census
C漁業,2000,775.0,人,総数,estat-national-census
C漁業,1980,1273.0,人,総数,estat-national-census
C漁業,1985,1466.0,人,総数,estat-national-census
C漁業,1990,1265.0,人,総数,estat-national-census
C漁業,1995,1065.0,人,総数,estat-national-census
C漁業,2000,947.0,人,総数,estat-national-census
C漁業,1980,1514.0,人,総数,estat-national-census
C漁業,1985,1527.0,人,総数,estat-national-census
C漁業,1990,1473.0,人,総数,estat-national-census
C漁業,1995,1420.0,人,総数,estat-national-census
C漁業,2000,1323.0,人,総数,estat-national-census
C漁業,1980,9511.0,人,総数,estat-national-census
C漁業,1985,8915.0,人,総数,estat-national-census
C漁業,1990,8307.0,人,総数,estat-national-census
C漁業,1995,7555.0,人,総数,estat-national-census
C漁業,2000,6790.0,人,総数,estat-national-census
C漁業,1980,215.0,人,総数,estat-national-census
C漁業,1985,178.0,人,総数,estat-national-census
C漁業,1990,164.0,人,総数,estat-national-census
C漁業,1995,165.0,人,総数,estat-national-census
C漁業,2000,164.0,人,総数,estat-national-census
C漁業,1980,7235.0,人,総数,estat-national-census
C漁業,1985,6633.0,人,総数,estat-national-census
C漁業,1990,5869.0,人,総数,estat-national-census
C漁業,1995,5319.0,人,総数,estat-national-census
C漁業,2000,4276.0,人,総数,estat-national-census
C漁業,1980,2954.0,人,総数,estat-national-census
C漁業,1985,2695.0,人,総数,estat-national-census
C漁業,1990,2386.0,人,総数,estat-national-census
C漁業,1995,2077.0,人,総数,estat-national-census
C漁業,2000,1691.0,人,総数,estat-national-census
C漁業,1980,8415.0,人,総数,estat-national-census
C漁業,1985,7772.0,人,総数,estat-national-census
C漁業,1990,6667.0,人,総数,estat-national-census
C漁業,1995,5771.0,人,総数,estat-national-census
C漁業,2000,4835.0,人,総数,estat-national-census
C漁業,1980,3321.0,人,総数,estat-national-census
C漁業,1985,3066.0,人,総数,estat-national-census
C漁業,1990,2692.0,人,総数,estat-national-census
C漁業,1995,2309.0,人,総数,estat-national-census
C漁業,2000,1963.0,人,総数,estat-national-census
C漁業,1980,8407.0,人,総数,estat-national-census
C漁業,1985,7505.0,人,総数,estat-national-census
C漁業,1990,6428.0,人,総数,estat-national-census
C漁業,1995,5671.0,人,総数,estat-national-census
C漁業,2000,4902.0,人,総数,estat-national-census
C漁業,1980,17385.0,人,総数,estat-national-census
C漁業,1985,15393.0,人,総数,estat-national-census
C漁業,1990,12737.0,人,総数,estat-national-census
C漁業,1995,9924.0,人,総数,estat-national-census
C漁業,2000,7909.0,人,総数,estat-national-census
C漁業,1980,6319.0,人,総数,estat-national-census
C漁業,1985,5714.0,人,総数,estat-national-census
C漁業,1990,4988.0,人,総数,estat-national-census
C漁業,1995,4737.0,人,総数,estat-national-census
C漁業,2000,4019.0,人,総数,estat-national-census
C漁業,1980,6542.0,人,総数,estat-national-census
C漁業,1985,5695.0,人,総数,estat-national-census
C漁業,1990,4966.0,人,総数,estat-national-census
C漁業,1995,4214.0,人,総数,estat-national-census
C漁業,2000,3416.0,人,総数,estat-national-census
C漁業,1980,16940.0,人,総数,estat-national-census
C漁業,1985,17989.0,人,総数,estat-national-census
C漁業,1990,17270.0,人,総数,estat-national-census
C漁業,1995,16151.0,人,総数,estat-national-census
C漁業,2000,12002.0,人,総数,estat-national-census
C漁業,1980,13225.0,人,総数,estat-national-census
C漁業,1985,11587.0,人,総数,estat-national-census
C漁業,1990,9899.0,人,総数,estat-national-census
C漁業,1995,8164.0,人,総数,estat-national-census
C漁業,2000,6157.0,人,総数,estat-national-census
C漁業,1980,15136.0,人,総数,estat-national-census
C漁業,1985,12579.0,人,総数,estat-national-census
C漁業,1990,9987.0,人,総数,estat-national-census
C漁業,1995,8322.0,人,総数,estat-national-census
C漁業,2000,6839.0,人,総数,estat-national-census
C漁業,1980,9657.0,人,総数,estat-national-census
C漁業,1985,8861.0,人,総数,estat-national-census
C漁業,1990,8160.0,人,総数,estat-national-census
C漁業,1995,6712.0,人,総数,estat-national-census
C漁業,2000,5288.0,人,総数,estat-national-census
C漁業,1980,38213.0,人,総数,estat-national-census
C漁業,1985,35351.0,人,総数,estat-national-census
C漁業,1990,29650.0,人,総数,estat-national-census
C漁業,1995,24775.0,人,総数,estat-national-census
C漁業,2000,20005.0,人,総数,estat-national-census
C漁業,1980,15989.0,人,総数,estat-national-census
C漁業,1985,15642.0,人,総数,estat-national-census
C漁業,1990,13140.0,人,総数,estat-national-census
C漁業,1995,10982.0,人,総数,estat-national-census
C漁業,2000,8432.0,人,総数,estat-national-census
C漁業,1980,10668.0,人,総数,estat-national-census
C漁業,1985,10121.0,人,総数,estat-national-census
C漁業,1990,9126.0,人,総数,estat-national-census
C漁業,1995,7793.0,人,総数,estat-national-census
C漁業,2000,6248.0,人,総数,estat-national-census
C漁業,1980,7914.0,人,総数,estat-national-census
C漁業,1985,7478.0,人,総数,estat-national-census
C漁業,1990,6645.0,人,総数,estat-national-census
C漁業,1995,5202.0,人,総数,estat-national-census
C漁業,2000,4745.0,人,総数,estat-national-census
C漁業,1980,13934.0,人,総数,estat-national-census
C漁業,1985,13380.0,人,総数,estat-national-census
C漁業,1990,12099.0,人,総数,estat-national-census
C漁業,1995,10601.0,人,総数,estat-national-census
C漁業,2000,8291.0,人,総数,estat-national-census
C漁業,1980,4999.0,人,総数,estat-national-census
C漁業,1985,4483.0,人,総数,estat-national-census
C漁業,1990,3826.0,人,総数,estat-national-census
C漁業,1995,3659.0,人,総数,estat-national-census
C漁業,2000,3337.0,人,総数,estat-national-census
C漁業,1980,49898.0,人,男,estat-national-census
C漁業,1985,45388.0,人,男,estat-national-census
C漁業,1990,39724.0,人,男,estat-national-census
C漁業,1995,33986.0,人,男,estat-national-census
C漁業,2000,28112.0,人,男,estat-national-census
C漁業,1980,16078.0,人,男,estat-national-census
C漁業,1985,14630.0,人,男,estat-national-census
C漁業,1990,12039.0,人,男,estat-national-census
C漁業,1995,9500.0,人,男,estat-national-census
C漁業,2000,7946.0,人,男,estat-national-census
C漁業,1980,14302.0,人,男,estat-national-census
C漁業,1985,12985.0,人,男,estat-national-census
C漁業,1990,11235.0,人,男,estat-national-census
C漁業,1995,8891.0,人,男,estat-national-census
C漁業,2000,7321.0,人,男,estat-national-census
C漁業,1980,22498.0,人,男,estat-national-census
C漁業,1985,20131.0,人,男,estat-national-census
C漁業,1990,17396.0,人,男,estat-national-census
C漁業,1995,12746.0,人,男,estat-national-census
C漁業,2000,10075.0,人,男,estat-national-census
C漁業,1980,2723.0,人,男,estat-national-census
C漁業,1985,2273.0,人,男,estat-national-census
C漁業,1990,1663.0,人,男,estat-national-census
C漁業,1995,1240.0,人,男,estat-national-census
C漁業,2000,1020.0,人,男,estat-national-census
C漁業,1980,1741.0,人,男,estat-national-census
C漁業,1985,1526.0,人,男,estat-national-census
C漁業,1990,1153.0,人,男,estat-national-census
C漁業,1995,877.0,人,男,estat-national-census
C漁業,2000,719.0,人,男,estat-national-census
C漁業,1980,4696.0,人,男,estat-national-census
C漁業,1985,4068.0,人,男,estat-national-census
C漁業,1990,3128.0,人,男,estat-national-census
C漁業,1995,2243.0,人,男,estat-national-census
C漁業,2000,1976.0,人,男,estat-national-census
C漁業,1980,4132.0,人,男,estat-national-census
C漁業,1985,3666.0,人,男,estat-national-census
C漁業,1990,2939.0,人,男,estat-national-census
C漁業,1995,2211.0,人,男,estat-national-census
C漁業,2000,1948.0,人,男,estat-national-census
C漁業,1980,204.0,人,男,estat-national-census
C漁業,1985,159.0,人,男,estat-national-census
C漁業,1990,152.0,人,男,estat-national-census
C漁業,1995,107.0,人,男,estat-national-census
C漁業,2000,120.0,人,男,estat-national-census
C漁業,1980,230.0,人,男,estat-national-census
C漁業,1985,147.0,人,男,estat-national-census
C漁業,1990,137.0,人,男,estat-national-census
C漁業,1995,94.0,人,男,estat-national-census
C漁業,2000,102.0,人,男,estat-national-census
C漁業,1980,373.0,人,男,estat-national-census
C漁業,1985,377.0,人,男,estat-national-census
C漁業,1990,303.0,人,男,estat-national-census
C漁業,1995,151.0,人,男,estat-national-census
C漁業,2000,132.0,人,男,estat-national-census
C漁業,1980,11826.0,人,男,estat-national-census
C漁業,1985,10472.0,人,男,estat-national-census
C漁業,1990,8229.0,人,男,estat-national-census
C漁業,1995,6704.0,人,男,estat-national-census
C漁業,2000,5809.0,人,男,estat-national-census
C漁業,1980,2664.0,人,男,estat-national-census
C漁業,1985,2409.0,人,男,estat-national-census
C漁業,1990,1762.0,人,男,estat-national-census
C漁業,1995,1203.0,人,男,estat-national-census
C漁業,2000,853.0,人,男,estat-national-census
C漁業,1980,5191.0,人,男,estat-national-census
C漁業,1985,4141.0,人,男,estat-national-census
C漁業,1990,3098.0,人,男,estat-national-census
C漁業,1995,2468.0,人,男,estat-national-census
C漁業,2000,1918.0,人,男,estat-national-census
C漁業,1980,4121.0,人,男,estat-national-census
C漁業,1985,3600.0,人,男,estat-national-census
C漁業,1990,2952.0,人,男,estat-national-census
C漁業,1995,2461.0,人,男,estat-national-census
C漁業,2000,2061.0,人,男,estat-national-census
C漁業,1980,3085.0,人,男,estat-national-census
C漁業,1985,2500.0,人,男,estat-national-census
C漁業,1990,1927.0,人,男,estat-national-census
C漁業,1995,1617.0,人,男,estat-national-census
C漁業,2000,1342.0,人,男,estat-national-census
C漁業,1980,5514.0,人,男,estat-national-census
C漁業,1985,5069.0,人,男,estat-national-census
C漁業,1990,3948.0,人,男,estat-national-census
C漁業,1995,3260.0,人,男,estat-national-census
C漁業,2000,2794.0,人,男,estat-national-census
C漁業,1980,2961.0,人,男,estat-national-census
C漁業,1985,2397.0,人,男,estat-national-census
C漁業,1990,1939.0,人,男,estat-national-census
C漁業,1995,1643.0,人,男,estat-national-census
C漁業,2000,1408.0,人,男,estat-national-census
C漁業,1980,124.0,人,男,estat-national-census
C漁業,1985,134.0,人,男,estat-national-census
C漁業,1990,120.0,人,男,estat-national-census
C漁業,1995,91.0,人,男,estat-national-census
C漁業,2000,86.0,人,男,estat-national-census
C漁業,1980,420.0,人,男,estat-national-census
C漁業,1985,381.0,人,男,estat-national-census
C漁業,1990,358.0,人,男,estat-national-census
C漁業,1995,308.0,人,男,estat-national-census
C漁業,2000,239.0,人,男,estat-national-census
C漁業,1980,236.0,人,男,estat-national-census
C漁業,1985,257.0,人,男,estat-national-census
C漁業,1990,238.0,人,男,estat-national-census
C漁業,1995,204.0,人,男,estat-national-census
C漁業,2000,205.0,人,男,estat-national-census
C漁業,1980,11945.0,人,男,estat-national-census
C漁業,1985,9490.0,人,男,estat-national-census
C漁業,1990,7314.0,人,男,estat-national-census
C漁業,1995,6270.0,人,男,estat-national-census
C漁業,2000,5250.0,人,男,estat-national-census
C漁業,1980,6662.0,人,男,estat-national-census
C漁業,1985,6370.0,人,男,estat-national-census
C漁業,1990,5679.0,人,男,estat-national-census
C漁業,1995,5017.0,人,男,estat-national-census
C漁業,2000,4415.0,人,男,estat-national-census
C漁業,1980,15144.0,人,男,estat-national-census
C漁業,1985,14051.0,人,男,estat-national-census
C漁業,1990,11602.0,人,男,estat-national-census
C漁業,1995,9843.0,人,男,estat-national-census
C漁業,2000,7808.0,人,男,estat-national-census
C漁業,1980,982.0,人,男,estat-national-census
C漁業,1985,927.0,人,男,estat-national-census
C漁業,1990,716.0,人,男,estat-national-census
C漁業,1995,617.0,人,男,estat-national-census
C漁業,2000,520.0,人,男,estat-national-census
C漁業,1980,1125.0,人,男,estat-national-census
C漁業,1985,1278.0,人,男,estat-national-census
C漁業,1990,1082.0,人,男,estat-national-census
C漁業,1995,888.0,人,男,estat-national-census
C漁業,2000,798.0,人,男,estat-national-census
C漁業,1980,1337.0,人,男,estat-national-census
C漁業,1985,1347.0,人,男,estat-national-census
C漁業,1990,1273.0,人,男,estat-national-census
C漁業,1995,1217.0,人,男,estat-national-census
C漁業,2000,1099.0,人,男,estat-national-census
C漁業,1980,8397.0,人,男,estat-national-census
C漁業,1985,7922.0,人,男,estat-national-census
C漁業,1990,7322.0,人,男,estat-national-census
C漁業,1995,6623.0,人,男,estat-national-census
C漁業,2000,5857.0,人,男,estat-national-census
C漁業,1980,145.0,人,男,estat-national-census
C漁業,1985,125.0,人,男,estat-national-census
C漁業,1990,103.0,人,男,estat-national-census
C漁業,1995,108.0,人,男,estat-national-census
C漁業,2000,106.0,人,男,estat-national-census
C漁業,1980,6604.0,人,男,estat-national-census
C漁業,1985,5955.0,人,男,estat-national-census
C漁業,1990,5139.0,人,男,estat-national-census
C漁業,1995,4600.0,人,男,estat-national-census
C漁業,2000,3645.0,人,男,estat-national-census
C漁業,1980,2615.0,人,男,estat-national-census
C漁業,1985,2434.0,人,男,estat-national-census
C漁業,1990,2072.0,人,男,estat-national-census
C漁業,1995,1807.0,人,男,estat-national-census
C漁業,2000,1473.0,人,男,estat-national-census
C漁業,1980,7447.0,人,男,estat-national-census
C漁業,1985,6803.0,人,男,estat-national-census
C漁業,1990,5808.0,人,男,estat-national-census
C漁業,1995,4919.0,人,男,estat-national-census
C漁業,2000,4122.0,人,男,estat-national-census
C漁業,1980,2439.0,人,男,estat-national-census
C漁業,1985,2140.0,人,男,estat-national-census
C漁業,1990,1902.0,人,男,estat-national-census
C漁業,1995,1594.0,人,男,estat-national-census
C漁業,2000,1361.0,人,男,estat-national-census
C漁業,1980,5335.0,人,男,estat-national-census
C漁業,1985,4821.0,人,男,estat-national-census
