industry_or_category,indicator,value,year,source_id
製造業 / 事業主のみ / 資 産 現 金,１事業所当たり金額,259.0,2006,estat-corporate
製造業 / 事業主のみ / 資 産 現 金,１事業所当たり金額,158.0,2005,estat-corporate
製造業 / 事業主のみ / 資 産 現 金,１事業所当たり金額,284.0,2004,estat-corporate
製造業 / 事業主のみ / 資 産 現 金,１事業所当たり金額,223.0,2003,estat-corporate
製造業 / 事業主のみ / 資 産 預 金,１事業所当たり金額,1289.0,2007,estat-corporate
製造業 / 事業主のみ / 資 産 預 金,１事業所当たり金額,1170.0,2006,estat-corporate
製造業 / 事業主のみ / 資 産 預 金,１事業所当たり金額,1096.0,2005,estat-corporate
製造業 / 事業主のみ / 資 産 預 金,１事業所当たり金額,1260.0,2004,estat-corporate
製造業 / 事業主のみ / 資 産 預 金,１事業所当たり金額,1202.0,2003,estat-corporate
製造業 / 事業主のみ / 受取手形,１事業所当たり金額,55.0,2007,estat-corporate
製造業 / 事業主のみ / 受取手形,１事業所当たり金額,34.0,2006,estat-corporate
製造業 / 事業主のみ / 受取手形,１事業所当たり金額,122.0,2005,estat-corporate
製造業 / 事業主のみ / 受取手形,１事業所当たり金額,29.0,2004,estat-corporate
製造業 / 事業主のみ / 受取手形,１事業所当たり金額,99.0,2003,estat-corporate
製造業 / 事業主のみ / 資 産 売掛金,１事業所当たり金額,222.0,2007,estat-corporate
製造業 / 事業主のみ / 資 産 売掛金,１事業所当たり金額,86.0,2006,estat-corporate
製造業 / 事業主のみ / 資 産 売掛金,１事業所当たり金額,137.0,2005,estat-corporate
製造業 / 事業主のみ / 資 産 売掛金,１事業所当たり金額,123.0,2004,estat-corporate
製造業 / 事業主のみ / 資 産 売掛金,１事業所当たり金額,111.0,2003,estat-corporate
製造業 / 事業主のみ / 棚卸資産,１事業所当たり金額,327.0,2007,estat-corporate
製造業 / 事業主のみ / 棚卸資産,１事業所当たり金額,300.0,2006,estat-corporate
製造業 / 事業主のみ / 棚卸資産,１事業所当たり金額,195.0,2005,estat-corporate
製造業 / 事業主のみ / 棚卸資産,１事業所当たり金額,135.0,2004,estat-corporate
製造業 / 事業主のみ / 棚卸資産,１事業所当たり金額,107.0,2003,estat-corporate
製造業 / 事業主のみ / 資 産 前払金,１事業所当たり金額,0.0,2005,estat-corporate
製造業 / 事業主のみ / 資 産 前払金,１事業所当たり金額,2.0,2004,estat-corporate
製造業 / 事業主のみ / 貸付金,１事業所当たり金額,33.0,2007,estat-corporate
製造業 / 事業主のみ / 貸付金,１事業所当たり金額,3.0,2004,estat-corporate
製造業 / 事業主のみ / 貸付金,１事業所当たり金額,2.0,2003,estat-corporate
製造業 / 事業主のみ / 資 産 その他,１事業所当たり金額,0.0,2007,estat-corporate
製造業 / 事業主のみ / 資 産 その他,１事業所当たり金額,67.0,2006,estat-corporate
製造業 / 事業主のみ / 資 産 その他,１事業所当たり金額,63.0,2005,estat-corporate
製造業 / 事業主のみ / 資 産 その他,１事業所当たり金額,1.0,2004,estat-corporate
製造業 / 事業主のみ / 負 債,１事業所当たり金額,173.0,2007,estat-corporate
製造業 / 事業主のみ / 負 債,１事業所当たり金額,191.0,2006,estat-corporate
製造業 / 事業主のみ / 負 債,１事業所当たり金額,285.0,2005,estat-corporate
製造業 / 事業主のみ / 負 債,１事業所当たり金額,281.0,2004,estat-corporate
製造業 / 事業主のみ / 負 債,１事業所当たり金額,256.0,2003,estat-corporate
製造業 / 事業主のみ / 負 債 支払手形,１事業所当たり金額,8.0,2007,estat-corporate
製造業 / 事業主のみ / 負 債 支払手形,１事業所当たり金額,34.0,2005,estat-corporate
製造業 / 事業主のみ / 負 債 支払手形,１事業所当たり金額,5.0,2004,estat-corporate
製造業 / 事業主のみ / 負 債 支払手形,１事業所当たり金額,7.0,2003,estat-corporate
製造業 / 事業主のみ / 買掛金,１事業所当たり金額,77.0,2007,estat-corporate
製造業 / 事業主のみ / 買掛金,１事業所当たり金額,42.0,2006,estat-corporate
製造業 / 事業主のみ / 買掛金,１事業所当たり金額,29.0,2005,estat-corporate
製造業 / 事業主のみ / 買掛金,１事業所当たり金額,77.0,2004,estat-corporate
製造業 / 事業主のみ / 買掛金,１事業所当たり金額,11.0,2003,estat-corporate
製造業 / 事業主のみ / 負 債 短期借入金,１事業所当たり金額,26.0,2007,estat-corporate
製造業 / 事業主のみ / 負 債 短期借入金,１事業所当たり金額,128.0,2006,estat-corporate
製造業 / 事業主のみ / 負 債 短期借入金,１事業所当たり金額,179.0,2005,estat-corporate
製造業 / 事業主のみ / 負 債 短期借入金,１事業所当たり金額,131.0,2004,estat-corporate
製造業 / 事業主のみ / 負 債 短期借入金,１事業所当たり金額,226.0,2003,estat-corporate
製造業 / 事業主のみ / 未払金,１事業所当たり金額,53.0,2007,estat-corporate
製造業 / 事業主のみ / 未払金,１事業所当たり金額,21.0,2006,estat-corporate
製造業 / 事業主のみ / 未払金,１事業所当たり金額,44.0,2005,estat-corporate
製造業 / 事業主のみ / 未払金,１事業所当たり金額,67.0,2004,estat-corporate
製造業 / 事業主のみ / 未払金,１事業所当たり金額,12.0,2003,estat-corporate
製造業 / 事業主のみ / 負 債 前受金,１事業所当たり金額,9.0,2007,estat-corporate
製造業 / 事業主のみ / 負 債 その他,１事業所当たり金額,0.0,2007,estat-corporate
製造業 / 事業主のみ / 負 債 その他,１事業所当たり金額,0.0,2005,estat-corporate
製造業 / 事業主のみ / 負 債 その他,１事業所当たり金額,0.0,2004,estat-corporate
製造業 / 事業主のみ / 長期借入金,１事業所当たり金額,600.0,2007,estat-corporate
製造業 / 事業主のみ / 長期借入金,１事業所当たり金額,1023.0,2006,estat-corporate
製造業 / 事業主のみ / 長期借入金,１事業所当たり金額,331.0,2005,estat-corporate
製造業 / 事業主のみ / 長期借入金,１事業所当たり金額,318.0,2004,estat-corporate
製造業 / 事業主のみ / 長期借入金,１事業所当たり金額,369.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 売上高,１事業所当たり金額,8435.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 売上高,１事業所当たり金額,7775.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 売上高,１事業所当たり金額,6928.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 売上高,１事業所当たり金額,7095.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 売上高,１事業所当たり金額,7635.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価,１事業所当たり金額,3270.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価,１事業所当たり金額,2089.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価,１事業所当たり金額,1851.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価,１事業所当たり金額,1590.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価,１事業所当たり金額,1902.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 期首棚卸高,１事業所当たり金額,576.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 期首棚卸高,１事業所当たり金額,509.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 期首棚卸高,１事業所当たり金額,399.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 期首棚卸高,１事業所当たり金額,416.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 期首棚卸高,１事業所当たり金額,399.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 仕入高,１事業所当たり金額,3212.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 仕入高,１事業所当たり金額,2066.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 仕入高,１事業所当たり金額,1815.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 仕入高,１事業所当たり金額,1553.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 仕入高,１事業所当たり金額,1895.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 期末棚卸高,１事業所当たり金額,518.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 期末棚卸高,１事業所当たり金額,486.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 期末棚卸高,１事業所当たり金額,363.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 期末棚卸高,１事業所当たり金額,378.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 売上原価 期末棚卸高,１事業所当たり金額,392.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 売上総利益,１事業所当たり金額,5165.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 売上総利益,１事業所当たり金額,5686.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 売上総利益,１事業所当たり金額,5077.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 売上総利益,１事業所当たり金額,5505.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 売上総利益,１事業所当たり金額,5734.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 営業費,１事業所当たり金額,2510.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 営業費,１事業所当たり金額,2443.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 営業費,１事業所当たり金額,2568.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 営業費,１事業所当たり金額,2765.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 営業費,１事業所当たり金額,2647.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 給料賃金,１事業所当たり金額,2.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 給料賃金,１事業所当たり金額,1.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 給料賃金,１事業所当たり金額,3.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 給料賃金,１事業所当たり金額,1.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 給料賃金,１事業所当たり金額,9.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,3.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,1.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,1.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 営業経費,１事業所当たり金額,2508.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 営業経費,１事業所当たり金額,2443.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 営業経費,１事業所当たり金額,2565.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 営業経費,１事業所当たり金額,2764.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 営業費 営業経費,１事業所当たり金額,2638.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 営業利益,１事業所当たり金額,2655.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 営業利益,１事業所当たり金額,3243.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 営業利益,１事業所当たり金額,2509.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 営業利益,１事業所当たり金額,2739.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 営業利益,１事業所当たり金額,3087.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資,１事業所当たり金額,246.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資,１事業所当たり金額,342.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資,１事業所当たり金額,401.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資,１事業所当たり金額,358.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資,１事業所当たり金額,695.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資　うち建物・建物付属設備,１事業所当たり金額,24.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資　うち建物・建物付属設備,１事業所当たり金額,57.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資　うち建物・建物付属設備,１事業所当たり金額,150.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資　うち建物・建物付属設備,１事業所当たり金額,37.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資　うち建物・建物付属設備,１事業所当たり金額,248.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,216.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,185.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,242.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,314.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,346.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 従業者数,１事業所当たり金額,2.23,2007,estat-corporate
製造業 / 事業主と家族従業者 / 従業者数,１事業所当たり金額,2.29,2006,estat-corporate
製造業 / 事業主と家族従業者 / 従業者数,１事業所当たり金額,2.29,2005,estat-corporate
製造業 / 事業主と家族従業者 / 従業者数,１事業所当たり金額,2.23,2004,estat-corporate
製造業 / 事業主と家族従業者 / 従業者数,１事業所当たり金額,2.25,2003,estat-corporate
製造業 / 事業主と家族従業者 / 従業者数 うち家族従業者,１事業所当たり金額,1.23,2007,estat-corporate
製造業 / 事業主と家族従業者 / 従業者数 うち家族従業者,１事業所当たり金額,1.29,2006,estat-corporate
製造業 / 事業主と家族従業者 / 従業者数 うち家族従業者,１事業所当たり金額,1.29,2005,estat-corporate
製造業 / 事業主と家族従業者 / 従業者数 うち家族従業者,１事業所当たり金額,1.23,2004,estat-corporate
製造業 / 事業主と家族従業者 / 従業者数 うち家族従業者,１事業所当たり金額,1.25,2003,estat-corporate
製造業 / 事業主と家族従業者 / １年間の営業（操業）日数（日）,１事業所当たり金額,266.8,2007,estat-corporate
製造業 / 事業主と家族従業者 / １年間の営業（操業）日数（日）,１事業所当たり金額,268.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / １年間の営業（操業）日数（日）,１事業所当たり金額,266.1,2005,estat-corporate
製造業 / 事業主と家族従業者 / １年間の営業（操業）日数（日）,１事業所当たり金額,270.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / １年間の営業（操業）日数（日）,１事業所当たり金額,262.4,2003,estat-corporate
製造業 / 事業主と家族従業者 / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.6,2007,estat-corporate
製造業 / 事業主と家族従業者 / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.4,2006,estat-corporate
製造業 / 事業主と家族従業者 / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.5,2005,estat-corporate
製造業 / 事業主と家族従業者 / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.7,2004,estat-corporate
製造業 / 事業主と家族従業者 / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.5,2003,estat-corporate
製造業 / 事業主と家族従業者 / １年間の総採用者数（人）,１事業所当たり金額,0.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / １年間の総採用者数（人）,１事業所当たり金額,0.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / １年間の総採用者数（人）,１事業所当たり金額,0.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / １年間の総離職者数（人）,１事業所当たり金額,0.01,2005,estat-corporate
製造業 / 事業主と家族従業者 / １年間の総離職者数（人）,１事業所当たり金額,0.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / １年間の総離職者数（人）,１事業所当たり金額,0.02,2003,estat-corporate
製造業 / 事業主と家族従業者 / 従業者1人あたり 売上高,１事業所当たり金額,3783.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 従業者1人あたり 売上高,１事業所当たり金額,3395.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 従業者1人あたり 売上高,１事業所当たり金額,3025.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 従業者1人あたり 売上高,１事業所当たり金額,3182.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 従業者1人あたり 売上高,１事業所当たり金額,3393.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 従業者1人あたり 営業利益,１事業所当たり金額,1191.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 従業者1人あたり 営業利益,１事業所当たり金額,1416.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 従業者1人あたり 営業利益,１事業所当たり金額,1096.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 従業者1人あたり 営業利益,１事業所当たり金額,1228.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 従業者1人あたり 営業利益,１事業所当たり金額,1372.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 資 産,１事業所当たり金額,3443.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 資 産,１事業所当たり金額,3144.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 資 産,１事業所当たり金額,3171.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 資 産,１事業所当たり金額,3055.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 資 産,１事業所当たり金額,3956.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 現 金,１事業所当たり金額,324.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 現 金,１事業所当たり金額,288.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 現 金,１事業所当たり金額,351.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 現 金,１事業所当たり金額,348.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 現 金,１事業所当たり金額,349.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 預 金,１事業所当たり金額,1964.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 預 金,１事業所当たり金額,1843.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 預 金,１事業所当たり金額,1955.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 預 金,１事業所当たり金額,1724.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 預 金,１事業所当たり金額,2419.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 受取手形,１事業所当たり金額,63.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 受取手形,１事業所当たり金額,143.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 受取手形,１事業所当たり金額,73.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 受取手形,１事業所当たり金額,213.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 受取手形,１事業所当たり金額,235.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 売掛金,１事業所当たり金額,488.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 売掛金,１事業所当たり金額,376.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 売掛金,１事業所当たり金額,384.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 売掛金,１事業所当たり金額,363.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 売掛金,１事業所当たり金額,461.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 棚卸資産,１事業所当たり金額,522.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 棚卸資産,１事業所当たり金額,477.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 棚卸資産,１事業所当たり金額,368.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 棚卸資産,１事業所当たり金額,382.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 棚卸資産,１事業所当たり金額,397.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 前払金,１事業所当たり金額,45.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 前払金,１事業所当たり金額,2.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 前払金,１事業所当たり金額,3.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 前払金,１事業所当たり金額,2.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 前払金,１事業所当たり金額,7.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 貸付金,１事業所当たり金額,0.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 貸付金,１事業所当たり金額,4.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 貸付金,１事業所当たり金額,4.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 貸付金,１事業所当たり金額,10.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 貸付金,１事業所当たり金額,8.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 その他,１事業所当たり金額,35.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 その他,１事業所当たり金額,12.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 その他,１事業所当たり金額,33.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 その他,１事業所当たり金額,12.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 資 産 その他,１事業所当たり金額,80.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 負 債,１事業所当たり金額,544.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 負 債,１事業所当たり金額,359.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 負 債,１事業所当たり金額,421.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 負 債,１事業所当たり金額,358.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 負 債,１事業所当たり金額,556.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 支払手形,１事業所当たり金額,33.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 支払手形,１事業所当たり金額,24.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 支払手形,１事業所当たり金額,58.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 支払手形,１事業所当たり金額,32.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 支払手形,１事業所当たり金額,42.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 買掛金,１事業所当たり金額,202.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 買掛金,１事業所当たり金額,124.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 買掛金,１事業所当たり金額,107.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 買掛金,１事業所当たり金額,108.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 買掛金,１事業所当たり金額,168.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 短期借入金,１事業所当たり金額,211.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 短期借入金,１事業所当たり金額,93.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 短期借入金,１事業所当たり金額,205.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 短期借入金,１事業所当たり金額,135.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 短期借入金,１事業所当たり金額,241.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 未払金,１事業所当たり金額,87.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 未払金,１事業所当たり金額,113.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 未払金,１事業所当たり金額,47.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 未払金,１事業所当たり金額,81.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 未払金,１事業所当たり金額,81.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 前受金,１事業所当たり金額,11.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 前受金,１事業所当たり金額,0.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 前受金,１事業所当たり金額,3.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 前受金,１事業所当たり金額,1.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 前受金,１事業所当たり金額,24.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 その他,１事業所当たり金額,1.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 その他,１事業所当たり金額,6.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 その他,１事業所当たり金額,1.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 その他,１事業所当たり金額,1.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 負 債 その他,１事業所当たり金額,1.0,2003,estat-corporate
製造業 / 事業主と家族従業者 / 長期借入金,１事業所当たり金額,1351.0,2007,estat-corporate
製造業 / 事業主と家族従業者 / 長期借入金,１事業所当たり金額,1209.0,2006,estat-corporate
製造業 / 事業主と家族従業者 / 長期借入金,１事業所当たり金額,1430.0,2005,estat-corporate
製造業 / 事業主と家族従業者 / 長期借入金,１事業所当たり金額,1496.0,2004,estat-corporate
製造業 / 事業主と家族従業者 / 長期借入金,１事業所当たり金額,1703.0,2003,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上高,１事業所当たり金額,7481.0,2007,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上高,１事業所当たり金額,6265.0,2006,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上高,１事業所当たり金額,5712.0,2005,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上高,１事業所当たり金額,6017.0,2004,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上高,１事業所当たり金額,6238.0,2003,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価,１事業所当たり金額,3027.0,2007,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価,１事業所当たり金額,1772.0,2006,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価,１事業所当たり金額,1468.0,2005,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価,１事業所当たり金額,1249.0,2004,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価,１事業所当たり金額,1185.0,2003,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価 期首棚卸高,１事業所当たり金額,555.0,2007,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価 期首棚卸高,１事業所当たり金額,474.0,2006,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価 期首棚卸高,１事業所当たり金額,344.0,2005,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価 期首棚卸高,１事業所当たり金額,259.0,2004,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価 期首棚卸高,１事業所当たり金額,201.0,2003,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価 仕入高,１事業所当たり金額,2955.0,2007,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価 仕入高,１事業所当たり金額,1751.0,2006,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価 仕入高,１事業所当たり金額,1428.0,2005,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価 仕入高,１事業所当たり金額,1226.0,2004,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価 仕入高,１事業所当たり金額,1167.0,2003,estat-corporate
製造業 / 事業主と家族従業者 うち家族従業者１人 / 売上原価 期末棚卸高,１事業所当たり金額,483.0,2007,estat-corporate
