industry_or_category,indicator,value,year,source_id
製造業 / 雇用者あり / 売上総利益,１事業所当たり金額,11441.0,2013,estat-corporate
製造業 / 雇用者あり / 売上総利益,１事業所当たり金額,12451.0,2012,estat-corporate
製造業 / 雇用者あり / 売上総利益,１事業所当たり金額,11185.0,2011,estat-corporate
製造業 / 雇用者あり / 売上総利益,１事業所当たり金額,11366.0,2010,estat-corporate
製造業 / 雇用者あり / 売上総利益,１事業所当たり金額,11854.0,2009,estat-corporate
製造業 / 雇用者あり / 売上総利益,１事業所当たり金額,11926.0,2008,estat-corporate
製造業 / 雇用者あり / 営業費,１事業所当たり金額,9113.0,2018,estat-corporate
製造業 / 雇用者あり / 営業費,１事業所当たり金額,9212.0,2017,estat-corporate
製造業 / 雇用者あり / 営業費,１事業所当たり金額,9510.0,2016,estat-corporate
製造業 / 雇用者あり / 営業費,１事業所当たり金額,8579.0,2015,estat-corporate
製造業 / 雇用者あり / 営業費,１事業所当たり金額,9055.0,2014,estat-corporate
製造業 / 雇用者あり / 営業費,１事業所当たり金額,8279.0,2013,estat-corporate
製造業 / 雇用者あり / 営業費,１事業所当たり金額,9132.0,2012,estat-corporate
製造業 / 雇用者あり / 営業費,１事業所当たり金額,8439.0,2011,estat-corporate
製造業 / 雇用者あり / 営業費,１事業所当たり金額,8674.0,2010,estat-corporate
製造業 / 雇用者あり / 営業費,１事業所当たり金額,9552.0,2009,estat-corporate
製造業 / 雇用者あり / 営業費,１事業所当たり金額,8603.0,2008,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金,１事業所当たり金額,3274.0,2018,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金,１事業所当たり金額,2922.0,2017,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金,１事業所当たり金額,3301.0,2016,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金,１事業所当たり金額,2864.0,2015,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金,１事業所当たり金額,2644.0,2014,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金,１事業所当たり金額,2571.0,2013,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金,１事業所当たり金額,3185.0,2012,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金,１事業所当たり金額,3196.0,2011,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金,１事業所当たり金額,3258.0,2010,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金,１事業所当たり金額,3662.0,2009,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金,１事業所当たり金額,3105.0,2008,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,3148.0,2018,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,2858.0,2017,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,3241.0,2016,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,2763.0,2015,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,2585.0,2014,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,2498.0,2013,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,3094.0,2012,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,3134.0,2011,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,3159.0,2010,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,3613.0,2009,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者,１事業所当たり金額,2998.0,2008,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,647.0,2018,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,716.0,2017,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,716.0,2016,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,718.0,2015,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,811.0,2014,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,681.0,2013,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,788.0,2012,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,621.0,2011,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,815.0,2010,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,1147.0,2009,estat-corporate
製造業 / 雇用者あり / 営業費 給料賃金 うち常用雇用者　うちパート・アルバイト,１事業所当たり金額,759.0,2008,estat-corporate
製造業 / 雇用者あり / 営業費 営業経費,１事業所当たり金額,5839.0,2018,estat-corporate
製造業 / 雇用者あり / 営業費 営業経費,１事業所当たり金額,6290.0,2017,estat-corporate
製造業 / 雇用者あり / 営業費 営業経費,１事業所当たり金額,6209.0,2016,estat-corporate
製造業 / 雇用者あり / 営業費 営業経費,１事業所当たり金額,5715.0,2015,estat-corporate
製造業 / 雇用者あり / 営業費 営業経費,１事業所当たり金額,6411.0,2014,estat-corporate
製造業 / 雇用者あり / 営業費 営業経費,１事業所当たり金額,5709.0,2013,estat-corporate
製造業 / 雇用者あり / 営業費 営業経費,１事業所当たり金額,5947.0,2012,estat-corporate
製造業 / 雇用者あり / 営業費 営業経費,１事業所当たり金額,5244.0,2011,estat-corporate
製造業 / 雇用者あり / 営業費 営業経費,１事業所当たり金額,5416.0,2010,estat-corporate
製造業 / 雇用者あり / 営業費 営業経費,１事業所当たり金額,5890.0,2009,estat-corporate
製造業 / 雇用者あり / 営業費 営業経費,１事業所当たり金額,5498.0,2008,estat-corporate
製造業 / 雇用者あり / 営業利益,１事業所当たり金額,3313.0,2018,estat-corporate
製造業 / 雇用者あり / 営業利益,１事業所当たり金額,3138.0,2017,estat-corporate
製造業 / 雇用者あり / 営業利益,１事業所当たり金額,3203.0,2016,estat-corporate
製造業 / 雇用者あり / 営業利益,１事業所当たり金額,3278.0,2015,estat-corporate
製造業 / 雇用者あり / 営業利益,１事業所当たり金額,3146.0,2014,estat-corporate
製造業 / 雇用者あり / 営業利益,１事業所当たり金額,3162.0,2013,estat-corporate
製造業 / 雇用者あり / 営業利益,１事業所当たり金額,3320.0,2012,estat-corporate
製造業 / 雇用者あり / 営業利益,１事業所当たり金額,2746.0,2011,estat-corporate
製造業 / 雇用者あり / 営業利益,１事業所当たり金額,2692.0,2010,estat-corporate
製造業 / 雇用者あり / 営業利益,１事業所当たり金額,2302.0,2009,estat-corporate
製造業 / 雇用者あり / 営業利益,１事業所当たり金額,3323.0,2008,estat-corporate
製造業 / 雇用者あり / 設備投資,１事業所当たり金額,892.0,2018,estat-corporate
製造業 / 雇用者あり / 設備投資,１事業所当たり金額,661.0,2017,estat-corporate
製造業 / 雇用者あり / 設備投資,１事業所当たり金額,389.0,2016,estat-corporate
製造業 / 雇用者あり / 設備投資,１事業所当たり金額,404.0,2015,estat-corporate
製造業 / 雇用者あり / 設備投資,１事業所当たり金額,614.0,2014,estat-corporate
製造業 / 雇用者あり / 設備投資,１事業所当たり金額,668.0,2013,estat-corporate
製造業 / 雇用者あり / 設備投資,１事業所当たり金額,412.0,2012,estat-corporate
製造業 / 雇用者あり / 設備投資,１事業所当たり金額,546.0,2011,estat-corporate
製造業 / 雇用者あり / 設備投資,１事業所当たり金額,477.0,2010,estat-corporate
製造業 / 雇用者あり / 設備投資,１事業所当たり金額,603.0,2009,estat-corporate
製造業 / 雇用者あり / 設備投資,１事業所当たり金額,787.0,2008,estat-corporate
製造業 / 雇用者あり / 設備投資　うち建物・建物付属設備,１事業所当たり金額,68.0,2018,estat-corporate
製造業 / 雇用者あり / 設備投資　うち建物・建物付属設備,１事業所当たり金額,101.0,2017,estat-corporate
製造業 / 雇用者あり / 設備投資　うち建物・建物付属設備,１事業所当たり金額,52.0,2016,estat-corporate
製造業 / 雇用者あり / 設備投資　うち建物・建物付属設備,１事業所当たり金額,23.0,2015,estat-corporate
製造業 / 雇用者あり / 設備投資　うち建物・建物付属設備,１事業所当たり金額,100.0,2014,estat-corporate
製造業 / 雇用者あり / 設備投資　うち建物・建物付属設備,１事業所当たり金額,109.0,2013,estat-corporate
製造業 / 雇用者あり / 設備投資　うち建物・建物付属設備,１事業所当たり金額,39.0,2012,estat-corporate
製造業 / 雇用者あり / 設備投資　うち建物・建物付属設備,１事業所当たり金額,107.0,2011,estat-corporate
製造業 / 雇用者あり / 設備投資　うち建物・建物付属設備,１事業所当たり金額,97.0,2010,estat-corporate
製造業 / 雇用者あり / 設備投資　うち建物・建物付属設備,１事業所当たり金額,55.0,2009,estat-corporate
製造業 / 雇用者あり / 設備投資　うち建物・建物付属設備,１事業所当たり金額,98.0,2008,estat-corporate
製造業 / 雇用者あり / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,803.0,2018,estat-corporate
製造業 / 雇用者あり / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,559.0,2017,estat-corporate
製造業 / 雇用者あり / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,335.0,2016,estat-corporate
製造業 / 雇用者あり / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,381.0,2015,estat-corporate
製造業 / 雇用者あり / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,435.0,2014,estat-corporate
製造業 / 雇用者あり / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,449.0,2013,estat-corporate
製造業 / 雇用者あり / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,373.0,2012,estat-corporate
製造業 / 雇用者あり / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,377.0,2011,estat-corporate
製造業 / 雇用者あり / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,349.0,2010,estat-corporate
製造業 / 雇用者あり / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,465.0,2009,estat-corporate
製造業 / 雇用者あり / 設備投資　うち車両・機械・工具・器具・備品,１事業所当たり金額,484.0,2008,estat-corporate
製造業 / 雇用者あり / 従業者数,１事業所当たり金額,3.99,2018,estat-corporate
製造業 / 雇用者あり / 従業者数,１事業所当たり金額,4.11,2017,estat-corporate
製造業 / 雇用者あり / 従業者数,１事業所当たり金額,4.69,2016,estat-corporate
製造業 / 雇用者あり / 従業者数,１事業所当たり金額,4.47,2015,estat-corporate
製造業 / 雇用者あり / 従業者数,１事業所当たり金額,4.22,2014,estat-corporate
製造業 / 雇用者あり / 従業者数,１事業所当たり金額,4.12,2013,estat-corporate
製造業 / 雇用者あり / 従業者数,１事業所当たり金額,4.47,2012,estat-corporate
製造業 / 雇用者あり / 従業者数,１事業所当たり金額,4.32,2011,estat-corporate
製造業 / 雇用者あり / 従業者数,１事業所当たり金額,4.54,2010,estat-corporate
製造業 / 雇用者あり / 従業者数,１事業所当たり金額,4.45,2009,estat-corporate
製造業 / 雇用者あり / 従業者数,１事業所当たり金額,4.43,2008,estat-corporate
製造業 / 雇用者あり / 従業者数 うち家族従業者,１事業所当たり金額,0.68,2018,estat-corporate
製造業 / 雇用者あり / 従業者数 うち家族従業者,１事業所当たり金額,0.82,2017,estat-corporate
製造業 / 雇用者あり / 従業者数 うち家族従業者,１事業所当たり金額,1.05,2016,estat-corporate
製造業 / 雇用者あり / 従業者数 うち家族従業者,１事業所当たり金額,0.95,2015,estat-corporate
製造業 / 雇用者あり / 従業者数 うち家族従業者,１事業所当たり金額,0.95,2014,estat-corporate
製造業 / 雇用者あり / 従業者数 うち家族従業者,１事業所当たり金額,0.98,2013,estat-corporate
製造業 / 雇用者あり / 従業者数 うち家族従業者,１事業所当たり金額,1.01,2012,estat-corporate
製造業 / 雇用者あり / 従業者数 うち家族従業者,１事業所当たり金額,1.01,2011,estat-corporate
製造業 / 雇用者あり / 従業者数 うち家族従業者,１事業所当たり金額,1.02,2010,estat-corporate
製造業 / 雇用者あり / 従業者数 うち家族従業者,１事業所当たり金額,0.88,2009,estat-corporate
製造業 / 雇用者あり / 従業者数 うち家族従業者,１事業所当たり金額,0.97,2008,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者,１事業所当たり金額,1.82,2018,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者,１事業所当たり金額,1.95,2017,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者,１事業所当たり金額,2.12,2016,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者,１事業所当たり金額,1.96,2015,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者,１事業所当たり金額,1.81,2014,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者,１事業所当たり金額,1.7,2013,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者,１事業所当たり金額,2.01,2012,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者,１事業所当たり金額,1.86,2011,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者,１事業所当たり金額,1.98,2010,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者,１事業所当たり金額,2.33,2009,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者,１事業所当たり金額,1.78,2008,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,0.8,2018,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,1.05,2017,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,1.0,2016,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,1.02,2015,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,0.98,2014,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,0.89,2013,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,1.02,2012,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,0.82,2011,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,0.93,2010,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,1.26,2009,estat-corporate
製造業 / 雇用者あり / 従業者数　うち常用雇用者 うちパート・アルバイト,１事業所当たり金額,0.82,2008,estat-corporate
製造業 / 雇用者あり / １年間の営業（操業）日数（日）,１事業所当たり金額,269.2,2018,estat-corporate
製造業 / 雇用者あり / １年間の営業（操業）日数（日）,１事業所当たり金額,265.2,2017,estat-corporate
製造業 / 雇用者あり / １年間の営業（操業）日数（日）,１事業所当たり金額,276.2,2016,estat-corporate
製造業 / 雇用者あり / １年間の営業（操業）日数（日）,１事業所当たり金額,269.2,2015,estat-corporate
製造業 / 雇用者あり / １年間の営業（操業）日数（日）,１事業所当たり金額,274.5,2014,estat-corporate
製造業 / 雇用者あり / １年間の営業（操業）日数（日）,１事業所当たり金額,272.7,2013,estat-corporate
製造業 / 雇用者あり / １年間の営業（操業）日数（日）,１事業所当たり金額,267.7,2012,estat-corporate
製造業 / 雇用者あり / １年間の営業（操業）日数（日）,１事業所当たり金額,279.5,2011,estat-corporate
製造業 / 雇用者あり / １年間の営業（操業）日数（日）,１事業所当たり金額,269.5,2010,estat-corporate
製造業 / 雇用者あり / １年間の営業（操業）日数（日）,１事業所当たり金額,272.7,2009,estat-corporate
製造業 / 雇用者あり / １年間の営業（操業）日数（日）,１事業所当たり金額,258.6,2008,estat-corporate
製造業 / 雇用者あり / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.4,2018,estat-corporate
製造業 / 雇用者あり / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.2,2017,estat-corporate
製造業 / 雇用者あり / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.4,2016,estat-corporate
製造業 / 雇用者あり / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.3,2015,estat-corporate
製造業 / 雇用者あり / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.4,2014,estat-corporate
製造業 / 雇用者あり / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.3,2013,estat-corporate
製造業 / 雇用者あり / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.5,2012,estat-corporate
製造業 / 雇用者あり / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.6,2011,estat-corporate
製造業 / 雇用者あり / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.4,2010,estat-corporate
製造業 / 雇用者あり / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.5,2009,estat-corporate
製造業 / 雇用者あり / １日の平均営業（操業）時間（時間）,１事業所当たり金額,8.1,2008,estat-corporate
製造業 / 雇用者あり / １年間の総採用者数（人）,１事業所当たり金額,0.71,2018,estat-corporate
製造業 / 雇用者あり / １年間の総採用者数（人）,１事業所当たり金額,0.45,2017,estat-corporate
製造業 / 雇用者あり / １年間の総採用者数（人）,１事業所当たり金額,0.53,2016,estat-corporate
製造業 / 雇用者あり / １年間の総採用者数（人）,１事業所当たり金額,0.46,2015,estat-corporate
製造業 / 雇用者あり / １年間の総採用者数（人）,１事業所当たり金額,0.47,2014,estat-corporate
製造業 / 雇用者あり / １年間の総採用者数（人）,１事業所当たり金額,0.35,2013,estat-corporate
製造業 / 雇用者あり / １年間の総採用者数（人）,１事業所当たり金額,0.61,2012,estat-corporate
製造業 / 雇用者あり / １年間の総採用者数（人）,１事業所当たり金額,0.31,2011,estat-corporate
製造業 / 雇用者あり / １年間の総採用者数（人）,１事業所当たり金額,0.47,2010,estat-corporate
製造業 / 雇用者あり / １年間の総採用者数（人）,１事業所当たり金額,0.52,2009,estat-corporate
製造業 / 雇用者あり / １年間の総採用者数（人）,１事業所当たり金額,0.54,2008,estat-corporate
製造業 / 雇用者あり / １年間の総離職者数（人）,１事業所当たり金額,0.2,2018,estat-corporate
製造業 / 雇用者あり / １年間の総離職者数（人）,１事業所当たり金額,0.18,2017,estat-corporate
製造業 / 雇用者あり / １年間の総離職者数（人）,１事業所当たり金額,0.19,2016,estat-corporate
製造業 / 雇用者あり / １年間の総離職者数（人）,１事業所当たり金額,0.18,2015,estat-corporate
製造業 / 雇用者あり / １年間の総離職者数（人）,１事業所当たり金額,0.2,2014,estat-corporate
製造業 / 雇用者あり / １年間の総離職者数（人）,１事業所当たり金額,0.14,2013,estat-corporate
製造業 / 雇用者あり / １年間の総離職者数（人）,１事業所当たり金額,0.26,2012,estat-corporate
製造業 / 雇用者あり / １年間の総離職者数（人）,１事業所当たり金額,0.14,2011,estat-corporate
製造業 / 雇用者あり / １年間の総離職者数（人）,１事業所当たり金額,0.17,2010,estat-corporate
製造業 / 雇用者あり / １年間の総離職者数（人）,１事業所当たり金額,0.22,2009,estat-corporate
製造業 / 雇用者あり / １年間の総離職者数（人）,１事業所当たり金額,0.26,2008,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 売上高,１事業所当たり金額,4611.0,2018,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 売上高,１事業所当たり金額,4399.0,2017,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 売上高,１事業所当たり金額,4453.0,2016,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 売上高,１事業所当たり金額,4128.0,2015,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 売上高,１事業所当たり金額,4403.0,2014,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 売上高,１事業所当たり金額,4341.0,2013,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 売上高,１事業所当たり金額,4338.0,2012,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 売上高,１事業所当たり金額,4010.0,2011,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 売上高,１事業所当たり金額,3695.0,2010,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 売上高,１事業所当たり金額,4156.0,2009,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 売上高,１事業所当たり金額,4050.0,2008,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 営業利益,１事業所当たり金額,830.0,2018,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 営業利益,１事業所当たり金額,764.0,2017,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 営業利益,１事業所当たり金額,683.0,2016,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 営業利益,１事業所当たり金額,733.0,2015,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 営業利益,１事業所当たり金額,745.0,2014,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 営業利益,１事業所当たり金額,767.0,2013,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 営業利益,１事業所当たり金額,743.0,2012,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 営業利益,１事業所当たり金額,636.0,2011,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 営業利益,１事業所当たり金額,593.0,2010,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 営業利益,１事業所当たり金額,517.0,2009,estat-corporate
製造業 / 雇用者あり / 従業者1人あたり 営業利益,１事業所当たり金額,750.0,2008,estat-corporate
製造業 / 雇用者あり / 資 産,１事業所当たり金額,6083.0,2018,estat-corporate
製造業 / 雇用者あり / 資 産,１事業所当たり金額,6517.0,2017,estat-corporate
製造業 / 雇用者あり / 資 産,１事業所当たり金額,6400.0,2016,estat-corporate
製造業 / 雇用者あり / 資 産,１事業所当たり金額,6061.0,2015,estat-corporate
製造業 / 雇用者あり / 資 産,１事業所当たり金額,6654.0,2014,estat-corporate
製造業 / 雇用者あり / 資 産,１事業所当たり金額,7972.0,2013,estat-corporate
製造業 / 雇用者あり / 資 産,１事業所当たり金額,6576.0,2012,estat-corporate
製造業 / 雇用者あり / 資 産,１事業所当たり金額,7429.0,2011,estat-corporate
製造業 / 雇用者あり / 資 産,１事業所当たり金額,5682.0,2010,estat-corporate
製造業 / 雇用者あり / 資 産,１事業所当たり金額,5576.0,2009,estat-corporate
製造業 / 雇用者あり / 資 産,１事業所当たり金額,5510.0,2008,estat-corporate
製造業 / 雇用者あり / 資 産 現 金,１事業所当たり金額,571.0,2018,estat-corporate
製造業 / 雇用者あり / 資 産 現 金,１事業所当たり金額,961.0,2017,estat-corporate
製造業 / 雇用者あり / 資 産 現 金,１事業所当たり金額,593.0,2016,estat-corporate
製造業 / 雇用者あり / 資 産 現 金,１事業所当たり金額,434.0,2015,estat-corporate
製造業 / 雇用者あり / 資 産 現 金,１事業所当たり金額,407.0,2014,estat-corporate
製造業 / 雇用者あり / 資 産 現 金,１事業所当たり金額,517.0,2013,estat-corporate
製造業 / 雇用者あり / 資 産 現 金,１事業所当たり金額,466.0,2012,estat-corporate
製造業 / 雇用者あり / 資 産 現 金,１事業所当たり金額,875.0,2011,estat-corporate
製造業 / 雇用者あり / 資 産 現 金,１事業所当たり金額,405.0,2010,estat-corporate
製造業 / 雇用者あり / 資 産 現 金,１事業所当たり金額,513.0,2009,estat-corporate
製造業 / 雇用者あり / 資 産 現 金,１事業所当たり金額,459.0,2008,estat-corporate
製造業 / 雇用者あり / 資 産 預 金,１事業所当たり金額,2663.0,2018,estat-corporate
製造業 / 雇用者あり / 資 産 預 金,１事業所当たり金額,3045.0,2017,estat-corporate
製造業 / 雇用者あり / 資 産 預 金,１事業所当たり金額,2542.0,2016,estat-corporate
製造業 / 雇用者あり / 資 産 預 金,１事業所当たり金額,2982.0,2015,estat-corporate
製造業 / 雇用者あり / 資 産 預 金,１事業所当たり金額,2791.0,2014,estat-corporate
製造業 / 雇用者あり / 資 産 預 金,１事業所当たり金額,4394.0,2013,estat-corporate
製造業 / 雇用者あり / 資 産 預 金,１事業所当たり金額,2890.0,2012,estat-corporate
製造業 / 雇用者あり / 資 産 預 金,１事業所当たり金額,3014.0,2011,estat-corporate
製造業 / 雇用者あり / 資 産 預 金,１事業所当たり金額,2452.0,2010,estat-corporate
製造業 / 雇用者あり / 資 産 預 金,１事業所当たり金額,2086.0,2009,estat-corporate
製造業 / 雇用者あり / 資 産 預 金,１事業所当たり金額,2101.0,2008,estat-corporate
製造業 / 雇用者あり / 受取手形,１事業所当たり金額,274.0,2018,estat-corporate
製造業 / 雇用者あり / 受取手形,１事業所当たり金額,242.0,2017,estat-corporate
製造業 / 雇用者あり / 受取手形,１事業所当たり金額,463.0,2016,estat-corporate
製造業 / 雇用者あり / 受取手形,１事業所当たり金額,325.0,2015,estat-corporate
製造業 / 雇用者あり / 受取手形,１事業所当たり金額,316.0,2014,estat-corporate
製造業 / 雇用者あり / 受取手形,１事業所当たり金額,435.0,2013,estat-corporate
製造業 / 雇用者あり / 受取手形,１事業所当たり金額,589.0,2012,estat-corporate
製造業 / 雇用者あり / 受取手形,１事業所当たり金額,605.0,2011,estat-corporate
製造業 / 雇用者あり / 受取手形,１事業所当たり金額,302.0,2010,estat-corporate
製造業 / 雇用者あり / 受取手形,１事業所当たり金額,639.0,2009,estat-corporate
製造業 / 雇用者あり / 受取手形,１事業所当たり金額,593.0,2008,estat-corporate
製造業 / 雇用者あり / 資 産 売掛金,１事業所当たり金額,1199.0,2018,estat-corporate
製造業 / 雇用者あり / 資 産 売掛金,１事業所当たり金額,1107.0,2017,estat-corporate
製造業 / 雇用者あり / 資 産 売掛金,１事業所当たり金額,1453.0,2016,estat-corporate
製造業 / 雇用者あり / 資 産 売掛金,１事業所当たり金額,1000.0,2015,estat-corporate
製造業 / 雇用者あり / 資 産 売掛金,１事業所当たり金額,1355.0,2014,estat-corporate
製造業 / 雇用者あり / 資 産 売掛金,１事業所当たり金額,1218.0,2013,estat-corporate
製造業 / 雇用者あり / 資 産 売掛金,１事業所当たり金額,936.0,2012,estat-corporate
製造業 / 雇用者あり / 資 産 売掛金,１事業所当たり金額,1336.0,2011,estat-corporate
製造業 / 雇用者あり / 資 産 売掛金,１事業所当たり金額,1225.0,2010,estat-corporate
製造業 / 雇用者あり / 資 産 売掛金,１事業所当たり金額,1175.0,2009,estat-corporate
製造業 / 雇用者あり / 資 産 売掛金,１事業所当たり金額,1188.0,2008,estat-corporate
製造業 / 雇用者あり / 棚卸資産,１事業所当たり金額,1348.0,2018,estat-corporate
製造業 / 雇用者あり / 棚卸資産,１事業所当たり金額,850.0,2017,estat-corporate
製造業 / 雇用者あり / 棚卸資産,１事業所当たり金額,1311.0,2016,estat-corporate
製造業 / 雇用者あり / 棚卸資産,１事業所当たり金額,1120.0,2015,estat-corporate
製造業 / 雇用者あり / 棚卸資産,１事業所当たり金額,997.0,2014,estat-corporate
製造業 / 雇用者あり / 棚卸資産,１事業所当たり金額,1092.0,2013,estat-corporate
製造業 / 雇用者あり / 棚卸資産,１事業所当たり金額,1526.0,2012,estat-corporate
