category,indicator,value,year,source_id
病院（結核病床） / １０　呼吸器系の疾患 / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（結核病床） / １０　呼吸器系の疾患(肺炎（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １０　呼吸器系の疾患(気管支炎及び慢性閉塞性肺疾患（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １０　呼吸器系の疾患(喘息（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １１　消化器系の疾患 / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １１　消化器系の疾患(胃潰瘍及び十二指腸潰瘍（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １１　消化器系の疾患(胃炎及び十二指腸炎（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １１　消化器系の疾患(肝疾患（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １２　皮膚及び皮下組織の疾患 / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １３　筋骨格系及び結合組織の疾患 / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １３　筋骨格系及び結合組織の疾患(関節症（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １４　腎尿路生殖器系の疾患 / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １４　腎尿路生殖器系の疾患(糸球体疾患，腎尿細管間質性疾患及び腎不全（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １８　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １９　損傷，中毒及びその他の外因の影響 / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（結核病床） / １９　損傷，中毒及びその他の外因の影響(骨折（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（総数）） / 総数 / 推計入院患者数,推計入院患者数,301.8,2008,estat-medical
病院（療養病床（総数）） / １　感染症及び寄生虫症 / 推計入院患者数,推計入院患者数,1.9,2008,estat-medical
病院（療養病床（総数）） / １　感染症及び寄生虫症(腸管感染症（再掲）) / 推計入院患者数,推計入院患者数,0.2,2008,estat-medical
病院（療養病床（総数）） / １　感染症及び寄生虫症(結核（再掲）) / 推計入院患者数,推計入院患者数,0.3,2008,estat-medical
病院（療養病床（総数）） / １　感染症及び寄生虫症(皮膚及び粘膜の病変を伴うウイルス疾患（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（総数）） / １　感染症及び寄生虫症(真菌症（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（総数）） / ２　新生物 / 推計入院患者数,推計入院患者数,9.1,2008,estat-medical
病院（療養病床（総数）） / ２　新生物(（悪性新生物）（再掲）) / 推計入院患者数,推計入院患者数,7.4,2008,estat-medical
病院（療養病床（総数）） / ２　新生物(胃の悪性新生物（再掲）) / 推計入院患者数,推計入院患者数,1.0,2008,estat-medical
病院（療養病床（総数）） / ２　新生物(結腸及び直腸の悪性新生物（再掲）) / 推計入院患者数,推計入院患者数,1.3,2008,estat-medical
病院（療養病床（総数）） / ２　新生物(気管，気管支及び肺の悪性新生物（再掲）) / 推計入院患者数,推計入院患者数,0.9,2008,estat-medical
病院（療養病床（総数）） / ３　血液及び造血器の疾患並びに免疫機構の障害 / 推計入院患者数,推計入院患者数,0.6,2008,estat-medical
病院（療養病床（総数）） / ４　内分泌，栄養及び代謝疾患 / 推計入院患者数,推計入院患者数,10.9,2008,estat-medical
病院（療養病床（総数）） / ４　内分泌，栄養及び代謝疾患(甲状腺障害（再掲）) / 推計入院患者数,推計入院患者数,0.3,2008,estat-medical
病院（療養病床（総数）） / ４　内分泌，栄養及び代謝疾患(糖尿病（再掲）) / 推計入院患者数,推計入院患者数,9.0,2008,estat-medical
病院（療養病床（総数）） / ５　精神及び行動の障害 / 推計入院患者数,推計入院患者数,18.4,2008,estat-medical
病院（療養病床（総数）） / ５　精神及び行動の障害(統合失調症，統合失調症型障害及び妄想性障害（再掲）) / 推計入院患者数,推計入院患者数,1.4,2008,estat-medical
病院（療養病床（総数）） / ５　精神及び行動の障害(気分［感情］障害（躁うつ病を含む）（再掲）) / 推計入院患者数,推計入院患者数,2.1,2008,estat-medical
病院（療養病床（総数）） / 推計入院患者数 / 平成２０年,推計入院患者数,0.4,2008,estat-medical
病院（療養病床（総数）） / ６　神経系の疾患 / 推計入院患者数,推計入院患者数,33.0,2008,estat-medical
病院（療養病床（総数）） / ７　眼及び付属器の疾患 / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（総数）） / ７　眼及び付属器の疾患(白内障（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（総数）） / ８　耳及び乳様突起の疾患 / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（総数）） / ９　循環器系の疾患 / 推計入院患者数,推計入院患者数,144.6,2008,estat-medical
病院（療養病床（総数）） / ９　循環器系の疾患(高血圧性疾患（再掲）) / 推計入院患者数,推計入院患者数,3.7,2008,estat-medical
病院（療養病床（総数）） / ９　循環器系の疾患(（心疾患（高血圧性のものを除く））（再掲）) / 推計入院患者数,推計入院患者数,13.8,2008,estat-medical
病院（療養病床（総数）） / ９　循環器系の疾患(虚血性心疾患（再掲）) / 推計入院患者数,推計入院患者数,2.6,2008,estat-medical
病院（療養病床（総数）） / ９　循環器系の疾患(脳血管疾患（再掲）) / 推計入院患者数,推計入院患者数,125.3,2008,estat-medical
病院（療養病床（総数）） / １０　呼吸器系の疾患 / 推計入院患者数,推計入院患者数,15.1,2008,estat-medical
病院（療養病床（総数）） / １０　呼吸器系の疾患(急性上気道感染症（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（総数）） / １０　呼吸器系の疾患(肺炎（再掲）) / 推計入院患者数,推計入院患者数,4.9,2008,estat-medical
病院（療養病床（総数）） / １０　呼吸器系の疾患(急性気管支炎及び急性細気管支炎（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（総数）） / １０　呼吸器系の疾患(気管支炎及び慢性閉塞性肺疾患（再掲）) / 推計入院患者数,推計入院患者数,4.1,2008,estat-medical
病院（療養病床（総数）） / １０　呼吸器系の疾患(喘息（再掲）) / 推計入院患者数,推計入院患者数,0.8,2008,estat-medical
病院（療養病床（総数）） / １１　消化器系の疾患 / 推計入院患者数,推計入院患者数,5.0,2008,estat-medical
病院（療養病床（総数）） / １１　消化器系の疾患(う蝕（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（総数）） / １１　消化器系の疾患(歯肉炎及び歯周疾患（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（総数）） / １１　消化器系の疾患(胃潰瘍及び十二指腸潰瘍（再掲）) / 推計入院患者数,推計入院患者数,0.6,2008,estat-medical
病院（療養病床（総数）） / １１　消化器系の疾患(胃炎及び十二指腸炎（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（総数）） / １１　消化器系の疾患(肝疾患（再掲）) / 推計入院患者数,推計入院患者数,1.2,2008,estat-medical
病院（療養病床（総数）） / １２　皮膚及び皮下組織の疾患 / 推計入院患者数,推計入院患者数,2.3,2008,estat-medical
病院（療養病床（総数）） / １３　筋骨格系及び結合組織の疾患 / 推計入院患者数,推計入院患者数,15.9,2008,estat-medical
病院（療養病床（総数）） / １３　筋骨格系及び結合組織の疾患(炎症性多発性関節障害（再掲）) / 推計入院患者数,推計入院患者数,2.3,2008,estat-medical
病院（療養病床（総数）） / １３　筋骨格系及び結合組織の疾患(関節症（再掲）) / 推計入院患者数,推計入院患者数,2.1,2008,estat-medical
病院（療養病床（総数）） / １３　筋骨格系及び結合組織の疾患(脊柱障害（再掲）) / 推計入院患者数,推計入院患者数,5.3,2008,estat-medical
病院（療養病床（総数）） / １３　筋骨格系及び結合組織の疾患(骨の密度及び構造の障害（再掲）) / 推計入院患者数,推計入院患者数,0.5,2008,estat-medical
病院（療養病床（総数）） / １４　腎尿路生殖器系の疾患 / 推計入院患者数,推計入院患者数,8.8,2008,estat-medical
病院（療養病床（総数）） / １４　腎尿路生殖器系の疾患(糸球体疾患，腎尿細管間質性疾患及び腎不全（再掲）) / 推計入院患者数,推計入院患者数,7.8,2008,estat-medical
病院（療養病床（総数）） / １４　腎尿路生殖器系の疾患(前立腺肥大（症）（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（総数）） / １４　腎尿路生殖器系の疾患(乳房及び女性生殖器の疾患（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（総数）） / １５　妊娠，分娩及び産じょく / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（総数）） / １５　妊娠，分娩及び産じょく(妊娠高血圧症候群（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（総数）） / １６　周産期に発生した病態 / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（総数）） / １７　先天奇形，変形及び染色体異常 / 推計入院患者数,推計入院患者数,0.5,2008,estat-medical
病院（療養病床（総数）） / １８　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの / 推計入院患者数,推計入院患者数,3.0,2008,estat-medical
病院（療養病床（総数）） / １９　損傷，中毒及びその他の外因の影響 / 推計入院患者数,推計入院患者数,30.6,2008,estat-medical
病院（療養病床（総数）） / １９　損傷，中毒及びその他の外因の影響(骨折（再掲）) / 推計入院患者数,推計入院患者数,19.9,2008,estat-medical
病院（療養病床（総数）） / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用 / 推計入院患者数,推計入院患者数,1.8,2008,estat-medical
病院（療養病床（医療保険適用病床）） / 総数 / 推計入院患者数,推計入院患者数,218.9,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １　感染症及び寄生虫症 / 推計入院患者数,推計入院患者数,1.6,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １　感染症及び寄生虫症(腸管感染症（再掲）) / 推計入院患者数,推計入院患者数,0.2,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １　感染症及び寄生虫症(結核（再掲）) / 推計入院患者数,推計入院患者数,0.2,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １　感染症及び寄生虫症(皮膚及び粘膜の病変を伴うウイルス疾患（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １　感染症及び寄生虫症(真菌症（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ２　新生物 / 推計入院患者数,推計入院患者数,7.6,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ２　新生物(（悪性新生物）（再掲）) / 推計入院患者数,推計入院患者数,6.3,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ２　新生物(胃の悪性新生物（再掲）) / 推計入院患者数,推計入院患者数,0.8,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ２　新生物(結腸及び直腸の悪性新生物（再掲）) / 推計入院患者数,推計入院患者数,1.0,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ２　新生物(気管，気管支及び肺の悪性新生物（再掲）) / 推計入院患者数,推計入院患者数,0.8,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ３　血液及び造血器の疾患並びに免疫機構の障害 / 推計入院患者数,推計入院患者数,0.5,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ４　内分泌，栄養及び代謝疾患 / 推計入院患者数,推計入院患者数,8.8,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ４　内分泌，栄養及び代謝疾患(甲状腺障害（再掲）) / 推計入院患者数,推計入院患者数,0.2,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ４　内分泌，栄養及び代謝疾患(糖尿病（再掲）) / 推計入院患者数,推計入院患者数,7.2,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ５　精神及び行動の障害 / 推計入院患者数,推計入院患者数,9.9,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ５　精神及び行動の障害(統合失調症，統合失調症型障害及び妄想性障害（再掲）) / 推計入院患者数,推計入院患者数,1.0,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ５　精神及び行動の障害(気分［感情］障害（躁うつ病を含む）（再掲）) / 推計入院患者数,推計入院患者数,1.8,2008,estat-medical
病院（療養病床（医療保険適用病床）） / 推計入院患者数 / 平成２０年,推計入院患者数,0.3,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ６　神経系の疾患 / 推計入院患者数,推計入院患者数,24.9,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ７　眼及び付属器の疾患 / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ７　眼及び付属器の疾患(白内障（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ８　耳及び乳様突起の疾患 / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ９　循環器系の疾患 / 推計入院患者数,推計入院患者数,96.7,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ９　循環器系の疾患(高血圧性疾患（再掲）) / 推計入院患者数,推計入院患者数,2.8,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ９　循環器系の疾患(（心疾患（高血圧性のものを除く））（再掲）) / 推計入院患者数,推計入院患者数,10.2,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ９　循環器系の疾患(虚血性心疾患（再掲）) / 推計入院患者数,推計入院患者数,1.9,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ９　循環器系の疾患(脳血管疾患（再掲）) / 推計入院患者数,推計入院患者数,82.3,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １０　呼吸器系の疾患 / 推計入院患者数,推計入院患者数,13.7,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １０　呼吸器系の疾患(急性上気道感染症（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １０　呼吸器系の疾患(肺炎（再掲）) / 推計入院患者数,推計入院患者数,4.5,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １０　呼吸器系の疾患(急性気管支炎及び急性細気管支炎（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １０　呼吸器系の疾患(気管支炎及び慢性閉塞性肺疾患（再掲）) / 推計入院患者数,推計入院患者数,3.7,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １０　呼吸器系の疾患(喘息（再掲）) / 推計入院患者数,推計入院患者数,0.7,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １１　消化器系の疾患 / 推計入院患者数,推計入院患者数,4.1,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １１　消化器系の疾患(う蝕（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １１　消化器系の疾患(歯肉炎及び歯周疾患（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １１　消化器系の疾患(胃潰瘍及び十二指腸潰瘍（再掲）) / 推計入院患者数,推計入院患者数,0.5,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １１　消化器系の疾患(胃炎及び十二指腸炎（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １１　消化器系の疾患(肝疾患（再掲）) / 推計入院患者数,推計入院患者数,1.0,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １２　皮膚及び皮下組織の疾患 / 推計入院患者数,推計入院患者数,2.1,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １３　筋骨格系及び結合組織の疾患 / 推計入院患者数,推計入院患者数,12.1,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １３　筋骨格系及び結合組織の疾患(炎症性多発性関節障害（再掲）) / 推計入院患者数,推計入院患者数,1.6,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １３　筋骨格系及び結合組織の疾患(関節症（再掲）) / 推計入院患者数,推計入院患者数,1.6,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １３　筋骨格系及び結合組織の疾患(脊柱障害（再掲）) / 推計入院患者数,推計入院患者数,4.3,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １３　筋骨格系及び結合組織の疾患(骨の密度及び構造の障害（再掲）) / 推計入院患者数,推計入院患者数,0.4,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １４　腎尿路生殖器系の疾患 / 推計入院患者数,推計入院患者数,8.0,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １４　腎尿路生殖器系の疾患(糸球体疾患，腎尿細管間質性疾患及び腎不全（再掲）) / 推計入院患者数,推計入院患者数,7.2,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １４　腎尿路生殖器系の疾患(前立腺肥大（症）（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １４　腎尿路生殖器系の疾患(乳房及び女性生殖器の疾患（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １６　周産期に発生した病態 / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １７　先天奇形，変形及び染色体異常 / 推計入院患者数,推計入院患者数,0.4,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １８　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの / 推計入院患者数,推計入院患者数,2.5,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １９　損傷，中毒及びその他の外因の影響 / 推計入院患者数,推計入院患者数,25.1,2008,estat-medical
病院（療養病床（医療保険適用病床）） / １９　損傷，中毒及びその他の外因の影響(骨折（再掲）) / 推計入院患者数,推計入院患者数,16.4,2008,estat-medical
病院（療養病床（医療保険適用病床）） / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用 / 推計入院患者数,推計入院患者数,0.7,2008,estat-medical
病院（療養病床（介護保険適用病床）） / 総数 / 推計入院患者数,推計入院患者数,82.9,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １　感染症及び寄生虫症 / 推計入院患者数,推計入院患者数,0.3,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １　感染症及び寄生虫症(腸管感染症（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １　感染症及び寄生虫症(結核（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １　感染症及び寄生虫症(皮膚及び粘膜の病変を伴うウイルス疾患（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １　感染症及び寄生虫症(真菌症（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ２　新生物 / 推計入院患者数,推計入院患者数,1.5,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ２　新生物(（悪性新生物）（再掲）) / 推計入院患者数,推計入院患者数,1.1,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ２　新生物(胃の悪性新生物（再掲）) / 推計入院患者数,推計入院患者数,0.2,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ２　新生物(結腸及び直腸の悪性新生物（再掲）) / 推計入院患者数,推計入院患者数,0.2,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ２　新生物(気管，気管支及び肺の悪性新生物（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ３　血液及び造血器の疾患並びに免疫機構の障害 / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ４　内分泌，栄養及び代謝疾患 / 推計入院患者数,推計入院患者数,2.1,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ４　内分泌，栄養及び代謝疾患(甲状腺障害（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ４　内分泌，栄養及び代謝疾患(糖尿病（再掲）) / 推計入院患者数,推計入院患者数,1.8,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ５　精神及び行動の障害 / 推計入院患者数,推計入院患者数,8.6,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ５　精神及び行動の障害(統合失調症，統合失調症型障害及び妄想性障害（再掲）) / 推計入院患者数,推計入院患者数,0.4,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ５　精神及び行動の障害(気分［感情］障害（躁うつ病を含む）（再掲）) / 推計入院患者数,推計入院患者数,0.3,2008,estat-medical
病院（療養病床（介護保険適用病床）） / 推計入院患者数 / 平成２０年,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ６　神経系の疾患 / 推計入院患者数,推計入院患者数,8.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ７　眼及び付属器の疾患 / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ７　眼及び付属器の疾患(白内障（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ８　耳及び乳様突起の疾患 / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ９　循環器系の疾患 / 推計入院患者数,推計入院患者数,47.9,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ９　循環器系の疾患(高血圧性疾患（再掲）) / 推計入院患者数,推計入院患者数,1.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ９　循環器系の疾患(（心疾患（高血圧性のものを除く））（再掲）) / 推計入院患者数,推計入院患者数,3.6,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ９　循環器系の疾患(虚血性心疾患（再掲）) / 推計入院患者数,推計入院患者数,0.7,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ９　循環器系の疾患(脳血管疾患（再掲）) / 推計入院患者数,推計入院患者数,43.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １０　呼吸器系の疾患 / 推計入院患者数,推計入院患者数,1.4,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １０　呼吸器系の疾患(肺炎（再掲）) / 推計入院患者数,推計入院患者数,0.4,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １０　呼吸器系の疾患(急性気管支炎及び急性細気管支炎（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １０　呼吸器系の疾患(気管支炎及び慢性閉塞性肺疾患（再掲）) / 推計入院患者数,推計入院患者数,0.3,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １０　呼吸器系の疾患(喘息（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １１　消化器系の疾患 / 推計入院患者数,推計入院患者数,1.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １１　消化器系の疾患(胃潰瘍及び十二指腸潰瘍（再掲）) / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １１　消化器系の疾患(胃炎及び十二指腸炎（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １１　消化器系の疾患(肝疾患（再掲）) / 推計入院患者数,推計入院患者数,0.2,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １２　皮膚及び皮下組織の疾患 / 推計入院患者数,推計入院患者数,0.2,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １３　筋骨格系及び結合組織の疾患 / 推計入院患者数,推計入院患者数,3.8,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １３　筋骨格系及び結合組織の疾患(炎症性多発性関節障害（再掲）) / 推計入院患者数,推計入院患者数,0.7,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １３　筋骨格系及び結合組織の疾患(関節症（再掲）) / 推計入院患者数,推計入院患者数,0.4,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １３　筋骨格系及び結合組織の疾患(脊柱障害（再掲）) / 推計入院患者数,推計入院患者数,1.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １３　筋骨格系及び結合組織の疾患(骨の密度及び構造の障害（再掲）) / 推計入院患者数,推計入院患者数,0.2,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １４　腎尿路生殖器系の疾患 / 推計入院患者数,推計入院患者数,0.8,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １４　腎尿路生殖器系の疾患(糸球体疾患，腎尿細管間質性疾患及び腎不全（再掲）) / 推計入院患者数,推計入院患者数,0.6,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １４　腎尿路生殖器系の疾患(前立腺肥大（症）（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １４　腎尿路生殖器系の疾患(乳房及び女性生殖器の疾患（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １５　妊娠，分娩及び産じょく / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １５　妊娠，分娩及び産じょく(妊娠高血圧症候群（再掲）) / 推計入院患者数,推計入院患者数,0.0,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １７　先天奇形，変形及び染色体異常 / 推計入院患者数,推計入院患者数,0.1,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １８　症状，徴候及び異常臨床所見・異常検査所見で他に分類されないもの / 推計入院患者数,推計入院患者数,0.5,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １９　損傷，中毒及びその他の外因の影響 / 推計入院患者数,推計入院患者数,5.4,2008,estat-medical
病院（療養病床（介護保険適用病床）） / １９　損傷，中毒及びその他の外因の影響(骨折（再掲）) / 推計入院患者数,推計入院患者数,3.6,2008,estat-medical
病院（療養病床（介護保険適用病床）） / ２１　健康状態に影響を及ぼす要因及び保健サービスの利用 / 推計入院患者数,推計入院患者数,1.1,2008,estat-medical
病院（一般病床） / 総数 / 推計入院患者数,推計入院患者数,720.3,2008,estat-medical
病院（一般病床） / １　感染症及び寄生虫症 / 推計入院患者数,推計入院患者数,18.1,2008,estat-medical
病院（一般病床） / １　感染症及び寄生虫症(腸管感染症（再掲）) / 推計入院患者数,推計入院患者数,4.1,2008,estat-medical
病院（一般病床） / １　感染症及び寄生虫症(結核（再掲）) / 推計入院患者数,推計入院患者数,1.0,2008,estat-medical
病院（一般病床） / １　感染症及び寄生虫症(皮膚及び粘膜の病変を伴うウイルス疾患（再掲）) / 推計入院患者数,推計入院患者数,1.4,2008,estat-medical
病院（一般病床） / １　感染症及び寄生虫症(真菌症（再掲）) / 推計入院患者数,推計入院患者数,0.7,2008,estat-medical
病院（一般病床） / ２　新生物 / 推計入院患者数,推計入院患者数,146.5,2008,estat-medical
病院（一般病床） / ２　新生物(（悪性新生物）（再掲）) / 推計入院患者数,推計入院患者数,131.2,2008,estat-medical
病院（一般病床） / ２　新生物(胃の悪性新生物（再掲）) / 推計入院患者数,推計入院患者数,15.7,2008,estat-medical
