value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,time,time_label,unit
287.6,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,04,25～29歳,05,10～14年,2022000000,2022年,千円
268.4,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,04,25～29歳,05,10～14年,2021000000,2021年,千円
314.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,04,25～29歳,05,10～14年,2020000000,2020年,千円
-,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,04,25～29歳,06,15年以上,2023000000,2023年,千円
-,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,04,25～29歳,06,15年以上,2022000000,2022年,千円
419.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,04,25～29歳,06,15年以上,2021000000,2021年,千円
-,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,04,25～29歳,06,15年以上,2020000000,2020年,千円
440.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,01,経験年数計,2023000000,2023年,千円
431.8,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,01,経験年数計,2022000000,2022年,千円
418.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,01,経験年数計,2021000000,2021年,千円
414.3,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,01,経験年数計,2020000000,2020年,千円
444.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,02,0年,2023000000,2023年,千円
392.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,02,0年,2022000000,2022年,千円
459.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,02,0年,2021000000,2021年,千円
441.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,02,0年,2020000000,2020年,千円
473.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,03,1～4年,2023000000,2023年,千円
461.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,03,1～4年,2022000000,2022年,千円
469.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,03,1～4年,2021000000,2021年,千円
422.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,03,1～4年,2020000000,2020年,千円
419.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,04,5～9年,2023000000,2023年,千円
431.4,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,04,5～9年,2022000000,2022年,千円
378.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,04,5～9年,2021000000,2021年,千円
393.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,04,5～9年,2020000000,2020年,千円
433.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,05,10～14年,2023000000,2023年,千円
413.1,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,05,10～14年,2022000000,2022年,千円
404.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,05,10～14年,2021000000,2021年,千円
414.6,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,05,10～14年,2020000000,2020年,千円
374.6,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,06,15年以上,2023000000,2023年,千円
327.8,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,06,15年以上,2022000000,2022年,千円
327.3,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,06,15年以上,2021000000,2021年,千円
359.3,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,05,30～34歳,06,15年以上,2020000000,2020年,千円
497.9,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,01,経験年数計,2023000000,2023年,千円
483.6,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,01,経験年数計,2022000000,2022年,千円
457.7,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,01,経験年数計,2021000000,2021年,千円
466.2,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,01,経験年数計,2020000000,2020年,千円
558.0,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,02,0年,2023000000,2023年,千円
509.5,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,02,0年,2022000000,2022年,千円
454.4,42,所定内給与額,1031,管理的職業従事者,01,企業規模計（10人以上）,06,35～39歳,02,0年,2021000000,2021年,千円
