value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,cat05,cat05_label,time,time_label,unit
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210110,Ｅ１２ 木材・木製品製造業(家具を除く)(平成21年以降),2011000000,2011年,歳
62.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210110,Ｅ１２ 木材・木製品製造業(家具を除く)(平成21年以降),2010000000,2010年,歳
61.7,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210110,Ｅ１２ 木材・木製品製造業(家具を除く)(平成21年以降),2009000000,2009年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2015000000,2015年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2014000000,2014年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2013000000,2013年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2012000000,2012年,歳
61.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2011000000,2011年,歳
61.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2010000000,2010年,歳
60.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2009000000,2009年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2015000000,2015年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2014000000,2014年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2013000000,2013年,歳
62.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2012000000,2012年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2011000000,2011年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2010000000,2010年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2009000000,2009年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2015000000,2015年,歳
62.7,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2014000000,2014年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2013000000,2013年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2012000000,2012年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2011000000,2011年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2010000000,2010年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2009000000,2009年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210150,Ｅ１６ 化学工業(平成21年以降),2015000000,2015年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210150,Ｅ１６ 化学工業(平成21年以降),2014000000,2014年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210150,Ｅ１６ 化学工業(平成21年以降),2013000000,2013年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210150,Ｅ１６ 化学工業(平成21年以降),2012000000,2012年,歳
61.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210150,Ｅ１６ 化学工業(平成21年以降),2011000000,2011年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210150,Ｅ１６ 化学工業(平成21年以降),2010000000,2010年,歳
61.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210150,Ｅ１６ 化学工業(平成21年以降),2009000000,2009年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2015000000,2015年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2014000000,2014年,歳
61.7,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2013000000,2013年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2012000000,2012年,歳
62.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2011000000,2011年,歳
61.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2010000000,2010年,歳
61.7,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2009000000,2009年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210170,Ｅ１８ プラスチック製品製造業(別掲を除く)(平成21年以降),2015000000,2015年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210170,Ｅ１８ プラスチック製品製造業(別掲を除く)(平成21年以降),2014000000,2014年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210170,Ｅ１８ プラスチック製品製造業(別掲を除く)(平成21年以降),2013000000,2013年,歳
61.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210170,Ｅ１８ プラスチック製品製造業(別掲を除く)(平成21年以降),2012000000,2012年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210170,Ｅ１８ プラスチック製品製造業(別掲を除く)(平成21年以降),2011000000,2011年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210170,Ｅ１８ プラスチック製品製造業(別掲を除く)(平成21年以降),2010000000,2010年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210170,Ｅ１８ プラスチック製品製造業(別掲を除く)(平成21年以降),2009000000,2009年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210180,Ｅ１９ ゴム製品製造業(平成21年以降),2015000000,2015年,歳
61.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210180,Ｅ１９ ゴム製品製造業(平成21年以降),2014000000,2014年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210180,Ｅ１９ ゴム製品製造業(平成21年以降),2013000000,2013年,歳
61.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210180,Ｅ１９ ゴム製品製造業(平成21年以降),2012000000,2012年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210180,Ｅ１９ ゴム製品製造業(平成21年以降),2011000000,2011年,歳
61.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210180,Ｅ１９ ゴム製品製造業(平成21年以降),2010000000,2010年,歳
61.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210180,Ｅ１９ ゴム製品製造業(平成21年以降),2009000000,2009年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210190,Ｅ２０ なめし革・同製品・毛皮製造業(平成21年以降),2015000000,2015年,歳
63.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210190,Ｅ２０ なめし革・同製品・毛皮製造業(平成21年以降),2014000000,2014年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210190,Ｅ２０ なめし革・同製品・毛皮製造業(平成21年以降),2013000000,2013年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210190,Ｅ２０ なめし革・同製品・毛皮製造業(平成21年以降),2012000000,2012年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210190,Ｅ２０ なめし革・同製品・毛皮製造業(平成21年以降),2011000000,2011年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210190,Ｅ２０ なめし革・同製品・毛皮製造業(平成21年以降),2010000000,2010年,歳
61.7,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210190,Ｅ２０ なめし革・同製品・毛皮製造業(平成21年以降),2009000000,2009年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210200,Ｅ２１ 窯業・土石製品製造業(平成21年以降),2015000000,2015年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210200,Ｅ２１ 窯業・土石製品製造業(平成21年以降),2014000000,2014年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210200,Ｅ２１ 窯業・土石製品製造業(平成21年以降),2013000000,2013年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210200,Ｅ２１ 窯業・土石製品製造業(平成21年以降),2012000000,2012年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210200,Ｅ２１ 窯業・土石製品製造業(平成21年以降),2011000000,2011年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210200,Ｅ２１ 窯業・土石製品製造業(平成21年以降),2010000000,2010年,歳
61.7,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210200,Ｅ２１ 窯業・土石製品製造業(平成21年以降),2009000000,2009年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210210,Ｅ２２ 鉄鋼業(平成21年以降),2015000000,2015年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210210,Ｅ２２ 鉄鋼業(平成21年以降),2014000000,2014年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210210,Ｅ２２ 鉄鋼業(平成21年以降),2013000000,2013年,歳
62.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210210,Ｅ２２ 鉄鋼業(平成21年以降),2012000000,2012年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210210,Ｅ２２ 鉄鋼業(平成21年以降),2011000000,2011年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210210,Ｅ２２ 鉄鋼業(平成21年以降),2010000000,2010年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210210,Ｅ２２ 鉄鋼業(平成21年以降),2009000000,2009年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210220,Ｅ２３ 非鉄金属製造業(平成21年以降),2015000000,2015年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210220,Ｅ２３ 非鉄金属製造業(平成21年以降),2014000000,2014年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210220,Ｅ２３ 非鉄金属製造業(平成21年以降),2013000000,2013年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210220,Ｅ２３ 非鉄金属製造業(平成21年以降),2012000000,2012年,歳
61.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210220,Ｅ２３ 非鉄金属製造業(平成21年以降),2011000000,2011年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210220,Ｅ２３ 非鉄金属製造業(平成21年以降),2010000000,2010年,歳
61.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210220,Ｅ２３ 非鉄金属製造業(平成21年以降),2009000000,2009年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210230,Ｅ２４ 金属製品製造業(平成21年以降),2015000000,2015年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210230,Ｅ２４ 金属製品製造業(平成21年以降),2014000000,2014年,歳
62.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210230,Ｅ２４ 金属製品製造業(平成21年以降),2013000000,2013年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210230,Ｅ２４ 金属製品製造業(平成21年以降),2012000000,2012年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210230,Ｅ２４ 金属製品製造業(平成21年以降),2011000000,2011年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210230,Ｅ２４ 金属製品製造業(平成21年以降),2010000000,2010年,歳
61.7,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210230,Ｅ２４ 金属製品製造業(平成21年以降),2009000000,2009年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210240,Ｅ２５ はん用機械器具製造業(平成21年以降),2015000000,2015年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210240,Ｅ２５ はん用機械器具製造業(平成21年以降),2014000000,2014年,歳
62.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210240,Ｅ２５ はん用機械器具製造業(平成21年以降),2013000000,2013年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210240,Ｅ２５ はん用機械器具製造業(平成21年以降),2012000000,2012年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210240,Ｅ２５ はん用機械器具製造業(平成21年以降),2011000000,2011年,歳
61.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210240,Ｅ２５ はん用機械器具製造業(平成21年以降),2010000000,2010年,歳
61.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210240,Ｅ２５ はん用機械器具製造業(平成21年以降),2009000000,2009年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210250,Ｅ２６ 生産用機械器具製造業(平成21年以降),2015000000,2015年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210250,Ｅ２６ 生産用機械器具製造業(平成21年以降),2014000000,2014年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210250,Ｅ２６ 生産用機械器具製造業(平成21年以降),2013000000,2013年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210250,Ｅ２６ 生産用機械器具製造業(平成21年以降),2012000000,2012年,歳
61.7,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210250,Ｅ２６ 生産用機械器具製造業(平成21年以降),2011000000,2011年,歳
61.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210250,Ｅ２６ 生産用機械器具製造業(平成21年以降),2010000000,2010年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210250,Ｅ２６ 生産用機械器具製造業(平成21年以降),2009000000,2009年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2015000000,2015年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2014000000,2014年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2013000000,2013年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2012000000,2012年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2011000000,2011年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2010000000,2010年,歳
61.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2009000000,2009年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2015000000,2015年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2014000000,2014年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2013000000,2013年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2012000000,2012年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2011000000,2011年,歳
61.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2010000000,2010年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2009000000,2009年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2015000000,2015年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2014000000,2014年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2013000000,2013年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2012000000,2012年,歳
61.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2011000000,2011年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2010000000,2010年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2009000000,2009年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2015000000,2015年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2014000000,2014年,歳
61.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2013000000,2013年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2012000000,2012年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2011000000,2011年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2010000000,2010年,歳
61.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2009000000,2009年,歳
62.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2015000000,2015年,歳
62.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2014000000,2014年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2013000000,2013年,歳
62.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2012000000,2012年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2011000000,2011年,歳
61.6,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2010000000,2010年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2009000000,2009年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210310,Ｅ３２ その他の製造業(平成21年以降),2015000000,2015年,歳
62.4,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210310,Ｅ３２ その他の製造業(平成21年以降),2014000000,2014年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210310,Ｅ３２ その他の製造業(平成21年以降),2013000000,2013年,歳
62.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210310,Ｅ３２ その他の製造業(平成21年以降),2012000000,2012年,歳
62.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210310,Ｅ３２ その他の製造業(平成21年以降),2011000000,2011年,歳
61.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210310,Ｅ３２ その他の製造業(平成21年以降),2010000000,2010年,歳
61.9,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,110,60～64歳,210310,Ｅ３２ その他の製造業(平成21年以降),2009000000,2009年,歳
65.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2015000000,2015年,歳
66.0,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2014000000,2014年,歳
65.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2013000000,2013年,歳
66.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2012000000,2012年,歳
-,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2011000000,2011年,歳
65.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2010000000,2010年,歳
65.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2009000000,2009年,歳
66.8,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210030,Ｄ 建設業(平成21年以降),2015000000,2015年,歳
67.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210030,Ｄ 建設業(平成21年以降),2014000000,2014年,歳
66.2,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210030,Ｄ 建設業(平成21年以降),2013000000,2013年,歳
67.3,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210030,Ｄ 建設業(平成21年以降),2012000000,2012年,歳
66.5,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210030,Ｄ 建設業(平成21年以降),2011000000,2011年,歳
67.1,33,年齢,01,男女計,03,生産労働者（高校卒以上）,03,100～999人,120,65～69歳,210030,Ｄ 建設業(平成21年以降),2010000000,2010年,歳
