value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,cat05,cat05_label,time,time_label,unit
41.7,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210250,Ｅ２６ 生産用機械器具製造業(平成21年以降),2009000000,2009年,歳
43.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2015000000,2015年,歳
44.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2014000000,2014年,歳
42.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2013000000,2013年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2012000000,2012年,歳
42.4,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2011000000,2011年,歳
42.2,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2010000000,2010年,歳
43.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210260,Ｅ２７ 業務用機械器具製造業(平成21年以降),2009000000,2009年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2015000000,2015年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2014000000,2014年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2013000000,2013年,歳
40.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2012000000,2012年,歳
43.4,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2011000000,2011年,歳
42.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2010000000,2010年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210270,Ｅ２８ 電子部品・デバイス・電子回路製造業(平成21年以降),2009000000,2009年,歳
42.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2015000000,2015年,歳
43.2,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2014000000,2014年,歳
40.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2013000000,2013年,歳
40.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2012000000,2012年,歳
43.7,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2011000000,2011年,歳
44.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2010000000,2010年,歳
44.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210280,Ｅ２９ 電気機械器具製造業(平成21年以降),2009000000,2009年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2015000000,2015年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2014000000,2014年,歳
43.8,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2013000000,2013年,歳
43.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2012000000,2012年,歳
40.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2011000000,2011年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2010000000,2010年,歳
42.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210290,Ｅ３０ 情報通信機械器具製造業(平成21年以降),2009000000,2009年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2015000000,2015年,歳
43.6,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2014000000,2014年,歳
41.4,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2013000000,2013年,歳
40.9,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2012000000,2012年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2011000000,2011年,歳
41.7,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2010000000,2010年,歳
43.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210300,Ｅ３１ 輸送用機械器具製造業(平成21年以降),2009000000,2009年,歳
41.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210310,Ｅ３２ その他の製造業(平成21年以降),2015000000,2015年,歳
40.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210310,Ｅ３２ その他の製造業(平成21年以降),2014000000,2014年,歳
41.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210310,Ｅ３２ その他の製造業(平成21年以降),2013000000,2013年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210310,Ｅ３２ その他の製造業(平成21年以降),2012000000,2012年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210310,Ｅ３２ その他の製造業(平成21年以降),2011000000,2011年,歳
43.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210310,Ｅ３２ その他の製造業(平成21年以降),2010000000,2010年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,070,40～44歳,210310,Ｅ３２ その他の製造業(平成21年以降),2009000000,2009年,歳
46.1,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2015000000,2015年,歳
48.2,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2014000000,2014年,歳
49.1,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2013000000,2013年,歳
47.1,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2012000000,2012年,歳
48.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2011000000,2011年,歳
47.3,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2010000000,2010年,歳
47.6,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210020,Ｃ 鉱業，採石業，砂利採取業(平成21年以降),2009000000,2009年,歳
47.2,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210030,Ｄ 建設業(平成21年以降),2015000000,2015年,歳
47.1,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210030,Ｄ 建設業(平成21年以降),2014000000,2014年,歳
47.1,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210030,Ｄ 建設業(平成21年以降),2013000000,2013年,歳
47.7,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210030,Ｄ 建設業(平成21年以降),2012000000,2012年,歳
48.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210030,Ｄ 建設業(平成21年以降),2011000000,2011年,歳
48.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210030,Ｄ 建設業(平成21年以降),2010000000,2010年,歳
48.3,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210030,Ｄ 建設業(平成21年以降),2009000000,2009年,歳
47.4,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210040,Ｄ０６ 総合工事業(平成21年以降),2015000000,2015年,歳
47.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210040,Ｄ０６ 総合工事業(平成21年以降),2014000000,2014年,歳
48.1,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210040,Ｄ０６ 総合工事業(平成21年以降),2013000000,2013年,歳
47.9,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210040,Ｄ０６ 総合工事業(平成21年以降),2012000000,2012年,歳
48.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210040,Ｄ０６ 総合工事業(平成21年以降),2011000000,2011年,歳
48.1,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210040,Ｄ０６ 総合工事業(平成21年以降),2010000000,2010年,歳
48.4,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210040,Ｄ０６ 総合工事業(平成21年以降),2009000000,2009年,歳
46.8,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210050,Ｄ０７ 職別工事業（設備工事業を除く）(平成21年以降),2015000000,2015年,歳
46.7,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210050,Ｄ０７ 職別工事業（設備工事業を除く）(平成21年以降),2014000000,2014年,歳
47.1,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210050,Ｄ０７ 職別工事業（設備工事業を除く）(平成21年以降),2013000000,2013年,歳
46.8,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210050,Ｄ０７ 職別工事業（設備工事業を除く）(平成21年以降),2012000000,2012年,歳
45.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210050,Ｄ０７ 職別工事業（設備工事業を除く）(平成21年以降),2011000000,2011年,歳
47.6,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210050,Ｄ０７ 職別工事業（設備工事業を除く）(平成21年以降),2010000000,2010年,歳
48.2,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210050,Ｄ０７ 職別工事業（設備工事業を除く）(平成21年以降),2009000000,2009年,歳
46.9,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210060,Ｄ０８ 設備工事業(平成21年以降),2015000000,2015年,歳
47.4,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210060,Ｄ０８ 設備工事業(平成21年以降),2014000000,2014年,歳
45.8,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210060,Ｄ０８ 設備工事業(平成21年以降),2013000000,2013年,歳
48.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210060,Ｄ０８ 設備工事業(平成21年以降),2012000000,2012年,歳
47.7,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210060,Ｄ０８ 設備工事業(平成21年以降),2011000000,2011年,歳
48.6,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210060,Ｄ０８ 設備工事業(平成21年以降),2010000000,2010年,歳
48.1,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210060,Ｄ０８ 設備工事業(平成21年以降),2009000000,2009年,歳
47.2,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210070,Ｅ 製造業(平成21年以降),2015000000,2015年,歳
47.3,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210070,Ｅ 製造業(平成21年以降),2014000000,2014年,歳
47.7,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210070,Ｅ 製造業(平成21年以降),2013000000,2013年,歳
47.4,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210070,Ｅ 製造業(平成21年以降),2012000000,2012年,歳
47.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210070,Ｅ 製造業(平成21年以降),2011000000,2011年,歳
47.9,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210070,Ｅ 製造業(平成21年以降),2010000000,2010年,歳
47.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210070,Ｅ 製造業(平成21年以降),2009000000,2009年,歳
46.6,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210080,Ｅ０９ 食料品製造業(平成21年以降),2015000000,2015年,歳
47.7,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210080,Ｅ０９ 食料品製造業(平成21年以降),2014000000,2014年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210080,Ｅ０９ 食料品製造業(平成21年以降),2013000000,2013年,歳
45.8,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210080,Ｅ０９ 食料品製造業(平成21年以降),2012000000,2012年,歳
46.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210080,Ｅ０９ 食料品製造業(平成21年以降),2011000000,2011年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210080,Ｅ０９ 食料品製造業(平成21年以降),2010000000,2010年,歳
47.1,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210080,Ｅ０９ 食料品製造業(平成21年以降),2009000000,2009年,歳
48.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210090,Ｅ１０ 飲料・たばこ・飼料製造業(平成21年以降),2015000000,2015年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210090,Ｅ１０ 飲料・たばこ・飼料製造業(平成21年以降),2014000000,2014年,歳
47.8,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210090,Ｅ１０ 飲料・たばこ・飼料製造業(平成21年以降),2013000000,2013年,歳
48.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210090,Ｅ１０ 飲料・たばこ・飼料製造業(平成21年以降),2012000000,2012年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210090,Ｅ１０ 飲料・たばこ・飼料製造業(平成21年以降),2011000000,2011年,歳
48.3,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210090,Ｅ１０ 飲料・たばこ・飼料製造業(平成21年以降),2010000000,2010年,歳
48.4,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210090,Ｅ１０ 飲料・たばこ・飼料製造業(平成21年以降),2009000000,2009年,歳
48.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210100,Ｅ１１ 繊維工業(平成21年以降),2015000000,2015年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210100,Ｅ１１ 繊維工業(平成21年以降),2014000000,2014年,歳
48.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210100,Ｅ１１ 繊維工業(平成21年以降),2013000000,2013年,歳
48.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210100,Ｅ１１ 繊維工業(平成21年以降),2012000000,2012年,歳
48.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210100,Ｅ１１ 繊維工業(平成21年以降),2011000000,2011年,歳
47.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210100,Ｅ１１ 繊維工業(平成21年以降),2010000000,2010年,歳
48.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210100,Ｅ１１ 繊維工業(平成21年以降),2009000000,2009年,歳
48.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210110,Ｅ１２ 木材・木製品製造業(家具を除く)(平成21年以降),2015000000,2015年,歳
49.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210110,Ｅ１２ 木材・木製品製造業(家具を除く)(平成21年以降),2014000000,2014年,歳
48.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210110,Ｅ１２ 木材・木製品製造業(家具を除く)(平成21年以降),2013000000,2013年,歳
47.2,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210110,Ｅ１２ 木材・木製品製造業(家具を除く)(平成21年以降),2012000000,2012年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210110,Ｅ１２ 木材・木製品製造業(家具を除く)(平成21年以降),2011000000,2011年,歳
49.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210110,Ｅ１２ 木材・木製品製造業(家具を除く)(平成21年以降),2010000000,2010年,歳
47.3,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210110,Ｅ１２ 木材・木製品製造業(家具を除く)(平成21年以降),2009000000,2009年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2015000000,2015年,歳
48.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2014000000,2014年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2013000000,2013年,歳
47.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2012000000,2012年,歳
45.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2011000000,2011年,歳
47.0,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2010000000,2010年,歳
46.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210120,Ｅ１３ 家具・装備品製造業(平成21年以降),2009000000,2009年,歳
47.2,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2015000000,2015年,歳
48.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2014000000,2014年,歳
48.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2013000000,2013年,歳
47.9,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2012000000,2012年,歳
48.7,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2011000000,2011年,歳
45.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2010000000,2010年,歳
46.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210130,Ｅ１４ パルプ・紙・紙加工品製造業(平成21年以降),2009000000,2009年,歳
47.9,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2015000000,2015年,歳
48.1,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2014000000,2014年,歳
49.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2013000000,2013年,歳
49.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2012000000,2012年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2011000000,2011年,歳
46.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2010000000,2010年,歳
46.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210140,Ｅ１５ 印刷・同関連業(平成21年以降),2009000000,2009年,歳
48.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210150,Ｅ１６ 化学工業(平成21年以降),2015000000,2015年,歳
49.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210150,Ｅ１６ 化学工業(平成21年以降),2014000000,2014年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210150,Ｅ１６ 化学工業(平成21年以降),2013000000,2013年,歳
49.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210150,Ｅ１６ 化学工業(平成21年以降),2012000000,2012年,歳
45.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210150,Ｅ１６ 化学工業(平成21年以降),2011000000,2011年,歳
47.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210150,Ｅ１６ 化学工業(平成21年以降),2010000000,2010年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210150,Ｅ１６ 化学工業(平成21年以降),2009000000,2009年,歳
49.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2015000000,2015年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2014000000,2014年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2013000000,2013年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2012000000,2012年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2011000000,2011年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2010000000,2010年,歳
47.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210160,Ｅ１７ 石油製品・石炭製品製造業(平成21年以降),2009000000,2009年,歳
46.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210170,Ｅ１８ プラスチック製品製造業(別掲を除く)(平成21年以降),2015000000,2015年,歳
47.5,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210170,Ｅ１８ プラスチック製品製造業(別掲を除く)(平成21年以降),2014000000,2014年,歳
-,33,年齢,01,男女計,05,管理・事務・技術労働者（中学卒）,04,10～99人,080,45～49歳,210170,Ｅ１８ プラスチック製品製造業(別掲を除く)(平成21年以降),2013000000,2013年,歳
