value,cat01,cat01_label,area,area_label,time,time_label,unit
18346,130,検挙人員,02900,東北管区,2010000000,2010年,人
18608,130,検挙人員,02900,東北管区,2009000000,2009年,人
18802,130,検挙人員,02900,東北管区,2008000000,2008年,人
19932,130,検挙人員,02900,東北管区,2007000000,2007年,人
21499,130,検挙人員,02900,東北管区,2006000000,2006年,人
1621,130,検挙人員,02000,青森県,2016000000,2016年,人
1680,130,検挙人員,02000,青森県,2015000000,2015年,人
1915,130,検挙人員,02000,青森県,2014000000,2014年,人
1986,130,検挙人員,02000,青森県,2013000000,2013年,人
2653,130,検挙人員,02000,青森県,2012000000,2012年,人
2760,130,検挙人員,02000,青森県,2011000000,2011年,人
2998,130,検挙人員,02000,青森県,2010000000,2010年,人
2975,130,検挙人員,02000,青森県,2009000000,2009年,人
2967,130,検挙人員,02000,青森県,2008000000,2008年,人
3087,130,検挙人員,02000,青森県,2007000000,2007年,人
3242,130,検挙人員,02000,青森県,2006000000,2006年,人
1282,130,検挙人員,03000,岩手県,2016000000,2016年,人
1430,130,検挙人員,03000,岩手県,2015000000,2015年,人
1508,130,検挙人員,03000,岩手県,2014000000,2014年,人
1679,130,検挙人員,03000,岩手県,2013000000,2013年,人
1939,130,検挙人員,03000,岩手県,2012000000,2012年,人
1807,130,検挙人員,03000,岩手県,2011000000,2011年,人
1997,130,検挙人員,03000,岩手県,2010000000,2010年,人
2311,130,検挙人員,03000,岩手県,2009000000,2009年,人
2321,130,検挙人員,03000,岩手県,2008000000,2008年,人
2453,130,検挙人員,03000,岩手県,2007000000,2007年,人
2677,130,検挙人員,03000,岩手県,2006000000,2006年,人
3209,130,検挙人員,04000,宮城県,2016000000,2016年,人
3457,130,検挙人員,04000,宮城県,2015000000,2015年,人
3537,130,検挙人員,04000,宮城県,2014000000,2014年,人
3527,130,検挙人員,04000,宮城県,2013000000,2013年,人
4001,130,検挙人員,04000,宮城県,2012000000,2012年,人
3899,130,検挙人員,04000,宮城県,2011000000,2011年,人
4549,130,検挙人員,04000,宮城県,2010000000,2010年,人
4750,130,検挙人員,04000,宮城県,2009000000,2009年,人
4949,130,検挙人員,04000,宮城県,2008000000,2008年,人
5168,130,検挙人員,04000,宮城県,2007000000,2007年,人
5585,130,検挙人員,04000,宮城県,2006000000,2006年,人
1364,130,検挙人員,05000,秋田県,2016000000,2016年,人
1423,130,検挙人員,05000,秋田県,2015000000,2015年,人
1436,130,検挙人員,05000,秋田県,2014000000,2014年,人
1469,130,検挙人員,05000,秋田県,2013000000,2013年,人
1689,130,検挙人員,05000,秋田県,2012000000,2012年,人
1735,130,検挙人員,05000,秋田県,2011000000,2011年,人
1964,130,検挙人員,05000,秋田県,2010000000,2010年,人
1920,130,検挙人員,05000,秋田県,2009000000,2009年,人
1839,130,検挙人員,05000,秋田県,2008000000,2008年,人
1996,130,検挙人員,05000,秋田県,2007000000,2007年,人
2287,130,検挙人員,05000,秋田県,2006000000,2006年,人
1910,130,検挙人員,06000,山形県,2016000000,2016年,人
1918,130,検挙人員,06000,山形県,2015000000,2015年,人
2037,130,検挙人員,06000,山形県,2014000000,2014年,人
2253,130,検挙人員,06000,山形県,2013000000,2013年,人
2448,130,検挙人員,06000,山形県,2012000000,2012年,人
2386,130,検挙人員,06000,山形県,2011000000,2011年,人
2645,130,検挙人員,06000,山形県,2010000000,2010年,人
2605,130,検挙人員,06000,山形県,2009000000,2009年,人
2445,130,検挙人員,06000,山形県,2008000000,2008年,人
2356,130,検挙人員,06000,山形県,2007000000,2007年,人
2542,130,検挙人員,06000,山形県,2006000000,2006年,人
2374,130,検挙人員,07000,福島県,2016000000,2016年,人
2641,130,検挙人員,07000,福島県,2015000000,2015年,人
2841,130,検挙人員,07000,福島県,2014000000,2014年,人
2898,130,検挙人員,07000,福島県,2013000000,2013年,人
3295,130,検挙人員,07000,福島県,2012000000,2012年,人
3383,130,検挙人員,07000,福島県,2011000000,2011年,人
4193,130,検挙人員,07000,福島県,2010000000,2010年,人
4047,130,検挙人員,07000,福島県,2009000000,2009年,人
4281,130,検挙人員,07000,福島県,2008000000,2008年,人
4872,130,検挙人員,07000,福島県,2007000000,2007年,人
5166,130,検挙人員,07000,福島県,2006000000,2006年,人
31044,130,検挙人員,13000,東京都,2016000000,2016年,人
32627,130,検挙人員,13000,東京都,2015000000,2015年,人
32651,130,検挙人員,13000,東京都,2014000000,2014年,人
34969,130,検挙人員,13000,東京都,2013000000,2013年,人
38848,130,検挙人員,13000,東京都,2012000000,2012年,人
40065,130,検挙人員,13000,東京都,2011000000,2011年,人
44548,130,検挙人員,13000,東京都,2010000000,2010年,人
46716,130,検挙人員,13000,東京都,2009000000,2009年,人
46784,130,検挙人員,13000,東京都,2008000000,2008年,人
53702,130,検挙人員,13000,東京都,2007000000,2007年,人
58775,130,検挙人員,13000,東京都,2006000000,2006年,人
65127,130,検挙人員,03900,関東管区,2016000000,2016年,人
70067,130,検挙人員,03900,関東管区,2015000000,2015年,人
74309,130,検挙人員,03900,関東管区,2014000000,2014年,人
76325,130,検挙人員,03900,関東管区,2013000000,2013年,人
86042,130,検挙人員,03900,関東管区,2012000000,2012年,人
93431,130,検挙人員,03900,関東管区,2011000000,2011年,人
95359,130,検挙人員,03900,関東管区,2010000000,2010年,人
94637,130,検挙人員,03900,関東管区,2009000000,2009年,人
98123,130,検挙人員,03900,関東管区,2008000000,2008年,人
103526,130,検挙人員,03900,関東管区,2007000000,2007年,人
109554,130,検挙人員,03900,関東管区,2006000000,2006年,人
4873,130,検挙人員,08000,茨城県,2016000000,2016年,人
5141,130,検挙人員,08000,茨城県,2015000000,2015年,人
5068,130,検挙人員,08000,茨城県,2014000000,2014年,人
4809,130,検挙人員,08000,茨城県,2013000000,2013年,人
5611,130,検挙人員,08000,茨城県,2012000000,2012年,人
6032,130,検挙人員,08000,茨城県,2011000000,2011年,人
6643,130,検挙人員,08000,茨城県,2010000000,2010年,人
6734,130,検挙人員,08000,茨城県,2009000000,2009年,人
6590,130,検挙人員,08000,茨城県,2008000000,2008年,人
6892,130,検挙人員,08000,茨城県,2007000000,2007年,人
6622,130,検挙人員,08000,茨城県,2006000000,2006年,人
2841,130,検挙人員,09000,栃木県,2016000000,2016年,人
3102,130,検挙人員,09000,栃木県,2015000000,2015年,人
3594,130,検挙人員,09000,栃木県,2014000000,2014年,人
3865,130,検挙人員,09000,栃木県,2013000000,2013年,人
4687,130,検挙人員,09000,栃木県,2012000000,2012年,人
4846,130,検挙人員,09000,栃木県,2011000000,2011年,人
5410,130,検挙人員,09000,栃木県,2010000000,2010年,人
5679,130,検挙人員,09000,栃木県,2009000000,2009年,人
5097,130,検挙人員,09000,栃木県,2008000000,2008年,人
5520,130,検挙人員,09000,栃木県,2007000000,2007年,人
5447,130,検挙人員,09000,栃木県,2006000000,2006年,人
4063,130,検挙人員,10000,群馬県,2016000000,2016年,人
4644,130,検挙人員,10000,群馬県,2015000000,2015年,人
4627,130,検挙人員,10000,群馬県,2014000000,2014年,人
4249,130,検挙人員,10000,群馬県,2013000000,2013年,人
4745,130,検挙人員,10000,群馬県,2012000000,2012年,人
5331,130,検挙人員,10000,群馬県,2011000000,2011年,人
5717,130,検挙人員,10000,群馬県,2010000000,2010年,人
4472,130,検挙人員,10000,群馬県,2009000000,2009年,人
4250,130,検挙人員,10000,群馬県,2008000000,2008年,人
4282,130,検挙人員,10000,群馬県,2007000000,2007年,人
4144,130,検挙人員,10000,群馬県,2006000000,2006年,人
12739,130,検挙人員,11000,埼玉県,2016000000,2016年,人
13260,130,検挙人員,11000,埼玉県,2015000000,2015年,人
15190,130,検挙人員,11000,埼玉県,2014000000,2014年,人
16510,130,検挙人員,11000,埼玉県,2013000000,2013年,人
18681,130,検挙人員,11000,埼玉県,2012000000,2012年,人
19672,130,検挙人員,11000,埼玉県,2011000000,2011年,人
19296,130,検挙人員,11000,埼玉県,2010000000,2010年,人
19345,130,検挙人員,11000,埼玉県,2009000000,2009年,人
18289,130,検挙人員,11000,埼玉県,2008000000,2008年,人
19307,130,検挙人員,11000,埼玉県,2007000000,2007年,人
20255,130,検挙人員,11000,埼玉県,2006000000,2006年,人
10158,130,検挙人員,12000,千葉県,2016000000,2016年,人
11164,130,検挙人員,12000,千葉県,2015000000,2015年,人
11448,130,検挙人員,12000,千葉県,2014000000,2014年,人
11375,130,検挙人員,12000,千葉県,2013000000,2013年,人
13446,130,検挙人員,12000,千葉県,2012000000,2012年,人
14028,130,検挙人員,12000,千葉県,2011000000,2011年,人
14988,130,検挙人員,12000,千葉県,2010000000,2010年,人
15278,130,検挙人員,12000,千葉県,2009000000,2009年,人
16046,130,検挙人員,12000,千葉県,2008000000,2008年,人
17604,130,検挙人員,12000,千葉県,2007000000,2007年,人
19895,130,検挙人員,12000,千葉県,2006000000,2006年,人
16356,130,検挙人員,14000,神奈川県,2016000000,2016年,人
18185,130,検挙人員,14000,神奈川県,2015000000,2015年,人
18841,130,検挙人員,14000,神奈川県,2014000000,2014年,人
18907,130,検挙人員,14000,神奈川県,2013000000,2013年,人
20038,130,検挙人員,14000,神奈川県,2012000000,2012年,人
23488,130,検挙人員,14000,神奈川県,2011000000,2011年,人
23304,130,検挙人員,14000,神奈川県,2010000000,2010年,人
22558,130,検挙人員,14000,神奈川県,2009000000,2009年,人
26969,130,検挙人員,14000,神奈川県,2008000000,2008年,人
28841,130,検挙人員,14000,神奈川県,2007000000,2007年,人
31447,130,検挙人員,14000,神奈川県,2006000000,2006年,人
3731,130,検挙人員,15000,新潟県,2016000000,2016年,人
4050,130,検挙人員,15000,新潟県,2015000000,2015年,人
4232,130,検挙人員,15000,新潟県,2014000000,2014年,人
4316,130,検挙人員,15000,新潟県,2013000000,2013年,人
4980,130,検挙人員,15000,新潟県,2012000000,2012年,人
5315,130,検挙人員,15000,新潟県,2011000000,2011年,人
5337,130,検挙人員,15000,新潟県,2010000000,2010年,人
5544,130,検挙人員,15000,新潟県,2009000000,2009年,人
5800,130,検挙人員,15000,新潟県,2008000000,2008年,人
5642,130,検挙人員,15000,新潟県,2007000000,2007年,人
5712,130,検挙人員,15000,新潟県,2006000000,2006年,人
1143,130,検挙人員,19000,山梨県,2016000000,2016年,人
1245,130,検挙人員,19000,山梨県,2015000000,2015年,人
1357,130,検挙人員,19000,山梨県,2014000000,2014年,人
1336,130,検挙人員,19000,山梨県,2013000000,2013年,人
1599,130,検挙人員,19000,山梨県,2012000000,2012年,人
1569,130,検挙人員,19000,山梨県,2011000000,2011年,人
1721,130,検挙人員,19000,山梨県,2010000000,2010年,人
1924,130,検挙人員,19000,山梨県,2009000000,2009年,人
1947,130,検挙人員,19000,山梨県,2008000000,2008年,人
2060,130,検挙人員,19000,山梨県,2007000000,2007年,人
2047,130,検挙人員,19000,山梨県,2006000000,2006年,人
2411,130,検挙人員,20000,長野県,2016000000,2016年,人
2785,130,検挙人員,20000,長野県,2015000000,2015年,人
3198,130,検挙人員,20000,長野県,2014000000,2014年,人
3766,130,検挙人員,20000,長野県,2013000000,2013年,人
4061,130,検挙人員,20000,長野県,2012000000,2012年,人
4494,130,検挙人員,20000,長野県,2011000000,2011年,人
4537,130,検挙人員,20000,長野県,2010000000,2010年,人
4959,130,検挙人員,20000,長野県,2009000000,2009年,人
5005,130,検挙人員,20000,長野県,2008000000,2008年,人
4867,130,検挙人員,20000,長野県,2007000000,2007年,人
4947,130,検挙人員,20000,長野県,2006000000,2006年,人
6812,130,検挙人員,22000,静岡県,2016000000,2016年,人
6491,130,検挙人員,22000,静岡県,2015000000,2015年,人
6754,130,検挙人員,22000,静岡県,2014000000,2014年,人
7192,130,検挙人員,22000,静岡県,2013000000,2013年,人
8194,130,検挙人員,22000,静岡県,2012000000,2012年,人
8656,130,検挙人員,22000,静岡県,2011000000,2011年,人
8406,130,検挙人員,22000,静岡県,2010000000,2010年,人
8144,130,検挙人員,22000,静岡県,2009000000,2009年,人
8130,130,検挙人員,22000,静岡県,2008000000,2008年,人
8511,130,検挙人員,22000,静岡県,2007000000,2007年,人
9038,130,検挙人員,22000,静岡県,2006000000,2006年,人
23933,130,検挙人員,04900,中部管区,2016000000,2016年,人
25159,130,検挙人員,04900,中部管区,2015000000,2015年,人
25000,130,検挙人員,04900,中部管区,2014000000,2014年,人
24363,130,検挙人員,04900,中部管区,2013000000,2013年,人
25726,130,検挙人員,04900,中部管区,2012000000,2012年,人
28423,130,検挙人員,04900,中部管区,2011000000,2011年,人
30459,130,検挙人員,04900,中部管区,2010000000,2010年,人
31773,130,検挙人員,04900,中部管区,2009000000,2009年,人
30441,130,検挙人員,04900,中部管区,2008000000,2008年,人
33672,130,検挙人員,04900,中部管区,2007000000,2007年,人
35945,130,検挙人員,04900,中部管区,2006000000,2006年,人
1584,130,検挙人員,16000,富山県,2016000000,2016年,人
1454,130,検挙人員,16000,富山県,2015000000,2015年,人
1235,130,検挙人員,16000,富山県,2014000000,2014年,人
1460,130,検挙人員,16000,富山県,2013000000,2013年,人
1526,130,検挙人員,16000,富山県,2012000000,2012年,人
1694,130,検挙人員,16000,富山県,2011000000,2011年,人
1762,130,検挙人員,16000,富山県,2010000000,2010年,人
2039,130,検挙人員,16000,富山県,2009000000,2009年,人
2142,130,検挙人員,16000,富山県,2008000000,2008年,人
2046,130,検挙人員,16000,富山県,2007000000,2007年,人
2432,130,検挙人員,16000,富山県,2006000000,2006年,人
1687,130,検挙人員,17000,石川県,2016000000,2016年,人
1760,130,検挙人員,17000,石川県,2015000000,2015年,人
1656,130,検挙人員,17000,石川県,2014000000,2014年,人
1585,130,検挙人員,17000,石川県,2013000000,2013年,人
1752,130,検挙人員,17000,石川県,2012000000,2012年,人
2054,130,検挙人員,17000,石川県,2011000000,2011年,人
2051,130,検挙人員,17000,石川県,2010000000,2010年,人
2163,130,検挙人員,17000,石川県,2009000000,2009年,人
2195,130,検挙人員,17000,石川県,2008000000,2008年,人
2403,130,検挙人員,17000,石川県,2007000000,2007年,人
2957,130,検挙人員,17000,石川県,2006000000,2006年,人
1153,130,検挙人員,18000,福井県,2016000000,2016年,人
1284,130,検挙人員,18000,福井県,2015000000,2015年,人
1368,130,検挙人員,18000,福井県,2014000000,2014年,人
1369,130,検挙人員,18000,福井県,2013000000,2013年,人
1518,130,検挙人員,18000,福井県,2012000000,2012年,人
1491,130,検挙人員,18000,福井県,2011000000,2011年,人
1450,130,検挙人員,18000,福井県,2010000000,2010年,人
1606,130,検挙人員,18000,福井県,2009000000,2009年,人
1696,130,検挙人員,18000,福井県,2008000000,2008年,人
1603,130,検挙人員,18000,福井県,2007000000,2007年,人
1670,130,検挙人員,18000,福井県,2006000000,2006年,人
2845,130,検挙人員,21000,岐阜県,2016000000,2016年,人
2990,130,検挙人員,21000,岐阜県,2015000000,2015年,人
3067,130,検挙人員,21000,岐阜県,2014000000,2014年,人
3128,130,検挙人員,21000,岐阜県,2013000000,2013年,人
3332,130,検挙人員,21000,岐阜県,2012000000,2012年,人
3598,130,検挙人員,21000,岐阜県,2011000000,2011年,人
3776,130,検挙人員,21000,岐阜県,2010000000,2010年,人
4200,130,検挙人員,21000,岐阜県,2009000000,2009年,人
4375,130,検挙人員,21000,岐阜県,2008000000,2008年,人
4529,130,検挙人員,21000,岐阜県,2007000000,2007年,人
4751,130,検挙人員,21000,岐阜県,2006000000,2006年,人
14505,130,検挙人員,23000,愛知県,2016000000,2016年,人
15393,130,検挙人員,23000,愛知県,2015000000,2015年,人
15227,130,検挙人員,23000,愛知県,2014000000,2014年,人
14373,130,検挙人員,23000,愛知県,2013000000,2013年,人
14700,130,検挙人員,23000,愛知県,2012000000,2012年,人
16520,130,検挙人員,23000,愛知県,2011000000,2011年,人
18100,130,検挙人員,23000,愛知県,2010000000,2010年,人
18186,130,検挙人員,23000,愛知県,2009000000,2009年,人
16488,130,検挙人員,23000,愛知県,2008000000,2008年,人
19201,130,検挙人員,23000,愛知県,2007000000,2007年,人
19946,130,検挙人員,23000,愛知県,2006000000,2006年,人
2159,130,検挙人員,24000,三重県,2016000000,2016年,人
2278,130,検挙人員,24000,三重県,2015000000,2015年,人
2447,130,検挙人員,24000,三重県,2014000000,2014年,人
2448,130,検挙人員,24000,三重県,2013000000,2013年,人
2898,130,検挙人員,24000,三重県,2012000000,2012年,人
3066,130,検挙人員,24000,三重県,2011000000,2011年,人
3320,130,検挙人員,24000,三重県,2010000000,2010年,人
3579,130,検挙人員,24000,三重県,2009000000,2009年,人
3545,130,検挙人員,24000,三重県,2008000000,2008年,人
3890,130,検挙人員,24000,三重県,2007000000,2007年,人
4189,130,検挙人員,24000,三重県,2006000000,2006年,人
40623,130,検挙人員,05900,近畿管区,2016000000,2016年,人
42335,130,検挙人員,05900,近畿管区,2015000000,2015年,人
45839,130,検挙人員,05900,近畿管区,2014000000,2014年,人
48117,130,検挙人員,05900,近畿管区,2013000000,2013年,人
51425,130,検挙人員,05900,近畿管区,2012000000,2012年,人
54411,130,検挙人員,05900,近畿管区,2011000000,2011年,人
56369,130,検挙人員,05900,近畿管区,2010000000,2010年,人
61830,130,検挙人員,05900,近畿管区,2009000000,2009年,人
62902,130,検挙人員,05900,近畿管区,2008000000,2008年,人
67886,130,検挙人員,05900,近畿管区,2007000000,2007年,人
68971,130,検挙人員,05900,近畿管区,2006000000,2006年,人
2172,130,検挙人員,25000,滋賀県,2016000000,2016年,人
2286,130,検挙人員,25000,滋賀県,2015000000,2015年,人
2452,130,検挙人員,25000,滋賀県,2014000000,2014年,人
2715,130,検挙人員,25000,滋賀県,2013000000,2013年,人
2519,130,検挙人員,25000,滋賀県,2012000000,2012年,人
2584,130,検挙人員,25000,滋賀県,2011000000,2011年,人
2705,130,検挙人員,25000,滋賀県,2010000000,2010年,人
2971,130,検挙人員,25000,滋賀県,2009000000,2009年,人
2585,130,検挙人員,25000,滋賀県,2008000000,2008年,人
2517,130,検挙人員,25000,滋賀県,2007000000,2007年,人
2639,130,検挙人員,25000,滋賀県,2006000000,2006年,人
4489,130,検挙人員,26000,京都府,2016000000,2016年,人
4767,130,検挙人員,26000,京都府,2015000000,2015年,人
5495,130,検挙人員,26000,京都府,2014000000,2014年,人
5508,130,検挙人員,26000,京都府,2013000000,2013年,人
6759,130,検挙人員,26000,京都府,2012000000,2012年,人
7842,130,検挙人員,26000,京都府,2011000000,2011年,人
8147,130,検挙人員,26000,京都府,2010000000,2010年,人
8489,130,検挙人員,26000,京都府,2009000000,2009年,人
8412,130,検挙人員,26000,京都府,2008000000,2008年,人
9550,130,検挙人員,26000,京都府,2007000000,2007年,人
9941,130,検挙人員,26000,京都府,2006000000,2006年,人
17484,130,検挙人員,27000,大阪府,2016000000,2016年,人
18563,130,検挙人員,27000,大阪府,2015000000,2015年,人
19648,130,検挙人員,27000,大阪府,2014000000,2014年,人
20626,130,検挙人員,27000,大阪府,2013000000,2013年,人
21901,130,検挙人員,27000,大阪府,2012000000,2012年,人
22868,130,検挙人員,27000,大阪府,2011000000,2011年,人
22715,130,検挙人員,27000,大阪府,2010000000,2010年,人
25556,130,検挙人員,27000,大阪府,2009000000,2009年,人
28042,130,検挙人員,27000,大阪府,2008000000,2008年,人
30113,130,検挙人員,27000,大阪府,2007000000,2007年,人
30531,130,検挙人員,27000,大阪府,2006000000,2006年,人
12145,130,検挙人員,28000,兵庫県,2016000000,2016年,人
12193,130,検挙人員,28000,兵庫県,2015000000,2015年,人
13233,130,検挙人員,28000,兵庫県,2014000000,2014年,人
14125,130,検挙人員,28000,兵庫県,2013000000,2013年,人
14798,130,検挙人員,28000,兵庫県,2012000000,2012年,人
15360,130,検挙人員,28000,兵庫県,2011000000,2011年,人
16913,130,検挙人員,28000,兵庫県,2010000000,2010年,人
18793,130,検挙人員,28000,兵庫県,2009000000,2009年,人
17965,130,検挙人員,28000,兵庫県,2008000000,2008年,人
19335,130,検挙人員,28000,兵庫県,2007000000,2007年,人
19037,130,検挙人員,28000,兵庫県,2006000000,2006年,人
2415,130,検挙人員,29000,奈良県,2016000000,2016年,人
2308,130,検挙人員,29000,奈良県,2015000000,2015年,人
2644,130,検挙人員,29000,奈良県,2014000000,2014年,人
2812,130,検挙人員,29000,奈良県,2013000000,2013年,人
3027,130,検挙人員,29000,奈良県,2012000000,2012年,人
3119,130,検挙人員,29000,奈良県,2011000000,2011年,人
3168,130,検挙人員,29000,奈良県,2010000000,2010年,人
3241,130,検挙人員,29000,奈良県,2009000000,2009年,人
3359,130,検挙人員,29000,奈良県,2008000000,2008年,人
3474,130,検挙人員,29000,奈良県,2007000000,2007年,人
3793,130,検挙人員,29000,奈良県,2006000000,2006年,人
1918,130,検挙人員,30000,和歌山県,2016000000,2016年,人
2218,130,検挙人員,30000,和歌山県,2015000000,2015年,人
2367,130,検挙人員,30000,和歌山県,2014000000,2014年,人
2331,130,検挙人員,30000,和歌山県,2013000000,2013年,人
2421,130,検挙人員,30000,和歌山県,2012000000,2012年,人
2638,130,検挙人員,30000,和歌山県,2011000000,2011年,人
2721,130,検挙人員,30000,和歌山県,2010000000,2010年,人
2780,130,検挙人員,30000,和歌山県,2009000000,2009年,人
2539,130,検挙人員,30000,和歌山県,2008000000,2008年,人
2897,130,検挙人員,30000,和歌山県,2007000000,2007年,人
3030,130,検挙人員,30000,和歌山県,2006000000,2006年,人
12730,130,検挙人員,06900,中国管区,2016000000,2016年,人
13735,130,検挙人員,06900,中国管区,2015000000,2015年,人
14939,130,検挙人員,06900,中国管区,2014000000,2014年,人
16534,130,検挙人員,06900,中国管区,2013000000,2013年,人
17399,130,検挙人員,06900,中国管区,2012000000,2012年,人
17974,130,検挙人員,06900,中国管区,2011000000,2011年,人
18515,130,検挙人員,06900,中国管区,2010000000,2010年,人
19226,130,検挙人員,06900,中国管区,2009000000,2009年,人
19923,130,検挙人員,06900,中国管区,2008000000,2008年,人
20900,130,検挙人員,06900,中国管区,2007000000,2007年,人
21641,130,検挙人員,06900,中国管区,2006000000,2006年,人
942,130,検挙人員,31000,鳥取県,2016000000,2016年,人
1030,130,検挙人員,31000,鳥取県,2015000000,2015年,人
1042,130,検挙人員,31000,鳥取県,2014000000,2014年,人
1180,130,検挙人員,31000,鳥取県,2013000000,2013年,人
1293,130,検挙人員,31000,鳥取県,2012000000,2012年,人
1270,130,検挙人員,31000,鳥取県,2011000000,2011年,人
1336,130,検挙人員,31000,鳥取県,2010000000,2010年,人
1411,130,検挙人員,31000,鳥取県,2009000000,2009年,人
1532,130,検挙人員,31000,鳥取県,2008000000,2008年,人
1572,130,検挙人員,31000,鳥取県,2007000000,2007年,人
1734,130,検挙人員,31000,鳥取県,2006000000,2006年,人
858,130,検挙人員,32000,島根県,2016000000,2016年,人
935,130,検挙人員,32000,島根県,2015000000,2015年,人
1079,130,検挙人員,32000,島根県,2014000000,2014年,人
1104,130,検挙人員,32000,島根県,2013000000,2013年,人
1201,130,検挙人員,32000,島根県,2012000000,2012年,人
1258,130,検挙人員,32000,島根県,2011000000,2011年,人
1180,130,検挙人員,32000,島根県,2010000000,2010年,人
1300,130,検挙人員,32000,島根県,2009000000,2009年,人
1304,130,検挙人員,32000,島根県,2008000000,2008年,人
1418,130,検挙人員,32000,島根県,2007000000,2007年,人
1610,130,検挙人員,32000,島根県,2006000000,2006年,人
3782,130,検挙人員,33000,岡山県,2016000000,2016年,人
3780,130,検挙人員,33000,岡山県,2015000000,2015年,人
4338,130,検挙人員,33000,岡山県,2014000000,2014年,人
5013,130,検挙人員,33000,岡山県,2013000000,2013年,人
5010,130,検挙人員,33000,岡山県,2012000000,2012年,人
4930,130,検挙人員,33000,岡山県,2011000000,2011年,人
4619,130,検挙人員,33000,岡山県,2010000000,2010年,人
5191,130,検挙人員,33000,岡山県,2009000000,2009年,人
5269,130,検挙人員,33000,岡山県,2008000000,2008年,人
5420,130,検挙人員,33000,岡山県,2007000000,2007年,人
6123,130,検挙人員,33000,岡山県,2006000000,2006年,人
4989,130,検挙人員,34000,広島県,2016000000,2016年,人
5631,130,検挙人員,34000,広島県,2015000000,2015年,人
5938,130,検挙人員,34000,広島県,2014000000,2014年,人
6326,130,検挙人員,34000,広島県,2013000000,2013年,人
6702,130,検挙人員,34000,広島県,2012000000,2012年,人
7201,130,検挙人員,34000,広島県,2011000000,2011年,人
7571,130,検挙人員,34000,広島県,2010000000,2010年,人
7680,130,検挙人員,34000,広島県,2009000000,2009年,人
7667,130,検挙人員,34000,広島県,2008000000,2008年,人
8179,130,検挙人員,34000,広島県,2007000000,2007年,人
7856,130,検挙人員,34000,広島県,2006000000,2006年,人
2159,130,検挙人員,35000,山口県,2016000000,2016年,人
2359,130,検挙人員,35000,山口県,2015000000,2015年,人
2542,130,検挙人員,35000,山口県,2014000000,2014年,人
2911,130,検挙人員,35000,山口県,2013000000,2013年,人
3193,130,検挙人員,35000,山口県,2012000000,2012年,人
3315,130,検挙人員,35000,山口県,2011000000,2011年,人
3809,130,検挙人員,35000,山口県,2010000000,2010年,人
3644,130,検挙人員,35000,山口県,2009000000,2009年,人
4151,130,検挙人員,35000,山口県,2008000000,2008年,人
4311,130,検挙人員,35000,山口県,2007000000,2007年,人
4318,130,検挙人員,35000,山口県,2006000000,2006年,人
6586,130,検挙人員,07900,四国管区,2016000000,2016年,人
7237,130,検挙人員,07900,四国管区,2015000000,2015年,人
7714,130,検挙人員,07900,四国管区,2014000000,2014年,人
8338,130,検挙人員,07900,四国管区,2013000000,2013年,人
9108,130,検挙人員,07900,四国管区,2012000000,2012年,人
9855,130,検挙人員,07900,四国管区,2011000000,2011年,人
10318,130,検挙人員,07900,四国管区,2010000000,2010年,人
10596,130,検挙人員,07900,四国管区,2009000000,2009年,人
10622,130,検挙人員,07900,四国管区,2008000000,2008年,人
10880,130,検挙人員,07900,四国管区,2007000000,2007年,人
11125,130,検挙人員,07900,四国管区,2006000000,2006年,人
1103,130,検挙人員,36000,徳島県,2016000000,2016年,人
1168,130,検挙人員,36000,徳島県,2015000000,2015年,人
1263,130,検挙人員,36000,徳島県,2014000000,2014年,人
1452,130,検挙人員,36000,徳島県,2013000000,2013年,人
1501,130,検挙人員,36000,徳島県,2012000000,2012年,人
1657,130,検挙人員,36000,徳島県,2011000000,2011年,人
1827,130,検挙人員,36000,徳島県,2010000000,2010年,人
1865,130,検挙人員,36000,徳島県,2009000000,2009年,人
2024,130,検挙人員,36000,徳島県,2008000000,2008年,人
2027,130,検挙人員,36000,徳島県,2007000000,2007年,人
2036,130,検挙人員,36000,徳島県,2006000000,2006年,人
1788,130,検挙人員,37000,香川県,2016000000,2016年,人
2117,130,検挙人員,37000,香川県,2015000000,2015年,人
2211,130,検挙人員,37000,香川県,2014000000,2014年,人
2287,130,検挙人員,37000,香川県,2013000000,2013年,人
2558,130,検挙人員,37000,香川県,2012000000,2012年,人
2539,130,検挙人員,37000,香川県,2011000000,2011年,人
2810,130,検挙人員,37000,香川県,2010000000,2010年,人
3052,130,検挙人員,37000,香川県,2009000000,2009年,人
2843,130,検挙人員,37000,香川県,2008000000,2008年,人
3000,130,検挙人員,37000,香川県,2007000000,2007年,人
3171,130,検挙人員,37000,香川県,2006000000,2006年,人
2632,130,検挙人員,38000,愛媛県,2016000000,2016年,人
2786,130,検挙人員,38000,愛媛県,2015000000,2015年,人
2988,130,検挙人員,38000,愛媛県,2014000000,2014年,人
3099,130,検挙人員,38000,愛媛県,2013000000,2013年,人
3281,130,検挙人員,38000,愛媛県,2012000000,2012年,人
3803,130,検挙人員,38000,愛媛県,2011000000,2011年,人
3601,130,検挙人員,38000,愛媛県,2010000000,2010年,人
3645,130,検挙人員,38000,愛媛県,2009000000,2009年,人
3764,130,検挙人員,38000,愛媛県,2008000000,2008年,人
3660,130,検挙人員,38000,愛媛県,2007000000,2007年,人
3732,130,検挙人員,38000,愛媛県,2006000000,2006年,人
