value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,area,area_label,time,time_label,unit
477854,12,建築物の数,11,計,11,計,00000,全国,2024000000,2024年,棟
502687,12,建築物の数,11,計,11,計,00000,全国,2023000000,2023年,棟
546616,12,建築物の数,11,計,11,計,00000,全国,2022000000,2022年,棟
572712,12,建築物の数,11,計,11,計,00000,全国,2021000000,2021年,棟
534747,12,建築物の数,11,計,11,計,00000,全国,2020000000,2020年,棟
599353,12,建築物の数,11,計,11,計,00000,全国,2019000000,2019年,棟
598154,12,建築物の数,11,計,11,計,00000,全国,2018000000,2018年,棟
604503,12,建築物の数,11,計,11,計,00000,全国,2017000000,2017年,棟
609535,12,建築物の数,11,計,11,計,00000,全国,2016000000,2016年,棟
587153,12,建築物の数,11,計,11,計,00000,全国,2015000000,2015年,棟
592573,12,建築物の数,11,計,11,計,00000,全国,2014000000,2014年,棟
676332,12,建築物の数,11,計,11,計,00000,全国,2013000000,2013年,棟
608770,12,建築物の数,11,計,11,計,00000,全国,2012000000,2012年,棟
584300,12,建築物の数,11,計,11,計,00000,全国,2011000000,2011年,棟
15659,12,建築物の数,11,計,11,計,01000,北海道,2024000000,2024年,棟
16055,12,建築物の数,11,計,11,計,01000,北海道,2023000000,2023年,棟
18512,12,建築物の数,11,計,11,計,01000,北海道,2022000000,2022年,棟
21296,12,建築物の数,11,計,11,計,01000,北海道,2021000000,2021年,棟
20174,12,建築物の数,11,計,11,計,01000,北海道,2020000000,2020年,棟
21406,12,建築物の数,11,計,11,計,01000,北海道,2019000000,2019年,棟
21015,12,建築物の数,11,計,11,計,01000,北海道,2018000000,2018年,棟
21578,12,建築物の数,11,計,11,計,01000,北海道,2017000000,2017年,棟
21001,12,建築物の数,11,計,11,計,01000,北海道,2016000000,2016年,棟
20171,12,建築物の数,11,計,11,計,01000,北海道,2015000000,2015年,棟
19961,12,建築物の数,11,計,11,計,01000,北海道,2014000000,2014年,棟
23063,12,建築物の数,11,計,11,計,01000,北海道,2013000000,2013年,棟
21854,12,建築物の数,11,計,11,計,01000,北海道,2012000000,2012年,棟
21635,12,建築物の数,11,計,11,計,01000,北海道,2011000000,2011年,棟
