value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,unit
127515133,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01000,総数,00000,全国,人
1045026,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,02001,0歳未満,00000,全国,人
1043571,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01001,0歳,00000,全国,人
1066947,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01002,1歳,00000,全国,人
1044081,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01003,2歳,00000,全国,人
1044574,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01004,3歳,00000,全国,人
1073360,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01005,4歳,00000,全国,人
1069119,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01006,5歳,00000,全国,人
1061280,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01007,6歳,00000,全国,人
1058815,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01008,7歳,00000,全国,人
1099224,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01009,8歳,00000,全国,人
1118330,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01010,9歳,00000,全国,人
1149144,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01011,10歳,00000,全国,人
1164869,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01012,11歳,00000,全国,人
1177153,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01013,12歳,00000,全国,人
1178649,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01014,13歳,00000,全国,人
1197900,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01015,14歳,00000,全国,人
1193113,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01016,15歳,00000,全国,人
1185363,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01017,16歳,00000,全国,人
1221168,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01018,17歳,00000,全国,人
1234096,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01019,18歳,00000,全国,人
1215822,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01020,19歳,00000,全国,人
1233766,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01021,20歳,00000,全国,人
1221242,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01022,21歳,00000,全国,人
1242210,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01023,22歳,00000,全国,人
1270444,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01024,23歳,00000,全国,人
1304234,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01025,24歳,00000,全国,人
1334687,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01026,25歳,00000,全国,人
1360479,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01027,26歳,00000,全国,人
1415857,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01028,27歳,00000,全国,人
1459869,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01029,28歳,00000,全国,人
1477541,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01030,29歳,00000,全国,人
1482839,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01031,30歳,00000,全国,人
1500127,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01032,31歳,00000,全国,人
1566695,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01033,32歳,00000,全国,人
1607454,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01034,33歳,00000,全国,人
1676046,008,人口,055,総人口 　　2012年10月1日現在人口,000,男女計,01035,34歳,00000,全国,人
