value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label,unit
10000,1,全世帯,001,平均,003,（１万分比）,00042,北海道地方,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00043,東北地方,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00044,関東地方,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00049,北陸地方,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00050,東海地方,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00051,近畿地方,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00053,中国地方,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00054,四国地方,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00056,九州地方,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00057,沖縄地方,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00105,京浜大都市圏,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00106,中京大都市圏,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00107,京阪神大都市圏,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00110,北九州大都市圏,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00415,3大都市圏平均,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,13100,特別区部,1984000000,1984年,
3.85,1,全世帯,001,平均,004,世帯人員（人）,00000,全国,1984000000,1984年,人
3.76,1,全世帯,001,平均,004,世帯人員（人）,00010,全都市,1984000000,1984年,人
3.74,1,全世帯,001,平均,004,世帯人員（人）,00011,人口5万以上市,1984000000,1984年,人
3.59,1,全世帯,001,平均,004,世帯人員（人）,00012,大都市,1984000000,1984年,人
3.75,1,全世帯,001,平均,004,世帯人員（人）,00013,中都市,1984000000,1984年,人
3.89,1,全世帯,001,平均,004,世帯人員（人）,00018,小都市Ａ,1984000000,1984年,人
3.96,1,全世帯,001,平均,004,世帯人員（人）,00021,小都市Ｂ,1984000000,1984年,人
4.17,1,全世帯,001,平均,004,世帯人員（人）,00022,町村,1984000000,1984年,人
3.52,1,全世帯,001,平均,004,世帯人員（人）,00042,北海道地方,1984000000,1984年,人
4.15,1,全世帯,001,平均,004,世帯人員（人）,00043,東北地方,1984000000,1984年,人
3.82,1,全世帯,001,平均,004,世帯人員（人）,00044,関東地方,1984000000,1984年,人
4.18,1,全世帯,001,平均,004,世帯人員（人）,00049,北陸地方,1984000000,1984年,人
3.98,1,全世帯,001,平均,004,世帯人員（人）,00050,東海地方,1984000000,1984年,人
3.8,1,全世帯,001,平均,004,世帯人員（人）,00051,近畿地方,1984000000,1984年,人
3.78,1,全世帯,001,平均,004,世帯人員（人）,00053,中国地方,1984000000,1984年,人
3.71,1,全世帯,001,平均,004,世帯人員（人）,00054,四国地方,1984000000,1984年,人
3.79,1,全世帯,001,平均,004,世帯人員（人）,00056,九州地方,1984000000,1984年,人
4.02,1,全世帯,001,平均,004,世帯人員（人）,00057,沖縄地方,1984000000,1984年,人
3.74,1,全世帯,001,平均,004,世帯人員（人）,00105,京浜大都市圏,1984000000,1984年,人
3.94,1,全世帯,001,平均,004,世帯人員（人）,00106,中京大都市圏,1984000000,1984年,人
3.76,1,全世帯,001,平均,004,世帯人員（人）,00107,京阪神大都市圏,1984000000,1984年,人
3.83,1,全世帯,001,平均,004,世帯人員（人）,00110,北九州大都市圏,1984000000,1984年,人
3.77,1,全世帯,001,平均,004,世帯人員（人）,00415,3大都市圏平均,1984000000,1984年,人
3.49,1,全世帯,001,平均,004,世帯人員（人）,13100,特別区部,1984000000,1984年,人
1.7,1,全世帯,001,平均,005,有業人員（人）,00000,全国,1984000000,1984年,人
1.6,1,全世帯,001,平均,005,有業人員（人）,00010,全都市,1984000000,1984年,人
1.57,1,全世帯,001,平均,005,有業人員（人）,00011,人口5万以上市,1984000000,1984年,人
1.48,1,全世帯,001,平均,005,有業人員（人）,00012,大都市,1984000000,1984年,人
1.55,1,全世帯,001,平均,005,有業人員（人）,00013,中都市,1984000000,1984年,人
1.71,1,全世帯,001,平均,005,有業人員（人）,00018,小都市Ａ,1984000000,1984年,人
1.88,1,全世帯,001,平均,005,有業人員（人）,00021,小都市Ｂ,1984000000,1984年,人
2.04,1,全世帯,001,平均,005,有業人員（人）,00022,町村,1984000000,1984年,人
1.41,1,全世帯,001,平均,005,有業人員（人）,00042,北海道地方,1984000000,1984年,人
1.98,1,全世帯,001,平均,005,有業人員（人）,00043,東北地方,1984000000,1984年,人
1.67,1,全世帯,001,平均,005,有業人員（人）,00044,関東地方,1984000000,1984年,人
2.05,1,全世帯,001,平均,005,有業人員（人）,00049,北陸地方,1984000000,1984年,人
1.86,1,全世帯,001,平均,005,有業人員（人）,00050,東海地方,1984000000,1984年,人
1.54,1,全世帯,001,平均,005,有業人員（人）,00051,近畿地方,1984000000,1984年,人
1.77,1,全世帯,001,平均,005,有業人員（人）,00053,中国地方,1984000000,1984年,人
1.73,1,全世帯,001,平均,005,有業人員（人）,00054,四国地方,1984000000,1984年,人
1.64,1,全世帯,001,平均,005,有業人員（人）,00056,九州地方,1984000000,1984年,人
1.58,1,全世帯,001,平均,005,有業人員（人）,00057,沖縄地方,1984000000,1984年,人
1.56,1,全世帯,001,平均,005,有業人員（人）,00105,京浜大都市圏,1984000000,1984年,人
1.79,1,全世帯,001,平均,005,有業人員（人）,00106,中京大都市圏,1984000000,1984年,人
1.5,1,全世帯,001,平均,005,有業人員（人）,00107,京阪神大都市圏,1984000000,1984年,人
1.56,1,全世帯,001,平均,005,有業人員（人）,00110,北九州大都市圏,1984000000,1984年,人
1.57,1,全世帯,001,平均,005,有業人員（人）,00415,3大都市圏平均,1984000000,1984年,人
1.53,1,全世帯,001,平均,005,有業人員（人）,13100,特別区部,1984000000,1984年,人
46.4,1,全世帯,001,平均,006,世帯主の年齢（歳）,00000,全国,1984000000,1984年,歳
46,1,全世帯,001,平均,006,世帯主の年齢（歳）,00010,全都市,1984000000,1984年,歳
45.8,1,全世帯,001,平均,006,世帯主の年齢（歳）,00011,人口5万以上市,1984000000,1984年,歳
45.9,1,全世帯,001,平均,006,世帯主の年齢（歳）,00012,大都市,1984000000,1984年,歳
45.6,1,全世帯,001,平均,006,世帯主の年齢（歳）,00013,中都市,1984000000,1984年,歳
45.9,1,全世帯,001,平均,006,世帯主の年齢（歳）,00018,小都市Ａ,1984000000,1984年,歳
47.8,1,全世帯,001,平均,006,世帯主の年齢（歳）,00021,小都市Ｂ,1984000000,1984年,歳
47.7,1,全世帯,001,平均,006,世帯主の年齢（歳）,00022,町村,1984000000,1984年,歳
45.4,1,全世帯,001,平均,006,世帯主の年齢（歳）,00042,北海道地方,1984000000,1984年,歳
48.1,1,全世帯,001,平均,006,世帯主の年齢（歳）,00043,東北地方,1984000000,1984年,歳
45.8,1,全世帯,001,平均,006,世帯主の年齢（歳）,00044,関東地方,1984000000,1984年,歳
47.3,1,全世帯,001,平均,006,世帯主の年齢（歳）,00049,北陸地方,1984000000,1984年,歳
45.8,1,全世帯,001,平均,006,世帯主の年齢（歳）,00050,東海地方,1984000000,1984年,歳
46.1,1,全世帯,001,平均,006,世帯主の年齢（歳）,00051,近畿地方,1984000000,1984年,歳
47.6,1,全世帯,001,平均,006,世帯主の年齢（歳）,00053,中国地方,1984000000,1984年,歳
47.7,1,全世帯,001,平均,006,世帯主の年齢（歳）,00054,四国地方,1984000000,1984年,歳
46.9,1,全世帯,001,平均,006,世帯主の年齢（歳）,00056,九州地方,1984000000,1984年,歳
45,1,全世帯,001,平均,006,世帯主の年齢（歳）,00057,沖縄地方,1984000000,1984年,歳
45.2,1,全世帯,001,平均,006,世帯主の年齢（歳）,00105,京浜大都市圏,1984000000,1984年,歳
45,1,全世帯,001,平均,006,世帯主の年齢（歳）,00106,中京大都市圏,1984000000,1984年,歳
45.9,1,全世帯,001,平均,006,世帯主の年齢（歳）,00107,京阪神大都市圏,1984000000,1984年,歳
45.5,1,全世帯,001,平均,006,世帯主の年齢（歳）,00110,北九州大都市圏,1984000000,1984年,歳
45.4,1,全世帯,001,平均,006,世帯主の年齢（歳）,00415,3大都市圏平均,1984000000,1984年,歳
46.2,1,全世帯,001,平均,006,世帯主の年齢（歳）,13100,特別区部,1984000000,1984年,歳
74.3,1,全世帯,001,平均,007,持家率（％）,00000,全国,1984000000,1984年,％
70,1,全世帯,001,平均,007,持家率（％）,00010,全都市,1984000000,1984年,％
68.7,1,全世帯,001,平均,007,持家率（％）,00011,人口5万以上市,1984000000,1984年,％
60.7,1,全世帯,001,平均,007,持家率（％）,00012,大都市,1984000000,1984年,％
69.3,1,全世帯,001,平均,007,持家率（％）,00013,中都市,1984000000,1984年,％
76.4,1,全世帯,001,平均,007,持家率（％）,00018,小都市Ａ,1984000000,1984年,％
82.8,1,全世帯,001,平均,007,持家率（％）,00021,小都市Ｂ,1984000000,1984年,％
88.7,1,全世帯,001,平均,007,持家率（％）,00022,町村,1984000000,1984年,％
63.3,1,全世帯,001,平均,007,持家率（％）,00042,北海道地方,1984000000,1984年,％
82.1,1,全世帯,001,平均,007,持家率（％）,00043,東北地方,1984000000,1984年,％
73.2,1,全世帯,001,平均,007,持家率（％）,00044,関東地方,1984000000,1984年,％
89.7,1,全世帯,001,平均,007,持家率（％）,00049,北陸地方,1984000000,1984年,％
77.7,1,全世帯,001,平均,007,持家率（％）,00050,東海地方,1984000000,1984年,％
70.2,1,全世帯,001,平均,007,持家率（％）,00051,近畿地方,1984000000,1984年,％
76.2,1,全世帯,001,平均,007,持家率（％）,00053,中国地方,1984000000,1984年,％
80.8,1,全世帯,001,平均,007,持家率（％）,00054,四国地方,1984000000,1984年,％
70.9,1,全世帯,001,平均,007,持家率（％）,00056,九州地方,1984000000,1984年,％
66.2,1,全世帯,001,平均,007,持家率（％）,00057,沖縄地方,1984000000,1984年,％
