value,cat01,cat01_label,cat02,cat02_label,time,time_label,unit
1399,00110,発生件数_調査年前年,00160,乳児死亡数,2022000000,2022年,件
1512,00110,発生件数_調査年前年,00160,乳児死亡数,2021000000,2021年,件
1654,00110,発生件数_調査年前年,00160,乳児死亡数,2020000000,2020年,件
1748,00110,発生件数_調査年前年,00160,乳児死亡数,2019000000,2019年,件
1762,00110,発生件数_調査年前年,00160,乳児死亡数,2018000000,2018年,件
1929,00110,発生件数_調査年前年,00160,乳児死亡数,2017000000,2017年,件
1916,00110,発生件数_調査年前年,00160,乳児死亡数,2016000000,2016年,件
2080,00110,発生件数_調査年前年,00160,乳児死亡数,2015000000,2015年,件
600,00110,発生件数_調査年前年,00170,新生児死亡数,2024000000,2024年,件
609,00110,発生件数_調査年前年,00170,新生児死亡数,2023000000,2023年,件
658,00110,発生件数_調査年前年,00170,新生児死亡数,2022000000,2022年,件
704,00110,発生件数_調査年前年,00170,新生児死亡数,2021000000,2021年,件
755,00110,発生件数_調査年前年,00170,新生児死亡数,2020000000,2020年,件
801,00110,発生件数_調査年前年,00170,新生児死亡数,2019000000,2019年,件
833,00110,発生件数_調査年前年,00170,新生児死亡数,2018000000,2018年,件
875,00110,発生件数_調査年前年,00170,新生児死亡数,2017000000,2017年,件
902,00110,発生件数_調査年前年,00170,新生児死亡数,2016000000,2016年,件
952,00110,発生件数_調査年前年,00170,新生児死亡数,2015000000,2015年,件
-848728,00110,発生件数_調査年前年,00180,自然増減数,2024000000,2024年,件
-798291,00110,発生件数_調査年前年,00180,自然増減数,2023000000,2023年,件
-628234,00110,発生件数_調査年前年,00180,自然増減数,2022000000,2022年,件
-531920,00110,発生件数_調査年前年,00180,自然増減数,2021000000,2021年,件
-515854,00110,発生件数_調査年前年,00180,自然増減数,2020000000,2020年,件
-444070,00110,発生件数_調査年前年,00180,自然増減数,2019000000,2019年,件
-394421,00110,発生件数_調査年前年,00180,自然増減数,2018000000,2018年,件
-330916,00110,発生件数_調査年前年,00180,自然増減数,2017000000,2017年,件
-284789,00110,発生件数_調査年前年,00180,自然増減数,2016000000,2016年,件
-269416,00110,発生件数_調査年前年,00180,自然増減数,2015000000,2015年,件
15534,00110,発生件数_調査年前年,00190,死産,2024000000,2024年,件
15179,00110,発生件数_調査年前年,00190,死産,2023000000,2023年,件
16277,00110,発生件数_調査年前年,00190,死産,2022000000,2022年,件
17278,00110,発生件数_調査年前年,00190,死産,2021000000,2021年,件
19454,00110,発生件数_調査年前年,00190,死産,2020000000,2020年,件
19614,00110,発生件数_調査年前年,00190,死産,2019000000,2019年,件
20364,00110,発生件数_調査年前年,00190,死産,2018000000,2018年,件
20941,00110,発生件数_調査年前年,00190,死産,2017000000,2017年,件
22621,00110,発生件数_調査年前年,00190,死産,2016000000,2016年,件
23526,00110,発生件数_調査年前年,00190,死産,2015000000,2015年,件
7152,00110,発生件数_調査年前年,00200,自然死産,2024000000,2024年,件
7391,00110,発生件数_調査年前年,00200,自然死産,2023000000,2023年,件
8082,00110,発生件数_調査年前年,00200,自然死産,2022000000,2022年,件
8188,00110,発生件数_調査年前年,00200,自然死産,2021000000,2021年,件
8997,00110,発生件数_調査年前年,00200,自然死産,2020000000,2020年,件
9252,00110,発生件数_調査年前年,00200,自然死産,2019000000,2019年,件
9740,00110,発生件数_調査年前年,00200,自然死産,2018000000,2018年,件
10070,00110,発生件数_調査年前年,00200,自然死産,2017000000,2017年,件
10864,00110,発生件数_調査年前年,00200,自然死産,2016000000,2016年,件
10906,00110,発生件数_調査年前年,00200,自然死産,2015000000,2015年,件
8382,00110,発生件数_調査年前年,00210,人工死産,2024000000,2024年,件
7788,00110,発生件数_調査年前年,00210,人工死産,2023000000,2023年,件
8195,00110,発生件数_調査年前年,00210,人工死産,2022000000,2022年,件
9090,00110,発生件数_調査年前年,00210,人工死産,2021000000,2021年,件
10457,00110,発生件数_調査年前年,00210,人工死産,2020000000,2020年,件
10362,00110,発生件数_調査年前年,00210,人工死産,2019000000,2019年,件
10624,00110,発生件数_調査年前年,00210,人工死産,2018000000,2018年,件
10871,00110,発生件数_調査年前年,00210,人工死産,2017000000,2017年,件
11757,00110,発生件数_調査年前年,00210,人工死産,2016000000,2016年,件
12620,00110,発生件数_調査年前年,00210,人工死産,2015000000,2015年,件
2404,00110,発生件数_調査年前年,00220,周産期死亡数,2024000000,2024年,件
2527,00110,発生件数_調査年前年,00220,周産期死亡数,2023000000,2023年,件
2741,00110,発生件数_調査年前年,00220,周産期死亡数,2022000000,2022年,件
2664,00110,発生件数_調査年前年,00220,周産期死亡数,2021000000,2021年,件
2955,00110,発生件数_調査年前年,00220,周産期死亡数,2020000000,2020年,件
2999,00110,発生件数_調査年前年,00220,周産期死亡数,2019000000,2019年,件
3309,00110,発生件数_調査年前年,00220,周産期死亡数,2018000000,2018年,件
3518,00110,発生件数_調査年前年,00220,周産期死亡数,2017000000,2017年,件
3729,00110,発生件数_調査年前年,00220,周産期死亡数,2016000000,2016年,件
3751,00110,発生件数_調査年前年,00220,周産期死亡数,2015000000,2015年,件
1943,00110,発生件数_調査年前年,00230,満22週以後の死産数,2024000000,2024年,件
2061,00110,発生件数_調査年前年,00230,満22週以後の死産数,2023000000,2023年,件
2235,00110,発生件数_調査年前年,00230,満22週以後の死産数,2022000000,2022年,件
2112,00110,発生件数_調査年前年,00230,満22週以後の死産数,2021000000,2021年,件
2377,00110,発生件数_調査年前年,00230,満22週以後の死産数,2020000000,2020年,件
2385,00110,発生件数_調査年前年,00230,満22週以後の死産数,2019000000,2019年,件
2683,00110,発生件数_調査年前年,00230,満22週以後の死産数,2018000000,2018年,件
2841,00110,発生件数_調査年前年,00230,満22週以後の死産数,2017000000,2017年,件
3064,00110,発生件数_調査年前年,00230,満22週以後の死産数,2016000000,2016年,件
