value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,area,area_label,time,time_label,unit
11077,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2018000103,2018年1～3月期,万人
11079,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2018000406,2018年4～6月期,万人
11079,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2018000709,2018年7～9月期,万人
11080,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2018001012,2018年10～12月期,万人
11068,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2019000103,2019年1～3月期,万人
11067,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2019000406,2019年4～6月期,万人
11071,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2019000709,2019年7～9月期,万人
11071,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2019001012,2019年10～12月期,万人
11062,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2020000103,2020年1～3月期,万人
11059,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2020000406,2020年4～6月期,万人
11060,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2020000709,2020年7～9月期,万人
11048,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2020001012,2020年10～12月期,万人
11035,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2021000103,2021年1～3月期,万人
11028,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2021000406,2021年4～6月期,万人
11018,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2021000709,2021年7～9月期,万人
11006,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2021001012,2021年10～12月期,万人
11038,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2022000103,2022年1～3月期,万人
11010,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2022000406,2022年4～6月期,万人
11005,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2022000709,2022年7～9月期,万人
11014,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2022001012,2022年10～12月期,万人
10993,06,15歳以上人口,00,15歳以上人口,00,総数,0,総数,00,総数,00000,全国,2023000103,2023年1～3月期,万人
