value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,unit
128057352,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01000,総数,00000,全国,人
1073170,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,02001,0歳未満,00000,全国,人
1048264,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01001,0歳,00000,全国,人
1047700,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01002,1歳,00000,全国,人
1076518,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01003,2歳,00000,全国,人
1071843,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01004,3歳,00000,全国,人
1063893,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01005,4歳,00000,全国,人
1060745,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01006,5歳,00000,全国,人
1101192,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01007,6歳,00000,全国,人
1119686,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01008,7歳,00000,全国,人
1150155,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01009,8歳,00000,全国,人
1165725,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01010,9歳,00000,全国,人
1177760,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01011,10歳,00000,全国,人
1179075,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01012,11歳,00000,全国,人
1198279,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01013,12歳,00000,全国,人
1192890,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01014,13歳,00000,全国,人
1185445,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01015,14歳,00000,全国,人
1221557,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01016,15歳,00000,全国,人
1228907,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01017,16歳,00000,全国,人
1205441,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01018,17歳,00000,全国,人
1223331,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01019,18歳,00000,全国,人
1213775,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01020,19歳,00000,全国,人
1236040,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01021,20歳,00000,全国,人
1268262,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01022,21歳,00000,全国,人
1308455,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01023,22歳,00000,全国,人
1342766,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01024,23歳,00000,全国,人
1369225,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01025,24歳,00000,全国,人
1425191,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01026,25歳,00000,全国,人
1470035,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01027,26歳,00000,全国,人
1489649,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01028,27歳,00000,全国,人
1494525,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01029,28歳,00000,全国,人
1511413,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01030,29歳,00000,全国,人
1578220,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01031,30歳,00000,全国,人
1617116,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01032,31歳,00000,全国,人
1685594,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01033,32歳,00000,全国,人
1727497,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01034,33歳,00000,全国,人
1812334,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01035,34歳,00000,全国,人
1895766,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01036,35歳,00000,全国,人
1997800,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01037,36歳,00000,全国,人
2032905,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01038,37歳,00000,全国,人
1993963,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01039,38歳,00000,全国,人
1943245,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01040,39歳,00000,全国,人
1888733,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01041,40歳,00000,全国,人
1860866,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01042,41歳,00000,全国,人
1821359,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01043,42歳,00000,全国,人
1816689,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01044,43歳,00000,全国,人
1420854,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01045,44歳,00000,全国,人
1757257,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01046,45歳,00000,全国,人
1644749,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01047,46歳,00000,全国,人
1606342,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01048,47歳,00000,全国,人
1554246,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01049,48歳,00000,全国,人
1530053,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01050,49歳,00000,全国,人
1543194,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01051,50歳,00000,全国,人
1570915,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01052,51歳,00000,全国,人
1530891,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01053,52歳,00000,全国,人
1489454,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01054,53歳,00000,全国,人
1565511,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01055,54歳,00000,全国,人
1620194,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01056,55歳,00000,全国,人
1623160,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01057,56歳,00000,全国,人
1726472,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01058,57歳,00000,全国,人
1823429,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01059,58歳,00000,全国,人
1934884,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01060,59歳,00000,全国,人
2081794,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01061,60歳,00000,全国,人
2278727,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01062,61歳,00000,全国,人
2261085,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01063,62歳,00000,全国,人
2148533,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01064,63歳,00000,全国,人
1342114,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01065,64歳,00000,全国,人
1437555,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01066,65歳,00000,全国,人
1745769,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01067,66歳,00000,全国,人
1686994,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01068,67歳,00000,全国,人
1727734,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01069,68歳,00000,全国,人
1673781,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01070,69歳,00000,全国,人
1512472,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01071,70歳,00000,全国,人
1308770,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01072,71歳,00000,全国,人
1387754,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01073,72歳,00000,全国,人
1411346,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01074,73歳,00000,全国,人
1397851,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01075,74歳,00000,全国,人
1319754,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01076,75歳,00000,全国,人
1227638,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01077,76歳,00000,全国,人
1207528,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01078,77歳,00000,全国,人
1153606,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01079,78歳,00000,全国,人
1083711,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01080,79歳,00000,全国,人
999263,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01081,80歳,00000,全国,人
940686,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01082,81歳,00000,全国,人
876576,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01083,82歳,00000,全国,人
809417,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01084,83歳,00000,全国,人
750262,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01085,84歳,00000,全国,人
654794,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01086,85歳,00000,全国,人
552331,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01087,86歳,00000,全国,人
477074,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01088,87歳,00000,全国,人
415483,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,01089,88歳,00000,全国,人
1725516,008,人口,037,総人口 　　2010年10月1日現在人口,000,男女計,02092,89＋90以上,00000,全国,人
62327737,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01000,総数,00000,全国,人
551096,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,02001,0歳未満,00000,全国,人
536581,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01001,0歳,00000,全国,人
536024,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01002,1歳,00000,全国,人
550861,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01003,2歳,00000,全国,人
548619,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01004,3歳,00000,全国,人
544630,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01005,4歳,00000,全国,人
542992,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01006,5歳,00000,全国,人
562986,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01007,6歳,00000,全国,人
573937,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01008,7歳,00000,全国,人
588857,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01009,8歳,00000,全国,人
597383,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01010,9歳,00000,全国,人
604546,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01011,10歳,00000,全国,人
603525,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01012,11歳,00000,全国,人
613296,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01013,12歳,00000,全国,人
609951,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01014,13歳,00000,全国,人
607278,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01015,14歳,00000,全国,人
626690,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01016,15歳,00000,全国,人
631657,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01017,16歳,00000,全国,人
619478,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01018,17歳,00000,全国,人
628487,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01019,18歳,00000,全国,人
620890,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01020,19歳,00000,全国,人
630450,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01021,20歳,00000,全国,人
645467,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01022,21歳,00000,全国,人
667521,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01023,22歳,00000,全国,人
684481,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01024,23歳,00000,全国,人
699396,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01025,24歳,00000,全国,人
725464,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01026,25歳,00000,全国,人
747984,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01027,26歳,00000,全国,人
757172,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01028,27歳,00000,全国,人
757551,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01029,28歳,00000,全国,人
766902,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01030,29歳,00000,全国,人
800808,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01031,30歳,00000,全国,人
821184,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01032,31歳,00000,全国,人
855158,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01033,32歳,00000,全国,人
876110,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01034,33歳,00000,全国,人
919998,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01035,34歳,00000,全国,人
962463,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01036,35歳,00000,全国,人
1013924,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01037,36歳,00000,全国,人
1030096,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01038,37歳,00000,全国,人
1011772,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01039,38歳,00000,全国,人
983840,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01040,39歳,00000,全国,人
956125,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01041,40歳,00000,全国,人
939401,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01042,41歳,00000,全国,人
918456,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01043,42歳,00000,全国,人
917071,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01044,43歳,00000,全国,人
714602,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01045,44歳,00000,全国,人
884141,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01046,45歳,00000,全国,人
828489,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01047,46歳,00000,全国,人
807418,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01048,47歳,00000,全国,人
780425,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01049,48歳,00000,全国,人
768161,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01050,49歳,00000,全国,人
773400,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01051,50歳,00000,全国,人
785984,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01052,51歳,00000,全国,人
764206,008,人口,037,総人口 　　2010年10月1日現在人口,001,男,01053,52歳,00000,全国,人
