value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,time,time_label,unit
19714,10450,件数,00100,本年事件発生,00110,日本における外国人,00100,出生,2023000000,2023年,件
16874,10450,件数,00100,本年事件発生,00110,日本における外国人,00100,出生,2022000000,2022年,件
18435,10450,件数,00100,本年事件発生,00110,日本における外国人,00100,出生,2021000000,2021年,件
18797,10450,件数,00100,本年事件発生,00110,日本における外国人,00100,出生,2020000000,2020年,件
18327,10450,件数,00100,本年事件発生,00110,日本における外国人,00100,出生,2019000000,2019年,件
16887,10450,件数,00100,本年事件発生,00110,日本における外国人,00100,出生,2018000000,2018年,件
16670,10450,件数,00100,本年事件発生,00110,日本における外国人,00100,出生,2017000000,2017年,件
17043,10450,件数,00100,本年事件発生,00110,日本における外国人,00100,出生,2016000000,2016年,件
14315,10450,件数,00100,本年事件発生,00110,日本における外国人,00100,出生,2015000000,2015年,件
9051,10450,件数,00100,本年事件発生,00110,日本における外国人,00130,死亡,2023000000,2023年,件
8925,10450,件数,00100,本年事件発生,00110,日本における外国人,00130,死亡,2022000000,2022年,件
8182,10450,件数,00100,本年事件発生,00110,日本における外国人,00130,死亡,2021000000,2021年,件
7839,10450,件数,00100,本年事件発生,00110,日本における外国人,00130,死亡,2020000000,2020年,件
7654,10450,件数,00100,本年事件発生,00110,日本における外国人,00130,死亡,2019000000,2019年,件
7474,10450,件数,00100,本年事件発生,00110,日本における外国人,00130,死亡,2018000000,2018年,件
7159,10450,件数,00100,本年事件発生,00110,日本における外国人,00130,死亡,2017000000,2017年,件
6918,10450,件数,00100,本年事件発生,00110,日本における外国人,00130,死亡,2016000000,2016年,件
6871,10450,件数,00100,本年事件発生,00110,日本における外国人,00130,死亡,2015000000,2015年,件
609,10450,件数,00100,本年事件発生,00110,日本における外国人,00190,死産,2023000000,2023年,件
512,10450,件数,00100,本年事件発生,00110,日本における外国人,00190,死産,2022000000,2022年,件
559,10450,件数,00100,本年事件発生,00110,日本における外国人,00190,死産,2021000000,2021年,件
598,10450,件数,00100,本年事件発生,00110,日本における外国人,00190,死産,2020000000,2020年,件
534,10450,件数,00100,本年事件発生,00110,日本における外国人,00190,死産,2019000000,2019年,件
478,10450,件数,00100,本年事件発生,00110,日本における外国人,00190,死産,2018000000,2018年,件
483,10450,件数,00100,本年事件発生,00110,日本における外国人,00190,死産,2017000000,2017年,件
443,10450,件数,00100,本年事件発生,00110,日本における外国人,00190,死産,2016000000,2016年,件
433,10450,件数,00100,本年事件発生,00110,日本における外国人,00190,死産,2015000000,2015年,件
5270,10450,件数,00100,本年事件発生,00110,日本における外国人,00250,婚姻,2023000000,2023年,件
5055,10450,件数,00100,本年事件発生,00110,日本における外国人,00250,婚姻,2022000000,2022年,件
4829,10450,件数,00100,本年事件発生,00110,日本における外国人,00250,婚姻,2021000000,2021年,件
3700,10450,件数,00100,本年事件発生,00110,日本における外国人,00250,婚姻,2020000000,2020年,件
4658,10450,件数,00100,本年事件発生,00110,日本における外国人,00250,婚姻,2019000000,2019年,件
4617,10450,件数,00100,本年事件発生,00110,日本における外国人,00250,婚姻,2018000000,2018年,件
4456,10450,件数,00100,本年事件発生,00110,日本における外国人,00250,婚姻,2017000000,2017年,件
4029,10450,件数,00100,本年事件発生,00110,日本における外国人,00250,婚姻,2016000000,2016年,件
3590,10450,件数,00100,本年事件発生,00110,日本における外国人,00250,婚姻,2015000000,2015年,件
1239,10450,件数,00100,本年事件発生,00110,日本における外国人,00260,離婚,2023000000,2023年,件
1195,10450,件数,00100,本年事件発生,00110,日本における外国人,00260,離婚,2022000000,2022年,件
1110,10450,件数,00100,本年事件発生,00110,日本における外国人,00260,離婚,2021000000,2021年,件
1197,10450,件数,00100,本年事件発生,00110,日本における外国人,00260,離婚,2020000000,2020年,件
1200,10450,件数,00100,本年事件発生,00110,日本における外国人,00260,離婚,2019000000,2019年,件
1118,10450,件数,00100,本年事件発生,00110,日本における外国人,00260,離婚,2018000000,2018年,件
1179,10450,件数,00100,本年事件発生,00110,日本における外国人,00260,離婚,2017000000,2017年,件
1281,10450,件数,00100,本年事件発生,00110,日本における外国人,00260,離婚,2016000000,2016年,件
1399,10450,件数,00100,本年事件発生,00110,日本における外国人,00260,離婚,2015000000,2015年,件
10331,10450,件数,00100,本年事件発生,00120,外国における日本人,00100,出生,2023000000,2023年,件
10746,10450,件数,00100,本年事件発生,00120,外国における日本人,00100,出生,2022000000,2022年,件
11009,10450,件数,00100,本年事件発生,00120,外国における日本人,00100,出生,2021000000,2021年,件
11439,10450,件数,00100,本年事件発生,00120,外国における日本人,00100,出生,2020000000,2020年,件
12724,10450,件数,00100,本年事件発生,00120,外国における日本人,00100,出生,2019000000,2019年,件
13366,10450,件数,00100,本年事件発生,00120,外国における日本人,00100,出生,2018000000,2018年,件
13817,10450,件数,00100,本年事件発生,00120,外国における日本人,00100,出生,2017000000,2017年,件
14465,10450,件数,00100,本年事件発生,00120,外国における日本人,00100,出生,2016000000,2016年,件
14723,10450,件数,00100,本年事件発生,00120,外国における日本人,00100,出生,2015000000,2015年,件
1791,10450,件数,00100,本年事件発生,00120,外国における日本人,00130,死亡,2023000000,2023年,件
1726,10450,件数,00100,本年事件発生,00120,外国における日本人,00130,死亡,2022000000,2022年,件
1684,10450,件数,00100,本年事件発生,00120,外国における日本人,00130,死亡,2021000000,2021年,件
1389,10450,件数,00100,本年事件発生,00120,外国における日本人,00130,死亡,2020000000,2020年,件
1789,10450,件数,00100,本年事件発生,00120,外国における日本人,00130,死亡,2019000000,2019年,件
1686,10450,件数,00100,本年事件発生,00120,外国における日本人,00130,死亡,2018000000,2018年,件
1734,10450,件数,00100,本年事件発生,00120,外国における日本人,00130,死亡,2017000000,2017年,件
1817,10450,件数,00100,本年事件発生,00120,外国における日本人,00130,死亡,2016000000,2016年,件
1701,10450,件数,00100,本年事件発生,00120,外国における日本人,00130,死亡,2015000000,2015年,件
・,10450,件数,00100,本年事件発生,00120,外国における日本人,00190,死産,2023000000,2023年,件
・,10450,件数,00100,本年事件発生,00120,外国における日本人,00190,死産,2022000000,2022年,件
・,10450,件数,00100,本年事件発生,00120,外国における日本人,00190,死産,2021000000,2021年,件
・,10450,件数,00100,本年事件発生,00120,外国における日本人,00190,死産,2020000000,2020年,件
・,10450,件数,00100,本年事件発生,00120,外国における日本人,00190,死産,2019000000,2019年,件
・,10450,件数,00100,本年事件発生,00120,外国における日本人,00190,死産,2018000000,2018年,件
・,10450,件数,00100,本年事件発生,00120,外国における日本人,00190,死産,2017000000,2017年,件
・,10450,件数,00100,本年事件発生,00120,外国における日本人,00190,死産,2016000000,2016年,件
・,10450,件数,00100,本年事件発生,00120,外国における日本人,00190,死産,2015000000,2015年,件
9254,10450,件数,00100,本年事件発生,00120,外国における日本人,00250,婚姻,2023000000,2023年,件
9857,10450,件数,00100,本年事件発生,00120,外国における日本人,00250,婚姻,2022000000,2022年,件
8153,10450,件数,00100,本年事件発生,00120,外国における日本人,00250,婚姻,2021000000,2021年,件
7976,10450,件数,00100,本年事件発生,00120,外国における日本人,00250,婚姻,2020000000,2020年,件
11491,10450,件数,00100,本年事件発生,00120,外国における日本人,00250,婚姻,2019000000,2019年,件
11622,10450,件数,00100,本年事件発生,00120,外国における日本人,00250,婚姻,2018000000,2018年,件
11365,10450,件数,00100,本年事件発生,00120,外国における日本人,00250,婚姻,2017000000,2017年,件
11854,10450,件数,00100,本年事件発生,00120,外国における日本人,00250,婚姻,2016000000,2016年,件
11531,10450,件数,00100,本年事件発生,00120,外国における日本人,00250,婚姻,2015000000,2015年,件
2011,10450,件数,00100,本年事件発生,00120,外国における日本人,00260,離婚,2023000000,2023年,件
1879,10450,件数,00100,本年事件発生,00120,外国における日本人,00260,離婚,2022000000,2022年,件
1671,10450,件数,00100,本年事件発生,00120,外国における日本人,00260,離婚,2021000000,2021年,件
1575,10450,件数,00100,本年事件発生,00120,外国における日本人,00260,離婚,2020000000,2020年,件
2227,10450,件数,00100,本年事件発生,00120,外国における日本人,00260,離婚,2019000000,2019年,件
2161,10450,件数,00100,本年事件発生,00120,外国における日本人,00260,離婚,2018000000,2018年,件
2080,10450,件数,00100,本年事件発生,00120,外国における日本人,00260,離婚,2017000000,2017年,件
2079,10450,件数,00100,本年事件発生,00120,外国における日本人,00260,離婚,2016000000,2016年,件
2112,10450,件数,00100,本年事件発生,00120,外国における日本人,00260,離婚,2015000000,2015年,件
340,10450,件数,00110,前年以前事件発生,00100,日本における日本人,00100,出生,2023000000,2023年,件
403,10450,件数,00110,前年以前事件発生,00100,日本における日本人,00100,出生,2022000000,2022年,件
446,10450,件数,00110,前年以前事件発生,00100,日本における日本人,00100,出生,2021000000,2021年,件
447,10450,件数,00110,前年以前事件発生,00100,日本における日本人,00100,出生,2020000000,2020年,件
481,10450,件数,00110,前年以前事件発生,00100,日本における日本人,00100,出生,2019000000,2019年,件
677,10450,件数,00110,前年以前事件発生,00100,日本における日本人,00100,出生,2018000000,2018年,件
523,10450,件数,00110,前年以前事件発生,00100,日本における日本人,00100,出生,2017000000,2017年,件
597,10450,件数,00110,前年以前事件発生,00100,日本における日本人,00100,出生,2016000000,2016年,件
489,10450,件数,00110,前年以前事件発生,00100,日本における日本人,00100,出生,2015000000,2015年,件
2097,10450,件数,00110,前年以前事件発生,00100,日本における日本人,00130,死亡,2023000000,2023年,件
1783,10450,件数,00110,前年以前事件発生,00100,日本における日本人,00130,死亡,2022000000,2022年,件
