value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label,unit
1197,016,人口・７５－７９歳,001,男,004,１９９０年,00000,全国,1991000000,1991年,千人・％
1228,016,人口・７５－７９歳,001,男,005,１９９１年,00000,全国,1991000000,1991年,千人・％
953,016,人口・７５－７９歳,002,女,001,１９７５年,00000,全国,1991000000,1991年,千人・％
1188,016,人口・７５－７９歳,002,女,002,１９８０年,00000,全国,1991000000,1991年,千人・％
1476,016,人口・７５－７９歳,002,女,003,１９８５年,00000,全国,1991000000,1991年,千人・％
1821,016,人口・７５－７９歳,002,女,004,１９９０年,00000,全国,1991000000,1991年,千人・％
1875,016,人口・７５－７９歳,002,女,005,１９９１年,00000,全国,1991000000,1991年,千人・％
809,017,人口・８０－８４歳,000,総数,001,１９７５年,00000,全国,1991000000,1991年,千人・％
1094,017,人口・８０－８４歳,000,総数,002,１９８０年,00000,全国,1991000000,1991年,千人・％
1433,017,人口・８０－８４歳,000,総数,003,１９８５年,00000,全国,1991000000,1991年,千人・％
1833,017,人口・８０－８４歳,000,総数,004,１９９０年,00000,全国,1991000000,1991年,千人・％
1959,017,人口・８０－８４歳,000,総数,005,１９９１年,00000,全国,1991000000,1991年,千人・％
308,017,人口・８０－８４歳,001,男,001,１９７５年,00000,全国,1991000000,1991年,千人・％
418,017,人口・８０－８４歳,001,男,002,１９８０年,00000,全国,1991000000,1991年,千人・％
542,017,人口・８０－８４歳,001,男,003,１９８５年,00000,全国,1991000000,1991年,千人・％
678,017,人口・８０－８４歳,001,男,004,１９９０年,00000,全国,1991000000,1991年,千人・％
718,017,人口・８０－８４歳,001,男,005,１９９１年,00000,全国,1991000000,1991年,千人・％
501,017,人口・８０－８４歳,002,女,001,１９７５年,00000,全国,1991000000,1991年,千人・％
676,017,人口・８０－８４歳,002,女,002,１９８０年,00000,全国,1991000000,1991年,千人・％
891,017,人口・８０－８４歳,002,女,003,１９８５年,00000,全国,1991000000,1991年,千人・％
1154,017,人口・８０－８４歳,002,女,004,１９９０年,00000,全国,1991000000,1991年,千人・％
1240,017,人口・８０－８４歳,002,女,005,１９９１年,00000,全国,1991000000,1991年,千人・％
309,018,人口・８５－８９歳,000,総数,001,１９７５年,00000,全国,1991000000,1991年,千人・％
410,018,人口・８５－８９歳,000,総数,002,１９８０年,00000,全国,1991000000,1991年,千人・％
604,018,人口・８５－８９歳,000,総数,003,１９８５年,00000,全国,1991000000,1991年,千人・％
833,018,人口・８５－８９歳,000,総数,004,１９９０年,00000,全国,1991000000,1991年,千人・％
858,018,人口・８５－８９歳,000,総数,005,１９９１年,00000,全国,1991000000,1991年,千人・％
101,018,人口・８５－８９歳,001,男,001,１９７５年,00000,全国,1991000000,1991年,千人・％
139,018,人口・８５－８９歳,001,男,002,１９８０年,00000,全国,1991000000,1991年,千人・％
203,018,人口・８５－８９歳,001,男,003,１９８５年,00000,全国,1991000000,1991年,千人・％
276,018,人口・８５－８９歳,001,男,004,１９９０年,00000,全国,1991000000,1991年,千人・％
283,018,人口・８５－８９歳,001,男,005,１９９１年,00000,全国,1991000000,1991年,千人・％
208,018,人口・８５－８９歳,002,女,001,１９７５年,00000,全国,1991000000,1991年,千人・％
271,018,人口・８５－８９歳,002,女,002,１９８０年,00000,全国,1991000000,1991年,千人・％
400,018,人口・８５－８９歳,002,女,003,１９８５年,00000,全国,1991000000,1991年,千人・％
557,018,人口・８５－８９歳,002,女,004,１９９０年,00000,全国,1991000000,1991年,千人・％
575,018,人口・８５－８９歳,002,女,005,１９９１年,00000,全国,1991000000,1991年,千人・％
82,019,人口・９０歳以上,000,総数,001,１９７５年,00000,全国,1991000000,1991年,千人・％
119,019,人口・９０歳以上,000,総数,002,１９８０年,00000,全国,1991000000,1991年,千人・％
