value,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label
20296,321,総数,001,総数,00000,全国,1997000000,1997年
3883,321,総数,001,総数,00012,大都市,1997000000,1997年
8715,321,総数,001,総数,00013,中都市,1997000000,1997年
1380,321,総数,001,総数,00014,人口50～100万未満市,1997000000,1997年
3629,321,総数,001,総数,00015,人口30～50万未満市,1997000000,1997年
3706,321,総数,001,総数,00016,人口15～30万未満市,1997000000,1997年
5751,321,総数,001,総数,00018,小都市Ａ,1997000000,1997年
2610,321,総数,001,総数,00019,人口10～15万未満市,1997000000,1997年
3141,321,総数,001,総数,00020,人口5～10万未満市,1997000000,1997年
1084,321,総数,001,総数,00021,小都市Ｂ,1997000000,1997年
863,321,総数,001,総数,00022,町村,1997000000,1997年
1104,321,総数,001,総数,01000,北海道,1997000000,1997年
873,321,総数,001,総数,01B01,北海道　人口10万以上市,1997000000,1997年
102,321,総数,001,総数,01B02,北海道　人口5～10万市,1997000000,1997年
65,321,総数,001,総数,01B03,北海道　人口5万未満市,1997000000,1997年
64,321,総数,001,総数,01B04,北海道　町村,1997000000,1997年
248,321,総数,001,総数,01B10,北海道　道南,1997000000,1997年
523,321,総数,001,総数,01B20,北海道　道央,1997000000,1997年
138,321,総数,001,総数,01B30,北海道　道北,1997000000,1997年
195,321,総数,001,総数,01B40,北海道　道東,1997000000,1997年
292,321,総数,001,総数,02000,青森県,1997000000,1997年
216,321,総数,001,総数,02B01,青森県　人口10万以上市,1997000000,1997年
28,321,総数,001,総数,02B02,青森県　人口5～10万市,1997000000,1997年
36,321,総数,001,総数,02B03,青森県　人口5万未満市,1997000000,1997年
12,321,総数,001,総数,02B04,青森県　町村,1997000000,1997年
80,321,総数,001,総数,02B10,青森県　青森,1997000000,1997年
80,321,総数,001,総数,02B20,青森県　津軽,1997000000,1997年
108,321,総数,001,総数,02B30,青森県　南部,1997000000,1997年
24,321,総数,001,総数,02B40,青森県　下北,1997000000,1997年
212,321,総数,001,総数,03000,岩手県,1997000000,1997年
96,321,総数,001,総数,03B01,岩手県　人口10万以上市,1997000000,1997年
88,321,総数,001,総数,03B02,岩手県　人口5～10万市,1997000000,1997年
14,321,総数,001,総数,03B03,岩手県　人口5万未満市,1997000000,1997年
14,321,総数,001,総数,03B04,岩手県　町村,1997000000,1997年
102,321,総数,001,総数,03B10,岩手県　盛岡,1997000000,1997年
53,321,総数,001,総数,03B20,岩手県　岩手中部・胆江,1997000000,1997年
25,321,総数,001,総数,03B30,岩手県　両磐・気仙,1997000000,1997年
16,321,総数,001,総数,03B40,岩手県　釜石・宮古,1997000000,1997年
16,321,総数,001,総数,03B50,岩手県　久慈・二戸,1997000000,1997年
398,321,総数,001,総数,04000,宮城県,1997000000,1997年
281,321,総数,001,総数,04B01,宮城県　人口10万以上市,1997000000,1997年
79,321,総数,001,総数,04B02,宮城県　人口5～10万市,1997000000,1997年
13,321,総数,001,総数,04B03,宮城県　人口5万未満市,1997000000,1997年
25,321,総数,001,総数,04B04,宮城県　町村,1997000000,1997年
288,321,総数,001,総数,04B10,宮城県　県中南部,1997000000,1997年
79,321,総数,001,総数,04B20,宮城県　県北東部,1997000000,1997年
31,321,総数,001,総数,04B30,宮城県　県北中西部,1997000000,1997年
206,321,総数,001,総数,05000,秋田県,1997000000,1997年
94,321,総数,001,総数,05B01,秋田県　人口10万以上市,1997000000,1997年
31,321,総数,001,総数,05B02,秋田県　人口5～10万市,1997000000,1997年
70,321,総数,001,総数,05B03,秋田県　人口5万未満市,1997000000,1997年
11,321,総数,001,総数,05B04,秋田県　町村,1997000000,1997年
31,321,総数,001,総数,05B10,秋田県　県北,1997000000,1997年
127,321,総数,001,総数,05B20,秋田県　県央,1997000000,1997年
30,321,総数,001,総数,05B30,秋田県　大曲・仙北,1997000000,1997年
18,321,総数,001,総数,05B40,秋田県　県南,1997000000,1997年
307,321,総数,001,総数,06000,山形県,1997000000,1997年
184,321,総数,001,総数,06B01,山形県　人口10万以上市,1997000000,1997年
57,321,総数,001,総数,06B02,山形県　人口5～10万市,1997000000,1997年
60,321,総数,001,総数,06B03,山形県　人口5万未満市,1997000000,1997年
6,321,総数,001,総数,06B04,山形県　町村,1997000000,1997年
132,321,総数,001,総数,06B10,山形県　村山,1997000000,1997年
30,321,総数,001,総数,06B20,山形県　最上,1997000000,1997年
54,321,総数,001,総数,06B30,山形県　置賜,1997000000,1997年
91,321,総数,001,総数,06B40,山形県　庄内,1997000000,1997年
335,321,総数,001,総数,07000,福島県,1997000000,1997年
261,321,総数,001,総数,07B01,福島県　人口10万以上市,1997000000,1997年
31,321,総数,001,総数,07B02,福島県　人口5～10万市,1997000000,1997年
24,321,総数,001,総数,07B03,福島県　人口5万未満市,1997000000,1997年
19,321,総数,001,総数,07B04,福島県　町村,1997000000,1997年
193,321,総数,001,総数,07B10,福島県　中通り,1997000000,1997年
58,321,総数,001,総数,07B20,福島県　会津,1997000000,1997年
84,321,総数,001,総数,07B30,福島県　浜通り,1997000000,1997年
427,321,総数,001,総数,08000,茨城県,1997000000,1997年
249,321,総数,001,総数,08B01,茨城県　人口10万以上市,1997000000,1997年
139,321,総数,001,総数,08B02,茨城県　人口5～10万市,1997000000,1997年
28,321,総数,001,総数,08B03,茨城県　人口5万未満市,1997000000,1997年
11,321,総数,001,総数,08B04,茨城県　町村,1997000000,1997年
111,321,総数,001,総数,08B10,茨城県　県北,1997000000,1997年
79,321,総数,001,総数,08B20,茨城県　県央,1997000000,1997年
19,321,総数,001,総数,08B30,茨城県　鹿行,1997000000,1997年
160,321,総数,001,総数,08B40,茨城県　県南,1997000000,1997年
58,321,総数,001,総数,08B50,茨城県　県西,1997000000,1997年
347,321,総数,001,総数,09000,栃木県,1997000000,1997年
246,321,総数,001,総数,09B01,栃木県　人口10万以上市,1997000000,1997年
79,321,総数,001,総数,09B02,栃木県　人口5～10万市,1997000000,1997年
22,321,総数,001,総数,09B04,栃木県　町村,1997000000,1997年
39,321,総数,001,総数,09B10,栃木県　県北,1997000000,1997年
175,321,総数,001,総数,09B20,栃木県　県央,1997000000,1997年
133,321,総数,001,総数,09B30,栃木県　県南,1997000000,1997年
411,321,総数,001,総数,10000,群馬県,1997000000,1997年
311,321,総数,001,総数,10B01,群馬県　人口10万以上市,1997000000,1997年
41,321,総数,001,総数,10B02,群馬県　人口5～10万市,1997000000,1997年
46,321,総数,001,総数,10B03,群馬県　人口5万未満市,1997000000,1997年
13,321,総数,001,総数,10B04,群馬県　町村,1997000000,1997年
125,321,総数,001,総数,10B10,群馬県　県央,1997000000,1997年
118,321,総数,001,総数,10B20,群馬県　県東,1997000000,1997年
140,321,総数,001,総数,10B30,群馬県　県西,1997000000,1997年
28,321,総数,001,総数,10B40,群馬県　県北,1997000000,1997年
1061,321,総数,001,総数,11000,埼玉県,1997000000,1997年
727,321,総数,001,総数,11B01,埼玉県　人口10万以上市,1997000000,1997年
325,321,総数,001,総数,11B02,埼玉県　人口5～10万市,1997000000,1997年
9,321,総数,001,総数,11B04,埼玉県　町村,1997000000,1997年
378,321,総数,001,総数,11B10,埼玉県　県中央,1997000000,1997年
337,321,総数,001,総数,11B20,埼玉県　県西,1997000000,1997年
282,321,総数,001,総数,11B30,埼玉県　県東,1997000000,1997年
64,321,総数,001,総数,11B40,埼玉県　県北,1997000000,1997年
740,321,総数,001,総数,12000,千葉県,1997000000,1997年
576,321,総数,001,総数,12B01,千葉県　人口10万以上市,1997000000,1997年
140,321,総数,001,総数,12B02,千葉県　人口5～10万市,1997000000,1997年
17,321,総数,001,総数,12B03,千葉県　人口5万未満市,1997000000,1997年
7,321,総数,001,総数,12B04,千葉県　町村,1997000000,1997年
246,321,総数,001,総数,12B10,千葉県　県中央,1997000000,1997年
110,321,総数,001,総数,12B20,千葉県　県東,1997000000,1997年
56,321,総数,001,総数,12B30,千葉県　県南,1997000000,1997年
328,321,総数,001,総数,12B40,千葉県　県西,1997000000,1997年
1660,321,総数,001,総数,13000,東京都,1997000000,1997年
1530,321,総数,001,総数,13B01,東京都　人口10万以上市,1997000000,1997年
128,321,総数,001,総数,13B02,東京都　人口5～10万市,1997000000,1997年
2,321,総数,001,総数,13B04,東京都　町村,1997000000,1997年
369,321,総数,001,総数,13B10,東京都　区部中心部,1997000000,1997年
228,321,総数,001,総数,13B20,東京都　川の手,1997000000,1997年
394,321,総数,001,総数,13B30,東京都　新山の手,1997000000,1997年
108,321,総数,001,総数,13B40,東京都　北多摩西部,1997000000,1997年
143,321,総数,001,総数,13B50,東京都　北多摩南部,1997000000,1997年
87,321,総数,001,総数,13B60,東京都　北多摩北部,1997000000,1997年
238,321,総数,001,総数,13B70,東京都　多摩南部,1997000000,1997年
91,321,総数,001,総数,13B80,東京都　多摩西部,1997000000,1997年
2,321,総数,001,総数,13B90,東京都　島しょ,1997000000,1997年
1084,321,総数,001,総数,14000,神奈川県,1997000000,1997年
1035,321,総数,001,総数,14B01,神奈川県　人口10万以上市,1997000000,1997年
35,321,総数,001,総数,14B02,神奈川県　人口5～10万市,1997000000,1997年
14,321,総数,001,総数,14B04,神奈川県　町村,1997000000,1997年
610,321,総数,001,総数,14B10,神奈川県　京浜,1997000000,1997年
169,321,総数,001,総数,14B20,神奈川県　湘南・三浦,1997000000,1997年
256,321,総数,001,総数,14B30,神奈川県　県央・津久井,1997000000,1997年
49,321,総数,001,総数,14B40,神奈川県　県西,1997000000,1997年
428,321,総数,001,総数,15000,新潟県,1997000000,1997年
261,321,総数,001,総数,15B01,新潟県　人口10万以上市,1997000000,1997年
77,321,総数,001,総数,15B02,新潟県　人口5～10万市,1997000000,1997年
55,321,総数,001,総数,15B03,新潟県　人口5万未満市,1997000000,1997年
35,321,総数,001,総数,15B04,新潟県　町村,1997000000,1997年
229,321,総数,001,総数,15B10,新潟県　新潟,1997000000,1997年
130,321,総数,001,総数,15B20,新潟県　長岡,1997000000,1997年
56,321,総数,001,総数,15B30,新潟県　上越,1997000000,1997年
13,321,総数,001,総数,15B40,新潟県　佐渡,1997000000,1997年
259,321,総数,001,総数,16000,富山県,1997000000,1997年
177,321,総数,001,総数,16B01,富山県　人口10万以上市,1997000000,1997年
17,321,総数,001,総数,16B02,富山県　人口5～10万市,1997000000,1997年
42,321,総数,001,総数,16B03,富山県　人口5万未満市,1997000000,1997年
23,321,総数,001,総数,16B04,富山県　町村,1997000000,1997年
119,321,総数,001,総数,16B10,富山県　県東部　富山,1997000000,1997年
82,321,総数,001,総数,16B20,富山県　県西部　高岡・射水,1997000000,1997年
35,321,総数,001,総数,16B30,富山県　県東部　新川,1997000000,1997年
23,321,総数,001,総数,16B40,富山県　県西部　砺波,1997000000,1997年
245,321,総数,001,総数,17000,石川県,1997000000,1997年
161,321,総数,001,総数,17B01,石川県　人口10万以上市,1997000000,1997年
47,321,総数,001,総数,17B02,石川県　人口5～10万市,1997000000,1997年
24,321,総数,001,総数,17B03,石川県　人口5万未満市,1997000000,1997年
13,321,総数,001,総数,17B04,石川県　町村,1997000000,1997年
153,321,総数,001,総数,17B10,石川県　石川中央,1997000000,1997年
58,321,総数,001,総数,17B20,石川県　南加賀,1997000000,1997年
23,321,総数,001,総数,17B30,石川県　中能登,1997000000,1997年
11,321,総数,001,総数,17B40,石川県　奥能登,1997000000,1997年
201,321,総数,001,総数,18000,福井県,1997000000,1997年
111,321,総数,001,総数,18B01,福井県　人口10万以上市,1997000000,1997年
51,321,総数,001,総数,18B02,福井県　人口5～10万市,1997000000,1997年
23,321,総数,001,総数,18B03,福井県　人口5万未満市,1997000000,1997年
16,321,総数,001,総数,18B04,福井県　町村,1997000000,1997年
124,321,総数,001,総数,18B10,福井県　福井・坂井,1997000000,1997年
24,321,総数,001,総数,18B20,福井県　丹南,1997000000,1997年
23,321,総数,001,総数,18B30,福井県　奥越,1997000000,1997年
30,321,総数,001,総数,18B40,福井県　嶺南,1997000000,1997年
112,321,総数,001,総数,19000,山梨県,1997000000,1997年
56,321,総数,001,総数,19B01,山梨県　人口10万以上市,1997000000,1997年
17,321,総数,001,総数,19B02,山梨県　人口5～10万市,1997000000,1997年
20,321,総数,001,総数,19B03,山梨県　人口5万未満市,1997000000,1997年
19,321,総数,001,総数,19B04,山梨県　町村,1997000000,1997年
67,321,総数,001,総数,19B10,山梨県　峡中・峡南,1997000000,1997年
6,321,総数,001,総数,19B20,山梨県　峡東,1997000000,1997年
7,321,総数,001,総数,19B30,山梨県　峡北,1997000000,1997年
32,321,総数,001,総数,19B40,山梨県　郡内,1997000000,1997年
391,321,総数,001,総数,20000,長野県,1997000000,1997年
241,321,総数,001,総数,20B01,長野県　人口10万以上市,1997000000,1997年
88,321,総数,001,総数,20B02,長野県　人口5～10万市,1997000000,1997年
27,321,総数,001,総数,20B03,長野県　人口5万未満市,1997000000,1997年
35,321,総数,001,総数,20B04,長野県　町村,1997000000,1997年
125,321,総数,001,総数,20B10,長野県　長野・北信,1997000000,1997年
74,321,総数,001,総数,20B20,長野県　佐久・上小,1997000000,1997年
124,321,総数,001,総数,20B30,長野県　諏訪・木曽・松本・大北,1997000000,1997年
68,321,総数,001,総数,20B40,長野県　上伊那・飯伊,1997000000,1997年
267,321,総数,001,総数,21000,岐阜県,1997000000,1997年
172,321,総数,001,総数,21B01,岐阜県　人口10万以上市,1997000000,1997年
69,321,総数,001,総数,21B02,岐阜県　人口5～10万市,1997000000,1997年
9,321,総数,001,総数,21B03,岐阜県　人口5万未満市,1997000000,1997年
17,321,総数,001,総数,21B04,岐阜県　町村,1997000000,1997年
126,321,総数,001,総数,21B10,岐阜県　岐阜,1997000000,1997年
31,321,総数,001,総数,21B20,岐阜県　西濃,1997000000,1997年
43,321,総数,001,総数,21B30,岐阜県　中濃,1997000000,1997年
46,321,総数,001,総数,21B40,岐阜県　東濃,1997000000,1997年
21,321,総数,001,総数,21B50,岐阜県　飛騨,1997000000,1997年
590,321,総数,001,総数,22000,静岡県,1997000000,1997年
481,321,総数,001,総数,22B01,静岡県　人口10万以上市,1997000000,1997年
94,321,総数,001,総数,22B02,静岡県　人口5～10万市,1997000000,1997年
9,321,総数,001,総数,22B03,静岡県　人口5万未満市,1997000000,1997年
6,321,総数,001,総数,22B04,静岡県　町村,1997000000,1997年
183,321,総数,001,総数,22B10,静岡県　東部,1997000000,1997年
221,321,総数,001,総数,22B20,静岡県　中部,1997000000,1997年
186,321,総数,001,総数,22B30,静岡県　西部,1997000000,1997年
1276,321,総数,001,総数,23000,愛知県,1997000000,1997年
999,321,総数,001,総数,23B01,愛知県　人口10万以上市,1997000000,1997年
199,321,総数,001,総数,23B02,愛知県　人口5～10万市,1997000000,1997年
8,321,総数,001,総数,23B03,愛知県　人口5万未満市,1997000000,1997年
70,321,総数,001,総数,23B04,愛知県　町村,1997000000,1997年
831,321,総数,001,総数,23B10,愛知県　尾張,1997000000,1997年
272,321,総数,001,総数,23B20,愛知県　西三河,1997000000,1997年
173,321,総数,001,総数,23B30,愛知県　東三河,1997000000,1997年
302,321,総数,001,総数,24000,三重県,1997000000,1997年
264,321,総数,001,総数,24B01,三重県　人口10万以上市,1997000000,1997年
21,321,総数,001,総数,24B02,三重県　人口5～10万市,1997000000,1997年
5,321,総数,001,総数,24B03,三重県　人口5万未満市,1997000000,1997年
12,321,総数,001,総数,24B04,三重県　町村,1997000000,1997年
150,321,総数,001,総数,24B10,三重県　北勢,1997000000,1997年
93,321,総数,001,総数,24B20,三重県　中勢,1997000000,1997年
26,321,総数,001,総数,24B30,三重県　南勢,1997000000,1997年
22,321,総数,001,総数,24B40,三重県　伊賀,1997000000,1997年
11,321,総数,001,総数,24B50,三重県　紀州,1997000000,1997年
161,321,総数,001,総数,25000,滋賀県,1997000000,1997年
117,321,総数,001,総数,25B01,滋賀県　人口10万以上市,1997000000,1997年
28,321,総数,001,総数,25B02,滋賀県　人口5～10万市,1997000000,1997年
6,321,総数,001,総数,25B03,滋賀県　人口5万未満市,1997000000,1997年
10,321,総数,001,総数,25B04,滋賀県　町村,1997000000,1997年
62,321,総数,001,総数,25B10,滋賀県　大津・湖西,1997000000,1997年
28,321,総数,001,総数,25B20,滋賀県　湖南,1997000000,1997年
47,321,総数,001,総数,25B30,滋賀県　湖東,1997000000,1997年
24,321,総数,001,総数,25B40,滋賀県　湖北,1997000000,1997年
346,321,総数,001,総数,26000,京都府,1997000000,1997年
243,321,総数,001,総数,26B01,京都府　人口10万以上市,1997000000,1997年
96,321,総数,001,総数,26B02,京都府　人口5～10万市,1997000000,1997年
7,321,総数,001,総数,26B04,京都府　町村,1997000000,1997年
32,321,総数,001,総数,26B10,京都府　北部,1997000000,1997年
29,321,総数,001,総数,26B20,京都府　中部,1997000000,1997年
213,321,総数,001,総数,26B30,京都府　京都・乙訓,1997000000,1997年
72,321,総数,001,総数,26B40,京都府　南部,1997000000,1997年
1283,321,総数,001,総数,27000,大阪府,1997000000,1997年
1136,321,総数,001,総数,27B01,大阪府　人口10万以上市,1997000000,1997年
143,321,総数,001,総数,27B02,大阪府　人口5～10万市,1997000000,1997年
4,321,総数,001,総数,27B04,大阪府　町村,1997000000,1997年
348,321,総数,001,総数,27B10,大阪府　大阪市,1997000000,1997年
246,321,総数,001,総数,27B20,大阪府　北大阪,1997000000,1997年
306,321,総数,001,総数,27B30,大阪府　東大阪,1997000000,1997年
112,321,総数,001,総数,27B40,大阪府　南河内,1997000000,1997年
271,321,総数,001,総数,27B50,大阪府　泉州,1997000000,1997年
736,321,総数,001,総数,28000,兵庫県,1997000000,1997年
572,321,総数,001,総数,28B01,兵庫県　人口10万以上市,1997000000,1997年
80,321,総数,001,総数,28B02,兵庫県　人口5～10万市,1997000000,1997年
43,321,総数,001,総数,28B03,兵庫県　人口5万未満市,1997000000,1997年
41,321,総数,001,総数,28B04,兵庫県　町村,1997000000,1997年
172,321,総数,001,総数,28B10,兵庫県　神戸市,1997000000,1997年
222,321,総数,001,総数,28B20,兵庫県　阪神,1997000000,1997年
137,321,総数,001,総数,28B30,兵庫県　東播磨,1997000000,1997年
154,321,総数,001,総数,28B40,兵庫県　西播磨,1997000000,1997年
42,321,総数,001,総数,28B50,兵庫県　但馬・丹波,1997000000,1997年
9,321,総数,001,総数,28B60,兵庫県　淡路,1997000000,1997年
196,321,総数,001,総数,29000,奈良県,1997000000,1997年
133,321,総数,001,総数,29B01,奈良県　人口10万以上市,1997000000,1997年
43,321,総数,001,総数,29B02,奈良県　人口5～10万市,1997000000,1997年
7,321,総数,001,総数,29B03,奈良県　人口5万未満市,1997000000,1997年
13,321,総数,001,総数,29B04,奈良県　町村,1997000000,1997年
94,321,総数,001,総数,29B10,奈良県　北和,1997000000,1997年
20,321,総数,001,総数,29B20,奈良県　生駒・王寺周辺,1997000000,1997年
55,321,総数,001,総数,29B30,奈良県　中和・桜井・宇陀,1997000000,1997年
19,321,総数,001,総数,29B40,奈良県　葛城,1997000000,1997年
8,321,総数,001,総数,29B50,奈良県　南和,1997000000,1997年
173,321,総数,001,総数,30000,和歌山県,1997000000,1997年
95,321,総数,001,総数,30B01,和歌山県　人口10万以上市,1997000000,1997年
25,321,総数,001,総数,30B02,和歌山県　人口5～10万市,1997000000,1997年
28,321,総数,001,総数,30B03,和歌山県　人口5万未満市,1997000000,1997年
25,321,総数,001,総数,30B04,和歌山県　町村,1997000000,1997年
95,321,総数,001,総数,30B10,和歌山県　和歌山,1997000000,1997年
17,321,総数,001,総数,30B20,和歌山県　橋本,1997000000,1997年
19,321,総数,001,総数,30B30,和歌山県　御坊・有田,1997000000,1997年
18,321,総数,001,総数,30B40,和歌山県　田辺,1997000000,1997年
24,321,総数,001,総数,30B50,和歌山県　新宮,1997000000,1997年
153,321,総数,001,総数,31000,鳥取県,1997000000,1997年
115,321,総数,001,総数,31B01,鳥取県　人口10万以上市,1997000000,1997年
29,321,総数,001,総数,31B02,鳥取県　人口5～10万市,1997000000,1997年
9,321,総数,001,総数,31B04,鳥取県　町村,1997000000,1997年
62,321,総数,001,総数,31B10,鳥取県　東部,1997000000,1997年
32,321,総数,001,総数,31B20,鳥取県　中部,1997000000,1997年
59,321,総数,001,総数,31B30,鳥取県　西部,1997000000,1997年
146,321,総数,001,総数,32000,島根県,1997000000,1997年
58,321,総数,001,総数,32B01,島根県　人口10万以上市,1997000000,1997年
50,321,総数,001,総数,32B02,島根県　人口5～10万市,1997000000,1997年
24,321,総数,001,総数,32B03,島根県　人口5万未満市,1997000000,1997年
14,321,総数,001,総数,32B04,島根県　町村,1997000000,1997年
96,321,総数,001,総数,32B10,島根県　出雲,1997000000,1997年
47,321,総数,001,総数,32B20,島根県　石見,1997000000,1997年
3,321,総数,001,総数,32B30,島根県　隠岐,1997000000,1997年
399,321,総数,001,総数,33000,岡山県,1997000000,1997年
322,321,総数,001,総数,33B01,岡山県　人口10万以上市,1997000000,1997年
59,321,総数,001,総数,33B02,岡山県　人口5～10万市,1997000000,1997年
7,321,総数,001,総数,33B03,岡山県　人口5万未満市,1997000000,1997年
11,321,総数,001,総数,33B04,岡山県　町村,1997000000,1997年
338,321,総数,001,総数,33B10,岡山県　岡山,1997000000,1997年
19,321,総数,001,総数,33B20,岡山県　備中,1997000000,1997年
42,321,総数,001,総数,33B30,岡山県　美作,1997000000,1997年
625,321,総数,001,総数,34000,広島県,1997000000,1997年
517,321,総数,001,総数,34B01,広島県　人口10万以上市,1997000000,1997年
46,321,総数,001,総数,34B02,広島県　人口5～10万市,1997000000,1997年
41,321,総数,001,総数,34B03,広島県　人口5万未満市,1997000000,1997年
21,321,総数,001,総数,34B04,広島県　町村,1997000000,1997年
428,321,総数,001,総数,34B10,広島県　広島,1997000000,1997年
176,321,総数,001,総数,34B20,広島県　備後,1997000000,1997年
21,321,総数,001,総数,34B30,広島県　備北,1997000000,1997年
317,321,総数,001,総数,35000,山口県,1997000000,1997年
264,321,総数,001,総数,35B01,山口県　人口10万以上市,1997000000,1997年
17,321,総数,001,総数,35B02,山口県　人口5～10万市,1997000000,1997年
28,321,総数,001,総数,35B03,山口県　人口5万未満市,1997000000,1997年
8,321,総数,001,総数,35B04,山口県　町村,1997000000,1997年
73,321,総数,001,総数,35B10,山口県　山口,1997000000,1997年
59,321,総数,001,総数,35B20,山口県　徳山,1997000000,1997年
57,321,総数,001,総数,35B30,山口県　岩国・柳井,1997000000,1997年
61,321,総数,001,総数,35B40,山口県　下関,1997000000,1997年
8,321,総数,001,総数,35B50,山口県　萩・長門,1997000000,1997年
59,321,総数,001,総数,35B60,山口県　宇部,1997000000,1997年
123,321,総数,001,総数,36000,徳島県,1997000000,1997年
71,321,総数,001,総数,36B01,徳島県　人口10万以上市,1997000000,1997年
32,321,総数,001,総数,36B02,徳島県　人口5～10万市,1997000000,1997年
20,321,総数,001,総数,36B04,徳島県　町村,1997000000,1997年
94,321,総数,001,総数,36B10,徳島県　東部,1997000000,1997年
19,321,総数,001,総数,36B20,徳島県　南部,1997000000,1997年
10,321,総数,001,総数,36B30,徳島県　西部,1997000000,1997年
165,321,総数,001,総数,37000,香川県,1997000000,1997年
108,321,総数,001,総数,37B01,香川県　人口10万以上市,1997000000,1997年
14,321,総数,001,総数,37B02,香川県　人口5～10万市,1997000000,1997年
26,321,総数,001,総数,37B03,香川県　人口5万未満市,1997000000,1997年
17,321,総数,001,総数,37B04,香川県　町村,1997000000,1997年
121,321,総数,001,総数,37B10,香川県　東讃,1997000000,1997年
16,321,総数,001,総数,37B20,香川県　中讃,1997000000,1997年
28,321,総数,001,総数,37B30,香川県　三豊,1997000000,1997年
234,321,総数,001,総数,38000,愛媛県,1997000000,1997年
182,321,総数,001,総数,38B01,愛媛県　人口10万以上市,1997000000,1997年
14,321,総数,001,総数,38B02,愛媛県　人口5～10万市,1997000000,1997年
23,321,総数,001,総数,38B03,愛媛県　人口5万未満市,1997000000,1997年
15,321,総数,001,総数,38B04,愛媛県　町村,1997000000,1997年
105,321,総数,001,総数,38B10,愛媛県　松山,1997000000,1997年
66,321,総数,001,総数,38B20,愛媛県　新居浜・西条・宇摩,1997000000,1997年
37,321,総数,001,総数,38B30,愛媛県　今治,1997000000,1997年
26,321,総数,001,総数,38B40,愛媛県　宇和島・八幡浜・大洲,1997000000,1997年
154,321,総数,001,総数,39000,高知県,1997000000,1997年
98,321,総数,001,総数,39B01,高知県　人口10万以上市,1997000000,1997年
45,321,総数,001,総数,39B03,高知県　人口5万未満市,1997000000,1997年
11,321,総数,001,総数,39B04,高知県　町村,1997000000,1997年
11,321,総数,001,総数,39B10,高知県　安芸,1997000000,1997年
118,321,総数,001,総数,39B20,高知県　高知中央・高吾・土長,1997000000,1997年
9,321,総数,001,総数,39B30,高知県　高幡,1997000000,1997年
16,321,総数,001,総数,39B40,高知県　幡多,1997000000,1997年
995,321,総数,001,総数,40000,福岡県,1997000000,1997年
685,321,総数,001,総数,40B01,福岡県　人口10万以上市,1997000000,1997年
213,321,総数,001,総数,40B02,福岡県　人口5～10万市,1997000000,1997年
46,321,総数,001,総数,40B03,福岡県　人口5万未満市,1997000000,1997年
51,321,総数,001,総数,40B04,福岡県　町村,1997000000,1997年
430,321,総数,001,総数,40B10,福岡県　福岡,1997000000,1997年
288,321,総数,001,総数,40B20,福岡県　北九州,1997000000,1997年
100,321,総数,001,総数,40B30,福岡県　筑豊,1997000000,1997年
177,321,総数,001,総数,40B40,福岡県　筑後,1997000000,1997年
133,321,総数,001,総数,41000,佐賀県,1997000000,1997年
61,321,総数,001,総数,41B01,佐賀県　人口10万以上市,1997000000,1997年
52,321,総数,001,総数,41B02,佐賀県　人口5～10万市,1997000000,1997年
12,321,総数,001,総数,41B03,佐賀県　人口5万未満市,1997000000,1997年
8,321,総数,001,総数,41B04,佐賀県　町村,1997000000,1997年
65,321,総数,001,総数,41B10,佐賀県　佐城,1997000000,1997年
15,321,総数,001,総数,41B20,佐賀県　三神,1997000000,1997年
28,321,総数,001,総数,41B30,佐賀県　東松,1997000000,1997年
25,321,総数,001,総数,41B40,佐賀県　西杵藤,1997000000,1997年
181,321,総数,001,総数,42000,長崎県,1997000000,1997年
134,321,総数,001,総数,42B01,長崎県　人口10万以上市,1997000000,1997年
22,321,総数,001,総数,42B02,長崎県　人口5～10万市,1997000000,1997年
7,321,総数,001,総数,42B03,長崎県　人口5万未満市,1997000000,1997年
18,321,総数,001,総数,42B04,長崎県　町村,1997000000,1997年
86,321,総数,001,総数,42B10,長崎県　長崎,1997000000,1997年
24,321,総数,001,総数,42B20,長崎県　県央・島原,1997000000,1997年
61,321,総数,001,総数,42B30,長崎県　県北,1997000000,1997年
10,321,総数,001,総数,42B40,長崎県　離島,1997000000,1997年
233,321,総数,001,総数,43000,熊本県,1997000000,1997年
157,321,総数,001,総数,43B01,熊本県　人口10万以上市,1997000000,1997年
15,321,総数,001,総数,43B02,熊本県　人口5～10万市,1997000000,1997年
37,321,総数,001,総数,43B03,熊本県　人口5万未満市,1997000000,1997年
24,321,総数,001,総数,43B04,熊本県　町村,1997000000,1997年
135,321,総数,001,総数,43B10,熊本県　熊本中央・阿蘇,1997000000,1997年
25,321,総数,001,総数,43B20,熊本県　有明・鹿本,1997000000,1997年
36,321,総数,001,総数,43B30,熊本県　八代・水俣・芦北,1997000000,1997年
20,321,総数,001,総数,43B40,熊本県　人吉・球磨,1997000000,1997年
17,321,総数,001,総数,43B50,熊本県　天草,1997000000,1997年
288,321,総数,001,総数,44000,大分県,1997000000,1997年
177,321,総数,001,総数,44B01,大分県　人口10万以上市,1997000000,1997年
72,321,総数,001,総数,44B02,大分県　人口5～10万市,1997000000,1997年
29,321,総数,001,総数,44B03,大分県　人口5万未満市,1997000000,1997年
10,321,総数,001,総数,44B04,大分県　町村,1997000000,1997年
50,321,総数,001,総数,44B10,大分県　別杵国東,1997000000,1997年
150,321,総数,001,総数,44B20,大分県　大分臼津,1997000000,1997年
