value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,cat05,cat05_label,area,area_label,time,time_label,unit
346,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,08,非労働力人口(～2017年),00000,全国,2009001012,2009年10～12月期,万人
355,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,08,非労働力人口(～2017年),00000,全国,2010000103,2010年1～3月期,万人
342,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,08,非労働力人口(～2017年),00000,全国,2010000406,2010年4～6月期,万人
352,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,08,非労働力人口(～2017年),00000,全国,2010000709,2010年7～9月期,万人
368,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,08,非労働力人口(～2017年),00000,全国,2010001012,2010年10～12月期,万人
121,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007000103,2007年1～3月期,万人
107,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007000406,2007年4～6月期,万人
107,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007000709,2007年7～9月期,万人
109,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007001012,2007年10～12月期,万人
115,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000103,2008年1～3月期,万人
101,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000406,2008年4～6月期,万人
118,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000709,2008年7～9月期,万人
111,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008001012,2008年10～12月期,万人
124,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2009000103,2009年1～3月期,万人
120,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2009000406,2009年4～6月期,万人
121,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2009000709,2009年7～9月期,万人
117,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2009001012,2009年10～12月期,万人
116,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2010000103,2010年1～3月期,万人
112,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2010000406,2010年4～6月期,万人
119,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2010000709,2010年7～9月期,万人
123,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2010001012,2010年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2007000103,2007年1～3月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2007000406,2007年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2007000709,2007年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2007001012,2007年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2008000103,2008年1～3月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2008000406,2008年4～6月期,万人
2,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2008000709,2008年7～9月期,万人
2,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2008001012,2008年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2009000103,2009年1～3月期,万人
2,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2009000406,2009年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2009000709,2009年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2009001012,2009年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2010000103,2010年1～3月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2010000406,2010年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2010000709,2010年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,00,15歳以上人口,00000,全国,2010001012,2010年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2007000103,2007年1～3月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2007000406,2007年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2007000709,2007年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2007001012,2007年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2008000103,2008年1～3月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2008000406,2008年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2008000709,2008年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2008001012,2008年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2009000103,2009年1～3月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2009000406,2009年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2009001012,2009年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2010000103,2010年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2010000406,2010年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,02,就業者,00000,全国,2010000709,2010年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2007000103,2007年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2007000709,2007年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2008000406,2008年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2008000709,2008年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2008001012,2008年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2009000103,2009年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2009000406,2009年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2009000709,2009年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2009001012,2009年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2010000103,2010年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2010000406,2010年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,07,完全失業者,00000,全国,2010001012,2010年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2007000103,2007年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2007000406,2007年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2007000709,2007年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2008000406,2008年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2008000709,2008年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2008001012,2008年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2009000103,2009年1～3月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2009000406,2009年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2009000709,2009年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2009001012,2009年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2010000103,2010年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2010000406,2010年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,08,非労働力人口(～2017年),00000,全国,2010000709,2010年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007000103,2007年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000406,2008年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000709,2008年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2009000103,2009年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2009000406,2009年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2009000709,2009年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2010000103,2010年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,05,漁業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2010000406,2010年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2007000103,2007年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2007000709,2007年7～9月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2007001012,2007年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2008000406,2008年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2008000709,2008年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2008001012,2008年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2009000103,2009年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2009000406,2009年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2009000709,2009年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2009001012,2009年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2010000103,2010年1～3月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2010000406,2010年4～6月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2010000709,2010年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,00,15歳以上人口,00000,全国,2010001012,2010年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2007000103,2007年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2007000709,2007年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2008000709,2008年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2008001012,2008年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2009000103,2009年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2009000406,2009年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2009000709,2009年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2009001012,2009年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2010000103,2010年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2010000406,2010年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2010000709,2010年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,02,就業者,00000,全国,2010001012,2010年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,07,完全失業者,00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,07,完全失業者,00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,07,完全失業者,00000,全国,2009000103,2009年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,07,完全失業者,00000,全国,2009000709,2009年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,07,完全失業者,00000,全国,2010000709,2010年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,08,非労働力人口(～2017年),00000,全国,2007000103,2007年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,08,非労働力人口(～2017年),00000,全国,2007000709,2007年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,08,非労働力人口(～2017年),00000,全国,2007001012,2007年10～12月期,万人
1,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,08,非労働力人口(～2017年),00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,08,非労働力人口(～2017年),00000,全国,2008000406,2008年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,08,非労働力人口(～2017年),00000,全国,2009000709,2009年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,08,非労働力人口(～2017年),00000,全国,2010000406,2010年4～6月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,08,非労働力人口(～2017年),00000,全国,2010000709,2010年7～9月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,08,非労働力人口(～2017年),00000,全国,2010001012,2010年10～12月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,00,総数,00,総数,06,鉱業，採石業，砂利採取業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2010000709,2010年7～9月期,万人
86,06,15歳以上人口,0,総数,00,総数,00,総数,07,建設業,00,15歳以上人口,00000,全国,2007000103,2007年1～3月期,万人
83,06,15歳以上人口,0,総数,00,総数,00,総数,07,建設業,00,15歳以上人口,00000,全国,2007000406,2007年4～6月期,万人
87,06,15歳以上人口,0,総数,00,総数,00,総数,07,建設業,00,15歳以上人口,00000,全国,2007000709,2007年7～9月期,万人
84,06,15歳以上人口,0,総数,00,総数,00,総数,07,建設業,00,15歳以上人口,00000,全国,2007001012,2007年10～12月期,万人
88,06,15歳以上人口,0,総数,00,総数,00,総数,07,建設業,00,15歳以上人口,00000,全国,2008000103,2008年1～3月期,万人
