value,cat01,cat01_label,area,area_label,time,time_label
8047,10100,販売額（１０億円）,00042,北海道,29000000,2017年
7735,10100,販売額（１０億円）,00042,北海道,30000000,2018年
8034,10100,販売額（１０億円）,00042,北海道,31000000,2019年
7913,10100,販売額（１０億円）,00042,北海道,29010000,2017年度
7880,10100,販売額（１０億円）,00042,北海道,30010000,2018年度
2013,10100,販売額（１０億円）,00042,北海道,31000103,2019年 1 ～ 3 月
1910,10100,販売額（１０億円）,00042,北海道,31000406,2019年 4 ～ 6 月
2037,10100,販売額（１０億円）,00042,北海道,31000709,2019年 7 ～ 9 月
2073,10100,販売額（１０億円）,00042,北海道,31001012,2019年10 ～12 月
658,10100,販売額（１０億円）,00042,北海道,31000101,2019年1月
663,10100,販売額（１０億円）,00042,北海道,31000202,2019年2月
692,10100,販売額（１０億円）,00042,北海道,31000303,2019年3月
650,10100,販売額（１０億円）,00042,北海道,31000404,2019年4月
633,10100,販売額（１０億円）,00042,北海道,31000505,2019年5月
627,10100,販売額（１０億円）,00042,北海道,31000606,2019年6月
666,10100,販売額（１０億円）,00042,北海道,31000707,2019年7月
676,10100,販売額（１０億円）,00042,北海道,31000808,2019年8月
695,10100,販売額（１０億円）,00042,北海道,31000909,2019年9月
634,10100,販売額（１０億円）,00042,北海道,31001010,2019年10月
664,10100,販売額（１０億円）,00042,北海道,31001111,2019年11月
775,10100,販売額（１０億円）,00042,北海道,31001212,2019年12月
6791,10100,販売額（１０億円）,00043,東北,29000000,2017年
7054,10100,販売額（１０億円）,00043,東北,30000000,2018年
7186,10100,販売額（１０億円）,00043,東北,31000000,2019年
6784,10100,販売額（１０億円）,00043,東北,29010000,2017年度
7099,10100,販売額（１０億円）,00043,東北,30010000,2018年度
1748,10100,販売額（１０億円）,00043,東北,31000103,2019年 1 ～ 3 月
1737,10100,販売額（１０億円）,00043,東北,31000406,2019年 4 ～ 6 月
1843,10100,販売額（１０億円）,00043,東北,31000709,2019年 7 ～ 9 月
1859,10100,販売額（１０億円）,00043,東北,31001012,2019年10 ～12 月
574,10100,販売額（１０億円）,00043,東北,31000101,2019年1月
540,10100,販売額（１０億円）,00043,東北,31000202,2019年2月
634,10100,販売額（１０億円）,00043,東北,31000303,2019年3月
584,10100,販売額（１０億円）,00043,東北,31000404,2019年4月
585,10100,販売額（１０億円）,00043,東北,31000505,2019年5月
568,10100,販売額（１０億円）,00043,東北,31000606,2019年6月
590,10100,販売額（１０億円）,00043,東北,31000707,2019年7月
625,10100,販売額（１０億円）,00043,東北,31000808,2019年8月
628,10100,販売額（１０億円）,00043,東北,31000909,2019年9月
566,10100,販売額（１０億円）,00043,東北,31001010,2019年10月
594,10100,販売額（１０億円）,00043,東北,31001111,2019年11月
698,10100,販売額（１０億円）,00043,東北,31001212,2019年12月
55562,10100,販売額（１０億円）,00044,関東,29000000,2017年
57787,10100,販売額（１０億円）,00044,関東,30000000,2018年
57742,10100,販売額（１０億円）,00044,関東,31000000,2019年
56073,10100,販売額（１０億円）,00044,関東,29010000,2017年度
57979,10100,販売額（１０億円）,00044,関東,30010000,2018年度
14218,10100,販売額（１０億円）,00044,関東,31000103,2019年 1 ～ 3 月
14313,10100,販売額（１０億円）,00044,関東,31000406,2019年 4 ～ 6 月
14573,10100,販売額（１０億円）,00044,関東,31000709,2019年 7 ～ 9 月
14638,10100,販売額（１０億円）,00044,関東,31001012,2019年10 ～12 月
4704,10100,販売額（１０億円）,00044,関東,31000101,2019年1月
4387,10100,販売額（１０億円）,00044,関東,31000202,2019年2月
5127,10100,販売額（１０億円）,00044,関東,31000303,2019年3月
4809,10100,販売額（１０億円）,00044,関東,31000404,2019年4月
4796,10100,販売額（１０億円）,00044,関東,31000505,2019年5月
4708,10100,販売額（１０億円）,00044,関東,31000606,2019年6月
4834,10100,販売額（１０億円）,00044,関東,31000707,2019年7月
