value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label
31018,2,勤労者世帯,001,平均,00001,集計世帯数,00000,全国,1984000000,1984年
25009,2,勤労者世帯,001,平均,00001,集計世帯数,00010,全都市,1984000000,1984年
21678,2,勤労者世帯,001,平均,00001,集計世帯数,00011,人口5万以上市,1984000000,1984年
3104,2,勤労者世帯,001,平均,00001,集計世帯数,00012,大都市,1984000000,1984年
11228,2,勤労者世帯,001,平均,00001,集計世帯数,00013,中都市,1984000000,1984年
7346,2,勤労者世帯,001,平均,00001,集計世帯数,00018,小都市Ａ,1984000000,1984年
3331,2,勤労者世帯,001,平均,00001,集計世帯数,00021,小都市Ｂ,1984000000,1984年
6009,2,勤労者世帯,001,平均,00001,集計世帯数,00022,町村,1984000000,1984年
1537,2,勤労者世帯,001,平均,00001,集計世帯数,00042,北海道地方,1984000000,1984年
2349,2,勤労者世帯,001,平均,00001,集計世帯数,00043,東北地方,1984000000,1984年
8751,2,勤労者世帯,001,平均,00001,集計世帯数,00044,関東地方,1984000000,1984年
1902,2,勤労者世帯,001,平均,00001,集計世帯数,00049,北陸地方,1984000000,1984年
3529,2,勤労者世帯,001,平均,00001,集計世帯数,00050,東海地方,1984000000,1984年
5286,2,勤労者世帯,001,平均,00001,集計世帯数,00051,近畿地方,1984000000,1984年
2625,2,勤労者世帯,001,平均,00001,集計世帯数,00053,中国地方,1984000000,1984年
1421,2,勤労者世帯,001,平均,00001,集計世帯数,00054,四国地方,1984000000,1984年
3224,2,勤労者世帯,001,平均,00001,集計世帯数,00056,九州地方,1984000000,1984年
395,2,勤労者世帯,001,平均,00001,集計世帯数,00057,沖縄地方,1984000000,1984年
6352,2,勤労者世帯,001,平均,00001,集計世帯数,00105,京浜大都市圏,1984000000,1984年
2006,2,勤労者世帯,001,平均,00001,集計世帯数,00106,中京大都市圏,1984000000,1984年
4550,2,勤労者世帯,001,平均,00001,集計世帯数,00107,京阪神大都市圏,1984000000,1984年
1095,2,勤労者世帯,001,平均,00001,集計世帯数,00110,北九州大都市圏,1984000000,1984年
12908,2,勤労者世帯,001,平均,00001,集計世帯数,00415,3大都市圏平均,1984000000,1984年
518,2,勤労者世帯,001,平均,00001,集計世帯数,13100,特別区部,1984000000,1984年
508883,2,勤労者世帯,001,平均,00002,世帯数分布（抽出率調整）,00000,全国,1984000000,1984年
408921,2,勤労者世帯,001,平均,00002,世帯数分布（抽出率調整）,00010,全都市,1984000000,1984年
374360,2,勤労者世帯,001,平均,00002,世帯数分布（抽出率調整）,00011,人口5万以上市,1984000000,1984年
110351,2,勤労者世帯,001,平均,00002,世帯数分布（抽出率調整）,00012,大都市,1984000000,1984年
162718,2,勤労者世帯,001,平均,00002,世帯数分布（抽出率調整）,00013,中都市,1984000000,1984年
101291,2,勤労者世帯,001,平均,00002,世帯数分布（抽出率調整）,00018,小都市Ａ,1984000000,1984年
34561,2,勤労者世帯,001,平均,00002,世帯数分布（抽出率調整）,00021,小都市Ｂ,1984000000,1984年
