value,cat01,cat01_label,cat02,cat02_label
130,010010,企業数,0010,経営組織別計
130,010010,企業数,0020,会社
-,010010,企業数,0030,会社以外の法人・団体
-,010010,企業数,0040,個人経営
130,010010,企業数,0130,資本金規模別計
56,010010,企業数,0140,５千万円未満
49,010010,企業数,0150,５千万円以上１億円未満
21,010010,企業数,0160,１億円以上１０億円未満
4,010010,企業数,0170,１０億円以上
-,010010,企業数,0180,資本金なし
130,010010,企業数,0190,従業者規模別計
5,010010,企業数,0200,４人以下
17,010010,企業数,0210,５人～９人
67,010010,企業数,0220,１０人～２９人
22,010010,企業数,0230,３０人～４９人
9,010010,企業数,0240,５０人～９９人
4,010010,企業数,0250,１００人～２９９人
6,010010,企業数,0260,３００人以上
130,010010,企業数,0270,クレジットカード業務，割賦　金融業務の従事者規模別計
2,010010,企業数,0280,４人以下
13,010010,企業数,0290,５人～９人
71,010010,企業数,0300,１０人～２９人
22,010010,企業数,0310,３０人～４９人
14,010010,企業数,0320,５０人～９９人
3,010010,企業数,0330,１００人～２９９人
5,010010,企業数,0340,３００人以上
130,010010,企業数,0350,年間売上高（年間取扱高）規模別計
-,010010,企業数,0360,１億円未満
1,010010,企業数,0370,１億円以上１０億円未満
42,010010,企業数,0380,１０億円以上１００億円未満
65,010010,企業数,0390,１００億円以上５００億円未満
11,010010,企業数,0400,５００億円以上１千億円未満
11,010010,企業数,0410,１千億円以上
130,010010,企業数,0420,専業割合別計
1,010010,企業数,0430,５０％未満
58,010010,企業数,0440,５０％以上１００％未満
71,010010,企業数,0450,１００％
130,010010,企業数,0460,加盟店数規模別計
21,010010,企業数,0470,１００店未満
5,010010,企業数,0480,１００店以上３００店未満
1,010010,企業数,0490,３００店以上５００店未満
1,010010,企業数,0500,５００店以上１千店未満
67,010010,企業数,0510,１千店以上１万店未満
29,010010,企業数,0520,１万店以上１０万店未満
6,010010,企業数,0530,１０万店以上
130,010010,企業数,0540,個人会員数規模別計
3,010010,企業数,0550,５千人未満
1,010010,企業数,0560,５千人以上１万人未満
38,010010,企業数,0570,１万人以上５万人未満
51,010010,企業数,0580,５万人以上１０万人未満
30,010010,企業数,0590,１０万人以上５０万人未満
2,010010,企業数,0600,５０万人以上１００万人未満
5,010010,企業数,0610,１００万人以上
16700,010020,従業者数Ａ（人）,0010,経営組織別計
16700,010020,従業者数Ａ（人）,0020,会社
-,010020,従業者数Ａ（人）,0030,会社以外の法人・団体
-,010020,従業者数Ａ（人）,0040,個人経営
16700,010020,従業者数Ａ（人）,0130,資本金規模別計
1075,010020,従業者数Ａ（人）,0140,５千万円未満
2079,010020,従業者数Ａ（人）,0150,５千万円以上１億円未満
1867,010020,従業者数Ａ（人）,0160,１億円以上１０億円未満
11679,010020,従業者数Ａ（人）,0170,１０億円以上
-,010020,従業者数Ａ（人）,0180,資本金なし
16700,010020,従業者数Ａ（人）,0190,従業者規模別計
14,010020,従業者数Ａ（人）,0200,４人以下
133,010020,従業者数Ａ（人）,0210,５人～９人
1209,010020,従業者数Ａ（人）,0220,１０人～２９人
798,010020,従業者数Ａ（人）,0230,３０人～４９人
559,010020,従業者数Ａ（人）,0240,５０人～９９人
684,010020,従業者数Ａ（人）,0250,１００人～２９９人
13303,010020,従業者数Ａ（人）,0260,３００人以上
16700,010020,従業者数Ａ（人）,0270,クレジットカード業務，割賦　金融業務の従事者規模別計
2,010020,従業者数Ａ（人）,0280,４人以下
98,010020,従業者数Ａ（人）,0290,５人～９人
1279,010020,従業者数Ａ（人）,0300,１０人～２９人
691,010020,従業者数Ａ（人）,0310,３０人～４９人
1095,010020,従業者数Ａ（人）,0320,５０人～９９人
565,010020,従業者数Ａ（人）,0330,１００人～２９９人
12970,010020,従業者数Ａ（人）,0340,３００人以上
16700,010020,従業者数Ａ（人）,0350,年間売上高（年間取扱高）規模別計
-,010020,従業者数Ａ（人）,0360,１億円未満
1,010020,従業者数Ａ（人）,0370,１億円以上１０億円未満
509,010020,従業者数Ａ（人）,0380,１０億円以上１００億円未満
1667,010020,従業者数Ａ（人）,0390,１００億円以上５００億円未満
457,010020,従業者数Ａ（人）,0400,５００億円以上１千億円未満
14066,010020,従業者数Ａ（人）,0410,１千億円以上
16700,010020,従業者数Ａ（人）,0420,専業割合別計
66,010020,従業者数Ａ（人）,0430,５０％未満
13794,010020,従業者数Ａ（人）,0440,５０％以上１００％未満
2840,010020,従業者数Ａ（人）,0450,１００％
16700,010020,従業者数Ａ（人）,0460,加盟店数規模別計
565,010020,従業者数Ａ（人）,0470,１００店未満
127,010020,従業者数Ａ（人）,0480,１００店以上３００店未満
8,010020,従業者数Ａ（人）,0490,３００店以上５００店未満
9,010020,従業者数Ａ（人）,0500,５００店以上１千店未満
1352,010020,従業者数Ａ（人）,0510,１千店以上１万店未満
1788,010020,従業者数Ａ（人）,0520,１万店以上１０万店未満
12851,010020,従業者数Ａ（人）,0530,１０万店以上
16700,010020,従業者数Ａ（人）,0540,個人会員数規模別計
24,010020,従業者数Ａ（人）,0550,５千人未満
14,010020,従業者数Ａ（人）,0560,５千人以上１万人未満
440,010020,従業者数Ａ（人）,0570,１万人以上５万人未満
1482,010020,従業者数Ａ（人）,0580,５万人以上１０万人未満
1338,010020,従業者数Ａ（人）,0590,１０万人以上５０万人未満
432,010020,従業者数Ａ（人）,0600,５０万人以上１００万人未満
12970,010020,従業者数Ａ（人）,0610,１００万人以上
17863,010030,従事者数（人）,0010,経営組織別計
17863,010030,従事者数（人）,0020,会社
-,010030,従事者数（人）,0030,会社以外の法人・団体
-,010030,従事者数（人）,0040,個人経営
17863,010030,従事者数（人）,0130,資本金規模別計
