value,cat01,cat01_label,cat02,cat02_label
311,010010,企業数,0010,経営組織別計
245,010010,企業数,0020,会社
66,010010,企業数,0030,会社以外の法人・団体
-,010010,企業数,0040,個人経営
311,010010,企業数,0050,会社の系統別計
130,010010,企業数,0060,銀行系
36,010010,企業数,0070,信販会社
85,010010,企業数,0080,中小小売商団体
22,010010,企業数,0090,百貨店・量販店、流通系
7,010010,企業数,0100,割賦金融会社
31,010010,企業数,0110,その他
23,010010,企業数,0120,(うちチケット発行会社）
311,010010,企業数,0130,資本金規模別計
87,010010,企業数,0140,５千万円未満
69,010010,企業数,0150,５千万円以上１億円未満
64,010010,企業数,0160,１億円以上１０億円未満
25,010010,企業数,0170,１０億円以上
66,010010,企業数,0180,資本金なし
311,010010,企業数,0190,従業者規模別計
32,010010,企業数,0200,４人以下
52,010010,企業数,0210,５人～９人
113,010010,企業数,0220,１０人～２９人
33,010010,企業数,0230,３０人～４９人
28,010010,企業数,0240,５０人～９９人
31,010010,企業数,0250,１００人～２９９人
22,010010,企業数,0260,３００人以上
311,010010,企業数,0270,クレジットカード業務，割賦　金融業務の従事者規模別計
33,010010,企業数,0280,４人以下
57,010010,企業数,0290,５人～９人
106,010010,企業数,0300,１０人～２９人
34,010010,企業数,0310,３０人～４９人
35,010010,企業数,0320,５０人～９９人
24,010010,企業数,0330,１００人～２９９人
22,010010,企業数,0340,３００人以上
311,010010,企業数,0350,年間売上高（年間取扱高）規模別計
13,010010,企業数,0360,１億円未満
47,010010,企業数,0370,１億円以上１０億円未満
98,010010,企業数,0380,１０億円以上１００億円未満
99,010010,企業数,0390,１００億円以上５００億円未満
21,010010,企業数,0400,５００億円以上１千億円未満
33,010010,企業数,0410,１千億円以上
311,010010,企業数,0420,専業割合別計
7,010010,企業数,0430,５０％未満
160,010010,企業数,0440,５０％以上１００％未満
144,010010,企業数,0450,１００％
311,010010,企業数,0460,加盟店数規模別計
102,010010,企業数,0470,１００店未満
29,010010,企業数,0480,１００店以上３００店未満
17,010010,企業数,0490,３００店以上５００店未満
13,010010,企業数,0500,５００店以上１千店未満
104,010010,企業数,0510,１千店以上１万店未満
35,010010,企業数,0520,１万店以上１０万店未満
11,010010,企業数,0530,１０万店以上
288,010010,企業数,0540,個人会員数規模別計
41,010010,企業数,0550,５千人未満
19,010010,企業数,0560,５千人以上１万人未満
74,010010,企業数,0570,１万人以上５万人未満
57,010010,企業数,0580,５万人以上１０万人未満
61,010010,企業数,0590,１０万人以上５０万人未満
11,010010,企業数,0600,５０万人以上１００万人未満
25,010010,企業数,0610,１００万人以上
62035,010020,従業者数Ａ（人）,0010,経営組織別計
61211,010020,従業者数Ａ（人）,0020,会社
824,010020,従業者数Ａ（人）,0030,会社以外の法人・団体
-,010020,従業者数Ａ（人）,0040,個人経営
62035,010020,従業者数Ａ（人）,0050,会社の系統別計
16700,010020,従業者数Ａ（人）,0060,銀行系
20864,010020,従業者数Ａ（人）,0070,信販会社
2449,010020,従業者数Ａ（人）,0080,中小小売商団体
15635,010020,従業者数Ａ（人）,0090,百貨店・量販店、流通系
2500,010020,従業者数Ａ（人）,0100,割賦金融会社
3887,010020,従業者数Ａ（人）,0110,その他
122,010020,従業者数Ａ（人）,0120,(うちチケット発行会社）
62035,010020,従業者数Ａ（人）,0130,資本金規模別計
1654,010020,従業者数Ａ（人）,0140,５千万円未満
2781,010020,従業者数Ａ（人）,0150,５千万円以上１億円未満
7096,010020,従業者数Ａ（人）,0160,１億円以上１０億円未満
49680,010020,従業者数Ａ（人）,0170,１０億円以上
824,010020,従業者数Ａ（人）,0180,資本金なし
62035,010020,従業者数Ａ（人）,0190,従業者規模別計
91,010020,従業者数Ａ（人）,0200,４人以下
370,010020,従業者数Ａ（人）,0210,５人～９人
2011,010020,従業者数Ａ（人）,0220,１０人～２９人
1248,010020,従業者数Ａ（人）,0230,３０人～４９人
2027,010020,従業者数Ａ（人）,0240,５０人～９９人
4940,010020,従業者数Ａ（人）,0250,１００人～２９９人
51348,010020,従業者数Ａ（人）,0260,３００人以上
62035,010020,従業者数Ａ（人）,0270,クレジットカード業務，割賦　金融業務の従事者規模別計
138,010020,従業者数Ａ（人）,0280,４人以下
555,010020,従業者数Ａ（人）,0290,５人～９人
1941,010020,従業者数Ａ（人）,0300,１０人～２９人
1274,010020,従業者数Ａ（人）,0310,３０人～４９人
3083,010020,従業者数Ａ（人）,0320,５０人～９９人
4308,010020,従業者数Ａ（人）,0330,１００人～２９９人
50736,010020,従業者数Ａ（人）,0340,３００人以上
62035,010020,従業者数Ａ（人）,0350,年間売上高（年間取扱高）規模別計
28,010020,従業者数Ａ（人）,0360,１億円未満
346,010020,従業者数Ａ（人）,0370,１億円以上１０億円未満
1820,010020,従業者数Ａ（人）,0380,１０億円以上１００億円未満
4671,010020,従業者数Ａ（人）,0390,１００億円以上５００億円未満
2737,010020,従業者数Ａ（人）,0400,５００億円以上１千億円未満
52433,010020,従業者数Ａ（人）,0410,１千億円以上
62035,010020,従業者数Ａ（人）,0420,専業割合別計
13537,010020,従業者数Ａ（人）,0430,５０％未満
40827,010020,従業者数Ａ（人）,0440,５０％以上１００％未満
7671,010020,従業者数Ａ（人）,0450,１００％
62035,010020,従業者数Ａ（人）,0460,加盟店数規模別計
13425,010020,従業者数Ａ（人）,0470,１００店未満
1135,010020,従業者数Ａ（人）,0480,１００店以上３００店未満
281,010020,従業者数Ａ（人）,0490,３００店以上５００店未満
276,010020,従業者数Ａ（人）,0500,５００店以上１千店未満
4373,010020,従業者数Ａ（人）,0510,１千店以上１万店未満
5682,010020,従業者数Ａ（人）,0520,１万店以上１０万店未満
36863,010020,従業者数Ａ（人）,0530,１０万店以上
