value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,area,area_label,time,time_label,unit
492763,12,建築物の数,11,計,11,計,00000,全国,2023100000,2023年度,棟
539771,12,建築物の数,11,計,11,計,00000,全国,2022100000,2022年度,棟
571832,12,建築物の数,11,計,11,計,00000,全国,2021100000,2021年度,棟
533806,12,建築物の数,11,計,11,計,00000,全国,2020100000,2020年度,棟
589023,12,建築物の数,11,計,11,計,00000,全国,2019100000,2019年度,棟
604622,12,建築物の数,11,計,11,計,00000,全国,2018100000,2018年度,棟
599483,12,建築物の数,11,計,11,計,00000,全国,2017100000,2017年度,棟
610001,12,建築物の数,11,計,11,計,00000,全国,2016100000,2016年度,棟
591381,12,建築物の数,11,計,11,計,00000,全国,2015100000,2015年度,棟
582115,12,建築物の数,11,計,11,計,00000,全国,2014100000,2014年度,棟
676684,12,建築物の数,11,計,11,計,00000,全国,2013100000,2013年度,棟
616510,12,建築物の数,11,計,11,計,00000,全国,2012100000,2012年度,棟
585930,12,建築物の数,11,計,11,計,00000,全国,2011100000,2011年度,棟
15872,12,建築物の数,11,計,11,計,01000,北海道,2023100000,2023年度,棟
18026,12,建築物の数,11,計,11,計,01000,北海道,2022100000,2022年度,棟
20951,12,建築物の数,11,計,11,計,01000,北海道,2021100000,2021年度,棟
19917,12,建築物の数,11,計,11,計,01000,北海道,2020100000,2020年度,棟
21463,12,建築物の数,11,計,11,計,01000,北海道,2019100000,2019年度,棟
21437,12,建築物の数,11,計,11,計,01000,北海道,2018100000,2018年度,棟
21430,12,建築物の数,11,計,11,計,01000,北海道,2017100000,2017年度,棟
21294,12,建築物の数,11,計,11,計,01000,北海道,2016100000,2016年度,棟
20268,12,建築物の数,11,計,11,計,01000,北海道,2015100000,2015年度,棟
19936,12,建築物の数,11,計,11,計,01000,北海道,2014100000,2014年度,棟
22963,12,建築物の数,11,計,11,計,01000,北海道,2013100000,2013年度,棟
21966,12,建築物の数,11,計,11,計,01000,北海道,2012100000,2012年度,棟
21130,12,建築物の数,11,計,11,計,01000,北海道,2011100000,2011年度,棟
5043,12,建築物の数,11,計,11,計,02000,青森県,2023100000,2023年度,棟
5678,12,建築物の数,11,計,11,計,02000,青森県,2022100000,2022年度,棟
6280,12,建築物の数,11,計,11,計,02000,青森県,2021100000,2021年度,棟
7374,12,建築物の数,11,計,11,計,02000,青森県,2020100000,2020年度,棟
6699,12,建築物の数,11,計,11,計,02000,青森県,2019100000,2019年度,棟
6994,12,建築物の数,11,計,11,計,02000,青森県,2018100000,2018年度,棟
6731,12,建築物の数,11,計,11,計,02000,青森県,2017100000,2017年度,棟
6704,12,建築物の数,11,計,11,計,02000,青森県,2016100000,2016年度,棟
6333,12,建築物の数,11,計,11,計,02000,青森県,2015100000,2015年度,棟
6086,12,建築物の数,11,計,11,計,02000,青森県,2014100000,2014年度,棟
6849,12,建築物の数,11,計,11,計,02000,青森県,2013100000,2013年度,棟
6008,12,建築物の数,11,計,11,計,02000,青森県,2012100000,2012年度,棟
5504,12,建築物の数,11,計,11,計,02000,青森県,2011100000,2011年度,棟
5731,12,建築物の数,11,計,11,計,03000,岩手県,2023100000,2023年度,棟
6349,12,建築物の数,11,計,11,計,03000,岩手県,2022100000,2022年度,棟
6935,12,建築物の数,11,計,11,計,03000,岩手県,2021100000,2021年度,棟
