value,cat01,cat01_label,cat02,cat02_label,area,area_label,time,time_label,unit
123611167,000,総人口・平成２年１０月１日基準人口,000,総数,00000,全国,1991000000,1991年,人
60696724,000,総人口・平成２年１０月１日基準人口,001,男,00000,全国,1991000000,1991年,人
62914443,000,総人口・平成２年１０月１日基準人口,002,女,00000,全国,1991000000,1991年,人
1223677,001,総人口・出生児数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
628682,001,総人口・出生児数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
594995,001,総人口・出生児数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
829452,002,総人口・死亡者数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
450645,002,総人口・死亡者数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
378807,002,総人口・死亡者数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
394225,003,総人口・自然増加（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
178037,003,総人口・自然増加（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
216188,003,総人口・自然増加（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
11167622,004,総人口・入国者数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
6806048,004,総人口・入国者数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
4361574,004,総人口・入国者数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
11129596,005,総人口・出国者数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
6776244,005,総人口・出国者数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
4353352,005,総人口・出国者数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
38026,006,総人口・入国超過（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
29804,006,総人口・入国超過（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
8222,006,総人口・入国超過（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
432251,007,総人口・増加の計（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
207841,007,総人口・増加の計（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
224410,007,総人口・増加の計（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
124043418,008,総人口・平成３年１０月１日人口,000,総数,00000,全国,1991000000,1991年,人
60904565,008,総人口・平成３年１０月１日人口,001,男,00000,全国,1991000000,1991年,人
63138853,008,総人口・平成３年１０月１日人口,002,女,00000,全国,1991000000,1991年,人
122721397,009,日本人人口・平成２年１０月１日基準人口,000,総数,00000,全国,1991000000,1991年,人
60248969,009,日本人人口・平成２年１０月１日基準人口,001,男,00000,全国,1991000000,1991年,人
62472428,009,日本人人口・平成２年１０月１日基準人口,002,女,00000,全国,1991000000,1991年,人
1215785,010,日本人人口・出生児数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
624662,010,日本人人口・出生児数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
591123,010,日本人人口・出生児数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
824738,011,日本人人口・死亡者数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
447664,011,日本人人口・死亡者数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
377074,011,日本人人口・死亡者数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
391047,012,日本人人口・自然増加（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
176998,012,日本人人口・自然増加（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
214049,012,日本人人口・自然増加（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
10409708,013,日本人人口・入国者数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
6401005,013,日本人人口・入国者数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
4008703,013,日本人人口・入国者数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
10428627,014,日本人人口・出国者数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
6406502,014,日本人人口・出国者数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
4022125,014,日本人人口・出国者数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
-18919,015,日本人人口・入国超過（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
-5497,015,日本人人口・入国超過（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
-13422,015,日本人人口・入国超過（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
8659,016,日本人人口・国籍の異動による純増（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
4342,016,日本人人口・国籍の異動による純増（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
4317,016,日本人人口・国籍の異動による純増（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
380787,017,日本人人口・増加の計（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
175843,017,日本人人口・増加の計（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
204944,017,日本人人口・増加の計（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
123102184,018,日本人人口・平成３年１０月１日人口,000,総数,00000,全国,1991000000,1991年,人
60424812,018,日本人人口・平成３年１０月１日人口,001,男,00000,全国,1991000000,1991年,人
62677372,018,日本人人口・平成３年１０月１日人口,002,女,00000,全国,1991000000,1991年,人
889770,019,外国人人口・平成２年１０月１日基準人口,000,総数,00000,全国,1991000000,1991年,人
447755,019,外国人人口・平成２年１０月１日基準人口,001,男,00000,全国,1991000000,1991年,人
442015,019,外国人人口・平成２年１０月１日基準人口,002,女,00000,全国,1991000000,1991年,人
7892,020,外国人人口・出生児数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
4020,020,外国人人口・出生児数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
3872,020,外国人人口・出生児数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
4714,021,外国人人口・死亡者数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
2981,021,外国人人口・死亡者数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
1733,021,外国人人口・死亡者数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
3178,022,外国人人口・自然増加（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
1039,022,外国人人口・自然増加（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
2139,022,外国人人口・自然増加（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
757914,023,外国人人口・入国者数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
405043,023,外国人人口・入国者数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
352871,023,外国人人口・入国者数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
700969,024,外国人人口・出国者数（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
369742,024,外国人人口・出国者数（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
331227,024,外国人人口・出国者数（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
