value,cat01,cat01_label,cat02,cat02_label,area,area_label,time,time_label,unit
56945,025,外国人人口・入国超過（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
35301,025,外国人人口・入国超過（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
21644,025,外国人人口・入国超過（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
-8659,026,外国人人口・国籍の異動による純増（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
-4342,026,外国人人口・国籍の異動による純増（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
-4317,026,外国人人口・国籍の異動による純増（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
51464,027,外国人人口・増加の計（平成２年１０月－３年９月）,000,総数,00000,全国,1991000000,1991年,人
31998,027,外国人人口・増加の計（平成２年１０月－３年９月）,001,男,00000,全国,1991000000,1991年,人
19466,027,外国人人口・増加の計（平成２年１０月－３年９月）,002,女,00000,全国,1991000000,1991年,人
941234,028,外国人人口・平成３年１０月１日人口,000,総数,00000,全国,1991000000,1991年,人
479753,028,外国人人口・平成３年１０月１日人口,001,男,00000,全国,1991000000,1991年,人
461481,028,外国人人口・平成３年１０月１日人口,002,女,00000,全国,1991000000,1991年,人
