value,cat01,cat01_label,cat02,cat02_label,area,area_label,time,time_label,unit
824738,T01,総数,001,日本人・計,00000,全国,1991000000,1991年,人
447664,T01,総数,002,日本人・男,00000,全国,1991000000,1991年,人
377074,T01,総数,003,日本人・女,00000,全国,1991000000,1991年,人
4714,T01,総数,004,外国人・計,00000,全国,1991000000,1991年,人
2981,T01,総数,005,外国人・男,00000,全国,1991000000,1991年,人
1733,T01,総数,006,外国人・女,00000,全国,1991000000,1991年,人
6032,000,0歳,001,日本人・計,00000,全国,1991000000,1991年,人
3231,000,0歳,002,日本人・男,00000,全国,1991000000,1991年,人
2801,000,0歳,003,日本人・女,00000,全国,1991000000,1991年,人
45,000,0歳,004,外国人・計,00000,全国,1991000000,1991年,人
21,000,0歳,005,外国人・男,00000,全国,1991000000,1991年,人
24,000,0歳,006,外国人・女,00000,全国,1991000000,1991年,人
661,001,1歳,001,日本人・計,00000,全国,1991000000,1991年,人
380,001,1歳,002,日本人・男,00000,全国,1991000000,1991年,人
281,001,1歳,003,日本人・女,00000,全国,1991000000,1991年,人
11,001,1歳,004,外国人・計,00000,全国,1991000000,1991年,人
5,001,1歳,005,外国人・男,00000,全国,1991000000,1991年,人
6,001,1歳,006,外国人・女,00000,全国,1991000000,1991年,人
496,002,2歳,001,日本人・計,00000,全国,1991000000,1991年,人
295,002,2歳,002,日本人・男,00000,全国,1991000000,1991年,人
201,002,2歳,003,日本人・女,00000,全国,1991000000,1991年,人
1,002,2歳,004,外国人・計,00000,全国,1991000000,1991年,人
0,002,2歳,005,外国人・男,00000,全国,1991000000,1991年,人
1,002,2歳,006,外国人・女,00000,全国,1991000000,1991年,人
343,003,3歳,001,日本人・計,00000,全国,1991000000,1991年,人
199,003,3歳,002,日本人・男,00000,全国,1991000000,1991年,人
144,003,3歳,003,日本人・女,00000,全国,1991000000,1991年,人
3,003,3歳,004,外国人・計,00000,全国,1991000000,1991年,人
2,003,3歳,005,外国人・男,00000,全国,1991000000,1991年,人
1,003,3歳,006,外国人・女,00000,全国,1991000000,1991年,人
318,004,4歳,001,日本人・計,00000,全国,1991000000,1991年,人
178,004,4歳,002,日本人・男,00000,全国,1991000000,1991年,人
140,004,4歳,003,日本人・女,00000,全国,1991000000,1991年,人
1,004,4歳,004,外国人・計,00000,全国,1991000000,1991年,人
1,004,4歳,005,外国人・男,00000,全国,1991000000,1991年,人
0,004,4歳,006,外国人・女,00000,全国,1991000000,1991年,人
1263,201,5～9歳,001,日本人・計,00000,全国,1991000000,1991年,人
787,201,5～9歳,002,日本人・男,00000,全国,1991000000,1991年,人
476,201,5～9歳,003,日本人・女,00000,全国,1991000000,1991年,人
6,201,5～9歳,004,外国人・計,00000,全国,1991000000,1991年,人
2,201,5～9歳,005,外国人・男,00000,全国,1991000000,1991年,人
4,201,5～9歳,006,外国人・女,00000,全国,1991000000,1991年,人
1237,202,10～14歳,001,日本人・計,00000,全国,1991000000,1991年,人
769,202,10～14歳,002,日本人・男,00000,全国,1991000000,1991年,人
468,202,10～14歳,003,日本人・女,00000,全国,1991000000,1991年,人
7,202,10～14歳,004,外国人・計,00000,全国,1991000000,1991年,人
4,202,10～14歳,005,外国人・男,00000,全国,1991000000,1991年,人
3,202,10～14歳,006,外国人・女,00000,全国,1991000000,1991年,人
4463,203,15～19歳,001,日本人・計,00000,全国,1991000000,1991年,人
3329,203,15～19歳,002,日本人・男,00000,全国,1991000000,1991年,人
1134,203,15～19歳,003,日本人・女,00000,全国,1991000000,1991年,人
36,203,15～19歳,004,外国人・計,00000,全国,1991000000,1991年,人
