value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,cat05,cat05_label,area,area_label,time,time_label,unit
1376,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,00,15歳以上人口,00000,全国,2002000103,2002年1～3月期,万人
1378,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,00,15歳以上人口,00000,全国,2002000406,2002年4～6月期,万人
1439,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,00,15歳以上人口,00000,全国,2002000709,2002年7～9月期,万人
1407,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,00,15歳以上人口,00000,全国,2002001012,2002年10～12月期,万人
745,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,02,就業者,00000,全国,2002000103,2002年1～3月期,万人
753,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,02,就業者,00000,全国,2002000406,2002年4～6月期,万人
792,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,02,就業者,00000,全国,2002000709,2002年7～9月期,万人
787,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,02,就業者,00000,全国,2002001012,2002年10～12月期,万人
231,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,07,完全失業者,00000,全国,2002000103,2002年1～3月期,万人
234,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,07,完全失業者,00000,全国,2002000406,2002年4～6月期,万人
242,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,07,完全失業者,00000,全国,2002000709,2002年7～9月期,万人
230,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,07,完全失業者,00000,全国,2002001012,2002年10～12月期,万人
400,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,08,非労働力人口(～2017年),00000,全国,2002000103,2002年1～3月期,万人
391,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,08,非労働力人口(～2017年),00000,全国,2002000406,2002年4～6月期,万人
405,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,08,非労働力人口(～2017年),00000,全国,2002000709,2002年7～9月期,万人
390,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,08,非労働力人口(～2017年),00000,全国,2002001012,2002年10～12月期,万人
142,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2002000103,2002年1～3月期,万人
141,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2002000406,2002年4～6月期,万人
142,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2002000709,2002年7～9月期,万人
145,06,15歳以上人口,0,総数,00,総数,00,総数,00,総数,09,非労働力人口(就業希望者)(～2017年),00000,全国,2002001012,2002年10～12月期,万人
113,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2002000103,2002年1～3月期,万人
109,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2002000406,2002年4～6月期,万人
124,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2002000709,2002年7～9月期,万人
112,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,00,15歳以上人口,00000,全国,2002001012,2002年10～12月期,万人
68,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,02,就業者,00000,全国,2002000103,2002年1～3月期,万人
63,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,02,就業者,00000,全国,2002000406,2002年4～6月期,万人
72,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,02,就業者,00000,全国,2002000709,2002年7～9月期,万人
67,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,02,就業者,00000,全国,2002001012,2002年10～12月期,万人
25,06,15歳以上人口,0,総数,00,総数,00,総数,05,建設業,07,完全失業者,00000,全国,2002000103,2002年1～3月期,万人
