value,cat01,cat01_label,area,area_label,time,time_label
7636,10100,販売額（１０億円）,00042,北海道,26000000,平成26年
7859,10100,販売額（１０億円）,00042,北海道,27000000,平成27年
8064,10100,販売額（１０億円）,00042,北海道,28000000,平成28年
7647,10100,販売額（１０億円）,00042,北海道,26010000,平成26年度
7925,10100,販売額（１０億円）,00042,北海道,27010000,平成27年度
2014,10100,販売額（１０億円）,00042,北海道,28000103,平成28年 1 ～ 3 月
1986,10100,販売額（１０億円）,00042,北海道,28000406,平成28年 4 ～ 6 月
1977,10100,販売額（１０億円）,00042,北海道,28000709,平成28年 7 ～ 9 月
2087,10100,販売額（１０億円）,00042,北海道,28001012,平成28年10～12月
662,10100,販売額（１０億円）,00042,北海道,28000101,平成28年1月
616,10100,販売額（１０億円）,00042,北海道,28000202,平成28年2月
736,10100,販売額（１０億円）,00042,北海道,28000303,平成28年3月
667,10100,販売額（１０億円）,00042,北海道,28000404,平成28年4月
660,10100,販売額（１０億円）,00042,北海道,28000505,平成28年5月
660,10100,販売額（１０億円）,00042,北海道,28000606,平成28年6月
677,10100,販売額（１０億円）,00042,北海道,28000707,平成28年7月
659,10100,販売額（１０億円）,00042,北海道,28000808,平成28年8月
640,10100,販売額（１０億円）,00042,北海道,28000909,平成28年9月
668,10100,販売額（１０億円）,00042,北海道,28001010,平成28年10月
662,10100,販売額（１０億円）,00042,北海道,28001111,平成28年11月
757,10100,販売額（１０億円）,00042,北海道,28001212,平成28年12月
7097,10100,販売額（１０億円）,00043,東北,26000000,平成26年
6932,10100,販売額（１０億円）,00043,東北,27000000,平成27年
6774,10100,販売額（１０億円）,00043,東北,28000000,平成28年
7038,10100,販売額（１０億円）,00043,東北,26010000,平成26年度
6879,10100,販売額（１０億円）,00043,東北,27010000,平成27年度
1688,10100,販売額（１０億円）,00043,東北,28000103,平成28年 1 ～ 3 月
1665,10100,販売額（１０億円）,00043,東北,28000406,平成28年 4 ～ 6 月
1666,10100,販売額（１０億円）,00043,東北,28000709,平成28年 7 ～ 9 月
1755,10100,販売額（１０億円）,00043,東北,28001012,平成28年10～12月
559,10100,販売額（１０億円）,00043,東北,28000101,平成28年1月
532,10100,販売額（１０億円）,00043,東北,28000202,平成28年2月
596,10100,販売額（１０億円）,00043,東北,28000303,平成28年3月
569,10100,販売額（１０億円）,00043,東北,28000404,平成28年4月
559,10100,販売額（１０億円）,00043,東北,28000505,平成28年5月
537,10100,販売額（１０億円）,00043,東北,28000606,平成28年6月
563,10100,販売額（１０億円）,00043,東北,28000707,平成28年7月
564,10100,販売額（１０億円）,00043,東北,28000808,平成28年8月
539,10100,販売額（１０億円）,00043,東北,28000909,平成28年9月
556,10100,販売額（１０億円）,00043,東北,28001010,平成28年10月
556,10100,販売額（１０億円）,00043,東北,28001111,平成28年11月
644,10100,販売額（１０億円）,00043,東北,28001212,平成28年12月
58177,10100,販売額（１０億円）,00044,関東,26000000,平成26年
56911,10100,販売額（１０億円）,00044,関東,27000000,平成27年
55455,10100,販売額（１０億円）,00044,関東,28000000,平成28年
57077,10100,販売額（１０億円）,00044,関東,26010000,平成26年度
56683,10100,販売額（１０億円）,00044,関東,27010000,平成27年度
13824,10100,販売額（１０億円）,00044,関東,28000103,平成28年 1 ～ 3 月
13727,10100,販売額（１０億円）,00044,関東,28000406,平成28年 4 ～ 6 月
13470,10100,販売額（１０億円）,00044,関東,28000709,平成28年 7 ～ 9 月
14434,10100,販売額（１０億円）,00044,関東,28001012,平成28年10～12月
4593,10100,販売額（１０億円）,00044,関東,28000101,平成28年1月
4325,10100,販売額（１０億円）,00044,関東,28000202,平成28年2月
4906,10100,販売額（１０億円）,00044,関東,28000303,平成28年3月
4579,10100,販売額（１０億円）,00044,関東,28000404,平成28年4月
4613,10100,販売額（１０億円）,00044,関東,28000505,平成28年5月
4534,10100,販売額（１０億円）,00044,関東,28000606,平成28年6月
4759,10100,販売額（１０億円）,00044,関東,28000707,平成28年7月
4364,10100,販売額（１０億円）,00044,関東,28000808,平成28年8月
4347,10100,販売額（１０億円）,00044,関東,28000909,平成28年9月
4568,10100,販売額（１０億円）,00044,関東,28001010,平成28年10月
4588,10100,販売額（１０億円）,00044,関東,28001111,平成28年11月
5278,10100,販売額（１０億円）,00044,関東,28001212,平成28年12月
14994,10100,販売額（１０億円）,00058,中部,26000000,平成26年
