value,tab,tab_label,cat01,cat01_label,area,area_label,time,time_label,unit
138009,0015,実農家数,290,トマト,00000,全国,2005000000,2005年,戸
3589,0015,実農家数,290,トマト,00042,北海道,2005000000,2005年,戸
134420,0015,実農家数,290,トマト,50002,都府県,2005000000,2005年,戸
25192,0015,実農家数,290,トマト,00043,東北,2005000000,2005年,戸
9071,0015,実農家数,290,トマト,00049,北陸,2005000000,2005年,戸
41632,0015,実農家数,290,トマト,53030,関東・東山,2005000000,2005年,戸
12987,0015,実農家数,290,トマト,00046,北関東,2005000000,2005年,戸
19311,0015,実農家数,290,トマト,00047,南関東,2005000000,2005年,戸
9334,0015,実農家数,290,トマト,53033,東山,2005000000,2005年,戸
12744,0015,実農家数,290,トマト,00050,東海,2005000000,2005年,戸
12293,0015,実農家数,290,トマト,00051,近畿,2005000000,2005年,戸
15525,0015,実農家数,290,トマト,00053,中国,2005000000,2005年,戸
4538,0015,実農家数,290,トマト,56061,山陰,2005000000,2005年,戸
10987,0015,実農家数,290,トマト,56062,山陽,2005000000,2005年,戸
5356,0015,実農家数,290,トマト,00054,四国,2005000000,2005年,戸
12335,0015,実農家数,290,トマト,00056,九州,2005000000,2005年,戸
10442,0015,実農家数,290,トマト,58081,北九州,2005000000,2005年,戸
1893,0015,実農家数,290,トマト,58082,南九州,2005000000,2005年,戸
272,0015,実農家数,290,トマト,00057,沖縄,2005000000,2005年,戸
3453,0015,実農家数,290,トマト,02000,青森県,2005000000,2005年,戸
4243,0015,実農家数,290,トマト,03000,岩手県,2005000000,2005年,戸
3462,0015,実農家数,290,トマト,04000,宮城県,2005000000,2005年,戸
3477,0015,実農家数,290,トマト,05000,秋田県,2005000000,2005年,戸
3160,0015,実農家数,290,トマト,06000,山形県,2005000000,2005年,戸
7397,0015,実農家数,290,トマト,07000,福島県,2005000000,2005年,戸
6721,0015,実農家数,290,トマト,08000,茨城県,2005000000,2005年,戸
2925,0015,実農家数,290,トマト,09000,栃木県,2005000000,2005年,戸
3341,0015,実農家数,290,トマト,10000,群馬県,2005000000,2005年,戸
4413,0015,実農家数,290,トマト,11000,埼玉県,2005000000,2005年,戸
6908,0015,実農家数,290,トマト,12000,千葉県,2005000000,2005年,戸
3260,0015,実農家数,290,トマト,13000,東京都,2005000000,2005年,戸
