value,cat01,cat01_label,cat03,cat03_label,area,area_label,time,time_label,unit
1349264,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,00000,全国,2015000000,2015年,経営体
40321,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50010,北海道地方,2015000000,2015年,経営体
1308943,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50020,都府県,2015000000,2015年,経営体
245925,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50030,東北地方,2015000000,2015年,経営体
102122,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50040,北陸地方,2015000000,2015年,経営体
288890,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50050,関東・東山地方,2015000000,2015年,経営体
123137,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50060,北関東地方,2015000000,2015年,経営体
94505,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50070,南関東地方,2015000000,2015年,経営体
71248,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50080,東山地方,2015000000,2015年,経営体
119826,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50090,東海地方,2015000000,2015年,経営体
125543,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50100,近畿地方,2015000000,2015年,経営体
124517,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50110,中国地方,2015000000,2015年,経営体
37978,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50120,山陰地方,2015000000,2015年,経営体
86539,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50130,山陽地方,2015000000,2015年,経営体
81430,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50140,四国地方,2015000000,2015年,経営体
205874,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50150,九州地方,2015000000,2015年,経営体
140707,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50160,北九州地方,2015000000,2015年,経営体
65167,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50170,南九州地方,2015000000,2015年,経営体
14816,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,50180,沖縄地方,2015000000,2015年,経営体
40321,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,01000,北海道,2015000000,2015年,経営体
35799,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,02000,青森県,2015000000,2015年,経営体
46796,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,03000,岩手県,2015000000,2015年,経営体
38404,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,04000,宮城県,2015000000,2015年,経営体
38846,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,05000,秋田県,2015000000,2015年,経営体
33534,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,06000,山形県,2015000000,2015年,経営体
52546,100,経営者_雇い入れた実経営体数又は実農家数,100,合計,07000,福島県,2015000000,2015年,経営体
