value,cat01,cat01_label,cat03,cat03_label,area,area_label,time,time_label,unit
8524,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,00000,全国,2015000000,2015年,経営体
571,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50010,北海道地方,2015000000,2015年,経営体
7953,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50020,都府県,2015000000,2015年,経営体
1511,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50030,東北地方,2015000000,2015年,経営体
375,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50040,北陸地方,2015000000,2015年,経営体
1123,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50050,関東・東山地方,2015000000,2015年,経営体
497,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50060,北関東地方,2015000000,2015年,経営体
237,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50070,南関東地方,2015000000,2015年,経営体
389,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50080,東山地方,2015000000,2015年,経営体
793,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50090,東海地方,2015000000,2015年,経営体
867,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50100,近畿地方,2015000000,2015年,経営体
915,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50110,中国地方,2015000000,2015年,経営体
252,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50120,山陰地方,2015000000,2015年,経営体
663,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50130,山陽地方,2015000000,2015年,経営体
587,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50140,四国地方,2015000000,2015年,経営体
1775,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50150,九州地方,2015000000,2015年,経営体
1083,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50160,北九州地方,2015000000,2015年,経営体
692,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50170,南九州地方,2015000000,2015年,経営体
7,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,50180,沖縄地方,2015000000,2015年,経営体
571,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,01000,北海道,2015000000,2015年,経営体
244,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,02000,青森県,2015000000,2015年,経営体
478,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,03000,岩手県,2015000000,2015年,経営体
154,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,04000,宮城県,2015000000,2015年,経営体
273,120,雇用者_雇い入れた実経営体数又は実農家数,180,林業経営体,05000,秋田県,2015000000,2015年,経営体
