value,cat01,cat01_label,cat03,cat03_label,area,area_label,time,time_label,unit
290336,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,00000,全国,2015000000,2015年,戸
19081,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50010,北海道地方,2015000000,2015年,戸
271255,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50020,都府県,2015000000,2015年,戸
60077,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50030,東北地方,2015000000,2015年,戸
17173,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50040,北陸地方,2015000000,2015年,戸
61212,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50050,関東・東山地方,2015000000,2015年,戸
22421,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50060,北関東地方,2015000000,2015年,戸
18412,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50070,南関東地方,2015000000,2015年,戸
20379,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50080,東山地方,2015000000,2015年,戸
21953,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50090,東海地方,2015000000,2015年,戸
22481,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50100,近畿地方,2015000000,2015年,戸
19173,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50110,中国地方,2015000000,2015年,戸
6028,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50120,山陰地方,2015000000,2015年,戸
13145,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50130,山陽地方,2015000000,2015年,戸
16874,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50140,四国地方,2015000000,2015年,戸
49794,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50150,九州地方,2015000000,2015年,戸
34432,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50160,北九州地方,2015000000,2015年,戸
15362,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50170,南九州地方,2015000000,2015年,戸
2518,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,50180,沖縄地方,2015000000,2015年,戸
19081,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,01000,北海道,2015000000,2015年,戸
15327,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,02000,青森県,2015000000,2015年,戸
9164,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,03000,岩手県,2015000000,2015年,戸
6387,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,04000,宮城県,2015000000,2015年,戸
8794,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,05000,秋田県,2015000000,2015年,戸
11001,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,06000,山形県,2015000000,2015年,戸
9404,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,07000,福島県,2015000000,2015年,戸
9501,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,08000,茨城県,2015000000,2015年,戸
7017,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,09000,栃木県,2015000000,2015年,戸
5903,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,10000,群馬県,2015000000,2015年,戸
5364,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,11000,埼玉県,2015000000,2015年,戸
9124,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,12000,千葉県,2015000000,2015年,戸
1169,120,雇用者_雇い入れた実経営体数又は実農家数,100,合計,13000,東京都,2015000000,2015年,戸
