value,cat01,cat01_label,time,time_label,unit
44,002,10ａ当たり収量,001,明.11,kg
53,002,10ａ当たり収量,002,明.12,kg
51,002,10ａ当たり収量,003,明.13,kg
50,002,10ａ当たり収量,004,明.14,kg
49,002,10ａ当たり収量,005,明.15,kg
51,002,10ａ当たり収量,006,明.16,kg
48,002,10ａ当たり収量,007,明.17,kg
…,002,10ａ当たり収量,008,明.18,kg
…,002,10ａ当たり収量,009,明.19,kg
80,002,10ａ当たり収量,010,明.20,kg
…,002,10ａ当たり収量,011,明.21,kg
…,002,10ａ当たり収量,012,明.22,kg
…,002,10ａ当たり収量,013,明.23,kg
…,002,10ａ当たり収量,014,明.24,kg
81,002,10ａ当たり収量,015,明.25,kg
…,002,10ａ当たり収量,016,明.26,kg
79,002,10ａ当たり収量,017,明.27,kg
77,002,10ａ当たり収量,018,明.28,kg
72,002,10ａ当たり収量,019,明.29,kg
65,002,10ａ当たり収量,020,明.30,kg
75,002,10ａ当たり収量,021,明.31,kg
64,002,10ａ当たり収量,022,明.32,kg
86,002,10ａ当たり収量,023,明.33,kg
82,002,10ａ当たり収量,024,明.34,kg
65,002,10ａ当たり収量,025,明.35,kg
80,002,10ａ当たり収量,026,明.36,kg
80,002,10ａ当たり収量,027,明.37,kg
77,002,10ａ当たり収量,028,明.38,kg
85,002,10ａ当たり収量,029,明.39,kg
84,002,10ａ当たり収量,030,明.40,kg
85,002,10ａ当たり収量,031,明.41,kg
92,002,10ａ当たり収量,032,明.42,kg
95,002,10ａ当たり収量,033,明.43,kg
91,002,10ａ当たり収量,034,明.44,kg
77,002,10ａ当たり収量,035,大.元,kg
78,002,10ａ当たり収量,036,大.2,kg
96,002,10ａ当たり収量,037,大.3,kg
92,002,10ａ当たり収量,038,大.4,kg
89,002,10ａ当たり収量,039,大.5,kg
74,002,10ａ当たり収量,040,大.6,kg
71,002,10ａ当たり収量,041,大.7,kg
94,002,10ａ当たり収量,042,大.8,kg
99,002,10ａ当たり収量,043,大.9,kg
98,002,10ａ当たり収量,044,大.10,kg
99,002,10ａ当たり収量,045,大.11,kg
98,002,10ａ当たり収量,046,大.12,kg
87,002,10ａ当たり収量,047,大.13,kg
102,002,10ａ当たり収量,048,大.14,kg
85,002,10ａ当たり収量,049,昭.元,kg
99,002,10ａ当たり収量,050,昭.2,kg
92,002,10ａ当たり収量,051,昭.3,kg
92,002,10ａ当たり収量,052,昭.4,kg
109,002,10ａ当たり収量,053,昭.5,kg
87,002,10ａ当たり収量,054,昭.6,kg
80,002,10ａ当たり収量,055,昭.7,kg
102,002,10ａ当たり収量,056,昭.8,kg
73,002,10ａ当たり収量,057,昭.9,kg
71,002,10ａ当たり収量,058,昭.10,kg
88,002,10ａ当たり収量,059,昭.11,kg
100,002,10ａ当たり収量,060,昭.12,kg
93,002,10ａ当たり収量,061,昭.13,kg
92,002,10ａ当たり収量,062,昭.14,kg
87,002,10ａ当たり収量,063,昭.15,kg
82,002,10ａ当たり収量,064,昭.16,kg
82,002,10ａ当たり収量,065,昭.17,kg
72,002,10ａ当たり収量,066,昭.18,kg
72,002,10ａ当たり収量,067,昭.19,kg
48,002,10ａ当たり収量,068,昭.20,kg
71,002,10ａ当たり収量,069,昭.21,kg
56,002,10ａ当たり収量,070,昭.22,kg
73,002,10ａ当たり収量,071,昭.23,kg
64,002,10ａ当たり収量,072,昭.24,kg
76,002,10ａ当たり収量,073,昭.25,kg
71,002,10ａ当たり収量,074,昭.26,kg
92,002,10ａ当たり収量,075,昭.27,kg
79,002,10ａ当たり収量,076,昭.28,kg
55,002,10ａ当たり収量,077,昭.29,kg
82,002,10ａ当たり収量,078,昭.30,kg
80,002,10ａ当たり収量,079,昭.31,kg
84,002,10ａ当たり収量,080,昭.32,kg
90,002,10ａ当たり収量,081,昭.33,kg
96,002,10ａ当たり収量,082,昭.34,kg
110,002,10ａ当たり収量,083,昭.35,kg
98,002,10ａ当たり収量,084,昭.36,kg
94,002,10ａ当たり収量,085,昭.37,kg
108,002,10ａ当たり収量,086,昭.38,kg
78,002,10ａ当たり収量,087,昭.39,kg
96,002,10ａ当たり収量,088,昭.40,kg
99,002,10ａ当たり収量,089,昭.41,kg
110,002,10ａ当たり収量,090,昭.42,kg
93,002,10ａ当たり収量,091,昭.43,kg
107,002,10ａ当たり収量,092,昭.44,kg
93,002,10ａ当たり収量,093,昭.45,kg
…,002,10ａ当たり収量,094,昭.46,kg
…,002,10ａ当たり収量,095,昭.47,kg
…,002,10ａ当たり収量,096,昭.48,kg
122,002,10ａ当たり収量,097,昭.49,kg
…,002,10ａ当たり収量,098,昭.50,kg
…,002,10ａ当たり収量,099,昭.51,kg
122,002,10ａ当たり収量,100,昭.52,kg
…,002,10ａ当たり収量,101,昭.53,kg
…,002,10ａ当たり収量,102,昭.54,kg
67,002,10ａ当たり収量,103,昭.55,kg
…,002,10ａ当たり収量,104,昭.56,kg
…,002,10ａ当たり収量,105,昭.57,kg
82,002,10ａ当たり収量,106,昭.58,kg
…,002,10ａ当たり収量,107,昭.59,kg
…,002,10ａ当たり収量,108,昭.60,kg
94,002,10ａ当たり収量,109,昭.61,kg
…,002,10ａ当たり収量,110,昭.62,kg
…,002,10ａ当たり収量,111,昭.63,kg
79,002,10ａ当たり収量,112,平.元,kg
…,002,10ａ当たり収量,113,平.2,kg
…,002,10ａ当たり収量,114,平.3,kg
90,002,10ａ当たり収量,115,平.4,kg
…,002,10ａ当たり収量,116,平.5,kg
…,002,10ａ当たり収量,117,平.6,kg
93,002,10ａ当たり収量,118,平.7,kg
…,002,10ａ当たり収量,119,平.8,kg
…,002,10ａ当たり収量,120,平.9,kg
52,002,10ａ当たり収量,121,平.10,kg
…,002,10ａ当たり収量,122,平.11,kg
…,002,10ａ当たり収量,123,平.12,kg
65,002,10ａ当たり収量,124,平.13,kg
65,002,10ａ当たり収量,125,平.14,kg
65,002,10ａ当たり収量,126,平.15,kg
49,002,10ａ当たり収量,127,平.16,kg
73,002,10ａ当たり収量,128,平.17,kg
77,002,10ａ当たり収量,129,平.18,kg
64300,003,収穫量,001,明.11,t
82400,003,収穫量,002,明.12,t
78600,003,収穫量,003,明.13,t
78500,003,収穫量,004,明.14,t
77700,003,収穫量,005,明.15,t
81200,003,収穫量,006,明.16,t
73500,003,収穫量,007,明.17,t
…,003,収穫量,008,明.18,t
…,003,収穫量,009,明.19,t
125700,003,収穫量,010,明.20,t
…,003,収穫量,011,明.21,t
…,003,収穫量,012,明.22,t
…,003,収穫量,013,明.23,t
…,003,収穫量,014,明.24,t
130100,003,収穫量,015,明.25,t
…,003,収穫量,016,明.26,t
135300,003,収穫量,017,明.27,t
134100,003,収穫量,018,明.28,t
122700,003,収穫量,019,明.29,t
111400,003,収穫量,020,明.30,t
134200,003,収穫量,021,明.31,t
112400,003,収穫量,022,明.32,t
144600,003,収穫量,023,明.33,t
134300,003,収穫量,024,明.34,t
106800,003,収穫量,025,明.35,t
131900,003,収穫量,026,明.36,t
132300,003,収穫量,027,明.37,t
125900,003,収穫量,028,明.38,t
135300,003,収穫量,029,明.39,t
139300,003,収穫量,030,明.40,t
138800,003,収穫量,031,明.41,t
143300,003,収穫量,032,明.42,t
147600,003,収穫量,033,明.43,t
136800,003,収穫量,034,明.44,t
112100,003,収穫量,035,大.元,t
117100,003,収穫量,036,大.2,t
154000,003,収穫量,037,大.3,t
141300,003,収穫量,038,大.4,t
131800,003,収穫量,039,大.5,t
105200,003,収穫量,040,大.6,t
95900,003,収穫量,041,大.7,t
127500,003,収穫量,042,大.8,t
135900,003,収穫量,043,大.9,t
128400,003,収穫量,044,大.10,t
125300,003,収穫量,045,大.11,t
116700,003,収穫量,046,大.12,t
100700,003,収穫量,047,大.13,t
116200,003,収穫量,048,大.14,t
91900,003,収穫量,049,昭.元,t
103900,003,収穫量,050,昭.2,t
92000,003,収穫量,051,昭.3,t
82100,003,収穫量,052,昭.4,t
105100,003,収穫量,053,昭.5,t
91300,003,収穫量,054,昭.6,t
82300,003,収穫量,055,昭.7,t
102800,003,収穫量,056,昭.8,t
75400,003,収穫量,057,昭.9,t
68300,003,収穫量,058,昭.10,t
83700,003,収穫量,059,昭.11,t
89500,003,収穫量,060,昭.12,t
78100,003,収穫量,061,昭.13,t
74800,003,収穫量,062,昭.14,t
72600,003,収穫量,063,昭.15,t
69100,003,収穫量,064,昭.16,t
69000,003,収穫量,065,昭.17,t
63300,003,収穫量,066,昭.18,t
53100,003,収穫量,067,昭.19,t
33800,003,収穫量,068,昭.20,t
49100,003,収穫量,069,昭.21,t
35600,003,収穫量,070,昭.22,t
45600,003,収穫量,071,昭.23,t
39000,003,収穫量,072,昭.24,t
52000,003,収穫量,073,昭.25,t
45500,003,収穫量,074,昭.26,t
52300,003,収穫量,075,昭.27,t
41700,003,収穫量,076,昭.28,t
28000,003,収穫量,077,昭.29,t
39300,003,収穫量,078,昭.30,t
39100,003,収穫量,079,昭.31,t
40400,003,収穫量,080,昭.32,t
43000,003,収穫量,081,昭.33,t
44900,003,収穫量,082,昭.34,t
52200,003,収穫量,083,昭.35,t
42800,003,収穫量,084,昭.36,t
37200,003,収穫量,085,昭.37,t
40500,003,収穫量,086,昭.38,t
27100,003,収穫量,087,昭.39,t
30100,003,収穫量,088,昭.40,t
27700,003,収穫量,089,昭.41,t
27500,003,収穫量,090,昭.42,t
22100,003,収穫量,091,昭.43,t
21900,003,収穫量,092,昭.44,t
17200,003,収穫量,093,昭.45,t
…,003,収穫量,094,昭.46,t
…,003,収穫量,095,昭.47,t
…,003,収穫量,096,昭.48,t
28400,003,収穫量,097,昭.49,t
…,003,収穫量,098,昭.50,t
…,003,収穫量,099,昭.51,t
20200,003,収穫量,100,昭.52,t
…,003,収穫量,101,昭.53,t
…,003,収穫量,102,昭.54,t
16100,003,収穫量,103,昭.55,t
…,003,収穫量,104,昭.56,t
…,003,収穫量,105,昭.57,t
17200,003,収穫量,106,昭.58,t
…,003,収穫量,107,昭.59,t
…,003,収穫量,108,昭.60,t
18400,003,収穫量,109,昭.61,t
…,003,収穫量,110,昭.62,t
…,003,収穫量,111,昭.63,t
20500,003,収穫量,112,平.元,t
…,003,収穫量,113,平.2,t
…,003,収穫量,114,平.3,t
21700,003,収穫量,115,平.4,t
…,003,収穫量,116,平.5,t
…,003,収穫量,117,平.6,t
21100,003,収穫量,118,平.7,t
…,003,収穫量,119,平.8,t
…,003,収穫量,120,平.9,t
17900,003,収穫量,121,平.10,t
…,003,収穫量,122,平.11,t
…,003,収穫量,123,平.12,t
26000,003,収穫量,124,平.13,t
25400,003,収穫量,125,平.14,t
26800,003,収穫量,126,平.15,t
20400,003,収穫量,127,平.16,t
31200,003,収穫量,128,平.17,t
33000,003,収穫量,129,平.18,t
