value,tab,tab_label,area,area_label,unit
21,370,無動力漁船隻数,15700,南三陸町,隻
21,370,無動力漁船隻数,15740,石巻市,隻
7,370,無動力漁船隻数,15970,女川町,隻
19,370,無動力漁船隻数,16010,東松島市,隻
-,370,無動力漁船隻数,16060,松島町,隻
-,370,無動力漁船隻数,16080,利府町,隻
6,370,無動力漁船隻数,16100,塩竈市,隻
-,370,無動力漁船隻数,16140,多賀城市,隻
14,370,無動力漁船隻数,16160,七ヶ浜町,隻
1,370,無動力漁船隻数,16240,仙台市,隻
-,370,無動力漁船隻数,16260,名取市,隻
-,370,無動力漁船隻数,16280,岩沼市,隻
-,370,無動力漁船隻数,16300,亘理町,隻
-,370,無動力漁船隻数,16320,山元町,隻
18,370,無動力漁船隻数,16550,秋田県,隻
2,370,無動力漁船隻数,16570,八峰町,隻
2,370,無動力漁船隻数,16610,能代市,隻
-,370,無動力漁船隻数,16630,三種町,隻
10,370,無動力漁船隻数,16650,男鹿市,隻
2,370,無動力漁船隻数,16730,潟上市,隻
1,370,無動力漁船隻数,16750,秋田市,隻
1,370,無動力漁船隻数,16780,由利本荘市,隻
-,370,無動力漁船隻数,16820,にかほ市,隻
6,370,無動力漁船隻数,17040,山形県,隻
2,370,無動力漁船隻数,17060,遊佐町,隻
4,370,無動力漁船隻数,17080,酒田市,隻
-,370,無動力漁船隻数,17110,鶴岡市,隻
13,370,無動力漁船隻数,17500,福島県,隻
-,370,無動力漁船隻数,17520,新地町,隻
8,370,無動力漁船隻数,17540,相馬市,隻
-,370,無動力漁船隻数,17580,南相馬市,隻
2,370,無動力漁船隻数,17620,浪江町,隻
-,370,無動力漁船隻数,17640,双葉町,隻
x,370,無動力漁船隻数,17660,大熊町,隻
-,370,無動力漁船隻数,17680,富岡町,隻
x,370,無動力漁船隻数,17700,楢葉町,隻
-,370,無動力漁船隻数,17720,広野町,隻
3,370,無動力漁船隻数,17740,いわき市,隻
1,370,無動力漁船隻数,18350,茨城県,隻
-,370,無動力漁船隻数,18370,北茨城市,隻
x,370,無動力漁船隻数,18400,高萩市,隻
-,370,無動力漁船隻数,18420,日立市,隻
-,370,無動力漁船隻数,18480,東海村,隻
1,370,無動力漁船隻数,18500,ひたちなか市,隻
-,370,無動力漁船隻数,18540,大洗町,隻
x,370,無動力漁船隻数,18560,鉾田市,隻
-,370,無動力漁船隻数,18600,鹿嶋市,隻
-,370,無動力漁船隻数,18620,神栖市,隻
46,370,無動力漁船隻数,20460,千葉県,隻
-,370,無動力漁船隻数,20480,銚子市,隻
-,370,無動力漁船隻数,20500,旭市,隻
-,370,無動力漁船隻数,20530,匝瑳市,隻
-,370,無動力漁船隻数,20560,横芝光町,隻
-,370,無動力漁船隻数,20590,山武市,隻
x,370,無動力漁船隻数,20620,九十九里町,隻
-,370,無動力漁船隻数,20640,大網白里町,隻
-,370,無動力漁船隻数,20660,白子町,隻
x,370,無動力漁船隻数,20680,長生村,隻
x,370,無動力漁船隻数,20700,一宮町,隻
-,370,無動力漁船隻数,20720,いすみ市,隻
-,370,無動力漁船隻数,20750,御宿町,隻
2,370,無動力漁船隻数,20780,勝浦市,隻
2,370,無動力漁船隻数,20870,鴨川市,隻
8,370,無動力漁船隻数,20920,南房総市,隻
3,370,無動力漁船隻数,20990,館山市,隻
2,370,無動力漁船隻数,21050,鋸南町,隻
23,370,無動力漁船隻数,21080,富津市,隻
-,370,無動力漁船隻数,21130,君津市,隻
6,370,無動力漁船隻数,21150,木更津市,隻
x,370,無動力漁船隻数,21220,袖ヶ浦市,隻
-,370,無動力漁船隻数,21240,市原市,隻
-,370,無動力漁船隻数,21260,千葉市,隻
-,370,無動力漁船隻数,21280,習志野市,隻
-,370,無動力漁船隻数,21300,船橋市,隻
-,370,無動力漁船隻数,21320,市川市,隻
-,370,無動力漁船隻数,21350,浦安市,隻
6,370,無動力漁船隻数,21670,東京都,隻
1,370,無動力漁船隻数,21690,江戸川区,隻
2,370,無動力漁船隻数,21710,葛飾区,隻
-,370,無動力漁船隻数,21730,江東区,隻
-,370,無動力漁船隻数,21750,墨田区,隻
-,370,無動力漁船隻数,21770,中央区,隻
-,370,無動力漁船隻数,21790,台東区,隻
-,370,無動力漁船隻数,21810,港区,隻
-,370,無動力漁船隻数,21830,品川区,隻
3,370,無動力漁船隻数,21850,大田区,隻
-,370,無動力漁船隻数,21870,千代田区,隻
-,370,無動力漁船隻数,21890,大島町,隻
-,370,無動力漁船隻数,21950,利島村,隻
-,370,無動力漁船隻数,21970,新島村,隻
-,370,無動力漁船隻数,22010,神津島村,隻
-,370,無動力漁船隻数,22030,三宅村,隻
-,370,無動力漁船隻数,22090,御蔵島村,隻
-,370,無動力漁船隻数,22110,八丈町,隻
-,370,無動力漁船隻数,22160,青ヶ島村,隻
-,370,無動力漁船隻数,22180,小笠原村,隻
43,370,無動力漁船隻数,22650,神奈川県,隻
x,370,無動力漁船隻数,22670,川崎市,隻
-,370,無動力漁船隻数,22690,横浜市,隻
10,370,無動力漁船隻数,22750,横須賀市,隻
19,370,無動力漁船隻数,22840,三浦市,隻
1,370,無動力漁船隻数,22970,葉山町,隻
-,370,無動力漁船隻数,22990,逗子市,隻
-,370,無動力漁船隻数,23010,鎌倉市,隻
-,370,無動力漁船隻数,23040,藤沢市,隻
-,370,無動力漁船隻数,23070,茅ヶ崎市,隻
-,370,無動力漁船隻数,23090,平塚市,隻
3,370,無動力漁船隻数,23110,大磯町,隻
x,370,無動力漁船隻数,23130,二宮町,隻
2,370,無動力漁船隻数,23150,小田原市,隻
4,370,無動力漁船隻数,23180,真鶴町,隻
-,370,無動力漁船隻数,23210,湯河原町,隻
51,370,無動力漁船隻数,23420,新潟県,隻
-,370,無動力漁船隻数,23440,粟島浦村,隻
3,370,無動力漁船隻数,23460,村上市,隻
1,370,無動力漁船隻数,23510,胎内市,隻
-,370,無動力漁船隻数,23530,新発田市,隻
-,370,無動力漁船隻数,23550,聖籠町,隻
-,370,無動力漁船隻数,23570,新潟市,隻
1,370,無動力漁船隻数,23640,長岡市,隻
-,370,無動力漁船隻数,23660,出雲崎町,隻
1,370,無動力漁船隻数,23680,柏崎市,隻
-,370,無動力漁船隻数,23710,上越市,隻
4,370,無動力漁船隻数,23760,糸魚川市,隻
41,370,無動力漁船隻数,23840,佐渡市,隻
60,370,無動力漁船隻数,24320,富山県,隻
3,370,無動力漁船隻数,24340,朝日町,隻
-,370,無動力漁船隻数,24360,入善町,隻
3,370,無動力漁船隻数,24400,黒部市,隻
7,370,無動力漁船隻数,24430,魚津市,隻
-,370,無動力漁船隻数,24460,滑川市,隻
12,370,無動力漁船隻数,24480,富山市,隻
13,370,無動力漁船隻数,24520,射水市,隻
-,370,無動力漁船隻数,24550,高岡市,隻
22,370,無動力漁船隻数,24570,氷見市,隻
90,370,無動力漁船隻数,24700,石川県,隻
54,370,無動力漁船隻数,24720,七尾市,隻
2,370,無動力漁船隻数,24810,穴水町,隻
13,370,無動力漁船隻数,24850,能登町,隻
8,370,無動力漁船隻数,24900,珠洲市,隻
13,370,無動力漁船隻数,24960,輪島市,隻
-,370,無動力漁船隻数,24990,志賀町,隻
-,370,無動力漁船隻数,25040,羽咋市,隻
-,370,無動力漁船隻数,25070,宝達志水町,隻
-,370,無動力漁船隻数,25100,かほく市,隻
-,370,無動力漁船隻数,25140,内灘町,隻
-,370,無動力漁船隻数,25160,金沢市,隻
-,370,無動力漁船隻数,25180,白山市,隻
-,370,無動力漁船隻数,25210,能美市,隻
-,370,無動力漁船隻数,25230,小松市,隻
-,370,無動力漁船隻数,25250,加賀市,隻
32,370,無動力漁船隻数,25330,福井県,隻
-,370,無動力漁船隻数,25350,あわら市,隻
4,370,無動力漁船隻数,25370,坂井市,隻
1,370,無動力漁船隻数,25390,福井市,隻
8,370,無動力漁船隻数,25420,越前町,隻
-,370,無動力漁船隻数,25440,南越前町,隻
5,370,無動力漁船隻数,25460,敦賀市,隻
4,370,無動力漁船隻数,25480,美浜町,隻
-,370,無動力漁船隻数,25510,若狭町,隻
2,370,無動力漁船隻数,25530,小浜市,隻
1,370,無動力漁船隻数,25550,おおい町,隻
7,370,無動力漁船隻数,25570,高浜町,隻
49,370,無動力漁船隻数,27230,静岡県,隻
-,370,無動力漁船隻数,27250,熱海市,隻
6,370,無動力漁船隻数,27290,伊東市,隻
1,370,無動力漁船隻数,27340,東伊豆町,隻
-,370,無動力漁船隻数,27370,河津町,隻
-,370,無動力漁船隻数,27390,下田市,隻
1,370,無動力漁船隻数,27440,南伊豆町,隻
2,370,無動力漁船隻数,27490,松崎町,隻
1,370,無動力漁船隻数,27510,西伊豆町,隻
5,370,無動力漁船隻数,27550,伊豆市,隻
10,370,無動力漁船隻数,27570,沼津市,隻
-,370,無動力漁船隻数,27630,富士市,隻
1,370,無動力漁船隻数,27650,静岡市,隻
1,370,無動力漁船隻数,27690,由比町,隻
2,370,無動力漁船隻数,27710,焼津市,隻
x,370,無動力漁船隻数,27730,大井川町,隻
-,370,無動力漁船隻数,27750,吉田町,隻
-,370,無動力漁船隻数,27770,牧之原市,隻
-,370,無動力漁船隻数,27810,御前崎市,隻
-,370,無動力漁船隻数,27840,掛川市,隻
x,370,無動力漁船隻数,27870,袋井市,隻
-,370,無動力漁船隻数,27890,磐田市,隻
8,370,無動力漁船隻数,27930,浜松市,隻
-,370,無動力漁船隻数,28000,湖西市,隻
11,370,無動力漁船隻数,28020,新居町,隻
17,370,無動力漁船隻数,28220,愛知県,隻
-,370,無動力漁船隻数,28240,田原市,隻
x,370,無動力漁船隻数,28370,豊橋市,隻
-,370,無動力漁船隻数,28400,豊川市,隻
3,370,無動力漁船隻数,28420,蒲郡市,隻
2,370,無動力漁船隻数,28470,幡豆町,隻
-,370,無動力漁船隻数,28500,吉良町,隻
-,370,無動力漁船隻数,28530,一色町,隻
1,370,無動力漁船隻数,28590,西尾市,隻
-,370,無動力漁船隻数,28610,碧南市,隻
-,370,無動力漁船隻数,28630,高浜市,隻
x,370,無動力漁船隻数,28650,刈谷市,隻
-,370,無動力漁船隻数,28670,東浦町,隻
-,370,無動力漁船隻数,28690,半田市,隻
-,370,無動力漁船隻数,28710,武豊町,隻
5,370,無動力漁船隻数,28730,美浜町,隻
5,370,無動力漁船隻数,28760,南知多町,隻
-,370,無動力漁船隻数,28850,常滑市,隻
-,370,無動力漁船隻数,28900,知多市,隻
-,370,無動力漁船隻数,28920,東海市,隻
-,370,無動力漁船隻数,28940,名古屋市,隻
-,370,無動力漁船隻数,28970,飛島村,隻
-,370,無動力漁船隻数,28990,弥富市,隻
177,370,無動力漁船隻数,29410,三重県,隻
4,370,無動力漁船隻数,29430,木曽岬町,隻
6,370,無動力漁船隻数,29450,桑名市,隻
2,370,無動力漁船隻数,29500,川越町,隻
-,370,無動力漁船隻数,29520,四日市市,隻
1,370,無動力漁船隻数,29580,鈴鹿市,隻
1,370,無動力漁船隻数,29630,津市,隻
3,370,無動力漁船隻数,29700,松阪市,隻
1,370,無動力漁船隻数,29780,明和町,隻
2,370,無動力漁船隻数,29810,伊勢市,隻
16,370,無動力漁船隻数,29930,鳥羽市,隻
58,370,無動力漁船隻数,30100,志摩市,隻
41,370,無動力漁船隻数,30380,南伊勢町,隻
2,370,無動力漁船隻数,30560,大紀町,隻
21,370,無動力漁船隻数,30580,紀北町,隻
13,370,無動力漁船隻数,30680,尾鷲市,隻
6,370,無動力漁船隻数,30790,熊野市,隻
-,370,無動力漁船隻数,30860,御浜町,隻
-,370,無動力漁船隻数,30880,紀宝町,隻
30,370,無動力漁船隻数,31310,京都府,隻
4,370,無動力漁船隻数,31330,舞鶴市,隻
13,370,無動力漁船隻数,31410,宮津市,隻
-,370,無動力漁船隻数,31470,与謝野町,隻
6,370,無動力漁船隻数,31490,伊根町,隻
7,370,無動力漁船隻数,31560,京丹後市,隻
1,370,無動力漁船隻数,31890,大阪府,隻
1,370,無動力漁船隻数,31910,大阪市,隻
-,370,無動力漁船隻数,31980,堺市,隻
-,370,無動力漁船隻数,32010,高石市,隻
-,370,無動力漁船隻数,32030,泉大津市,隻
x,370,無動力漁船隻数,32050,忠岡町,隻
-,370,無動力漁船隻数,32070,岸和田市,隻
x,370,無動力漁船隻数,32100,貝塚市,隻
-,370,無動力漁船隻数,32120,泉佐野市,隻
-,370,無動力漁船隻数,32140,田尻町,隻
-,370,無動力漁船隻数,32160,泉南市,隻
-,370,無動力漁船隻数,32190,阪南市,隻
-,370,無動力漁船隻数,32230,岬町,隻
76,370,無動力漁船隻数,32600,兵庫県,隻
1,370,無動力漁船隻数,32610,日本海西区,隻
1,370,無動力漁船隻数,32630,豊岡市,隻
-,370,無動力漁船隻数,32660,香美町,隻
-,370,無動力漁船隻数,32690,新温泉町,隻
75,370,無動力漁船隻数,32730,瀬戸内海区,隻
-,370,無動力漁船隻数,32750,尼崎市,隻
-,370,無動力漁船隻数,32770,西宮市,隻
x,370,無動力漁船隻数,32790,芦屋市,隻
-,370,無動力漁船隻数,32810,神戸市,隻
19,370,無動力漁船隻数,32910,明石市,隻
x,370,無動力漁船隻数,32990,播磨町,隻
9,370,無動力漁船隻数,33010,加古川市,隻
-,370,無動力漁船隻数,33040,高砂市,隻
1,370,無動力漁船隻数,33090,姫路市,隻
2,370,無動力漁船隻数,33220,たつの市,隻
-,370,無動力漁船隻数,33260,相生市,隻
-,370,無動力漁船隻数,33280,赤穂市,隻
42,370,無動力漁船隻数,33320,淡路市,隻
1,370,無動力漁船隻数,33490,洲本市,隻
-,370,無動力漁船隻数,33550,南あわじ市,隻
63,370,無動力漁船隻数,34290,和歌山県,隻
55,370,無動力漁船隻数,34300,太平洋南区,隻
6,370,無動力漁船隻数,34320,美浜町,隻
1,370,無動力漁船隻数,34350,御坊市,隻
-,370,無動力漁船隻数,34370,印南町,隻
8,370,無動力漁船隻数,34390,みなべ町,隻
13,370,無動力漁船隻数,34410,田辺市,隻
1,370,無動力漁船隻数,34450,白浜町,隻
-,370,無動力漁船隻数,34490,すさみ町,隻
24,370,無動力漁船隻数,34510,串本町,隻
-,370,無動力漁船隻数,34600,那智勝浦町,隻
2,370,無動力漁船隻数,34650,太地町,隻
-,370,無動力漁船隻数,34670,新宮市,隻
8,370,無動力漁船隻数,34700,瀬戸内海区,隻
-,370,無動力漁船隻数,34720,和歌山市,隻
-,370,無動力漁船隻数,34810,海南市,隻
-,370,無動力漁船隻数,34870,有田市,隻
-,370,無動力漁船隻数,34920,湯浅町,隻
-,370,無動力漁船隻数,34960,広川町,隻
6,370,無動力漁船隻数,34980,由良町,隻
2,370,無動力漁船隻数,35040,日高町,隻
8,370,無動力漁船隻数,35190,鳥取県,隻
-,370,無動力漁船隻数,35210,岩美町,隻
-,370,無動力漁船隻数,35260,鳥取市,隻
1,370,無動力漁船隻数,35330,湯梨浜町,隻
1,370,無動力漁船隻数,35360,北栄町,隻
2,370,無動力漁船隻数,35390,琴浦町,隻
-,370,無動力漁船隻数,35420,大山町,隻
4,370,無動力漁船隻数,35460,米子市,隻
-,370,無動力漁船隻数,35490,日吉津村,隻
-,370,無動力漁船隻数,35510,境港市,隻
29,370,無動力漁船隻数,35650,島根県,隻
1,370,無動力漁船隻数,35670,安来市,隻
-,370,無動力漁船隻数,35700,東出雲町,隻
12,370,無動力漁船隻数,35720,松江市,隻
1,370,無動力漁船隻数,35870,出雲市,隻
-,370,無動力漁船隻数,35960,大田市,隻
-,370,無動力漁船隻数,36070,江津市,隻
3,370,無動力漁船隻数,36100,浜田市,隻
3,370,無動力漁船隻数,36170,益田市,隻
5,370,無動力漁船隻数,36200,隠岐の島町,隻
3,370,無動力漁船隻数,36290,海士町,隻
1,370,無動力漁船隻数,36340,西ノ島町,隻
-,370,無動力漁船隻数,36370,知夫村,隻
36,370,無動力漁船隻数,36490,岡山県,隻
8,370,無動力漁船隻数,36510,備前市,隻
6,370,無動力漁船隻数,36560,瀬戸内市,隻
3,370,無動力漁船隻数,36590,岡山市,隻
-,370,無動力漁船隻数,36650,玉野市,隻
19,370,無動力漁船隻数,36690,倉敷市,隻
-,370,無動力漁船隻数,36770,浅口市,隻
-,370,無動力漁船隻数,36790,笠岡市,隻
20,370,無動力漁船隻数,37070,広島県,隻
6,370,無動力漁船隻数,37090,福山市,隻
2,370,無動力漁船隻数,37190,尾道市,隻
-,370,無動力漁船隻数,37290,三原市,隻
-,370,無動力漁船隻数,37330,竹原市,隻
-,370,無動力漁船隻数,37370,東広島市,隻
-,370,無動力漁船隻数,37400,大崎上島町,隻
4,370,無動力漁船隻数,37440,呉市,隻
-,370,無動力漁船隻数,37600,江田島市,隻
1,370,無動力漁船隻数,37720,坂町,隻
-,370,無動力漁船隻数,37740,海田町,隻
4,370,無動力漁船隻数,37760,広島市,隻
3,370,無動力漁船隻数,37830,廿日市市,隻
-,370,無動力漁船隻数,37870,大竹市,隻
55,370,無動力漁船隻数,38010,山口県,隻
23,370,無動力漁船隻数,38020,東シナ海区,隻
14,370,無動力漁船隻数,38040,萩市,隻
2,370,無動力漁船隻数,38200,阿武町,隻
1,370,無動力漁船隻数,38240,長門市,隻
6,370,無動力漁船隻数,38400,下関市,隻
32,370,無動力漁船隻数,38630,瀬戸内海区,隻
7,370,無動力漁船隻数,38650,周防大島町,隻
-,370,無動力漁船隻数,38730,和木町,隻
3,370,無動力漁船隻数,38750,岩国市,隻
1,370,無動力漁船隻数,38820,柳井市,隻
7,370,無動力漁船隻数,38890,上関町,隻
5,370,無動力漁船隻数,38940,平生町,隻
2,370,無動力漁船隻数,38960,田布施町,隻
-,370,無動力漁船隻数,38990,光市,隻
-,370,無動力漁船隻数,39020,下松市,隻
1,370,無動力漁船隻数,39040,周南市,隻
4,370,無動力漁船隻数,39120,防府市,隻
-,370,無動力漁船隻数,39230,山口市,隻
-,370,無動力漁船隻数,39310,宇部市,隻
2,370,無動力漁船隻数,39380,山陽小野田市,隻
-,370,無動力漁船隻数,39430,下関市,隻
45,370,無動力漁船隻数,39530,徳島県,隻
27,370,無動力漁船隻数,39540,太平洋南区,隻
3,370,無動力漁船隻数,39560,美波町,隻
2,370,無動力漁船隻数,39640,牟岐町,隻
22,370,無動力漁船隻数,39660,海陽町,隻
18,370,無動力漁船隻数,39700,瀬戸内海区,隻
8,370,無動力漁船隻数,39720,鳴門市,隻
2,370,無動力漁船隻数,39800,松茂町,隻
3,370,無動力漁船隻数,39820,徳島市,隻
-,370,無動力漁船隻数,39860,小松島市,隻
5,370,無動力漁船隻数,39890,阿南市,隻
50,370,無動力漁船隻数,40150,香川県,隻
-,370,無動力漁船隻数,40170,東かがわ市,隻
-,370,無動力漁船隻数,40210,さぬき市,隻
1,370,無動力漁船隻数,40270,小豆島町,隻
1,370,無動力漁船隻数,40300,土庄町,隻
42,370,無動力漁船隻数,40380,高松市,隻
4,370,無動力漁船隻数,40480,直島町,隻
1,370,無動力漁船隻数,40500,坂出市,隻
-,370,無動力漁船隻数,40550,宇多津町,隻
-,370,無動力漁船隻数,40570,丸亀市,隻
-,370,無動力漁船隻数,40620,多度津町,隻
1,370,無動力漁船隻数,40670,三豊市,隻
-,370,無動力漁船隻数,40760,観音寺市,隻
95,370,無動力漁船隻数,40880,愛媛県,隻
29,370,無動力漁船隻数,40890,太平洋南区,隻
1,370,無動力漁船隻数,40910,八幡浜市,隻
3,370,無動力漁船隻数,40940,西予市,隻
16,370,無動力漁船隻数,40970,宇和島市,隻
9,370,無動力漁船隻数,41090,愛南町,隻
66,370,無動力漁船隻数,41180,瀬戸内海区,隻
-,370,無動力漁船隻数,41200,四国中央市,隻
-,370,無動力漁船隻数,41250,新居浜市,隻
32,370,無動力漁船隻数,41310,西条市,隻
-,370,無動力漁船隻数,41390,上島町,隻
8,370,無動力漁船隻数,41440,今治市,隻
15,370,無動力漁船隻数,41600,松山市,隻
-,370,無動力漁船隻数,41780,松前町,隻
-,370,無動力漁船隻数,41800,伊予市,隻
-,370,無動力漁船隻数,41840,大洲市,隻
3,370,無動力漁船隻数,41870,八幡浜市,隻
8,370,無動力漁船隻数,41900,伊方町,隻
56,370,無動力漁船隻数,42060,高知県,隻
1,370,無動力漁船隻数,42080,東洋町,隻
3,370,無動力漁船隻数,42110,室戸市,隻
3,370,無動力漁船隻数,42200,奈半利町,隻
-,370,無動力漁船隻数,42230,田野町,隻
1,370,無動力漁船隻数,42250,安田町,隻
-,370,無動力漁船隻数,42270,安芸市,隻
-,370,無動力漁船隻数,42330,芸西村,隻
1,370,無動力漁船隻数,42350,香南市,隻
-,370,無動力漁船隻数,42400,南国市,隻
1,370,無動力漁船隻数,42450,高知市,隻
1,370,無動力漁船隻数,42500,土佐市,隻
25,370,無動力漁船隻数,42540,須崎市,隻
-,370,無動力漁船隻数,42610,中土佐町,隻
-,370,無動力漁船隻数,42650,四万十町,隻
3,370,無動力漁船隻数,42680,黒潮町,隻
4,370,無動力漁船隻数,42740,四万十市,隻
5,370,無動力漁船隻数,42760,土佐清水市,隻
6,370,無動力漁船隻数,42850,大月町,隻
2,370,無動力漁船隻数,42980,宿毛市,隻
595,370,無動力漁船隻数,43240,福岡県,隻
563,370,無動力漁船隻数,43250,東シナ海区,隻
-,370,無動力漁船隻数,43270,北九州市,隻
-,370,無動力漁船隻数,43410,芦屋町,隻
-,370,無動力漁船隻数,43440,岡垣町,隻
-,370,無動力漁船隻数,43460,宗像市,隻
-,370,無動力漁船隻数,43510,福津市,隻
-,370,無動力漁船隻数,43540,古賀市,隻
-,370,無動力漁船隻数,43560,新宮町,隻
1,370,無動力漁船隻数,43590,福岡市,隻
-,370,無動力漁船隻数,43770,志摩町,隻
-,370,無動力漁船隻数,43830,前原市,隻
2,370,無動力漁船隻数,43850,二丈町,隻
-,370,無動力漁船隻数,43880,久留米市,隻
207,370,無動力漁船隻数,43920,大川市,隻
295,370,無動力漁船隻数,43980,柳川市,隻
17,370,無動力漁船隻数,44080,みやま市,隻
41,370,無動力漁船隻数,44110,大牟田市,隻
32,370,無動力漁船隻数,44140,瀬戸内海区,隻
9,370,無動力漁船隻数,44160,北九州市,隻
1,370,無動力漁船隻数,44230,苅田町,隻
10,370,無動力漁船隻数,44250,行橋市,隻
8,370,無動力漁船隻数,44300,築上町,隻
4,370,無動力漁船隻数,44330,豊前市,隻
-,370,無動力漁船隻数,44370,吉富町,隻
2066,370,無動力漁船隻数,44850,佐賀県,隻
15,370,無動力漁船隻数,44870,唐津市,隻
8,370,無動力漁船隻数,45120,玄海町,隻
-,370,無動力漁船隻数,45150,伊万里市,隻
x,370,無動力漁船隻数,45170,神埼市,隻
1512,370,無動力漁船隻数,45190,佐賀市,隻
217,370,無動力漁船隻数,45280,小城市,隻
-,370,無動力漁船隻数,45300,江北町,隻
51,370,無動力漁船隻数,45320,白石町,隻
x,370,無動力漁船隻数,45360,嬉野市,隻
231,370,無動力漁船隻数,45380,鹿島市,隻
17,370,無動力漁船隻数,45430,太良町,隻
177,370,無動力漁船隻数,45570,長崎県,隻
25,370,無動力漁船隻数,45590,対馬市,隻
5,370,無動力漁船隻数,45890,壱岐市,隻
12,370,無動力漁船隻数,45950,松浦市,隻
20,370,無動力漁船隻数,46000,平戸市,隻
2,370,無動力漁船隻数,46140,鹿町町,隻
7,370,無動力漁船隻数,46160,佐世保市,隻
1,370,無動力漁船隻数,46240,小値賀町,隻
-,370,無動力漁船隻数,46260,川棚町,隻
-,370,無動力漁船隻数,46280,東彼杵町,隻
1,370,無動力漁船隻数,46300,大村市,隻
8,370,無動力漁船隻数,46340,諫早市,隻
-,370,無動力漁船隻数,46450,長与町,隻
-,370,無動力漁船隻数,46470,時津町,隻
8,370,無動力漁船隻数,46490,長崎市,隻
30,370,無動力漁船隻数,46680,西海市,隻
2,370,無動力漁船隻数,46750,雲仙市,隻
1,370,無動力漁船隻数,46850,南島原市,隻
9,370,無動力漁船隻数,46930,島原市,隻
22,370,無動力漁船隻数,46970,新上五島町,隻
24,370,無動力漁船隻数,47140,五島市,隻
433,370,無動力漁船隻数,47350,熊本県,隻
19,370,無動力漁船隻数,47370,荒尾市,隻
-,370,無動力漁船隻数,47400,長洲町,隻
45,370,無動力漁船隻数,47420,玉名市,隻
214,370,無動力漁船隻数,47490,熊本市,隻
11,370,無動力漁船隻数,47590,宇土市,隻
36,370,無動力漁船隻数,47630,宇城市,隻
-,370,無動力漁船隻数,47720,氷川町,隻
9,370,無動力漁船隻数,47740,八代市,隻
3,370,無動力漁船隻数,47820,芦北町,隻
-,370,無動力漁船隻数,47850,津奈木町,隻
5,370,無動力漁船隻数,47870,水俣市,隻
38,370,無動力漁船隻数,47890,上天草市,隻
50,370,無動力漁船隻数,48010,天草市,隻
3,370,無動力漁船隻数,48250,苓北町,隻
74,370,無動力漁船隻数,48650,大分県,隻
19,370,無動力漁船隻数,48660,太平洋南区,隻
-,370,無動力漁船隻数,48680,大分市,隻
1,370,無動力漁船隻数,48700,臼杵市,隻
8,370,無動力漁船隻数,48720,津久見市,隻
10,370,無動力漁船隻数,48750,佐伯市,隻
55,370,無動力漁船隻数,48860,瀬戸内海区,隻
18,370,無動力漁船隻数,48880,中津市,隻
14,370,無動力漁船隻数,48900,宇佐市,隻
13,370,無動力漁船隻数,48950,豊後高田市,隻
1,370,無動力漁船隻数,48990,国東市,隻
-,370,無動力漁船隻数,49050,姫島村,隻
6,370,無動力漁船隻数,49070,杵築市,隻
-,370,無動力漁船隻数,49090,日出町,隻
1,370,無動力漁船隻数,49120,別府市,隻
2,370,無動力漁船隻数,49140,大分市,隻
10,370,無動力漁船隻数,49240,宮崎県,隻
5,370,無動力漁船隻数,49260,延岡市,隻
-,370,無動力漁船隻数,49320,門川町,隻
4,370,無動力漁船隻数,49350,日向市,隻
-,370,無動力漁船隻数,49380,都農町,隻
-,370,無動力漁船隻数,49400,川南町,隻
-,370,無動力漁船隻数,49420,高鍋町,隻
-,370,無動力漁船隻数,49440,新富町,隻
-,370,無動力漁船隻数,49460,宮崎市,隻
-,370,無動力漁船隻数,49510,日南市,隻
1,370,無動力漁船隻数,49550,南郷町,隻
-,370,無動力漁船隻数,49590,串間市,隻
106,370,無動力漁船隻数,49840,鹿児島県,隻
-,370,無動力漁船隻数,49860,出水市,隻
13,370,無動力漁船隻数,49890,長島町,隻
3,370,無動力漁船隻数,49920,阿久根市,隻
10,370,無動力漁船隻数,49960,薩摩川内市,隻
-,370,無動力漁船隻数,50040,いちき串木野市,隻
3,370,無動力漁船隻数,50090,日置市,隻
13,370,無動力漁船隻数,50140,南さつま市,隻
1,370,無動力漁船隻数,50230,枕崎市,隻
-,370,無動力漁船隻数,50250,南九州市,隻
1,370,無動力漁船隻数,50280,指宿市,隻
3,370,無動力漁船隻数,50330,鹿児島市,隻
-,370,無動力漁船隻数,50390,姶良町,隻
1,370,無動力漁船隻数,50410,加治木町,隻
1,370,無動力漁船隻数,50430,霧島市,隻
1,370,無動力漁船隻数,50470,垂水市,隻
-,370,無動力漁船隻数,50500,鹿屋市,隻
-,370,無動力漁船隻数,50520,錦江町,隻
4,370,無動力漁船隻数,50540,南大隅町,隻
20,370,無動力漁船隻数,50580,肝付町,隻
3,370,無動力漁船隻数,50630,東串良町,隻
-,370,無動力漁船隻数,50650,大崎町,隻
-,370,無動力漁船隻数,50670,志布志市,隻
-,370,無動力漁船隻数,50700,三島村,隻
-,370,無動力漁船隻数,50720,十島村,隻
-,370,無動力漁船隻数,50740,西之表市,隻
-,370,無動力漁船隻数,50760,中種子町,隻
-,370,無動力漁船隻数,50780,南種子町,隻
-,370,無動力漁船隻数,50800,屋久島町,隻
1,370,無動力漁船隻数,50830,奄美市,隻
3,370,無動力漁船隻数,50870,龍郷町,隻
3,370,無動力漁船隻数,50890,大和村,隻
1,370,無動力漁船隻数,50910,宇検村,隻
15,370,無動力漁船隻数,50930,瀬戸内町,隻
