value,tab,tab_label,area,area_label,unit
115196,360,漁業経営体数,10010,全国,経営体
14780,360,漁業経営体数,10020,北海道,経営体
9115,360,漁業経営体数,10060,北海道太平洋北区,経営体
1663,360,漁業経営体数,10070,根室支庁,経営体
381,360,漁業経営体数,10090,羅臼町,経営体
31,360,漁業経営体数,10110,標津町,経営体
422,360,漁業経営体数,10130,別海町,経営体
829,360,漁業経営体数,10160,根室市,経営体
1532,360,漁業経営体数,10240,釧路支庁,経営体
528,360,漁業経営体数,10260,浜中町,経営体
473,360,漁業経営体数,10290,厚岸町,経営体
223,360,漁業経営体数,10310,釧路町,経営体
189,360,漁業経営体数,10330,釧路市,経営体
119,360,漁業経営体数,10370,白糠町,経営体
282,360,漁業経営体数,10430,十勝支庁,経営体
28,360,漁業経営体数,10450,浦幌町,経営体
30,360,漁業経営体数,10470,豊頃町,経営体
36,360,漁業経営体数,10490,大樹町,経営体
188,360,漁業経営体数,10510,広尾町,経営体
1401,360,漁業経営体数,10690,日高支庁,経営体
650,360,漁業経営体数,10710,えりも町,経営体
240,360,漁業経営体数,10740,様似町,経営体
226,360,漁業経営体数,10770,浦河町,経営体
208,360,漁業経営体数,10800,新ひだか町,経営体
18,360,漁業経営体数,10830,新冠町,経営体
59,360,漁業経営体数,10850,日高町,経営体
647,360,漁業経営体数,10890,胆振支庁,経営体
29,360,漁業経営体数,10910,むかわ町,経営体
13,360,漁業経営体数,10930,厚真町,経営体
63,360,漁業経営体数,10950,苫小牧市,経営体
205,360,漁業経営体数,10970,白老町,経営体
48,360,漁業経営体数,11000,登別市,経営体
59,360,漁業経営体数,11020,室蘭市,経営体
106,360,漁業経営体数,11040,伊達市,経営体
46,360,漁業経営体数,11070,洞爺湖町,経営体
78,360,漁業経営体数,11090,豊浦町,経営体
3590,360,漁業経営体数,11140,渡島支庁,経営体
101,360,漁業経営体数,11160,長万部町,経営体
322,360,漁業経営体数,11180,八雲町,経営体
437,360,漁業経営体数,11210,森町,経営体
350,360,漁業経営体数,11240,鹿部町,経営体
1908,360,漁業経営体数,11260,函館市,経営体
123,360,漁業経営体数,11460,北斗市,経営体
45,360,漁業経営体数,11510,木古内町,経営体
92,360,漁業経営体数,11530,知内町,経営体
212,360,漁業経営体数,11550,福島町,経営体
5665,360,漁業経営体数,11630,北海道日本海北区,経営体
2027,360,漁業経営体数,11640,宗谷支庁,経営体
342,360,漁業経営体数,11660,枝幸町,経営体
39,360,漁業経営体数,11680,浜頓別町,経営体
39,360,漁業経営体数,11700,猿払村,経営体
461,360,漁業経営体数,11720,稚内市,経営体
16,360,漁業経営体数,11750,豊富町,経営体
313,360,漁業経営体数,11770,利尻町,経営体
369,360,漁業経営体数,11800,利尻富士町,経営体
448,360,漁業経営体数,11830,礼文町,経営体
949,360,漁業経営体数,11880,網走支庁,経営体
61,360,漁業経営体数,11900,斜里町,経営体
-,360,漁業経営体数,11920,小清水町,経営体
86,360,漁業経営体数,11940,網走市,経営体
140,360,漁業経営体数,11960,北見市,経営体
100,360,漁業経営体数,11980,佐呂間町,経営体
212,360,漁業経営体数,12000,湧別町,経営体
93,360,漁業経営体数,12020,紋別市,経営体
98,360,漁業経営体数,12040,興部町,経営体
159,360,漁業経営体数,12060,雄武町,経営体
534,360,漁業経営体数,12190,留萌支庁,経営体
-,360,漁業経営体数,12210,幌延町,経営体
25,360,漁業経営体数,12230,天塩町,経営体
18,360,漁業経営体数,12250,遠別町,経営体
29,360,漁業経営体数,12270,初山別村,経営体
164,360,漁業経営体数,12290,羽幌町,経営体
67,360,漁業経営体数,12330,苫前町,経営体
45,360,漁業経営体数,12350,小平町,経営体
35,360,漁業経営体数,12370,留萌市,経営体
151,360,漁業経営体数,12390,増毛町,経営体
143,360,漁業経営体数,12410,石狩支庁,経営体
143,360,漁業経営体数,12430,石狩市,経営体
912,360,漁業経営体数,12550,後志支庁,経営体
153,360,漁業経営体数,12570,小樽市,経営体
79,360,漁業経営体数,12590,余市町,経営体
76,360,漁業経営体数,12610,古平町,経営体
201,360,漁業経営体数,12630,積丹町,経営体
65,360,漁業経営体数,12660,神恵内村,経営体
59,360,漁業経営体数,12680,泊村,経営体
-,360,漁業経営体数,12710,共和町,経営体
54,360,漁業経営体数,12730,岩内町,経営体
8,360,漁業経営体数,12750,蘭越町,経営体
119,360,漁業経営体数,12770,寿都町,経営体
98,360,漁業経営体数,12790,島牧村,経営体
679,360,漁業経営体数,12920,檜山支庁,経営体
240,360,漁業経営体数,12940,せたな町,経営体
93,360,漁業経営体数,12990,乙部町,経営体
179,360,漁業経営体数,13010,奥尻町,経営体
86,360,漁業経営体数,13030,江差町,経営体
81,360,漁業経営体数,13050,上ノ国町,経営体
421,360,漁業経営体数,13100,渡島支庁,経営体
92,360,漁業経営体数,13110,八雲町,経営体
329,360,漁業経営体数,13130,松前町,経営体
5146,360,漁業経営体数,13700,青森県,経営体
2503,360,漁業経営体数,13710,太平洋北区,経営体
217,360,漁業経営体数,13730,佐井村,経営体
578,360,漁業経営体数,13750,大間町,経営体
253,360,漁業経営体数,13780,風間浦村,経営体
201,360,漁業経営体数,13820,むつ市,経営体
825,360,漁業経営体数,13850,東通村,経営体
95,360,漁業経営体数,13930,六ヶ所村,経営体
49,360,漁業経営体数,13970,三沢市,経営体
37,360,漁業経営体数,13990,おいらせ町,経営体
199,360,漁業経営体数,14010,八戸市,経営体
49,360,漁業経営体数,14050,階上町,経営体
2643,360,漁業経営体数,14070,日本海北区,経営体
234,360,漁業経営体数,14090,むつ市,経営体
105,360,漁業経営体数,14130,横浜町,経営体
111,360,漁業経営体数,14150,野辺地町,経営体
607,360,漁業経営体数,14170,平内町,経営体
205,360,漁業経営体数,14210,青森市,経営体
66,360,漁業経営体数,14260,蓬田村,経営体
360,360,漁業経営体数,14280,外ヶ浜町,経営体
141,360,漁業経営体数,14330,今別町,経営体
246,360,漁業経営体数,14360,中泊町,経営体
19,360,漁業経営体数,14390,五所川原市,経営体
41,360,漁業経営体数,14420,つがる市,経営体
75,360,漁業経営体数,14450,鰺ヶ沢町,経営体
433,360,漁業経営体数,14480,深浦町,経営体
5313,360,漁業経営体数,14740,岩手県,経営体
645,360,漁業経営体数,14760,洋野町,経営体
145,360,漁業経営体数,14850,久慈市,経営体
115,360,漁業経営体数,14880,野田村,経営体
169,360,漁業経営体数,14900,普代村,経営体
122,360,漁業経営体数,14920,田野畑村,経営体
130,360,漁業経営体数,14950,岩泉町,経営体
1025,360,漁業経営体数,14980,宮古市,経営体
544,360,漁業経営体数,15020,山田町,経営体
225,360,漁業経営体数,15090,大槌町,経営体
827,360,漁業経営体数,15120,釜石市,経営体
877,360,漁業経営体数,15190,大船渡市,経営体
489,360,漁業経営体数,15270,陸前高田市,経営体
4006,360,漁業経営体数,15580,宮城県,経営体
784,360,漁業経営体数,15600,気仙沼市,経営体
151,360,漁業経営体数,15670,本吉町,経営体
628,360,漁業経営体数,15700,南三陸町,経営体
1297,360,漁業経営体数,15740,石巻市,経営体
390,360,漁業経営体数,15970,女川町,経営体
208,360,漁業経営体数,16010,東松島市,経営体
104,360,漁業経営体数,16060,松島町,経営体
17,360,漁業経営体数,16080,利府町,経営体
127,360,漁業経営体数,16100,塩竈市,経営体
4,360,漁業経営体数,16140,多賀城市,経営体
183,360,漁業経営体数,16160,七ヶ浜町,経営体
17,360,漁業経営体数,16240,仙台市,経営体
31,360,漁業経営体数,16260,名取市,経営体
-,360,漁業経営体数,16280,岩沼市,経営体
36,360,漁業経営体数,16300,亘理町,経営体
29,360,漁業経営体数,16320,山元町,経営体
966,360,漁業経営体数,16550,秋田県,経営体
90,360,漁業経営体数,16570,八峰町,経営体
42,360,漁業経営体数,16610,能代市,経営体
36,360,漁業経営体数,16630,三種町,経営体
492,360,漁業経営体数,16650,男鹿市,経営体
39,360,漁業経営体数,16730,潟上市,経営体
52,360,漁業経営体数,16750,秋田市,経営体
64,360,漁業経営体数,16780,由利本荘市,経営体
151,360,漁業経営体数,16820,にかほ市,経営体
416,360,漁業経営体数,17040,山形県,経営体
45,360,漁業経営体数,17060,遊佐町,経営体
145,360,漁業経営体数,17080,酒田市,経営体
226,360,漁業経営体数,17110,鶴岡市,経営体
743,360,漁業経営体数,17500,福島県,経営体
42,360,漁業経営体数,17520,新地町,経営体
325,360,漁業経営体数,17540,相馬市,経営体
56,360,漁業経営体数,17580,南相馬市,経営体
74,360,漁業経営体数,17620,浪江町,経営体
-,360,漁業経営体数,17640,双葉町,経営体
2,360,漁業経営体数,17660,大熊町,経営体
8,360,漁業経営体数,17680,富岡町,経営体
1,360,漁業経営体数,17700,楢葉町,経営体
-,360,漁業経営体数,17720,広野町,経営体
235,360,漁業経営体数,17740,いわき市,経営体
479,360,漁業経営体数,18350,茨城県,経営体
80,360,漁業経営体数,18370,北茨城市,経営体
1,360,漁業経営体数,18400,高萩市,経営体
124,360,漁業経営体数,18420,日立市,経営体
-,360,漁業経営体数,18480,東海村,経営体
60,360,漁業経営体数,18500,ひたちなか市,経営体
100,360,漁業経営体数,18540,大洗町,経営体
15,360,漁業経営体数,18560,鉾田市,経営体
50,360,漁業経営体数,18600,鹿嶋市,経営体
49,360,漁業経営体数,18620,神栖市,経営体
3118,360,漁業経営体数,20460,千葉県,経営体
140,360,漁業経営体数,20480,銚子市,経営体
34,360,漁業経営体数,20500,旭市,経営体
41,360,漁業経営体数,20530,匝瑳市,経営体
6,360,漁業経営体数,20560,横芝光町,経営体
9,360,漁業経営体数,20590,山武市,経営体
2,360,漁業経営体数,20620,九十九里町,経営体
-,360,漁業経営体数,20640,大網白里町,経営体
10,360,漁業経営体数,20660,白子町,経営体
2,360,漁業経営体数,20680,長生村,経営体
1,360,漁業経営体数,20700,一宮町,経営体
79,360,漁業経営体数,20720,いすみ市,経営体
70,360,漁業経営体数,20750,御宿町,経営体
407,360,漁業経営体数,20780,勝浦市,経営体
290,360,漁業経営体数,20870,鴨川市,経営体
498,360,漁業経営体数,20920,南房総市,経営体
118,360,漁業経営体数,20990,館山市,経営体
114,360,漁業経営体数,21050,鋸南町,経営体
530,360,漁業経営体数,21080,富津市,経営体
-,360,漁業経営体数,21130,君津市,経営体
574,360,漁業経営体数,21150,木更津市,経営体
1,360,漁業経営体数,21220,袖ヶ浦市,経営体
-,360,漁業経営体数,21240,市原市,経営体
-,360,漁業経営体数,21260,千葉市,経営体
18,360,漁業経営体数,21280,習志野市,経営体
81,360,漁業経営体数,21300,船橋市,経営体
80,360,漁業経営体数,21320,市川市,経営体
13,360,漁業経営体数,21350,浦安市,経営体
669,360,漁業経営体数,21670,東京都,経営体
33,360,漁業経営体数,21690,江戸川区,経営体
5,360,漁業経営体数,21710,葛飾区,経営体
12,360,漁業経営体数,21730,江東区,経営体
5,360,漁業経営体数,21750,墨田区,経営体
10,360,漁業経営体数,21770,中央区,経営体
9,360,漁業経営体数,21790,台東区,経営体
19,360,漁業経営体数,21810,港区,経営体
6,360,漁業経営体数,21830,品川区,経営体
49,360,漁業経営体数,21850,大田区,経営体
-,360,漁業経営体数,21870,千代田区,経営体
108,360,漁業経営体数,21890,大島町,経営体
18,360,漁業経営体数,21950,利島村,経営体
78,360,漁業経営体数,21970,新島村,経営体
97,360,漁業経営体数,22010,神津島村,経営体
48,360,漁業経営体数,22030,三宅村,経営体
7,360,漁業経営体数,22090,御蔵島村,経営体
112,360,漁業経営体数,22110,八丈町,経営体
8,360,漁業経営体数,22160,青ヶ島村,経営体
45,360,漁業経営体数,22180,小笠原村,経営体
1243,360,漁業経営体数,22650,神奈川県,経営体
2,360,漁業経営体数,22670,川崎市,経営体
174,360,漁業経営体数,22690,横浜市,経営体
410,360,漁業経営体数,22750,横須賀市,経営体
401,360,漁業経営体数,22840,三浦市,経営体
40,360,漁業経営体数,22970,葉山町,経営体
15,360,漁業経営体数,22990,逗子市,経営体
40,360,漁業経営体数,23010,鎌倉市,経営体
22,360,漁業経営体数,23040,藤沢市,経営体
19,360,漁業経営体数,23070,茅ヶ崎市,経営体
10,360,漁業経営体数,23090,平塚市,経営体
17,360,漁業経営体数,23110,大磯町,経営体
3,360,漁業経営体数,23130,二宮町,経営体
43,360,漁業経営体数,23150,小田原市,経営体
40,360,漁業経営体数,23180,真鶴町,経営体
7,360,漁業経営体数,23210,湯河原町,経営体
2284,360,漁業経営体数,23420,新潟県,経営体
51,360,漁業経営体数,23440,粟島浦村,経営体
209,360,漁業経営体数,23460,村上市,経営体
66,360,漁業経営体数,23510,胎内市,経営体
31,360,漁業経営体数,23530,新発田市,経営体
57,360,漁業経営体数,23550,聖籠町,経営体
246,360,漁業経営体数,23570,新潟市,経営体
27,360,漁業経営体数,23640,長岡市,経営体
27,360,漁業経営体数,23660,出雲崎町,経営体
50,360,漁業経営体数,23680,柏崎市,経営体
97,360,漁業経営体数,23710,上越市,経営体
114,360,漁業経営体数,23760,糸魚川市,経営体
1309,360,漁業経営体数,23840,佐渡市,経営体
384,360,漁業経営体数,24320,富山県,経営体
59,360,漁業経営体数,24340,朝日町,経営体
25,360,漁業経営体数,24360,入善町,経営体
26,360,漁業経営体数,24400,黒部市,経営体
46,360,漁業経営体数,24430,魚津市,経営体
11,360,漁業経営体数,24460,滑川市,経営体
40,360,漁業経営体数,24480,富山市,経営体
45,360,漁業経営体数,24520,射水市,経営体
35,360,漁業経営体数,24550,高岡市,経営体
97,360,漁業経営体数,24570,氷見市,経営体
2189,360,漁業経営体数,24700,石川県,経営体
394,360,漁業経営体数,24720,七尾市,経営体
99,360,漁業経営体数,24810,穴水町,経営体
352,360,漁業経営体数,24850,能登町,経営体
308,360,漁業経営体数,24900,珠洲市,経営体
415,360,漁業経営体数,24960,輪島市,経営体
300,360,漁業経営体数,24990,志賀町,経営体
47,360,漁業経営体数,25040,羽咋市,経営体
27,360,漁業経営体数,25070,宝達志水町,経営体
25,360,漁業経営体数,25100,かほく市,経営体
23,360,漁業経営体数,25140,内灘町,経営体
31,360,漁業経営体数,25160,金沢市,経営体
42,360,漁業経営体数,25180,白山市,経営体
4,360,漁業経営体数,25210,能美市,経営体
32,360,漁業経営体数,25230,小松市,経営体
90,360,漁業経営体数,25250,加賀市,経営体
1220,360,漁業経営体数,25330,福井県,経営体
27,360,漁業経営体数,25350,あわら市,経営体
175,360,漁業経営体数,25370,坂井市,経営体
114,360,漁業経営体数,25390,福井市,経営体
163,360,漁業経営体数,25420,越前町,経営体
43,360,漁業経営体数,25440,南越前町,経営体
109,360,漁業経営体数,25460,敦賀市,経営体
164,360,漁業経営体数,25480,美浜町,経営体
115,360,漁業経営体数,25510,若狭町,経営体
157,360,漁業経営体数,25530,小浜市,経営体
77,360,漁業経営体数,25550,おおい町,経営体
76,360,漁業経営体数,25570,高浜町,経営体
2956,360,漁業経営体数,27230,静岡県,経営体
89,360,漁業経営体数,27250,熱海市,経営体
129,360,漁業経営体数,27290,伊東市,経営体
76,360,漁業経営体数,27340,東伊豆町,経営体
31,360,漁業経営体数,27370,河津町,経営体
186,360,漁業経営体数,27390,下田市,経営体
183,360,漁業経営体数,27440,南伊豆町,経営体
74,360,漁業経営体数,27490,松崎町,経営体
175,360,漁業経営体数,27510,西伊豆町,経営体
60,360,漁業経営体数,27550,伊豆市,経営体
259,360,漁業経営体数,27570,沼津市,経営体
72,360,漁業経営体数,27630,富士市,経営体
141,360,漁業経営体数,27650,静岡市,経営体
57,360,漁業経営体数,27690,由比町,経営体
89,360,漁業経営体数,27710,焼津市,経営体
20,360,漁業経営体数,27730,大井川町,経営体
35,360,漁業経営体数,27750,吉田町,経営体
118,360,漁業経営体数,27770,牧之原市,経営体
147,360,漁業経営体数,27810,御前崎市,経営体
25,360,漁業経営体数,27840,掛川市,経営体
2,360,漁業経営体数,27870,袋井市,経営体
112,360,漁業経営体数,27890,磐田市,経営体
701,360,漁業経営体数,27930,浜松市,経営体
71,360,漁業経営体数,28000,湖西市,経営体
104,360,漁業経営体数,28020,新居町,経営体
2530,360,漁業経営体数,28220,愛知県,経営体
499,360,漁業経営体数,28240,田原市,経営体
15,360,漁業経営体数,28370,豊橋市,経営体
-,360,漁業経営体数,28400,豊川市,経営体
81,360,漁業経営体数,28420,蒲郡市,経営体
98,360,漁業経営体数,28470,幡豆町,経営体
79,360,漁業経営体数,28500,吉良町,経営体
459,360,漁業経営体数,28530,一色町,経営体
52,360,漁業経営体数,28590,西尾市,経営体
47,360,漁業経営体数,28610,碧南市,経営体
-,360,漁業経営体数,28630,高浜市,経営体
1,360,漁業経営体数,28650,刈谷市,経営体
-,360,漁業経営体数,28670,東浦町,経営体
-,360,漁業経営体数,28690,半田市,経営体
-,360,漁業経営体数,28710,武豊町,経営体
117,360,漁業経営体数,28730,美浜町,経営体
893,360,漁業経営体数,28760,南知多町,経営体
189,360,漁業経営体数,28850,常滑市,経営体
-,360,漁業経営体数,28900,知多市,経営体
-,360,漁業経営体数,28920,東海市,経営体
-,360,漁業経営体数,28940,名古屋市,経営体
-,360,漁業経営体数,28970,飛島村,経営体
-,360,漁業経営体数,28990,弥富市,経営体
5155,360,漁業経営体数,29410,三重県,経営体
15,360,漁業経営体数,29430,木曽岬町,経営体
166,360,漁業経営体数,29450,桑名市,経営体
46,360,漁業経営体数,29500,川越町,経営体
68,360,漁業経営体数,29520,四日市市,経営体
107,360,漁業経営体数,29580,鈴鹿市,経営体
122,360,漁業経営体数,29630,津市,経営体
214,360,漁業経営体数,29700,松阪市,経営体
101,360,漁業経営体数,29780,明和町,経営体
292,360,漁業経営体数,29810,伊勢市,経営体
957,360,漁業経営体数,29930,鳥羽市,経営体
1427,360,漁業経営体数,30100,志摩市,経営体
780,360,漁業経営体数,30380,南伊勢町,経営体
89,360,漁業経営体数,30560,大紀町,経営体
352,360,漁業経営体数,30580,紀北町,経営体
262,360,漁業経営体数,30680,尾鷲市,経営体
106,360,漁業経営体数,30790,熊野市,経営体
9,360,漁業経営体数,30860,御浜町,経営体
42,360,漁業経営体数,30880,紀宝町,経営体
935,360,漁業経営体数,31310,京都府,経営体
269,360,漁業経営体数,31330,舞鶴市,経営体
193,360,漁業経営体数,31410,宮津市,経営体
-,360,漁業経営体数,31470,与謝野町,経営体
119,360,漁業経営体数,31490,伊根町,経営体
354,360,漁業経営体数,31560,京丹後市,経営体
668,360,漁業経営体数,31890,大阪府,経営体
67,360,漁業経営体数,31910,大阪市,経営体
78,360,漁業経営体数,31980,堺市,経営体
20,360,漁業経営体数,32010,高石市,経営体
15,360,漁業経営体数,32030,泉大津市,経営体
12,360,漁業経営体数,32050,忠岡町,経営体
92,360,漁業経営体数,32070,岸和田市,経営体
1,360,漁業経営体数,32100,貝塚市,経営体
76,360,漁業経営体数,32120,泉佐野市,経営体
29,360,漁業経営体数,32140,田尻町,経営体
76,360,漁業経営体数,32160,泉南市,経営体
78,360,漁業経営体数,32190,阪南市,経営体
124,360,漁業経営体数,32230,岬町,経営体
3713,360,漁業経営体数,32600,兵庫県,経営体
441,360,漁業経営体数,32610,日本海西区,経営体
121,360,漁業経営体数,32630,豊岡市,経営体
189,360,漁業経営体数,32660,香美町,経営体
131,360,漁業経営体数,32690,新温泉町,経営体
3272,360,漁業経営体数,32730,瀬戸内海区,経営体
-,360,漁業経営体数,32750,尼崎市,経営体
-,360,漁業経営体数,32770,西宮市,経営体
1,360,漁業経営体数,32790,芦屋市,経営体
209,360,漁業経営体数,32810,神戸市,経営体
588,360,漁業経営体数,32910,明石市,経営体
22,360,漁業経営体数,32990,播磨町,経営体
32,360,漁業経営体数,33010,加古川市,経営体
103,360,漁業経営体数,33040,高砂市,経営体
612,360,漁業経営体数,33090,姫路市,経営体
95,360,漁業経営体数,33220,たつの市,経営体
36,360,漁業経営体数,33260,相生市,経営体
66,360,漁業経営体数,33280,赤穂市,経営体
724,360,漁業経営体数,33320,淡路市,経営体
363,360,漁業経営体数,33490,洲本市,経営体
421,360,漁業経営体数,33550,南あわじ市,経営体
2513,360,漁業経営体数,34290,和歌山県,経営体
1576,360,漁業経営体数,34300,太平洋南区,経営体
62,360,漁業経営体数,34320,美浜町,経営体
159,360,漁業経営体数,34350,御坊市,経営体
78,360,漁業経営体数,34370,印南町,経営体
109,360,漁業経営体数,34390,みなべ町,経営体
175,360,漁業経営体数,34410,田辺市,経営体
135,360,漁業経営体数,34450,白浜町,経営体
103,360,漁業経営体数,34490,すさみ町,経営体
423,360,漁業経営体数,34510,串本町,経営体
203,360,漁業経営体数,34600,那智勝浦町,経営体
73,360,漁業経営体数,34650,太地町,経営体
56,360,漁業経営体数,34670,新宮市,経営体
937,360,漁業経営体数,34700,瀬戸内海区,経営体
273,360,漁業経営体数,34720,和歌山市,経営体
108,360,漁業経営体数,34810,海南市,経営体
244,360,漁業経営体数,34870,有田市,経営体
65,360,漁業経営体数,34920,湯浅町,経営体
35,360,漁業経営体数,34960,広川町,経営体
134,360,漁業経営体数,34980,由良町,経営体
78,360,漁業経営体数,35040,日高町,経営体
818,360,漁業経営体数,35190,鳥取県,経営体
172,360,漁業経営体数,35210,岩美町,経営体
169,360,漁業経営体数,35260,鳥取市,経営体
56,360,漁業経営体数,35330,湯梨浜町,経営体
15,360,漁業経営体数,35360,北栄町,経営体
61,360,漁業経営体数,35390,琴浦町,経営体
108,360,漁業経営体数,35420,大山町,経営体
145,360,漁業経営体数,35460,米子市,経営体
22,360,漁業経営体数,35490,日吉津村,経営体
70,360,漁業経営体数,35510,境港市,経営体
2343,360,漁業経営体数,35650,島根県,経営体
14,360,漁業経営体数,35670,安来市,経営体
3,360,漁業経営体数,35700,東出雲町,経営体
675,360,漁業経営体数,35720,松江市,経営体
317,360,漁業経営体数,35870,出雲市,経営体
271,360,漁業経営体数,35960,大田市,経営体
23,360,漁業経営体数,36070,江津市,経営体
193,360,漁業経営体数,36100,浜田市,経営体
116,360,漁業経営体数,36170,益田市,経営体
409,360,漁業経営体数,36200,隠岐の島町,経営体
110,360,漁業経営体数,36290,海士町,経営体
146,360,漁業経営体数,36340,西ノ島町,経営体
66,360,漁業経営体数,36370,知夫村,経営体
1547,360,漁業経営体数,36490,岡山県,経営体
120,360,漁業経営体数,36510,備前市,経営体
179,360,漁業経営体数,36560,瀬戸内市,経営体
172,360,漁業経営体数,36590,岡山市,経営体
135,360,漁業経営体数,36650,玉野市,経営体
667,360,漁業経営体数,36690,倉敷市,経営体
73,360,漁業経営体数,36770,浅口市,経営体
201,360,漁業経営体数,36790,笠岡市,経営体
2943,360,漁業経営体数,37070,広島県,経営体
367,360,漁業経営体数,37090,福山市,経営体
411,360,漁業経営体数,37190,尾道市,経営体
69,360,漁業経営体数,37290,三原市,経営体
37,360,漁業経営体数,37330,竹原市,経営体
55,360,漁業経営体数,37370,東広島市,経営体
48,360,漁業経営体数,37400,大崎上島町,経営体
864,360,漁業経営体数,37440,呉市,経営体
369,360,漁業経営体数,37600,江田島市,経営体
35,360,漁業経営体数,37720,坂町,経営体
4,360,漁業経営体数,37740,海田町,経営体
424,360,漁業経営体数,37760,広島市,経営体
168,360,漁業経営体数,37830,廿日市市,経営体
92,360,漁業経営体数,37870,大竹市,経営体
4553,360,漁業経営体数,38010,山口県,経営体
2297,360,漁業経営体数,38020,東シナ海区,経営体
719,360,漁業経営体数,38040,萩市,経営体
110,360,漁業経営体数,38200,阿武町,経営体
779,360,漁業経営体数,38240,長門市,経営体
689,360,漁業経営体数,38400,下関市,経営体
2256,360,漁業経営体数,38630,瀬戸内海区,経営体
414,360,漁業経営体数,38650,周防大島町,経営体
-,360,漁業経営体数,38730,和木町,経営体
268,360,漁業経営体数,38750,岩国市,経営体
141,360,漁業経営体数,38820,柳井市,経営体
208,360,漁業経営体数,38890,上関町,経営体
44,360,漁業経営体数,38940,平生町,経営体
31,360,漁業経営体数,38960,田布施町,経営体
68,360,漁業経営体数,38990,光市,経営体
39,360,漁業経営体数,39020,下松市,経営体
215,360,漁業経営体数,39040,周南市,経営体
197,360,漁業経営体数,39120,防府市,経営体
125,360,漁業経営体数,39230,山口市,経営体
358,360,漁業経営体数,39310,宇部市,経営体
91,360,漁業経営体数,39380,山陽小野田市,経営体
57,360,漁業経営体数,39430,下関市,経営体
1863,360,漁業経営体数,39530,徳島県,経営体
734,360,漁業経営体数,39540,太平洋南区,経営体
321,360,漁業経営体数,39560,美波町,経営体
215,360,漁業経営体数,39640,牟岐町,経営体
198,360,漁業経営体数,39660,海陽町,経営体
1129,360,漁業経営体数,39700,瀬戸内海区,経営体
435,360,漁業経営体数,39720,鳴門市,経営体
47,360,漁業経営体数,39800,松茂町,経営体
115,360,漁業経営体数,39820,徳島市,経営体
132,360,漁業経営体数,39860,小松島市,経営体
400,360,漁業経営体数,39890,阿南市,経営体
1887,360,漁業経営体数,40150,香川県,経営体
164,360,漁業経営体数,40170,東かがわ市,経営体
177,360,漁業経営体数,40210,さぬき市,経営体
115,360,漁業経営体数,40270,小豆島町,経営体
185,360,漁業経営体数,40300,土庄町,経営体
431,360,漁業経営体数,40380,高松市,経営体
50,360,漁業経営体数,40480,直島町,経営体
208,360,漁業経営体数,40500,坂出市,経営体
18,360,漁業経営体数,40550,宇多津町,経営体
146,360,漁業経営体数,40570,丸亀市,経営体
104,360,漁業経営体数,40620,多度津町,経営体
138,360,漁業経営体数,40670,三豊市,経営体
151,360,漁業経営体数,40760,観音寺市,経営体
5009,360,漁業経営体数,40880,愛媛県,経営体
2079,360,漁業経営体数,40890,太平洋南区,経営体
150,360,漁業経営体数,40910,八幡浜市,経営体
211,360,漁業経営体数,40940,西予市,経営体
1239,360,漁業経営体数,40970,宇和島市,経営体
479,360,漁業経営体数,41090,愛南町,経営体
2930,360,漁業経営体数,41180,瀬戸内海区,経営体
162,360,漁業経営体数,41200,四国中央市,経営体
123,360,漁業経営体数,41250,新居浜市,経営体
233,360,漁業経営体数,41310,西条市,経営体
122,360,漁業経営体数,41390,上島町,経営体
867,360,漁業経営体数,41440,今治市,経営体
685,360,漁業経営体数,41600,松山市,経営体
20,360,漁業経営体数,41780,松前町,経営体
153,360,漁業経営体数,41800,伊予市,経営体
110,360,漁業経営体数,41840,大洲市,経営体
58,360,漁業経営体数,41870,八幡浜市,経営体
397,360,漁業経営体数,41900,伊方町,経営体
2761,360,漁業経営体数,42060,高知県,経営体
94,360,漁業経営体数,42080,東洋町,経営体
340,360,漁業経営体数,42110,室戸市,経営体
53,360,漁業経営体数,42200,奈半利町,経営体
18,360,漁業経営体数,42230,田野町,経営体
25,360,漁業経営体数,42250,安田町,経営体
47,360,漁業経営体数,42270,安芸市,経営体
7,360,漁業経営体数,42330,芸西村,経営体
118,360,漁業経営体数,42350,香南市,経営体
45,360,漁業経営体数,42400,南国市,経営体
70,360,漁業経営体数,42450,高知市,経営体
114,360,漁業経営体数,42500,土佐市,経営体
370,360,漁業経営体数,42540,須崎市,経営体
142,360,漁業経営体数,42610,中土佐町,経営体
73,360,漁業経営体数,42650,四万十町,経営体
253,360,漁業経営体数,42680,黒潮町,経営体
112,360,漁業経営体数,42740,四万十市,経営体
472,360,漁業経営体数,42760,土佐清水市,経営体
195,360,漁業経営体数,42850,大月町,経営体
213,360,漁業経営体数,42980,宿毛市,経営体
3173,360,漁業経営体数,43240,福岡県,経営体
2726,360,漁業経営体数,43250,東シナ海区,経営体
320,360,漁業経営体数,43270,北九州市,経営体
67,360,漁業経営体数,43410,芦屋町,経営体
34,360,漁業経営体数,43440,岡垣町,経営体
308,360,漁業経営体数,43460,宗像市,経営体
41,360,漁業経営体数,43510,福津市,経営体
-,360,漁業経営体数,43540,古賀市,経営体
69,360,漁業経営体数,43560,新宮町,経営体
442,360,漁業経営体数,43590,福岡市,経営体
223,360,漁業経営体数,43770,志摩町,経営体
28,360,漁業経営体数,43830,前原市,経営体
72,360,漁業経営体数,43850,二丈町,経営体
-,360,漁業経営体数,43880,久留米市,経営体
