value,cat01,cat01_label,time,time_label,unit
28700,001,作付面積,080,昭.59,ha
26800,001,作付面積,081,昭.60,ha
24300,001,作付面積,082,昭.61,ha
22700,001,作付面積,083,昭.62,ha
20700,001,作付面積,084,昭.63,ha
19000,001,作付面積,085,平.元,ha
18400,001,作付面積,086,平.2,ha
17100,001,作付面積,087,平.3,ha
16200,001,作付面積,088,平.4,ha
15400,001,作付面積,089,平.5,ha
14400,001,作付面積,090,平.6,ha
13800,001,作付面積,091,平.7,ha
13100,001,作付面積,092,平.8,ha
12400,001,作付面積,093,平.9,ha
11800,001,作付面積,094,平.10,ha
11300,001,作付面積,095,平.11,ha
10800,001,作付面積,096,平.12,ha
10300,001,作付面積,097,平.13,ha
9950,001,作付面積,098,平.14,ha
9530,001,作付面積,099,平.15,ha
9110,001,作付面積,100,平.16,ha
8990,001,作付面積,101,平.17,ha
8600,001,作付面積,102,平.18,ha
206,002,10ａ当たり収量,001,明.38,kg
251,002,10ａ当たり収量,002,明.39,kg
186,002,10ａ当たり収量,003,明.40,kg
177,002,10ａ当たり収量,004,明.41,kg
170,002,10ａ当たり収量,005,明.42,kg
150,002,10ａ当たり収量,006,明.43,kg
166,002,10ａ当たり収量,007,明.44,kg
165,002,10ａ当たり収量,008,大.元,kg
198,002,10ａ当たり収量,009,大.2,kg
192,002,10ａ当たり収量,010,大.3,kg
169,002,10ａ当たり収量,011,大.4,kg
165,002,10ａ当たり収量,012,大.5,kg
144,002,10ａ当たり収量,013,大.6,kg
187,002,10ａ当たり収量,014,大.7,kg
159,002,10ａ当たり収量,015,大.8,kg
150,002,10ａ当たり収量,016,大.9,kg
129,002,10ａ当たり収量,017,大.10,kg
163,002,10ａ当たり収量,018,大.11,kg
181,002,10ａ当たり収量,019,大.12,kg
177,002,10ａ当たり収量,020,大.13,kg
171,002,10ａ当たり収量,021,大.14,kg
191,002,10ａ当たり収量,022,昭.元,kg
187,002,10ａ当たり収量,023,昭.2,kg
186,002,10ａ当たり収量,024,昭.3,kg
177,002,10ａ当たり収量,025,昭.4,kg
187,002,10ａ当たり収量,026,昭.5,kg
183,002,10ａ当たり収量,027,昭.6,kg
184,002,10ａ当たり収量,028,昭.7,kg
203,002,10ａ当たり収量,029,昭.8,kg
151,002,10ａ当たり収量,030,昭.9,kg
163,002,10ａ当たり収量,031,昭.10,kg
176,002,10ａ当たり収量,032,昭.11,kg
140,002,10ａ当たり収量,033,昭.12,kg
165,002,10ａ当たり収量,034,昭.13,kg
191,002,10ａ当たり収量,035,昭.14,kg
202,002,10ａ当たり収量,036,昭.15,kg
150,002,10ａ当たり収量,037,昭.16,kg
170,002,10ａ当たり収量,038,昭.17,kg
…,002,10ａ当たり収量,039,昭.18,kg
…,002,10ａ当たり収量,040,昭.19,kg
…,002,10ａ当たり収量,041,昭.20,kg
125,002,10ａ当たり収量,042,昭.21,kg
86,002,10ａ当たり収量,043,昭.22,kg
129,002,10ａ当たり収量,044,昭.23,kg
119,002,10ａ当たり収量,045,昭.24,kg
136,002,10ａ当たり収量,046,昭.25,kg
124,002,10ａ当たり収量,047,昭.26,kg
133,002,10ａ当たり収量,048,昭.27,kg
108,002,10ａ当たり収量,049,昭.28,kg
146,002,10ａ当たり収量,050,昭.29,kg
181,002,10ａ当たり収量,051,昭.30,kg
156,002,10ａ当たり収量,052,昭.31,kg
181,002,10ａ当たり収量,053,昭.32,kg
190,002,10ａ当たり収量,054,昭.33,kg
219,002,10ａ当たり収量,055,昭.34,kg
230,002,10ａ当たり収量,056,昭.35,kg
216,002,10ａ当たり収量,057,昭.36,kg
222,002,10ａ当たり収量,058,昭.37,kg
234,002,10ａ当たり収量,059,昭.38,kg
208,002,10ａ当たり収量,060,昭.39,kg
205,002,10ａ当たり収量,061,昭.40,kg
214,002,10ａ当たり収量,062,昭.41,kg
221,002,10ａ当たり収量,063,昭.42,kg
207,002,10ａ当たり収量,064,昭.43,kg
211,002,10ａ当たり収量,065,昭.44,kg
207,002,10ａ当たり収量,066,昭.45,kg
193,002,10ａ当たり収量,067,昭.46,kg
221,002,10ａ当たり収量,068,昭.47,kg
203,002,10ａ当たり収量,069,昭.48,kg
196,002,10ａ当たり収量,070,昭.49,kg
174,002,10ａ当たり収量,071,昭.50,kg
173,002,10ａ当たり収量,072,昭.51,kg
197,002,10ａ当たり収量,073,昭.52,kg
179,002,10ａ当たり収量,074,昭.53,kg
199,002,10ａ当たり収量,075,昭.54,kg
165,002,10ａ当たり収量,076,昭.55,kg
193,002,10ａ当たり収量,077,昭.56,kg
154,002,10ａ当たり収量,078,昭.57,kg
166,002,10ａ当たり収量,079,昭.58,kg
179,002,10ａ当たり収量,080,昭.59,kg
188,002,10ａ当たり収量,081,昭.60,kg
192,002,10ａ当たり収量,082,昭.61,kg
203,002,10ａ当たり収量,083,昭.62,kg
154,002,10ａ当たり収量,084,昭.63,kg
196,002,10ａ当たり収量,085,平.元,kg
218,002,10ａ当たり収量,086,平.2,kg
175,002,10ａ当たり収量,087,平.3,kg
191,002,10ａ当たり収量,088,平.4,kg
153,002,10ａ当たり収量,089,平.5,kg
242,002,10ａ当たり収量,090,平.6,kg
189,002,10ａ当たり収量,091,平.7,kg
226,002,10ａ当たり収量,092,平.8,kg
245,002,10ａ当たり収量,093,平.9,kg
210,002,10ａ当たり収量,094,平.10,kg
234,002,10ａ当たり収量,095,平.11,kg
247,002,10ａ当たり収量,096,平.12,kg
224,002,10ａ当たり収量,097,平.13,kg
241,002,10ａ当たり収量,098,平.14,kg
231,002,10ａ当たり収量,099,平.15,kg
234,002,10ａ当たり収量,100,平.16,kg
238,002,10ａ当たり収量,101,平.17,kg
233,002,10ａ当たり収量,102,平.18,kg
11200,003,収穫量,001,明.38,t
14400,003,収穫量,002,明.39,t
11200,003,収穫量,003,明.40,t
10500,003,収穫量,004,明.41,t
11100,003,収穫量,005,明.42,t
10500,003,収穫量,006,明.43,t
12900,003,収穫量,007,明.44,t
16400,003,収穫量,008,大.元,t
18100,003,収穫量,009,大.2,t
18200,003,収穫量,010,大.3,t
16900,003,収穫量,011,大.4,t
20100,003,収穫量,012,大.5,t
19100,003,収穫量,013,大.6,t
23300,003,収穫量,014,大.7,t
18700,003,収穫量,015,大.8,t
16900,003,収穫量,016,大.9,t
14200,003,収穫量,017,大.10,t
16500,003,収穫量,018,大.11,t
16900,003,収穫量,019,大.12,t
16700,003,収穫量,020,大.13,t
14200,003,収穫量,021,大.14,t
12700,003,収穫量,022,昭.元,t
11200,003,収穫量,023,昭.2,t
10800,003,収穫量,024,昭.3,t
10300,003,収穫量,025,昭.4,t
10600,003,収穫量,026,昭.5,t
11200,003,収穫量,027,昭.6,t
11600,003,収穫量,028,昭.7,t
14300,003,収穫量,029,昭.8,t
11400,003,収穫量,030,昭.9,t
12300,003,収穫量,031,昭.10,t
13700,003,収穫量,032,昭.11,t
11400,003,収穫量,033,昭.12,t
13100,003,収穫量,034,昭.13,t
15600,003,収穫量,035,昭.14,t
18700,003,収穫量,036,昭.15,t
18000,003,収穫量,037,昭.16,t
18700,003,収穫量,038,昭.17,t
…,003,収穫量,039,昭.18,t
…,003,収穫量,040,昭.19,t
…,003,収穫量,041,昭.20,t
6480,003,収穫量,042,昭.21,t
4570,003,収穫量,043,昭.22,t
9220,003,収穫量,044,昭.23,t
9030,003,収穫量,045,昭.24,t
26300,003,収穫量,046,昭.25,t
28500,003,収穫量,047,昭.26,t
33200,003,収穫量,048,昭.27,t
26800,003,収穫量,049,昭.28,t
39300,003,収穫量,050,昭.29,t
46800,003,収穫量,051,昭.30,t
49600,003,収穫量,052,昭.31,t
71800,003,収穫量,053,昭.32,t
83300,003,収穫量,054,昭.33,t
94000,003,収穫量,055,昭.34,t
126200,003,収穫量,056,昭.35,t
141800,003,収穫量,057,昭.36,t
142500,003,収穫量,058,昭.37,t
144000,003,収穫量,059,昭.38,t
130600,003,収穫量,060,昭.39,t
136600,003,収穫量,061,昭.40,t
138800,003,収穫量,062,昭.41,t
135900,003,収穫量,063,昭.42,t
122400,003,収穫量,064,昭.43,t
125600,003,収穫量,065,昭.44,t
124200,003,収穫量,066,昭.45,t
110800,003,収穫量,067,昭.46,t
115000,003,収穫量,068,昭.47,t
97200,003,収穫量,069,昭.48,t
90500,003,収穫量,070,昭.49,t
70500,003,収穫量,071,昭.50,t
65400,003,収穫量,072,昭.51,t
68900,003,収穫量,073,昭.52,t
62100,003,収穫量,074,昭.53,t
66900,003,収穫量,075,昭.54,t
54800,003,収穫量,076,昭.55,t
61100,003,収穫量,077,昭.56,t
46600,003,収穫量,078,昭.57,t
49400,003,収穫量,079,昭.58,t
51300,003,収穫量,080,昭.59,t
50500,003,収穫量,081,昭.60,t
46600,003,収穫量,082,昭.61,t
46100,003,収穫量,083,昭.62,t
31800,003,収穫量,084,昭.63,t
37300,003,収穫量,085,平.元,t
40100,003,収穫量,086,平.2,t
30000,003,収穫量,087,平.3,t
30900,003,収穫量,088,平.4,t
23500,003,収穫量,089,平.5,t
34900,003,収穫量,090,平.6,t
26100,003,収穫量,091,平.7,t
29600,003,収穫量,092,平.8,t
30400,003,収穫量,093,平.9,t
24800,003,収穫量,094,平.10,t
26400,003,収穫量,095,平.11,t
26700,003,収穫量,096,平.12,t
23100,003,収穫量,097,平.13,t
24000,003,収穫量,098,平.14,t
22000,003,収穫量,099,平.15,t
21300,003,収穫量,100,平.16,t
21400,003,収穫量,101,平.17,t
20000,003,収穫量,102,平.18,t
…,004,作況指数(対平年比),001,明.38,
…,004,作況指数(対平年比),002,明.39,
…,004,作況指数(対平年比),003,明.40,
…,004,作況指数(対平年比),004,明.41,
…,004,作況指数(対平年比),005,明.42,
…,004,作況指数(対平年比),006,明.43,
…,004,作況指数(対平年比),007,明.44,
…,004,作況指数(対平年比),008,大.元,
…,004,作況指数(対平年比),009,大.2,
…,004,作況指数(対平年比),010,大.3,
…,004,作況指数(対平年比),011,大.4,
…,004,作況指数(対平年比),012,大.5,
…,004,作況指数(対平年比),013,大.6,
…,004,作況指数(対平年比),014,大.7,
…,004,作況指数(対平年比),015,大.8,
…,004,作況指数(対平年比),016,大.9,
…,004,作況指数(対平年比),017,大.10,
…,004,作況指数(対平年比),018,大.11,
…,004,作況指数(対平年比),019,大.12,
…,004,作況指数(対平年比),020,大.13,
…,004,作況指数(対平年比),021,大.14,
…,004,作況指数(対平年比),022,昭.元,
…,004,作況指数(対平年比),023,昭.2,
…,004,作況指数(対平年比),024,昭.3,
…,004,作況指数(対平年比),025,昭.4,
…,004,作況指数(対平年比),026,昭.5,
…,004,作況指数(対平年比),027,昭.6,
…,004,作況指数(対平年比),028,昭.7,
…,004,作況指数(対平年比),029,昭.8,
…,004,作況指数(対平年比),030,昭.9,
…,004,作況指数(対平年比),031,昭.10,
…,004,作況指数(対平年比),032,昭.11,
…,004,作況指数(対平年比),033,昭.12,
…,004,作況指数(対平年比),034,昭.13,
…,004,作況指数(対平年比),035,昭.14,
…,004,作況指数(対平年比),036,昭.15,
…,004,作況指数(対平年比),037,昭.16,
…,004,作況指数(対平年比),038,昭.17,
…,004,作況指数(対平年比),039,昭.18,
…,004,作況指数(対平年比),040,昭.19,
…,004,作況指数(対平年比),041,昭.20,
…,004,作況指数(対平年比),042,昭.21,
…,004,作況指数(対平年比),043,昭.22,
…,004,作況指数(対平年比),044,昭.23,
…,004,作況指数(対平年比),045,昭.24,
…,004,作況指数(対平年比),046,昭.25,
…,004,作況指数(対平年比),047,昭.26,
…,004,作況指数(対平年比),048,昭.27,
…,004,作況指数(対平年比),049,昭.28,
…,004,作況指数(対平年比),050,昭.29,
…,004,作況指数(対平年比),051,昭.30,
…,004,作況指数(対平年比),052,昭.31,
…,004,作況指数(対平年比),053,昭.32,
116,004,作況指数(対平年比),054,昭.33,
134,004,作況指数(対平年比),055,昭.34,
117,004,作況指数(対平年比),056,昭.35,
100,004,作況指数(対平年比),057,昭.36,
102,004,作況指数(対平年比),058,昭.37,
99,004,作況指数(対平年比),059,昭.38,
89,004,作況指数(対平年比),060,昭.39,
90,004,作況指数(対平年比),061,昭.40,
94,004,作況指数(対平年比),062,昭.41,
100,004,作況指数(対平年比),063,昭.42,
93,004,作況指数(対平年比),064,昭.43,
97,004,作況指数(対平年比),065,昭.44,
95,004,作況指数(対平年比),066,昭.45,
88,004,作況指数(対平年比),067,昭.46,
105,004,作況指数(対平年比),068,昭.47,
95,004,作況指数(対平年比),069,昭.48,
91,004,作況指数(対平年比),070,昭.49,
82,004,作況指数(対平年比),071,昭.50,
83,004,作況指数(対平年比),072,昭.51,
99,004,作況指数(対平年比),073,昭.52,
91,004,作況指数(対平年比),074,昭.53,
103,004,作況指数(対平年比),075,昭.54,
87,004,作況指数(対平年比),076,昭.55,
104,004,作況指数(対平年比),077,昭.56,
83,004,作況指数(対平年比),078,昭.57,
89,004,作況指数(対平年比),079,昭.58,
97,004,作況指数(対平年比),080,昭.59,
102,004,作況指数(対平年比),081,昭.60,
103,004,作況指数(対平年比),082,昭.61,
110,004,作況指数(対平年比),083,昭.62,
83,004,作況指数(対平年比),084,昭.63,
105,004,作況指数(対平年比),085,平.元,
112,004,作況指数(対平年比),086,平.2,
90,004,作況指数(対平年比),087,平.3,
98,004,作況指数(対平年比),088,平.4,
77,004,作況指数(対平年比),089,平.5,
117,004,作況指数(対平年比),090,平.6,
88,004,作況指数(対平年比),091,平.7,
102,004,作況指数(対平年比),092,平.8,
110,004,作況指数(対平年比),093,平.9,
95,004,作況指数(対平年比),094,平.10,
105,004,作況指数(対平年比),095,平.11,
108,004,作況指数(対平年比),096,平.12,
96,004,作況指数(対平年比),097,平.13,
106,004,作況指数(対平年比),098,平.14,
99,004,作況指数(対平年比),099,平.15,
100,004,作況指数(対平年比),100,平.16,
103,004,作況指数(対平年比),101,平.17,
99,004,作況指数(対平年比),102,平.18,
