value,cat01,cat01_label,time,time_label,unit
119,004,作況指数,107,昭.59,
115,004,作況指数,108,昭.60,
114,004,作況指数,109,昭.61,
106,004,作況指数,110,昭.62,
102,004,作況指数,111,昭.63,
106,004,作況指数,112,平.元,
116,004,作況指数,113,平.2,
103,004,作況指数,114,平.3,
86,004,作況指数,115,平.4,
54,004,作況指数,116,平.5,
103,004,作況指数,117,平.6,
111,004,作況指数,118,平.7,
95,004,作況指数,119,平.8,
86,004,作況指数,120,平.9,
98,004,作況指数,121,平.10,
103,004,作況指数,122,平.11,
115,004,作況指数,123,平.12,
84,004,作況指数,124,平.13,
93,004,作況指数,125,平.14,
86,004,作況指数,126,平.15,
132,004,作況指数,127,平.16,
114,004,作況指数,128,平.17,
111,004,作況指数,129,平.18,
