value,tab,tab_label,cat01,cat01_label,area,area_label,unit
818,150,経営体数,11,計,35190,鳥取県,経営体
172,150,経営体数,11,計,35210,岩美町,経営体
30,150,経営体数,11,計,35220,東,経営体
31,150,経営体数,11,計,35230,浦富,経営体
49,150,経営体数,11,計,35240,田後,経営体
62,150,経営体数,11,計,35250,網代,経営体
169,150,経営体数,11,計,35260,鳥取市,経営体
20,150,経営体数,11,計,35270,福部,経営体
66,150,経営体数,11,計,35280,鳥取,経営体
23,150,経営体数,11,計,35290,酒津,経営体
21,150,経営体数,11,計,35300,浜村,経営体
23,150,経営体数,11,計,35310,夏泊,経営体
16,150,経営体数,11,計,35320,青谷,経営体
56,150,経営体数,11,計,35330,湯梨浜町,経営体
43,150,経営体数,11,計,35340,泊,経営体
13,150,経営体数,11,計,35350,羽合,経営体
15,150,経営体数,11,計,35360,北栄町,経営体
4,150,経営体数,11,計,35370,北条,経営体
11,150,経営体数,11,計,35380,大栄,経営体
61,150,経営体数,11,計,35390,琴浦町,経営体
13,150,経営体数,11,計,35400,東伯,経営体
48,150,経営体数,11,計,35410,赤碕,経営体
108,150,経営体数,11,計,35420,大山町,経営体
36,150,経営体数,11,計,35430,中山,経営体
52,150,経営体数,11,計,35440,名和,経営体
20,150,経営体数,11,計,35450,大山,経営体
145,150,経営体数,11,計,35460,米子市,経営体
37,150,経営体数,11,計,35470,淀江,経営体
108,150,経営体数,11,計,35480,米子,経営体
22,150,経営体数,11,計,35490,日吉津村,経営体
22,150,経営体数,11,計,35500,日吉津,経営体
70,150,経営体数,11,計,35510,境港市,経営体
10,150,経営体数,11,計,35520,内浜,経営体
60,150,経営体数,11,計,35530,境外浜,経営体
2343,150,経営体数,11,計,35650,島根県,経営体
14,150,経営体数,11,計,35670,安来市,経営体
14,150,経営体数,11,計,35680,安来,経営体
-,150,経営体数,11,計,35690,安来市内陸,経営体
3,150,経営体数,11,計,35700,東出雲町,経営体
3,150,経営体数,11,計,35710,東出雲,経営体
675,150,経営体数,11,計,35720,松江市,経営体
18,150,経営体数,11,計,35730,松江,経営体
36,150,経営体数,11,計,35740,魚瀬,経営体
33,150,経営体数,11,計,35750,八束,経営体
12,150,経営体数,11,計,35760,森山,経営体
31,150,経営体数,11,計,35770,福浦,経営体
64,150,経営体数,11,計,35780,美保関,経営体
102,150,経営体数,11,計,35790,美保中央,経営体
59,150,経営体数,11,計,35800,笠浦,経営体
32,150,経営体数,11,計,35810,野井,経営体
122,150,経営体数,11,計,35820,野波,経営体
30,150,経営体数,11,計,35830,加賀,経営体
29,150,経営体数,11,計,35840,大芦,経営体
37,150,経営体数,11,計,35850,御津,経営体
70,150,経営体数,11,計,35860,恵曇,経営体
317,150,経営体数,11,計,35870,出雲市,経営体
102,150,経営体数,11,計,35880,佐香,経営体
-,150,経営体数,11,計,35890,平田市内陸,経営体
79,150,経営体数,11,計,35900,北浜,経営体
95,150,経営体数,11,計,35910,大社,経営体
1,150,経営体数,11,計,35920,出雲,経営体
2,150,経営体数,11,計,35930,出雲市内陸,経営体
5,150,経営体数,11,計,35940,湖陵,経営体
33,150,経営体数,11,計,35950,多伎,経営体
271,150,経営体数,11,計,35960,大田市,経営体
3,150,経営体数,11,計,35970,島津屋・山谷,経営体
27,150,経営体数,11,計,35980,波根,経営体
17,150,経営体数,11,計,35990,久手,経営体
1,150,経営体数,11,計,36000,大田市内陸,経営体
3,150,経営体数,11,計,36010,柳瀬,経営体
28,150,経営体数,11,計,36020,鳥井,経営体
51,150,経営体数,11,計,36030,和江,経営体
30,150,経営体数,11,計,36040,五十猛,経営体
66,150,経営体数,11,計,36050,仁摩,経営体
45,150,経営体数,11,計,36060,温泉津,経営体
23,150,経営体数,11,計,36070,江津市,経営体
23,150,経営体数,11,計,36080,江津,経営体
-,150,経営体数,11,計,36090,江津市内陸,経営体
193,150,経営体数,11,計,36100,浜田市,経営体
21,150,経営体数,11,計,36110,国府,経営体
48,150,経営体数,11,計,36120,浜田,経営体
36,150,経営体数,11,計,36130,長浜,経営体
2,150,経営体数,11,計,36140,浜田市内陸,経営体
32,150,経営体数,11,計,36150,津摩,経営体
54,150,経営体数,11,計,36160,三隅,経営体
116,150,経営体数,11,計,36170,益田市,経営体
116,150,経営体数,11,計,36180,益田,経営体
-,150,経営体数,11,計,36190,益田市内陸,経営体
409,150,経営体数,11,計,36200,隠岐の島町,経営体
29,150,経営体数,11,計,36210,布施,経営体
37,150,経営体数,11,計,36220,中村,経営体
163,150,経営体数,11,計,36230,西郷,経営体
26,150,経営体数,11,計,36240,蛸木,経営体
47,150,経営体数,11,計,36250,津戸,経営体
8,150,経営体数,11,計,36260,都万,経営体
35,150,経営体数,11,計,36270,都万西部,経営体
64,150,経営体数,11,計,36280,五箇,経営体
110,150,経営体数,11,計,36290,海士町,経営体
54,150,経営体数,11,計,36300,海士,経営体
20,150,経営体数,11,計,36310,知々井,経営体
17,150,経営体数,11,計,36320,崎,経営体
19,150,経営体数,11,計,36330,御波,経営体
146,150,経営体数,11,計,36340,西ノ島町,経営体
118,150,経営体数,11,計,36350,浦郷,経営体
28,150,経営体数,11,計,36360,黒木,経営体
66,150,経営体数,11,計,36370,知夫村,経営体
66,150,経営体数,11,計,36380,知夫,経営体
1547,150,経営体数,11,計,36490,岡山県,経営体
120,150,経営体数,11,計,36510,備前市,経営体
54,150,経営体数,11,計,36520,日生,経営体
41,150,経営体数,11,計,36530,頭島,経営体
2,150,経営体数,11,計,36540,備前,経営体
23,150,経営体数,11,計,36550,伊里,経営体
179,150,経営体数,11,計,36560,瀬戸内市,経営体
95,150,経営体数,11,計,36570,邑久,経営体
84,150,経営体数,11,計,36580,牛窓,経営体
172,150,経営体数,11,計,36590,岡山市,経営体
36,150,経営体数,11,計,36600,朝日,経営体
80,150,経営体数,11,計,36610,西大寺,経営体
18,150,経営体数,11,計,36620,小串,経営体
38,150,経営体数,11,計,36630,岡山市,経営体
-,150,経営体数,11,計,36640,岡山市内陸,経営体
135,150,経営体数,11,計,36650,玉野市,経営体
82,150,経営体数,11,計,36660,東児,経営体
12,150,経営体数,11,計,36670,玉野,経営体
41,150,経営体数,11,計,36680,日比,経営体
667,150,経営体数,11,計,36690,倉敷市,経営体
230,150,経営体数,11,計,36700,児島,経営体
55,150,経営体数,11,計,36710,大畠,経営体
96,150,経営体数,11,計,36720,田之浦吹上,経営体
110,150,経営体数,11,計,36730,下津井,経営体
63,150,経営体数,11,計,36740,倉敷,経営体
82,150,経営体数,11,計,36750,玉島,経営体
31,150,経営体数,11,計,36760,黒崎,経営体
73,150,経営体数,11,計,36770,浅口市,経営体
73,150,経営体数,11,計,36780,寄島,経営体
201,150,経営体数,11,計,36790,笠岡市,経営体
22,150,経営体数,11,計,36800,大島,経営体
27,150,経営体数,11,計,36810,笠岡湾,経営体
33,150,経営体数,11,計,36820,神島外,経営体
