value,cat01,cat01_label,time,time_label,unit
26400,001,作付面積,056,昭.56,ha
30300,001,作付面積,057,昭.57,ha
28600,001,作付面積,058,昭.58,ha
29800,001,作付面積,059,昭.59,ha
23600,001,作付面積,060,昭.60,ha
20600,001,作付面積,061,昭.61,ha
20700,001,作付面積,062,昭.62,ha
20100,001,作付面積,063,昭.63,ha
23800,001,作付面積,064,平.元,ha
22700,001,作付面積,065,平.2,ha
20200,001,作付面積,066,平.3,ha
17600,001,作付面積,067,平.4,ha
17200,001,作付面積,068,平.5,ha
19500,001,作付面積,069,平.6,ha
19600,001,作付面積,070,平.7,ha
18900,001,作付面積,071,平.8,ha
16300,001,作付面積,072,平.9,ha
13300,001,作付面積,073,平.10,ha
12400,001,作付面積,074,平.11,ha
12900,001,作付面積,075,平.12,ha
13300,001,作付面積,076,平.13,ha
14700,001,作付面積,077,平.14,ha
12800,001,作付面積,078,平.15,ha
11800,001,作付面積,079,平.16,ha
11200,001,作付面積,080,平.17,ha
10000,001,作付面積,081,平.18,ha
93,002,10ａ当たり収量,001,昭.元,kg
117,002,10ａ当たり収量,002,昭.2,kg
103,002,10ａ当たり収量,003,昭.3,kg
112,002,10ａ当たり収量,004,昭.4,kg
131,002,10ａ当たり収量,005,昭.5,kg
72,002,10ａ当たり収量,006,昭.6,kg
46,002,10ａ当たり収量,007,昭.7,kg
124,002,10ａ当たり収量,008,昭.8,kg
87,002,10ａ当たり収量,009,昭.9,kg
62,002,10ａ当たり収量,010,昭.10,kg
80,002,10ａ当たり収量,011,昭.11,kg
136,002,10ａ当たり収量,012,昭.12,kg
104,002,10ａ当たり収量,013,昭.13,kg
106,002,10ａ当たり収量,014,昭.14,kg
86,002,10ａ当たり収量,015,昭.15,kg
59,002,10ａ当たり収量,016,昭.16,kg
119,002,10ａ当たり収量,017,昭.17,kg
95,002,10ａ当たり収量,018,昭.18,kg
105,002,10ａ当たり収量,019,昭.19,kg
90,002,10ａ当たり収量,020,昭.20,kg
102,002,10ａ当たり収量,021,昭.21,kg
81,002,10ａ当たり収量,022,昭.22,kg
93,002,10ａ当たり収量,023,昭.23,kg
96,002,10ａ当たり収量,024,昭.24,kg
135,002,10ａ当たり収量,025,昭.25,kg
115,002,10ａ当たり収量,026,昭.26,kg
134,002,10ａ当たり収量,027,昭.27,kg
95,002,10ａ当たり収量,028,昭.28,kg
85,002,10ａ当たり収量,029,昭.29,kg
146,002,10ａ当たり収量,030,昭.30,kg
91,002,10ａ当たり収量,031,昭.31,kg
116,002,10ａ当たり収量,032,昭.32,kg
141,002,10ａ当たり収量,033,昭.33,kg
146,002,10ａ当たり収量,034,昭.34,kg
159,002,10ａ当たり収量,035,昭.35,kg
166,002,10ａ当たり収量,036,昭.36,kg
119,002,10ａ当たり収量,037,昭.37,kg
142,002,10ａ当たり収量,038,昭.38,kg
89,002,10ａ当たり収量,039,昭.39,kg
146,002,10ａ当たり収量,040,昭.40,kg
88,002,10ａ当たり収量,041,昭.41,kg
150,002,10ａ当たり収量,042,昭.42,kg
153,002,10ａ当たり収量,043,昭.43,kg
156,002,10ａ当たり収量,044,昭.44,kg
168,002,10ａ当たり収量,045,昭.45,kg
143,002,10ａ当たり収量,046,昭.46,kg
182,002,10ａ当たり収量,047,昭.47,kg
175,002,10ａ当たり収量,048,昭.48,kg
167,002,10ａ当たり収量,049,昭.49,kg
152,002,10ａ当たり収量,050,昭.50,kg
179,002,10ａ当たり収量,051,昭.51,kg
194,002,10ａ当たり収量,052,昭.52,kg
193,002,10ａ当たり収量,053,昭.53,kg
193,002,10ａ当たり収量,054,昭.54,kg
143,002,10ａ当たり収量,055,昭.55,kg
139,002,10ａ当たり収量,056,昭.56,kg
191,002,10ａ当たり収量,057,昭.57,kg
114,002,10ａ当たり収量,058,昭.58,kg
201,002,10ａ当たり収量,059,昭.59,kg
185,002,10ａ当たり収量,060,昭.60,kg
193,002,10ａ当たり収量,061,昭.61,kg
182,002,10ａ当たり収量,062,昭.62,kg
174,002,10ａ当たり収量,063,昭.63,kg
151,002,10ａ当たり収量,064,平.元,kg
143,002,10ａ当たり収量,065,平.2,kg
216,002,10ａ当たり収量,066,平.3,kg
192,002,10ａ当たり収量,067,平.4,kg
152,002,10ａ当たり収量,068,平.5,kg
96,002,10ａ当たり収量,069,平.6,kg
226,002,10ａ当たり収量,070,平.7,kg
173,002,10ａ当たり収量,071,平.8,kg
200,002,10ａ当たり収量,072,平.9,kg
186,002,10ａ当たり収量,073,平.10,kg
173,002,10ａ当たり収量,074,平.11,kg
119,002,10ａ当たり収量,075,平.12,kg
179,002,10ａ当たり収量,076,平.13,kg
231,002,10ａ当たり収量,077,平.14,kg
180,002,10ａ当たり収量,078,平.15,kg
231,002,10ａ当たり収量,079,平.16,kg
229,002,10ａ当たり収量,080,平.17,kg
191,002,10ａ当たり収量,081,平.18,kg
58900,003,収穫量,001,昭.元,t
71900,003,収穫量,002,昭.2,t
65900,003,収穫量,003,昭.3,t
92700,003,収穫量,004,昭.4,t
127300,003,収穫量,005,昭.5,t
59400,003,収穫量,006,昭.6,t
37200,003,収穫量,007,昭.7,t
114200,003,収穫量,008,昭.8,t
71900,003,収穫量,009,昭.9,t
51400,003,収穫量,010,昭.10,t
69900,003,収穫量,011,昭.11,t
122700,003,収穫量,012,昭.12,t
90700,003,収穫量,013,昭.13,t
101000,003,収穫量,014,昭.14,t
83600,003,収穫量,015,昭.15,t
37300,003,収穫量,016,昭.16,t
64100,003,収穫量,017,昭.17,t
39300,003,収穫量,018,昭.18,t
22900,003,収穫量,019,昭.19,t
14700,003,収穫量,020,昭.20,t
18400,003,収穫量,021,昭.21,t
14500,003,収穫量,022,昭.22,t
22700,003,収穫量,023,昭.23,t
21800,003,収穫量,024,昭.24,t
48400,003,収穫量,025,昭.25,t
49300,003,収穫量,026,昭.26,t
75100,003,収穫量,027,昭.27,t
65000,003,収穫量,028,昭.28,t
73100,003,収穫量,029,昭.29,t
141000,003,収穫量,030,昭.30,t
77400,003,収穫量,031,昭.31,t
109800,003,収穫量,032,昭.32,t
148900,003,収穫量,033,昭.33,t
148800,003,収穫量,034,昭.34,t
142200,003,収穫量,035,昭.35,t
129800,003,収穫量,036,昭.36,t
100700,003,収穫量,037,昭.37,t
135200,003,収穫量,038,昭.38,t
78600,003,収穫量,039,昭.39,t
134400,003,収穫量,040,昭.40,t
80900,003,収穫量,041,昭.41,t
119800,003,収穫量,042,昭.42,t
104800,003,収穫量,043,昭.43,t
99600,003,収穫量,044,昭.44,t
123700,003,収穫量,045,昭.45,t
89100,003,収穫量,046,昭.46,t
96800,003,収穫量,047,昭.47,t
77900,003,収穫量,048,昭.48,t
71600,003,収穫量,049,昭.49,t
67200,003,収穫量,050,昭.50,t
83400,003,収穫量,051,昭.51,t
84800,003,収穫量,052,昭.52,t
51600,003,収穫量,053,昭.53,t
40900,003,収穫量,054,昭.54,t
33400,003,収穫量,055,昭.55,t
36700,003,収穫量,056,昭.56,t
57900,003,収穫量,057,昭.57,t
32700,003,収穫量,058,昭.58,t
60000,003,収穫量,059,昭.59,t
43700,003,収穫量,060,昭.60,t
39700,003,収穫量,061,昭.61,t
37700,003,収穫量,062,昭.62,t
34900,003,収穫量,063,昭.63,t
36000,003,収穫量,064,平.元,t
32400,003,収穫量,065,平.2,t
43600,003,収穫量,066,平.3,t
33800,003,収穫量,067,平.4,t
26200,003,収穫量,068,平.5,t
18700,003,収穫量,069,平.6,t
44300,003,収穫量,070,平.7,t
32700,003,収穫量,071,平.8,t
32600,003,収穫量,072,平.9,t
24800,003,収穫量,073,平.10,t
21400,003,収穫量,074,平.11,t
15300,003,収穫量,075,平.12,t
23800,003,収穫量,076,平.13,t
34000,003,収穫量,077,平.14,t
23000,003,収穫量,078,平.15,t
27300,003,収穫量,079,平.16,t
25700,003,収穫量,080,平.17,t
19100,003,収穫量,081,平.18,t
…,004,作況指数(対平年比),001,昭.元,
…,004,作況指数(対平年比),002,昭.2,
…,004,作況指数(対平年比),003,昭.3,
…,004,作況指数(対平年比),004,昭.4,
…,004,作況指数(対平年比),005,昭.5,
…,004,作況指数(対平年比),006,昭.6,
…,004,作況指数(対平年比),007,昭.7,
…,004,作況指数(対平年比),008,昭.8,
…,004,作況指数(対平年比),009,昭.9,
…,004,作況指数(対平年比),010,昭.10,
…,004,作況指数(対平年比),011,昭.11,
…,004,作況指数(対平年比),012,昭.12,
…,004,作況指数(対平年比),013,昭.13,
…,004,作況指数(対平年比),014,昭.14,
…,004,作況指数(対平年比),015,昭.15,
…,004,作況指数(対平年比),016,昭.16,
…,004,作況指数(対平年比),017,昭.17,
…,004,作況指数(対平年比),018,昭.18,
…,004,作況指数(対平年比),019,昭.19,
…,004,作況指数(対平年比),020,昭.20,
…,004,作況指数(対平年比),021,昭.21,
…,004,作況指数(対平年比),022,昭.22,
…,004,作況指数(対平年比),023,昭.23,
…,004,作況指数(対平年比),024,昭.24,
…,004,作況指数(対平年比),025,昭.25,
…,004,作況指数(対平年比),026,昭.26,
…,004,作況指数(対平年比),027,昭.27,
…,004,作況指数(対平年比),028,昭.28,
…,004,作況指数(対平年比),029,昭.29,
…,004,作況指数(対平年比),030,昭.30,
…,004,作況指数(対平年比),031,昭.31,
…,004,作況指数(対平年比),032,昭.32,
108,004,作況指数(対平年比),033,昭.33,
109,004,作況指数(対平年比),034,昭.34,
119,004,作況指数(対平年比),035,昭.35,
121,004,作況指数(対平年比),036,昭.36,
84,004,作況指数(対平年比),037,昭.37,
99,004,作況指数(対平年比),038,昭.38,
60,004,作況指数(対平年比),039,昭.39,
99,004,作況指数(対平年比),040,昭.40,
59,004,作況指数(対平年比),041,昭.41,
101,004,作況指数(対平年比),042,昭.42,
103,004,作況指数(対平年比),043,昭.43,
105,004,作況指数(対平年比),044,昭.44,
113,004,作況指数(対平年比),045,昭.45,
94,004,作況指数(対平年比),046,昭.46,
117,004,作況指数(対平年比),047,昭.47,
109,004,作況指数(対平年比),048,昭.48,
101,004,作況指数(対平年比),049,昭.49,
91,004,作況指数(対平年比),050,昭.50,
107,004,作況指数(対平年比),051,昭.51,
114,004,作況指数(対平年比),052,昭.52,
114,004,作況指数(対平年比),053,昭.53,
112,004,作況指数(対平年比),054,昭.54,
79,004,作況指数(対平年比),055,昭.55,
76,004,作況指数(対平年比),056,昭.56,
104,004,作況指数(対平年比),057,昭.57,
62,004,作況指数(対平年比),058,昭.58,
109,004,作況指数(対平年比),059,昭.59,
101,004,作況指数(対平年比),060,昭.60,
106,004,作況指数(対平年比),061,昭.61,
99,004,作況指数(対平年比),062,昭.62,
95,004,作況指数(対平年比),063,昭.63,
81,004,作況指数(対平年比),064,平.元,
76,004,作況指数(対平年比),065,平.2,
115,004,作況指数(対平年比),066,平.3,
100,004,作況指数(対平年比),067,平.4,
79,004,作況指数(対平年比),068,平.5,
50,004,作況指数(対平年比),069,平.6,
118,004,作況指数(対平年比),070,平.7,
90,004,作況指数(対平年比),071,平.8,
104,004,作況指数(対平年比),072,平.9,
97,004,作況指数(対平年比),073,平.10,
91,004,作況指数(対平年比),074,平.11,
63,004,作況指数(対平年比),075,平.12,
95,004,作況指数(対平年比),076,平.13,
127,004,作況指数(対平年比),077,平.14,
99,004,作況指数(対平年比),078,平.15,
126,004,作況指数(対平年比),079,平.16,
121,004,作況指数(対平年比),080,平.17,
96,004,作況指数(対平年比),081,平.18,
