value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label
5453635,004,事業所数,000,総数,00000,全国,2012000000,2012年
231549,004,事業所数,000,総数,01000,北海道,2012000000,2012年
74335,004,事業所数,000,総数,01100,札幌市,2012000000,2012年
22508,004,事業所数,000,総数,01101,中央区,2012000000,2012年
9021,004,事業所数,000,総数,01102,北区,2012000000,2012年
8865,004,事業所数,000,総数,01103,東区,2012000000,2012年
7918,004,事業所数,000,総数,01104,白石区,2012000000,2012年
6347,004,事業所数,000,総数,01105,豊平区,2012000000,2012年
3628,004,事業所数,000,総数,01106,南区,2012000000,2012年
6876,004,事業所数,000,総数,01107,西区,2012000000,2012年
2906,004,事業所数,000,総数,01108,厚別区,2012000000,2012年
3310,004,事業所数,000,総数,01109,手稲区,2012000000,2012年
2956,004,事業所数,000,総数,01110,清田区,2012000000,2012年
13509,004,事業所数,000,総数,01202,函館市,2012000000,2012年
5940,004,事業所数,000,総数,01203,小樽市,2012000000,2012年
14892,004,事業所数,000,総数,01204,旭川市,2012000000,2012年
4494,004,事業所数,000,総数,01205,室蘭市,2012000000,2012年
8517,004,事業所数,000,総数,01206,釧路市,2012000000,2012年
8542,004,事業所数,000,総数,01207,帯広市,2012000000,2012年
5678,004,事業所数,000,総数,01208,北見市,2012000000,2012年
528,004,事業所数,000,総数,01209,夕張市,2012000000,2012年
3299,004,事業所数,000,総数,01210,岩見沢市,2012000000,2012年
1927,004,事業所数,000,総数,01211,網走市,2012000000,2012年
1253,004,事業所数,000,総数,01212,留萌市,2012000000,2012年
7459,004,事業所数,000,総数,01213,苫小牧市,2012000000,2012年
2063,004,事業所数,000,総数,01214,稚内市,2012000000,2012年
1048,004,事業所数,000,総数,01215,美唄市,2012000000,2012年
710,004,事業所数,000,総数,01216,芦別市,2012000000,2012年
3409,004,事業所数,000,総数,01217,江別市,2012000000,2012年
474,004,事業所数,000,総数,01218,赤平市,2012000000,2012年
1352,004,事業所数,000,総数,01219,紋別市,2012000000,2012年
1229,004,事業所数,000,総数,01220,士別市,2012000000,2012年
1473,004,事業所数,000,総数,01221,名寄市,2012000000,2012年
415,004,事業所数,000,総数,01222,三笠市,2012000000,2012年
1544,004,事業所数,000,総数,01223,根室市,2012000000,2012年
3006,004,事業所数,000,総数,01224,千歳市,2012000000,2012年
1946,004,事業所数,000,総数,01225,滝川市,2012000000,2012年
836,004,事業所数,000,総数,01226,砂川市,2012000000,2012年
145,004,事業所数,000,総数,01227,歌志内市,2012000000,2012年
1094,004,事業所数,000,総数,01228,深川市,2012000000,2012年
1200,004,事業所数,000,総数,01229,富良野市,2012000000,2012年
1660,004,事業所数,000,総数,01230,登別市,2012000000,2012年
1878,004,事業所数,000,総数,01231,恵庭市,2012000000,2012年
1399,004,事業所数,000,総数,01233,伊達市,2012000000,2012年
1832,004,事業所数,000,総数,01234,北広島市,2012000000,2012年
2113,004,事業所数,000,総数,01235,石狩市,2012000000,2012年
1704,004,事業所数,000,総数,01236,北斗市,2012000000,2012年
727,004,事業所数,000,総数,01300,石狩振興局,2012000000,2012年
623,004,事業所数,000,総数,01303,当別町,2012000000,2012年
104,004,事業所数,000,総数,01304,新篠津村,2012000000,2012年
4301,004,事業所数,000,総数,01330,渡島総合振興局,2012000000,2012年
409,004,事業所数,000,総数,01331,松前町,2012000000,2012年
279,004,事業所数,000,総数,01332,福島町,2012000000,2012年
190,004,事業所数,000,総数,01333,知内町,2012000000,2012年
277,004,事業所数,000,総数,01334,木古内町,2012000000,2012年
865,004,事業所数,000,総数,01337,七飯町,2012000000,2012年
148,004,事業所数,000,総数,01343,鹿部町,2012000000,2012年
879,004,事業所数,000,総数,01345,森町,2012000000,2012年
918,004,事業所数,000,総数,01346,八雲町,2012000000,2012年
336,004,事業所数,000,総数,01347,長万部町,2012000000,2012年
2081,004,事業所数,000,総数,01360,檜山振興局,2012000000,2012年
501,004,事業所数,000,総数,01361,江差町,2012000000,2012年
231,004,事業所数,000,総数,01362,上ノ国町,2012000000,2012年
211,004,事業所数,000,総数,01363,厚沢部町,2012000000,2012年
172,004,事業所数,000,総数,01364,乙部町,2012000000,2012年
226,004,事業所数,000,総数,01367,奥尻町,2012000000,2012年
254,004,事業所数,000,総数,01370,今金町,2012000000,2012年
486,004,事業所数,000,総数,01371,せたな町,2012000000,2012年
5094,004,事業所数,000,総数,01390,後志総合振興局,2012000000,2012年
88,004,事業所数,000,総数,01391,島牧村,2012000000,2012年
196,004,事業所数,000,総数,01392,寿都町,2012000000,2012年
174,004,事業所数,000,総数,01393,黒松内町,2012000000,2012年
267,004,事業所数,000,総数,01394,蘭越町,2012000000,2012年
250,004,事業所数,000,総数,01395,ニセコ町,2012000000,2012年
86,004,事業所数,000,総数,01396,真狩村,2012000000,2012年
107,004,事業所数,000,総数,01397,留寿都村,2012000000,2012年
126,004,事業所数,000,総数,01398,喜茂別町,2012000000,2012年
190,004,事業所数,000,総数,01399,京極町,2012000000,2012年
886,004,事業所数,000,総数,01400,倶知安町,2012000000,2012年
214,004,事業所数,000,総数,01401,共和町,2012000000,2012年
897,004,事業所数,000,総数,01402,岩内町,2012000000,2012年
96,004,事業所数,000,総数,01403,泊村,2012000000,2012年
68,004,事業所数,000,総数,01404,神恵内村,2012000000,2012年
123,004,事業所数,000,総数,01405,積丹町,2012000000,2012年
191,004,事業所数,000,総数,01406,古平町,2012000000,2012年
140,004,事業所数,000,総数,01407,仁木町,2012000000,2012年
934,004,事業所数,000,総数,01408,余市町,2012000000,2012年
61,004,事業所数,000,総数,01409,赤井川村,2012000000,2012年
3173,004,事業所数,000,総数,01420,空知総合振興局,2012000000,2012年
245,004,事業所数,000,総数,01423,南幌町,2012000000,2012年
288,004,事業所数,000,総数,01424,奈井江町,2012000000,2012年
122,004,事業所数,000,総数,01425,上砂川町,2012000000,2012年
295,004,事業所数,000,総数,01427,由仁町,2012000000,2012年
471,004,事業所数,000,総数,01428,長沼町,2012000000,2012年
646,004,事業所数,000,総数,01429,栗山町,2012000000,2012年
164,004,事業所数,000,総数,01430,月形町,2012000000,2012年
93,004,事業所数,000,総数,01431,浦臼町,2012000000,2012年
204,004,事業所数,000,総数,01432,新十津川町,2012000000,2012年
147,004,事業所数,000,総数,01433,妹背牛町,2012000000,2012年
131,004,事業所数,000,総数,01434,秩父別町,2012000000,2012年
118,004,事業所数,000,総数,01436,雨竜町,2012000000,2012年
98,004,事業所数,000,総数,01437,北竜町,2012000000,2012年
151,004,事業所数,000,総数,01438,沼田町,2012000000,2012年
4130,004,事業所数,000,総数,01450,上川総合振興局,2012000000,2012年
222,004,事業所数,000,総数,01452,鷹栖町,2012000000,2012年
275,004,事業所数,000,総数,01453,東神楽町,2012000000,2012年
313,004,事業所数,000,総数,01454,当麻町,2012000000,2012年
192,004,事業所数,000,総数,01455,比布町,2012000000,2012年
159,004,事業所数,000,総数,01456,愛別町,2012000000,2012年
224,004,事業所数,000,総数,01457,上川町,2012000000,2012年
308,004,事業所数,000,総数,01458,東川町,2012000000,2012年
473,004,事業所数,000,総数,01459,美瑛町,2012000000,2012年
523,004,事業所数,000,総数,01460,上富良野町,2012000000,2012年
147,004,事業所数,000,総数,01461,中富良野町,2012000000,2012年
129,004,事業所数,000,総数,01462,南富良野町,2012000000,2012年
67,004,事業所数,000,総数,01463,占冠村,2012000000,2012年
191,004,事業所数,000,総数,01464,和寒町,2012000000,2012年
156,004,事業所数,000,総数,01465,剣淵町,2012000000,2012年
192,004,事業所数,000,総数,01468,下川町,2012000000,2012年
276,004,事業所数,000,総数,01469,美深町,2012000000,2012年
54,004,事業所数,000,総数,01470,音威子府村,2012000000,2012年
124,004,事業所数,000,総数,01471,中川町,2012000000,2012年
105,004,事業所数,000,総数,01472,幌加内町,2012000000,2012年
1519,004,事業所数,000,総数,01480,留萌振興局,2012000000,2012年
228,004,事業所数,000,総数,01481,増毛町,2012000000,2012年
152,004,事業所数,000,総数,01482,小平町,2012000000,2012年
174,004,事業所数,000,総数,01483,苫前町,2012000000,2012年
506,004,事業所数,000,総数,01484,羽幌町,2012000000,2012年
72,004,事業所数,000,総数,01485,初山別村,2012000000,2012年
184,004,事業所数,000,総数,01486,遠別町,2012000000,2012年
203,004,事業所数,000,総数,01487,天塩町,2012000000,2012年
1914,004,事業所数,000,総数,01510,宗谷総合振興局,2012000000,2012年
113,004,事業所数,000,総数,01511,猿払村,2012000000,2012年
220,004,事業所数,000,総数,01512,浜頓別町,2012000000,2012年
109,004,事業所数,000,総数,01513,中頓別町,2012000000,2012年
473,004,事業所数,000,総数,01514,枝幸町,2012000000,2012年
246,004,事業所数,000,総数,01516,豊富町,2012000000,2012年
211,004,事業所数,000,総数,01517,礼文町,2012000000,2012年
179,004,事業所数,000,総数,01518,利尻町,2012000000,2012年
196,004,事業所数,000,総数,01519,利尻富士町,2012000000,2012年
167,004,事業所数,000,総数,01520,幌延町,2012000000,2012年
5471,004,事業所数,000,総数,01540,オホーツク総合振興局,2012000000,2012年
916,004,事業所数,000,総数,01543,美幌町,2012000000,2012年
262,004,事業所数,000,総数,01544,津別町,2012000000,2012年
707,004,事業所数,000,総数,01545,斜里町,2012000000,2012年
174,004,事業所数,000,総数,01546,清里町,2012000000,2012年
305,004,事業所数,000,総数,01547,小清水町,2012000000,2012年
191,004,事業所数,000,総数,01549,訓子府町,2012000000,2012年
162,004,事業所数,000,総数,01550,置戸町,2012000000,2012年
