value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,area,area_label,time,time_label
25880,811,事業所数,000,総数,020,A～B農林漁業,00000,全国,2012000000,2012年
3512,811,事業所数,000,総数,020,A～B農林漁業,01000,北海道,2012000000,2012年
529,811,事業所数,000,総数,020,A～B農林漁業,02000,青森県,2012000000,2012年
717,811,事業所数,000,総数,020,A～B農林漁業,03000,岩手県,2012000000,2012年
472,811,事業所数,000,総数,020,A～B農林漁業,04000,宮城県,2012000000,2012年
541,811,事業所数,000,総数,020,A～B農林漁業,05000,秋田県,2012000000,2012年
411,811,事業所数,000,総数,020,A～B農林漁業,06000,山形県,2012000000,2012年
516,811,事業所数,000,総数,020,A～B農林漁業,07000,福島県,2012000000,2012年
713,811,事業所数,000,総数,020,A～B農林漁業,08000,茨城県,2012000000,2012年
490,811,事業所数,000,総数,020,A～B農林漁業,09000,栃木県,2012000000,2012年
505,811,事業所数,000,総数,020,A～B農林漁業,10000,群馬県,2012000000,2012年
437,811,事業所数,000,総数,020,A～B農林漁業,11000,埼玉県,2012000000,2012年
783,811,事業所数,000,総数,020,A～B農林漁業,12000,千葉県,2012000000,2012年
349,811,事業所数,000,総数,020,A～B農林漁業,13000,東京都,2012000000,2012年
529,811,事業所数,000,総数,020,A～B農林漁業,14000,神奈川県,2012000000,2012年
1075,811,事業所数,000,総数,020,A～B農林漁業,15000,新潟県,2012000000,2012年
370,811,事業所数,000,総数,020,A～B農林漁業,16000,富山県,2012000000,2012年
328,811,事業所数,000,総数,020,A～B農林漁業,17000,石川県,2012000000,2012年
237,811,事業所数,000,総数,020,A～B農林漁業,18000,福井県,2012000000,2012年
201,811,事業所数,000,総数,020,A～B農林漁業,19000,山梨県,2012000000,2012年
871,811,事業所数,000,総数,020,A～B農林漁業,20000,長野県,2012000000,2012年
507,811,事業所数,000,総数,020,A～B農林漁業,21000,岐阜県,2012000000,2012年
599,811,事業所数,000,総数,020,A～B農林漁業,22000,静岡県,2012000000,2012年
734,811,事業所数,000,総数,020,A～B農林漁業,23000,愛知県,2012000000,2012年
439,811,事業所数,000,総数,020,A～B農林漁業,24000,三重県,2012000000,2012年
270,811,事業所数,000,総数,020,A～B農林漁業,25000,滋賀県,2012000000,2012年
224,811,事業所数,000,総数,020,A～B農林漁業,26000,京都府,2012000000,2012年
195,811,事業所数,000,総数,020,A～B農林漁業,27000,大阪府,2012000000,2012年
