value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label
516,811,事業所数,150,5000m2以上1万m2未満,9630,29電気機械器具製造業,2012000000,2012年
143,811,事業所数,150,5000m2以上1万m2未満,10060,30情報通信機械器具製造業,2012000000,2012年
758,811,事業所数,150,5000m2以上1万m2未満,10320,31輸送用機械器具製造業,2012000000,2012年
171,811,事業所数,150,5000m2以上1万m2未満,10650,32その他の製造業,2012000000,2012年
11140,811,事業所数,160,1万m2以上3万m2未満,1750,E製造業,2012000000,2012年
1622,811,事業所数,160,1万m2以上3万m2未満,1760,09食料品製造業,2012000000,2012年
222,811,事業所数,160,1万m2以上3万m2未満,2400,10飲料・たばこ・飼料製造業,2012000000,2012年
429,811,事業所数,160,1万m2以上3万m2未満,2690,11繊維工業,2012000000,2012年
230,811,事業所数,160,1万m2以上3万m2未満,3560,12木材・木製品製造業（家具を除く）,2012000000,2012年
189,811,事業所数,160,1万m2以上3万m2未満,3870,13家具・装備品製造業,2012000000,2012年
488,811,事業所数,160,1万m2以上3万m2未満,4070,14パルプ・紙・紙加工品製造業,2012000000,2012年
274,811,事業所数,160,1万m2以上3万m2未満,4370,15印刷・同関連業,2012000000,2012年
587,811,事業所数,160,1万m2以上3万m2未満,4550,16化学工業,2012000000,2012年
25,811,事業所数,160,1万m2以上3万m2未満,5120,17石油製品・石炭製品製造業,2012000000,2012年
862,811,事業所数,160,1万m2以上3万m2未満,5270,18プラスチック製品製造業（別掲を除く）,2012000000,2012年
152,811,事業所数,160,1万m2以上3万m2未満,5690,19ゴム製品製造業,2012000000,2012年
17,811,事業所数,160,1万m2以上3万m2未満,5950,20なめし革・同製品・毛皮製造業,2012000000,2012年
403,811,事業所数,160,1万m2以上3万m2未満,6200,21窯業・土石製品製造業,2012000000,2012年
453,811,事業所数,160,1万m2以上3万m2未満,6870,22鉄鋼業,2012000000,2012年
227,811,事業所数,160,1万m2以上3万m2未満,7270,23非鉄金属製造業,2012000000,2012年
1077,811,事業所数,160,1万m2以上3万m2未満,7620,24金属製品製造業,2012000000,2012年
424,811,事業所数,160,1万m2以上3万m2未満,8160,25はん用機械器具製造業,2012000000,2012年
909,811,事業所数,160,1万m2以上3万m2未満,8480,26生産用機械器具製造業,2012000000,2012年
232,811,事業所数,160,1万m2以上3万m2未満,8930,27業務用機械器具製造業,2012000000,2012年
448,811,事業所数,160,1万m2以上3万m2未満,9320,28電子部品・デバイス・電子回路製造業,2012000000,2012年
538,811,事業所数,160,1万m2以上3万m2未満,9630,29電気機械器具製造業,2012000000,2012年
148,811,事業所数,160,1万m2以上3万m2未満,10060,30情報通信機械器具製造業,2012000000,2012年
988,811,事業所数,160,1万m2以上3万m2未満,10320,31輸送用機械器具製造業,2012000000,2012年
196,811,事業所数,160,1万m2以上3万m2未満,10650,32その他の製造業,2012000000,2012年
6086,811,事業所数,170,3万m2以上10万m2未満,1750,E製造業,2012000000,2012年
630,811,事業所数,170,3万m2以上10万m2未満,1760,09食料品製造業,2012000000,2012年
190,811,事業所数,170,3万m2以上10万m2未満,2400,10飲料・たばこ・飼料製造業,2012000000,2012年
209,811,事業所数,170,3万m2以上10万m2未満,2690,11繊維工業,2012000000,2012年
153,811,事業所数,170,3万m2以上10万m2未満,3560,12木材・木製品製造業（家具を除く）,2012000000,2012年
84,811,事業所数,170,3万m2以上10万m2未満,3870,13家具・装備品製造業,2012000000,2012年
238,811,事業所数,170,3万m2以上10万m2未満,4070,14パルプ・紙・紙加工品製造業,2012000000,2012年
82,811,事業所数,170,3万m2以上10万m2未満,4370,15印刷・同関連業,2012000000,2012年
569,811,事業所数,170,3万m2以上10万m2未満,4550,16化学工業,2012000000,2012年
15,811,事業所数,170,3万m2以上10万m2未満,5120,17石油製品・石炭製品製造業,2012000000,2012年
407,811,事業所数,170,3万m2以上10万m2未満,5270,18プラスチック製品製造業（別掲を除く）,2012000000,2012年
98,811,事業所数,170,3万m2以上10万m2未満,5690,19ゴム製品製造業,2012000000,2012年
6,811,事業所数,170,3万m2以上10万m2未満,5950,20なめし革・同製品・毛皮製造業,2012000000,2012年
410,811,事業所数,170,3万m2以上10万m2未満,6200,21窯業・土石製品製造業,2012000000,2012年
252,811,事業所数,170,3万m2以上10万m2未満,6870,22鉄鋼業,2012000000,2012年
172,811,事業所数,170,3万m2以上10万m2未満,7270,23非鉄金属製造業,2012000000,2012年
464,811,事業所数,170,3万m2以上10万m2未満,7620,24金属製品製造業,2012000000,2012年
221,811,事業所数,170,3万m2以上10万m2未満,8160,25はん用機械器具製造業,2012000000,2012年
387,811,事業所数,170,3万m2以上10万m2未満,8480,26生産用機械器具製造業,2012000000,2012年
127,811,事業所数,170,3万m2以上10万m2未満,8930,27業務用機械器具製造業,2012000000,2012年
311,811,事業所数,170,3万m2以上10万m2未満,9320,28電子部品・デバイス・電子回路製造業,2012000000,2012年
248,811,事業所数,170,3万m2以上10万m2未満,9630,29電気機械器具製造業,2012000000,2012年
110,811,事業所数,170,3万m2以上10万m2未満,10060,30情報通信機械器具製造業,2012000000,2012年
619,811,事業所数,170,3万m2以上10万m2未満,10320,31輸送用機械器具製造業,2012000000,2012年
84,811,事業所数,170,3万m2以上10万m2未満,10650,32その他の製造業,2012000000,2012年
2227,811,事業所数,180,10万m2以上,1750,E製造業,2012000000,2012年
97,811,事業所数,180,10万m2以上,1760,09食料品製造業,2012000000,2012年
66,811,事業所数,180,10万m2以上,2400,10飲料・たばこ・飼料製造業,2012000000,2012年
53,811,事業所数,180,10万m2以上,2690,11繊維工業,2012000000,2012年
31,811,事業所数,180,10万m2以上,3560,12木材・木製品製造業（家具を除く）,2012000000,2012年
12,811,事業所数,180,10万m2以上,3870,13家具・装備品製造業,2012000000,2012年
79,811,事業所数,180,10万m2以上,4070,14パルプ・紙・紙加工品製造業,2012000000,2012年
11,811,事業所数,180,10万m2以上,4370,15印刷・同関連業,2012000000,2012年
322,811,事業所数,180,10万m2以上,4550,16化学工業,2012000000,2012年
38,811,事業所数,180,10万m2以上,5120,17石油製品・石炭製品製造業,2012000000,2012年
95,811,事業所数,180,10万m2以上,5270,18プラスチック製品製造業（別掲を除く）,2012000000,2012年
34,811,事業所数,180,10万m2以上,5690,19ゴム製品製造業,2012000000,2012年
1,811,事業所数,180,10万m2以上,5950,20なめし革・同製品・毛皮製造業,2012000000,2012年
179,811,事業所数,180,10万m2以上,6200,21窯業・土石製品製造業,2012000000,2012年
171,811,事業所数,180,10万m2以上,6870,22鉄鋼業,2012000000,2012年
104,811,事業所数,180,10万m2以上,7270,23非鉄金属製造業,2012000000,2012年
102,811,事業所数,180,10万m2以上,7620,24金属製品製造業,2012000000,2012年
90,811,事業所数,180,10万m2以上,8160,25はん用機械器具製造業,2012000000,2012年
105,811,事業所数,180,10万m2以上,8480,26生産用機械器具製造業,2012000000,2012年
43,811,事業所数,180,10万m2以上,8930,27業務用機械器具製造業,2012000000,2012年
135,811,事業所数,180,10万m2以上,9320,28電子部品・デバイス・電子回路製造業,2012000000,2012年
97,811,事業所数,180,10万m2以上,9630,29電気機械器具製造業,2012000000,2012年
44,811,事業所数,180,10万m2以上,10060,30情報通信機械器具製造業,2012000000,2012年
294,811,事業所数,180,10万m2以上,10320,31輸送用機械器具製造業,2012000000,2012年
24,811,事業所数,180,10万m2以上,10650,32その他の製造業,2012000000,2012年
