value,tab,tab_label,cat01,cat01_label,area,area_label,time,time_label
32,811,事業所数,120,500m2以上1000m2未満,08000,茨城県,2012000000,2012年
32,811,事業所数,120,500m2以上1000m2未満,09000,栃木県,2012000000,2012年
27,811,事業所数,120,500m2以上1000m2未満,10000,群馬県,2012000000,2012年
134,811,事業所数,120,500m2以上1000m2未満,11000,埼玉県,2012000000,2012年
35,811,事業所数,120,500m2以上1000m2未満,12000,千葉県,2012000000,2012年
327,811,事業所数,120,500m2以上1000m2未満,13000,東京都,2012000000,2012年
179,811,事業所数,120,500m2以上1000m2未満,14000,神奈川県,2012000000,2012年
33,811,事業所数,120,500m2以上1000m2未満,15000,新潟県,2012000000,2012年
18,811,事業所数,120,500m2以上1000m2未満,16000,富山県,2012000000,2012年
10,811,事業所数,120,500m2以上1000m2未満,17000,石川県,2012000000,2012年
8,811,事業所数,120,500m2以上1000m2未満,18000,福井県,2012000000,2012年
10,811,事業所数,120,500m2以上1000m2未満,19000,山梨県,2012000000,2012年
23,811,事業所数,120,500m2以上1000m2未満,20000,長野県,2012000000,2012年
30,811,事業所数,120,500m2以上1000m2未満,21000,岐阜県,2012000000,2012年
77,811,事業所数,120,500m2以上1000m2未満,22000,静岡県,2012000000,2012年
169,811,事業所数,120,500m2以上1000m2未満,23000,愛知県,2012000000,2012年
23,811,事業所数,120,500m2以上1000m2未満,24000,三重県,2012000000,2012年
19,811,事業所数,120,500m2以上1000m2未満,25000,滋賀県,2012000000,2012年
65,811,事業所数,120,500m2以上1000m2未満,26000,京都府,2012000000,2012年
298,811,事業所数,120,500m2以上1000m2未満,27000,大阪府,2012000000,2012年
93,811,事業所数,120,500m2以上1000m2未満,28000,兵庫県,2012000000,2012年
13,811,事業所数,120,500m2以上1000m2未満,29000,奈良県,2012000000,2012年
20,811,事業所数,120,500m2以上1000m2未満,30000,和歌山県,2012000000,2012年
6,811,事業所数,120,500m2以上1000m2未満,31000,鳥取県,2012000000,2012年
11,811,事業所数,120,500m2以上1000m2未満,32000,島根県,2012000000,2012年
22,811,事業所数,120,500m2以上1000m2未満,33000,岡山県,2012000000,2012年
43,811,事業所数,120,500m2以上1000m2未満,34000,広島県,2012000000,2012年
9,811,事業所数,120,500m2以上1000m2未満,35000,山口県,2012000000,2012年
7,811,事業所数,120,500m2以上1000m2未満,36000,徳島県,2012000000,2012年
6,811,事業所数,120,500m2以上1000m2未満,37000,香川県,2012000000,2012年
19,811,事業所数,120,500m2以上1000m2未満,38000,愛媛県,2012000000,2012年
9,811,事業所数,120,500m2以上1000m2未満,39000,高知県,2012000000,2012年
43,811,事業所数,120,500m2以上1000m2未満,40000,福岡県,2012000000,2012年
4,811,事業所数,120,500m2以上1000m2未満,41000,佐賀県,2012000000,2012年
13,811,事業所数,120,500m2以上1000m2未満,42000,長崎県,2012000000,2012年
13,811,事業所数,120,500m2以上1000m2未満,43000,熊本県,2012000000,2012年
8,811,事業所数,120,500m2以上1000m2未満,44000,大分県,2012000000,2012年
15,811,事業所数,120,500m2以上1000m2未満,45000,宮崎県,2012000000,2012年
20,811,事業所数,120,500m2以上1000m2未満,46000,鹿児島県,2012000000,2012年
8,811,事業所数,120,500m2以上1000m2未満,47000,沖縄県,2012000000,2012年
7352,811,事業所数,130,1000m2以上3000m2未満,00000,全国,2012000000,2012年
158,811,事業所数,130,1000m2以上3000m2未満,01000,北海道,2012000000,2012年
62,811,事業所数,130,1000m2以上3000m2未満,02000,青森県,2012000000,2012年
78,811,事業所数,130,1000m2以上3000m2未満,03000,岩手県,2012000000,2012年
104,811,事業所数,130,1000m2以上3000m2未満,04000,宮城県,2012000000,2012年
67,811,事業所数,130,1000m2以上3000m2未満,05000,秋田県,2012000000,2012年
85,811,事業所数,130,1000m2以上3000m2未満,06000,山形県,2012000000,2012年
106,811,事業所数,130,1000m2以上3000m2未満,07000,福島県,2012000000,2012年
135,811,事業所数,130,1000m2以上3000m2未満,08000,茨城県,2012000000,2012年
132,811,事業所数,130,1000m2以上3000m2未満,09000,栃木県,2012000000,2012年
124,811,事業所数,130,1000m2以上3000m2未満,10000,群馬県,2012000000,2012年
515,811,事業所数,130,1000m2以上3000m2未満,11000,埼玉県,2012000000,2012年
154,811,事業所数,130,1000m2以上3000m2未満,12000,千葉県,2012000000,2012年
510,811,事業所数,130,1000m2以上3000m2未満,13000,東京都,2012000000,2012年
489,811,事業所数,130,1000m2以上3000m2未満,14000,神奈川県,2012000000,2012年
135,811,事業所数,130,1000m2以上3000m2未満,15000,新潟県,2012000000,2012年
78,811,事業所数,130,1000m2以上3000m2未満,16000,富山県,2012000000,2012年
67,811,事業所数,130,1000m2以上3000m2未満,17000,石川県,2012000000,2012年
59,811,事業所数,130,1000m2以上3000m2未満,18000,福井県,2012000000,2012年
73,811,事業所数,130,1000m2以上3000m2未満,19000,山梨県,2012000000,2012年
160,811,事業所数,130,1000m2以上3000m2未満,20000,長野県,2012000000,2012年
160,811,事業所数,130,1000m2以上3000m2未満,21000,岐阜県,2012000000,2012年
393,811,事業所数,130,1000m2以上3000m2未満,22000,静岡県,2012000000,2012年
686,811,事業所数,130,1000m2以上3000m2未満,23000,愛知県,2012000000,2012年
100,811,事業所数,130,1000m2以上3000m2未満,24000,三重県,2012000000,2012年
90,811,事業所数,130,1000m2以上3000m2未満,25000,滋賀県,2012000000,2012年
192,811,事業所数,130,1000m2以上3000m2未満,26000,京都府,2012000000,2012年
869,811,事業所数,130,1000m2以上3000m2未満,27000,大阪府,2012000000,2012年
315,811,事業所数,130,1000m2以上3000m2未満,28000,兵庫県,2012000000,2012年
72,811,事業所数,130,1000m2以上3000m2未満,29000,奈良県,2012000000,2012年
40,811,事業所数,130,1000m2以上3000m2未満,30000,和歌山県,2012000000,2012年
23,811,事業所数,130,1000m2以上3000m2未満,31000,鳥取県,2012000000,2012年
38,811,事業所数,130,1000m2以上3000m2未満,32000,島根県,2012000000,2012年
100,811,事業所数,130,1000m2以上3000m2未満,33000,岡山県,2012000000,2012年
184,811,事業所数,130,1000m2以上3000m2未満,34000,広島県,2012000000,2012年
60,811,事業所数,130,1000m2以上3000m2未満,35000,山口県,2012000000,2012年
27,811,事業所数,130,1000m2以上3000m2未満,36000,徳島県,2012000000,2012年
57,811,事業所数,130,1000m2以上3000m2未満,37000,香川県,2012000000,2012年
83,811,事業所数,130,1000m2以上3000m2未満,38000,愛媛県,2012000000,2012年
39,811,事業所数,130,1000m2以上3000m2未満,39000,高知県,2012000000,2012年
184,811,事業所数,130,1000m2以上3000m2未満,40000,福岡県,2012000000,2012年
38,811,事業所数,130,1000m2以上3000m2未満,41000,佐賀県,2012000000,2012年
50,811,事業所数,130,1000m2以上3000m2未満,42000,長崎県,2012000000,2012年
53,811,事業所数,130,1000m2以上3000m2未満,43000,熊本県,2012000000,2012年
61,811,事業所数,130,1000m2以上3000m2未満,44000,大分県,2012000000,2012年
44,811,事業所数,130,1000m2以上3000m2未満,45000,宮崎県,2012000000,2012年
57,811,事業所数,130,1000m2以上3000m2未満,46000,鹿児島県,2012000000,2012年
46,811,事業所数,130,1000m2以上3000m2未満,47000,沖縄県,2012000000,2012年
5786,811,事業所数,140,3000m2以上5000m2未満,00000,全国,2012000000,2012年
153,811,事業所数,140,3000m2以上5000m2未満,01000,北海道,2012000000,2012年
64,811,事業所数,140,3000m2以上5000m2未満,02000,青森県,2012000000,2012年
70,811,事業所数,140,3000m2以上5000m2未満,03000,岩手県,2012000000,2012年
79,811,事業所数,140,3000m2以上5000m2未満,04000,宮城県,2012000000,2012年
51,811,事業所数,140,3000m2以上5000m2未満,05000,秋田県,2012000000,2012年
82,811,事業所数,140,3000m2以上5000m2未満,06000,山形県,2012000000,2012年
99,811,事業所数,140,3000m2以上5000m2未満,07000,福島県,2012000000,2012年
153,811,事業所数,140,3000m2以上5000m2未満,08000,茨城県,2012000000,2012年
112,811,事業所数,140,3000m2以上5000m2未満,09000,栃木県,2012000000,2012年
172,811,事業所数,140,3000m2以上5000m2未満,10000,群馬県,2012000000,2012年
358,811,事業所数,140,3000m2以上5000m2未満,11000,埼玉県,2012000000,2012年
153,811,事業所数,140,3000m2以上5000m2未満,12000,千葉県,2012000000,2012年
181,811,事業所数,140,3000m2以上5000m2未満,13000,東京都,2012000000,2012年
282,811,事業所数,140,3000m2以上5000m2未満,14000,神奈川県,2012000000,2012年
166,811,事業所数,140,3000m2以上5000m2未満,15000,新潟県,2012000000,2012年
63,811,事業所数,140,3000m2以上5000m2未満,16000,富山県,2012000000,2012年
73,811,事業所数,140,3000m2以上5000m2未満,17000,石川県,2012000000,2012年
63,811,事業所数,140,3000m2以上5000m2未満,18000,福井県,2012000000,2012年
66,811,事業所数,140,3000m2以上5000m2未満,19000,山梨県,2012000000,2012年
170,811,事業所数,140,3000m2以上5000m2未満,20000,長野県,2012000000,2012年
159,811,事業所数,140,3000m2以上5000m2未満,21000,岐阜県,2012000000,2012年
329,811,事業所数,140,3000m2以上5000m2未満,22000,静岡県,2012000000,2012年
548,811,事業所数,140,3000m2以上5000m2未満,23000,愛知県,2012000000,2012年
107,811,事業所数,140,3000m2以上5000m2未満,24000,三重県,2012000000,2012年
64,811,事業所数,140,3000m2以上5000m2未満,25000,滋賀県,2012000000,2012年
132,811,事業所数,140,3000m2以上5000m2未満,26000,京都府,2012000000,2012年
429,811,事業所数,140,3000m2以上5000m2未満,27000,大阪府,2012000000,2012年
261,811,事業所数,140,3000m2以上5000m2未満,28000,兵庫県,2012000000,2012年
66,811,事業所数,140,3000m2以上5000m2未満,29000,奈良県,2012000000,2012年
39,811,事業所数,140,3000m2以上5000m2未満,30000,和歌山県,2012000000,2012年
40,811,事業所数,140,3000m2以上5000m2未満,31000,鳥取県,2012000000,2012年
34,811,事業所数,140,3000m2以上5000m2未満,32000,島根県,2012000000,2012年
92,811,事業所数,140,3000m2以上5000m2未満,33000,岡山県,2012000000,2012年
139,811,事業所数,140,3000m2以上5000m2未満,34000,広島県,2012000000,2012年
60,811,事業所数,140,3000m2以上5000m2未満,35000,山口県,2012000000,2012年
35,811,事業所数,140,3000m2以上5000m2未満,36000,徳島県,2012000000,2012年
55,811,事業所数,140,3000m2以上5000m2未満,37000,香川県,2012000000,2012年
80,811,事業所数,140,3000m2以上5000m2未満,38000,愛媛県,2012000000,2012年
29,811,事業所数,140,3000m2以上5000m2未満,39000,高知県,2012000000,2012年
164,811,事業所数,140,3000m2以上5000m2未満,40000,福岡県,2012000000,2012年
31,811,事業所数,140,3000m2以上5000m2未満,41000,佐賀県,2012000000,2012年
63,811,事業所数,140,3000m2以上5000m2未満,42000,長崎県,2012000000,2012年
63,811,事業所数,140,3000m2以上5000m2未満,43000,熊本県,2012000000,2012年
44,811,事業所数,140,3000m2以上5000m2未満,44000,大分県,2012000000,2012年
35,811,事業所数,140,3000m2以上5000m2未満,45000,宮崎県,2012000000,2012年
61,811,事業所数,140,3000m2以上5000m2未満,46000,鹿児島県,2012000000,2012年
17,811,事業所数,140,3000m2以上5000m2未満,47000,沖縄県,2012000000,2012年
8648,811,事業所数,150,5000m2以上1万m2未満,00000,全国,2012000000,2012年
202,811,事業所数,150,5000m2以上1万m2未満,01000,北海道,2012000000,2012年
63,811,事業所数,150,5000m2以上1万m2未満,02000,青森県,2012000000,2012年
109,811,事業所数,150,5000m2以上1万m2未満,03000,岩手県,2012000000,2012年
132,811,事業所数,150,5000m2以上1万m2未満,04000,宮城県,2012000000,2012年
102,811,事業所数,150,5000m2以上1万m2未満,05000,秋田県,2012000000,2012年
162,811,事業所数,150,5000m2以上1万m2未満,06000,山形県,2012000000,2012年
193,811,事業所数,150,5000m2以上1万m2未満,07000,福島県,2012000000,2012年
260,811,事業所数,150,5000m2以上1万m2未満,08000,茨城県,2012000000,2012年
207,811,事業所数,150,5000m2以上1万m2未満,09000,栃木県,2012000000,2012年
305,811,事業所数,150,5000m2以上1万m2未満,10000,群馬県,2012000000,2012年
506,811,事業所数,150,5000m2以上1万m2未満,11000,埼玉県,2012000000,2012年
248,811,事業所数,150,5000m2以上1万m2未満,12000,千葉県,2012000000,2012年
166,811,事業所数,150,5000m2以上1万m2未満,13000,東京都,2012000000,2012年
308,811,事業所数,150,5000m2以上1万m2未満,14000,神奈川県,2012000000,2012年
319,811,事業所数,150,5000m2以上1万m2未満,15000,新潟県,2012000000,2012年
142,811,事業所数,150,5000m2以上1万m2未満,16000,富山県,2012000000,2012年
131,811,事業所数,150,5000m2以上1万m2未満,17000,石川県,2012000000,2012年
95,811,事業所数,150,5000m2以上1万m2未満,18000,福井県,2012000000,2012年
93,811,事業所数,150,5000m2以上1万m2未満,19000,山梨県,2012000000,2012年
288,811,事業所数,150,5000m2以上1万m2未満,20000,長野県,2012000000,2012年
256,811,事業所数,150,5000m2以上1万m2未満,21000,岐阜県,2012000000,2012年
492,811,事業所数,150,5000m2以上1万m2未満,22000,静岡県,2012000000,2012年
775,811,事業所数,150,5000m2以上1万m2未満,23000,愛知県,2012000000,2012年
176,811,事業所数,150,5000m2以上1万m2未満,24000,三重県,2012000000,2012年
143,811,事業所数,150,5000m2以上1万m2未満,25000,滋賀県,2012000000,2012年
160,811,事業所数,150,5000m2以上1万m2未満,26000,京都府,2012000000,2012年
461,811,事業所数,150,5000m2以上1万m2未満,27000,大阪府,2012000000,2012年
365,811,事業所数,150,5000m2以上1万m2未満,28000,兵庫県,2012000000,2012年
92,811,事業所数,150,5000m2以上1万m2未満,29000,奈良県,2012000000,2012年
92,811,事業所数,150,5000m2以上1万m2未満,30000,和歌山県,2012000000,2012年
51,811,事業所数,150,5000m2以上1万m2未満,31000,鳥取県,2012000000,2012年
45,811,事業所数,150,5000m2以上1万m2未満,32000,島根県,2012000000,2012年
183,811,事業所数,150,5000m2以上1万m2未満,33000,岡山県,2012000000,2012年
239,811,事業所数,150,5000m2以上1万m2未満,34000,広島県,2012000000,2012年
95,811,事業所数,150,5000m2以上1万m2未満,35000,山口県,2012000000,2012年
49,811,事業所数,150,5000m2以上1万m2未満,36000,徳島県,2012000000,2012年
97,811,事業所数,150,5000m2以上1万m2未満,37000,香川県,2012000000,2012年
102,811,事業所数,150,5000m2以上1万m2未満,38000,愛媛県,2012000000,2012年
44,811,事業所数,150,5000m2以上1万m2未満,39000,高知県,2012000000,2012年
236,811,事業所数,150,5000m2以上1万m2未満,40000,福岡県,2012000000,2012年
64,811,事業所数,150,5000m2以上1万m2未満,41000,佐賀県,2012000000,2012年
63,811,事業所数,150,5000m2以上1万m2未満,42000,長崎県,2012000000,2012年
90,811,事業所数,150,5000m2以上1万m2未満,43000,熊本県,2012000000,2012年
56,811,事業所数,150,5000m2以上1万m2未満,44000,大分県,2012000000,2012年
57,811,事業所数,150,5000m2以上1万m2未満,45000,宮崎県,2012000000,2012年
109,811,事業所数,150,5000m2以上1万m2未満,46000,鹿児島県,2012000000,2012年
25,811,事業所数,150,5000m2以上1万m2未満,47000,沖縄県,2012000000,2012年
11140,811,事業所数,160,1万m2以上3万m2未満,00000,全国,2012000000,2012年
296,811,事業所数,160,1万m2以上3万m2未満,01000,北海道,2012000000,2012年
104,811,事業所数,160,1万m2以上3万m2未満,02000,青森県,2012000000,2012年
175,811,事業所数,160,1万m2以上3万m2未満,03000,岩手県,2012000000,2012年
136,811,事業所数,160,1万m2以上3万m2未満,04000,宮城県,2012000000,2012年
128,811,事業所数,160,1万m2以上3万m2未満,05000,秋田県,2012000000,2012年
233,811,事業所数,160,1万m2以上3万m2未満,06000,山形県,2012000000,2012年
298,811,事業所数,160,1万m2以上3万m2未満,07000,福島県,2012000000,2012年
403,811,事業所数,160,1万m2以上3万m2未満,08000,茨城県,2012000000,2012年
326,811,事業所数,160,1万m2以上3万m2未満,09000,栃木県,2012000000,2012年
324,811,事業所数,160,1万m2以上3万m2未満,10000,群馬県,2012000000,2012年
531,811,事業所数,160,1万m2以上3万m2未満,11000,埼玉県,2012000000,2012年
361,811,事業所数,160,1万m2以上3万m2未満,12000,千葉県,2012000000,2012年
137,811,事業所数,160,1万m2以上3万m2未満,13000,東京都,2012000000,2012年
329,811,事業所数,160,1万m2以上3万m2未満,14000,神奈川県,2012000000,2012年
381,811,事業所数,160,1万m2以上3万m2未満,15000,新潟県,2012000000,2012年
274,811,事業所数,160,1万m2以上3万m2未満,16000,富山県,2012000000,2012年
168,811,事業所数,160,1万m2以上3万m2未満,17000,石川県,2012000000,2012年
138,811,事業所数,160,1万m2以上3万m2未満,18000,福井県,2012000000,2012年
116,811,事業所数,160,1万m2以上3万m2未満,19000,山梨県,2012000000,2012年
372,811,事業所数,160,1万m2以上3万m2未満,20000,長野県,2012000000,2012年
397,811,事業所数,160,1万m2以上3万m2未満,21000,岐阜県,2012000000,2012年
565,811,事業所数,160,1万m2以上3万m2未満,22000,静岡県,2012000000,2012年
817,811,事業所数,160,1万m2以上3万m2未満,23000,愛知県,2012000000,2012年
290,811,事業所数,160,1万m2以上3万m2未満,24000,三重県,2012000000,2012年
233,811,事業所数,160,1万m2以上3万m2未満,25000,滋賀県,2012000000,2012年
126,811,事業所数,160,1万m2以上3万m2未満,26000,京都府,2012000000,2012年
365,811,事業所数,160,1万m2以上3万m2未満,27000,大阪府,2012000000,2012年
542,811,事業所数,160,1万m2以上3万m2未満,28000,兵庫県,2012000000,2012年
102,811,事業所数,160,1万m2以上3万m2未満,29000,奈良県,2012000000,2012年
107,811,事業所数,160,1万m2以上3万m2未満,30000,和歌山県,2012000000,2012年
75,811,事業所数,160,1万m2以上3万m2未満,31000,鳥取県,2012000000,2012年
79,811,事業所数,160,1万m2以上3万m2未満,32000,島根県,2012000000,2012年
277,811,事業所数,160,1万m2以上3万m2未満,33000,岡山県,2012000000,2012年
304,811,事業所数,160,1万m2以上3万m2未満,34000,広島県,2012000000,2012年
150,811,事業所数,160,1万m2以上3万m2未満,35000,山口県,2012000000,2012年
66,811,事業所数,160,1万m2以上3万m2未満,36000,徳島県,2012000000,2012年
141,811,事業所数,160,1万m2以上3万m2未満,37000,香川県,2012000000,2012年
141,811,事業所数,160,1万m2以上3万m2未満,38000,愛媛県,2012000000,2012年
46,811,事業所数,160,1万m2以上3万m2未満,39000,高知県,2012000000,2012年
370,811,事業所数,160,1万m2以上3万m2未満,40000,福岡県,2012000000,2012年
118,811,事業所数,160,1万m2以上3万m2未満,41000,佐賀県,2012000000,2012年
85,811,事業所数,160,1万m2以上3万m2未満,42000,長崎県,2012000000,2012年
146,811,事業所数,160,1万m2以上3万m2未満,43000,熊本県,2012000000,2012年
107,811,事業所数,160,1万m2以上3万m2未満,44000,大分県,2012000000,2012年
103,811,事業所数,160,1万m2以上3万m2未満,45000,宮崎県,2012000000,2012年
126,811,事業所数,160,1万m2以上3万m2未満,46000,鹿児島県,2012000000,2012年
32,811,事業所数,160,1万m2以上3万m2未満,47000,沖縄県,2012000000,2012年
6086,811,事業所数,170,3万m2以上10万m2未満,00000,全国,2012000000,2012年
196,811,事業所数,170,3万m2以上10万m2未満,01000,北海道,2012000000,2012年
54,811,事業所数,170,3万m2以上10万m2未満,02000,青森県,2012000000,2012年
99,811,事業所数,170,3万m2以上10万m2未満,03000,岩手県,2012000000,2012年
114,811,事業所数,170,3万m2以上10万m2未満,04000,宮城県,2012000000,2012年
75,811,事業所数,170,3万m2以上10万m2未満,05000,秋田県,2012000000,2012年
103,811,事業所数,170,3万m2以上10万m2未満,06000,山形県,2012000000,2012年
207,811,事業所数,170,3万m2以上10万m2未満,07000,福島県,2012000000,2012年
296,811,事業所数,170,3万m2以上10万m2未満,08000,茨城県,2012000000,2012年
210,811,事業所数,170,3万m2以上10万m2未満,09000,栃木県,2012000000,2012年
186,811,事業所数,170,3万m2以上10万m2未満,10000,群馬県,2012000000,2012年
221,811,事業所数,170,3万m2以上10万m2未満,11000,埼玉県,2012000000,2012年
213,811,事業所数,170,3万m2以上10万m2未満,12000,千葉県,2012000000,2012年
58,811,事業所数,170,3万m2以上10万m2未満,13000,東京都,2012000000,2012年
181,811,事業所数,170,3万m2以上10万m2未満,14000,神奈川県,2012000000,2012年
169,811,事業所数,170,3万m2以上10万m2未満,15000,新潟県,2012000000,2012年
117,811,事業所数,170,3万m2以上10万m2未満,16000,富山県,2012000000,2012年
92,811,事業所数,170,3万m2以上10万m2未満,17000,石川県,2012000000,2012年
69,811,事業所数,170,3万m2以上10万m2未満,18000,福井県,2012000000,2012年
63,811,事業所数,170,3万m2以上10万m2未満,19000,山梨県,2012000000,2012年
155,811,事業所数,170,3万m2以上10万m2未満,20000,長野県,2012000000,2012年
186,811,事業所数,170,3万m2以上10万m2未満,21000,岐阜県,2012000000,2012年
300,811,事業所数,170,3万m2以上10万m2未満,22000,静岡県,2012000000,2012年
413,811,事業所数,170,3万m2以上10万m2未満,23000,愛知県,2012000000,2012年
173,811,事業所数,170,3万m2以上10万m2未満,24000,三重県,2012000000,2012年
