value,tab,tab_label,cat01,cat01_label,area,area_label,time,time_label
6043300,003,事業所数,000,A～S全産業,00000,全国,2009000000,2009年
258041,003,事業所数,000,A～S全産業,01000,北海道,2009000000,2009年
68415,003,事業所数,000,A～S全産業,02000,青森県,2009000000,2009年
67230,003,事業所数,000,A～S全産業,03000,岩手県,2009000000,2009年
110209,003,事業所数,000,A～S全産業,04000,宮城県,2009000000,2009年
58108,003,事業所数,000,A～S全産業,05000,秋田県,2009000000,2009年
64257,003,事業所数,000,A～S全産業,06000,山形県,2009000000,2009年
102063,003,事業所数,000,A～S全産業,07000,福島県,2009000000,2009年
131129,003,事業所数,000,A～S全産業,08000,茨城県,2009000000,2009年
98483,003,事業所数,000,A～S全産業,09000,栃木県,2009000000,2009年
104556,003,事業所数,000,A～S全産業,10000,群馬県,2009000000,2009年
267630,003,事業所数,000,A～S全産業,11000,埼玉県,2009000000,2009年
208091,003,事業所数,000,A～S全産業,12000,千葉県,2009000000,2009年
694212,003,事業所数,000,A～S全産業,13000,東京都,2009000000,2009年
315002,003,事業所数,000,A～S全産業,14000,神奈川県,2009000000,2009年
129572,003,事業所数,000,A～S全産業,15000,新潟県,2009000000,2009年
59981,003,事業所数,000,A～S全産業,16000,富山県,2009000000,2009年
68035,003,事業所数,000,A～S全産業,17000,石川県,2009000000,2009年
48087,003,事業所数,000,A～S全産業,18000,福井県,2009000000,2009年
49611,003,事業所数,000,A～S全産業,19000,山梨県,2009000000,2009年
122192,003,事業所数,000,A～S全産業,20000,長野県,2009000000,2009年
113062,003,事業所数,000,A～S全産業,21000,岐阜県,2009000000,2009年
194589,003,事業所数,000,A～S全産業,22000,静岡県,2009000000,2009年
344523,003,事業所数,000,A～S全産業,23000,愛知県,2009000000,2009年
88392,003,事業所数,000,A～S全産業,24000,三重県,2009000000,2009年
60746,003,事業所数,000,A～S全産業,25000,滋賀県,2009000000,2009年
131275,003,事業所数,000,A～S全産業,26000,京都府,2009000000,2009年
449766,003,事業所数,000,A～S全産業,27000,大阪府,2009000000,2009年
242915,003,事業所数,000,A～S全産業,28000,兵庫県,2009000000,2009年
52342,003,事業所数,000,A～S全産業,29000,奈良県,2009000000,2009年
55003,003,事業所数,000,A～S全産業,30000,和歌山県,2009000000,2009年
29344,003,事業所数,000,A～S全産業,31000,鳥取県,2009000000,2009年
40856,003,事業所数,000,A～S全産業,32000,島根県,2009000000,2009年
89407,003,事業所数,000,A～S全産業,33000,岡山県,2009000000,2009年
142589,003,事業所数,000,A～S全産業,34000,広島県,2009000000,2009年
70889,003,事業所数,000,A～S全産業,35000,山口県,2009000000,2009年
42113,003,事業所数,000,A～S全産業,36000,徳島県,2009000000,2009年
53880,003,事業所数,000,A～S全産業,37000,香川県,2009000000,2009年
