value,tab,tab_label,cat01,cat01_label,time,time_label
5669,831,事業所数（事業内容等不詳を含む）,08221,ひたちなか市,2012000000,2012年
2479,831,事業所数（事業内容等不詳を含む）,08222,鹿嶋市,2012000000,2012年
1320,831,事業所数（事業内容等不詳を含む）,08223,潮来市,2012000000,2012年
2131,831,事業所数（事業内容等不詳を含む）,08224,守谷市,2012000000,2012年
1999,831,事業所数（事業内容等不詳を含む）,08225,常陸大宮市,2012000000,2012年
1953,831,事業所数（事業内容等不詳を含む）,08226,那珂市,2012000000,2012年
4883,831,事業所数（事業内容等不詳を含む）,08227,筑西市,2012000000,2012年
2789,831,事業所数（事業内容等不詳を含む）,08228,坂東市,2012000000,2012年
1813,831,事業所数（事業内容等不詳を含む）,08229,稲敷市,2012000000,2012年
1548,831,事業所数（事業内容等不詳を含む）,08230,かすみがうら市,2012000000,2012年
2212,831,事業所数（事業内容等不詳を含む）,08231,桜川市,2012000000,2012年
4422,831,事業所数（事業内容等不詳を含む）,08232,神栖市,2012000000,2012年
1676,831,事業所数（事業内容等不詳を含む）,08233,行方市,2012000000,2012年
1783,831,事業所数（事業内容等不詳を含む）,08234,鉾田市,2012000000,2012年
1419,831,事業所数（事業内容等不詳を含む）,08235,つくばみらい市,2012000000,2012年
1878,831,事業所数（事業内容等不詳を含む）,08236,小美玉市,2012000000,2012年
3082,831,事業所数（事業内容等不詳を含む）,08300,東茨城郡,2012000000,2012年
1282,831,事業所数（事業内容等不詳を含む）,08302,茨城町,2012000000,2012年
1069,831,事業所数（事業内容等不詳を含む）,08309,大洗町,2012000000,2012年
731,831,事業所数（事業内容等不詳を含む）,08310,城里町,2012000000,2012年
1222,831,事業所数（事業内容等不詳を含む）,08340,那珂郡,2012000000,2012年
1222,831,事業所数（事業内容等不詳を含む）,08341,東海村,2012000000,2012年
1073,831,事業所数（事業内容等不詳を含む）,08360,久慈郡,2012000000,2012年
1073,831,事業所数（事業内容等不詳を含む）,08364,大子町,2012000000,2012年
2622,831,事業所数（事業内容等不詳を含む）,08440,稲敷郡,2012000000,2012年
681,831,事業所数（事業内容等不詳を含む）,08442,美浦村,2012000000,2012年
1586,831,事業所数（事業内容等不詳を含む）,08443,阿見町,2012000000,2012年
355,831,事業所数（事業内容等不詳を含む）,08447,河内町,2012000000,2012年
1033,831,事業所数（事業内容等不詳を含む）,08520,結城郡,2012000000,2012年
1033,831,事業所数（事業内容等不詳を含む）,08521,八千代町,2012000000,2012年
1893,831,事業所数（事業内容等不詳を含む）,08540,猿島郡,2012000000,2012年
468,831,事業所数（事業内容等不詳を含む）,08542,五霞町,2012000000,2012年
1425,831,事業所数（事業内容等不詳を含む）,08546,境町,2012000000,2012年
450,831,事業所数（事業内容等不詳を含む）,08560,北相馬郡,2012000000,2012年
450,831,事業所数（事業内容等不詳を含む）,08564,利根町,2012000000,2012年
92263,831,事業所数（事業内容等不詳を含む）,09000,栃木県,2012000000,2012年
23489,831,事業所数（事業内容等不詳を含む）,09201,宇都宮市,2012000000,2012年
8280,831,事業所数（事業内容等不詳を含む）,09202,足利市,2012000000,2012年
6778,831,事業所数（事業内容等不詳を含む）,09203,栃木市,2012000000,2012年
6743,831,事業所数（事業内容等不詳を含む）,09204,佐野市,2012000000,2012年
4960,831,事業所数（事業内容等不詳を含む）,09205,鹿沼市,2012000000,2012年
4679,831,事業所数（事業内容等不詳を含む）,09206,日光市,2012000000,2012年
7173,831,事業所数（事業内容等不詳を含む）,09208,小山市,2012000000,2012年
3511,831,事業所数（事業内容等不詳を含む）,09209,真岡市,2012000000,2012年
3327,831,事業所数（事業内容等不詳を含む）,09210,大田原市,2012000000,2012年
1452,831,事業所数（事業内容等不詳を含む）,09211,矢板市,2012000000,2012年
5553,831,事業所数（事業内容等不詳を含む）,09213,那須塩原市,2012000000,2012年
1592,831,事業所数（事業内容等不詳を含む）,09214,さくら市,2012000000,2012年
1385,831,事業所数（事業内容等不詳を含む）,09215,那須烏山市,2012000000,2012年
2150,831,事業所数（事業内容等不詳を含む）,09216,下野市,2012000000,2012年
1148,831,事業所数（事業内容等不詳を含む）,09300,河内郡,2012000000,2012年
1148,831,事業所数（事業内容等不詳を含む）,09301,上三川町,2012000000,2012年
2882,831,事業所数（事業内容等不詳を含む）,09340,芳賀郡,2012000000,2012年
1108,831,事業所数（事業内容等不詳を含む）,09342,益子町,2012000000,2012年
646,831,事業所数（事業内容等不詳を含む）,09343,茂木町,2012000000,2012年
451,831,事業所数（事業内容等不詳を含む）,09344,市貝町,2012000000,2012年
677,831,事業所数（事業内容等不詳を含む）,09345,芳賀町,2012000000,2012年
3321,831,事業所数（事業内容等不詳を含む）,09360,下都賀郡,2012000000,2012年
1671,831,事業所数（事業内容等不詳を含む）,09361,壬生町,2012000000,2012年
760,831,事業所数（事業内容等不詳を含む）,09364,野木町,2012000000,2012年
890,831,事業所数（事業内容等不詳を含む）,09367,岩舟町,2012000000,2012年
1450,831,事業所数（事業内容等不詳を含む）,09380,塩谷郡,2012000000,2012年
493,831,事業所数（事業内容等不詳を含む）,09384,塩谷町,2012000000,2012年
957,831,事業所数（事業内容等不詳を含む）,09386,高根沢町,2012000000,2012年
2390,831,事業所数（事業内容等不詳を含む）,09400,那須郡,2012000000,2012年
1542,831,事業所数（事業内容等不詳を含む）,09407,那須町,2012000000,2012年
848,831,事業所数（事業内容等不詳を含む）,09411,那珂川町,2012000000,2012年
96546,831,事業所数（事業内容等不詳を含む）,10000,群馬県,2012000000,2012年
17017,831,事業所数（事業内容等不詳を含む）,10201,前橋市,2012000000,2012年
17809,831,事業所数（事業内容等不詳を含む）,10202,高崎市,2012000000,2012年
6538,831,事業所数（事業内容等不詳を含む）,10203,桐生市,2012000000,2012年
9127,831,事業所数（事業内容等不詳を含む）,10204,伊勢崎市,2012000000,2012年
10626,831,事業所数（事業内容等不詳を含む）,10205,太田市,2012000000,2012年
2826,831,事業所数（事業内容等不詳を含む）,10206,沼田市,2012000000,2012年
3816,831,事業所数（事業内容等不詳を含む）,10207,館林市,2012000000,2012年
4201,831,事業所数（事業内容等不詳を含む）,10208,渋川市,2012000000,2012年
3016,831,事業所数（事業内容等不詳を含む）,10209,藤岡市,2012000000,2012年
2909,831,事業所数（事業内容等不詳を含む）,10210,富岡市,2012000000,2012年
2376,831,事業所数（事業内容等不詳を含む）,10211,安中市,2012000000,2012年
2483,831,事業所数（事業内容等不詳を含む）,10212,みどり市,2012000000,2012年
1102,831,事業所数（事業内容等不詳を含む）,10340,北群馬郡,2012000000,2012年
424,831,事業所数（事業内容等不詳を含む）,10344,榛東村,2012000000,2012年
678,831,事業所数（事業内容等不詳を含む）,10345,吉岡町,2012000000,2012年
326,831,事業所数（事業内容等不詳を含む）,10360,多野郡,2012000000,2012年
104,831,事業所数（事業内容等不詳を含む）,10366,上野村,2012000000,2012年
222,831,事業所数（事業内容等不詳を含む）,10367,神流町,2012000000,2012年
1397,831,事業所数（事業内容等不詳を含む）,10380,甘楽郡,2012000000,2012年
557,831,事業所数（事業内容等不詳を含む）,10382,下仁田町,2012000000,2012年
123,831,事業所数（事業内容等不詳を含む）,10383,南牧村,2012000000,2012年
717,831,事業所数（事業内容等不詳を含む）,10384,甘楽町,2012000000,2012年
3633,831,事業所数（事業内容等不詳を含む）,10420,吾妻郡,2012000000,2012年
1045,831,事業所数（事業内容等不詳を含む）,10421,中之条町,2012000000,2012年
437,831,事業所数（事業内容等不詳を含む）,10424,長野原町,2012000000,2012年
604,831,事業所数（事業内容等不詳を含む）,10425,嬬恋村,2012000000,2012年
701,831,事業所数（事業内容等不詳を含む）,10426,草津町,2012000000,2012年
128,831,事業所数（事業内容等不詳を含む）,10428,高山村,2012000000,2012年
718,831,事業所数（事業内容等不詳を含む）,10429,東吾妻町,2012000000,2012年
2011,831,事業所数（事業内容等不詳を含む）,10440,利根郡,2012000000,2012年
433,831,事業所数（事業内容等不詳を含む）,10443,片品村,2012000000,2012年
135,831,事業所数（事業内容等不詳を含む）,10444,川場村,2012000000,2012年
233,831,事業所数（事業内容等不詳を含む）,10448,昭和村,2012000000,2012年
1210,831,事業所数（事業内容等不詳を含む）,10449,みなかみ町,2012000000,2012年
1208,831,事業所数（事業内容等不詳を含む）,10460,佐波郡,2012000000,2012年
1208,831,事業所数（事業内容等不詳を含む）,10464,玉村町,2012000000,2012年
4125,831,事業所数（事業内容等不詳を含む）,10520,邑楽郡,2012000000,2012年
630,831,事業所数（事業内容等不詳を含む）,10521,板倉町,2012000000,2012年
416,831,事業所数（事業内容等不詳を含む）,10522,明和町,2012000000,2012年
519,831,事業所数（事業内容等不詳を含む）,10523,千代田町,2012000000,2012年
1567,831,事業所数（事業内容等不詳を含む）,10524,大泉町,2012000000,2012年
993,831,事業所数（事業内容等不詳を含む）,10525,邑楽町,2012000000,2012年
258199,831,事業所数（事業内容等不詳を含む）,11000,埼玉県,2012000000,2012年
43801,831,事業所数（事業内容等不詳を含む）,11100,さいたま市,2012000000,2012年
2265,831,事業所数（事業内容等不詳を含む）,11101,西区,2012000000,2012年
4943,831,事業所数（事業内容等不詳を含む）,11102,北区,2012000000,2012年
7551,831,事業所数（事業内容等不詳を含む）,11103,大宮区,2012000000,2012年
4326,831,事業所数（事業内容等不詳を含む）,11104,見沼区,2012000000,2012年
3335,831,事業所数（事業内容等不詳を含む）,11105,中央区,2012000000,2012年
2571,831,事業所数（事業内容等不詳を含む）,11106,桜区,2012000000,2012年
6333,831,事業所数（事業内容等不詳を含む）,11107,浦和区,2012000000,2012年
4848,831,事業所数（事業内容等不詳を含む）,11108,南区,2012000000,2012年
3024,831,事業所数（事業内容等不詳を含む）,11109,緑区,2012000000,2012年
4605,831,事業所数（事業内容等不詳を含む）,11110,岩槻区,2012000000,2012年
11337,831,事業所数（事業内容等不詳を含む）,11201,川越市,2012000000,2012年
8930,831,事業所数（事業内容等不詳を含む）,11202,熊谷市,2012000000,2012年
23532,831,事業所数（事業内容等不詳を含む）,11203,川口市,2012000000,2012年
3611,831,事業所数（事業内容等不詳を含む）,11206,行田市,2012000000,2012年
3589,831,事業所数（事業内容等不詳を含む）,11207,秩父市,2012000000,2012年
10342,831,事業所数（事業内容等不詳を含む）,11208,所沢市,2012000000,2012年
3163,831,事業所数（事業内容等不詳を含む）,11209,飯能市,2012000000,2012年
4445,831,事業所数（事業内容等不詳を含む）,11210,加須市,2012000000,2012年
3702,831,事業所数（事業内容等不詳を含む）,11211,本庄市,2012000000,2012年
3627,831,事業所数（事業内容等不詳を含む）,11212,東松山市,2012000000,2012年
7937,831,事業所数（事業内容等不詳を含む）,11214,春日部市,2012000000,2012年
4946,831,事業所数（事業内容等不詳を含む）,11215,狭山市,2012000000,2012年
2306,831,事業所数（事業内容等不詳を含む）,11216,羽生市,2012000000,2012年
3781,831,事業所数（事業内容等不詳を含む）,11217,鴻巣市,2012000000,2012年
5689,831,事業所数（事業内容等不詳を含む）,11218,深谷市,2012000000,2012年
6539,831,事業所数（事業内容等不詳を含む）,11219,上尾市,2012000000,2012年
8007,831,事業所数（事業内容等不詳を含む）,11221,草加市,2012000000,2012年
11902,831,事業所数（事業内容等不詳を含む）,11222,越谷市,2012000000,2012年
2914,831,事業所数（事業内容等不詳を含む）,11223,蕨市,2012000000,2012年
5580,831,事業所数（事業内容等不詳を含む）,11224,戸田市,2012000000,2012年
5092,831,事業所数（事業内容等不詳を含む）,11225,入間市,2012000000,2012年
3808,831,事業所数（事業内容等不詳を含む）,11227,朝霞市,2012000000,2012年
2168,831,事業所数（事業内容等不詳を含む）,11228,志木市,2012000000,2012年
1861,831,事業所数（事業内容等不詳を含む）,11229,和光市,2012000000,2012年
5191,831,事業所数（事業内容等不詳を含む）,11230,新座市,2012000000,2012年
2440,831,事業所数（事業内容等不詳を含む）,11231,桶川市,2012000000,2012年
5311,831,事業所数（事業内容等不詳を含む）,11232,久喜市,2012000000,2012年
1990,831,事業所数（事業内容等不詳を含む）,11233,北本市,2012000000,2012年
4641,831,事業所数（事業内容等不詳を含む）,11234,八潮市,2012000000,2012年
2909,831,事業所数（事業内容等不詳を含む）,11235,富士見市,2012000000,2012年
5783,831,事業所数（事業内容等不詳を含む）,11237,三郷市,2012000000,2012年
1705,831,事業所数（事業内容等不詳を含む）,11238,蓮田市,2012000000,2012年
3152,831,事業所数（事業内容等不詳を含む）,11239,坂戸市,2012000000,2012年
2266,831,事業所数（事業内容等不詳を含む）,11240,幸手市,2012000000,2012年
2254,831,事業所数（事業内容等不詳を含む）,11241,鶴ヶ島市,2012000000,2012年
1921,831,事業所数（事業内容等不詳を含む）,11242,日高市,2012000000,2012年
2136,831,事業所数（事業内容等不詳を含む）,11243,吉川市,2012000000,2012年
3139,831,事業所数（事業内容等不詳を含む）,11245,ふじみ野市,2012000000,2012年
1395,831,事業所数（事業内容等不詳を含む）,11300,北足立郡,2012000000,2012年
1395,831,事業所数（事業内容等不詳を含む）,11301,伊奈町,2012000000,2012年
3319,831,事業所数（事業内容等不詳を含む）,11320,入間郡,2012000000,2012年
1633,831,事業所数（事業内容等不詳を含む）,11324,三芳町,2012000000,2012年
1186,831,事業所数（事業内容等不詳を含む）,11326,毛呂山町,2012000000,2012年
500,831,事業所数（事業内容等不詳を含む）,11327,越生町,2012000000,2012年
5368,831,事業所数（事業内容等不詳を含む）,11340,比企郡,2012000000,2012年
541,831,事業所数（事業内容等不詳を含む）,11341,滑川町,2012000000,2012年
819,831,事業所数（事業内容等不詳を含む）,11342,嵐山町,2012000000,2012年
1350,831,事業所数（事業内容等不詳を含む）,11343,小川町,2012000000,2012年
923,831,事業所数（事業内容等不詳を含む）,11346,川島町,2012000000,2012年
698,831,事業所数（事業内容等不詳を含む）,11347,吉見町,2012000000,2012年
449,831,事業所数（事業内容等不詳を含む）,11348,鳩山町,2012000000,2012年
588,831,事業所数（事業内容等不詳を含む）,11349,ときがわ町,2012000000,2012年
2221,831,事業所数（事業内容等不詳を含む）,11360,秩父郡,2012000000,2012年
355,831,事業所数（事業内容等不詳を含む）,11361,横瀬町,2012000000,2012年
599,831,事業所数（事業内容等不詳を含む）,11362,皆野町,2012000000,2012年
439,831,事業所数（事業内容等不詳を含む）,11363,長瀞町,2012000000,2012年
680,831,事業所数（事業内容等不詳を含む）,11365,小鹿野町,2012000000,2012年
148,831,事業所数（事業内容等不詳を含む）,11369,東秩父村,2012000000,2012年
1992,831,事業所数（事業内容等不詳を含む）,11380,児玉郡,2012000000,2012年
452,831,事業所数（事業内容等不詳を含む）,11381,美里町,2012000000,2012年
499,831,事業所数（事業内容等不詳を含む）,11383,神川町,2012000000,2012年
1041,831,事業所数（事業内容等不詳を含む）,11385,上里町,2012000000,2012年
1292,831,事業所数（事業内容等不詳を含む）,11400,大里郡,2012000000,2012年
1292,831,事業所数（事業内容等不詳を含む）,11408,寄居町,2012000000,2012年
2516,831,事業所数（事業内容等不詳を含む）,11440,南埼玉郡,2012000000,2012年
1093,831,事業所数（事業内容等不詳を含む）,11442,宮代町,2012000000,2012年
1423,831,事業所数（事業内容等不詳を含む）,11445,白岡町,2012000000,2012年
2649,831,事業所数（事業内容等不詳を含む）,11460,北葛飾郡,2012000000,2012年
1520,831,事業所数（事業内容等不詳を含む）,11464,杉戸町,2012000000,2012年
1129,831,事業所数（事業内容等不詳を含む）,11465,松伏町,2012000000,2012年
200702,831,事業所数（事業内容等不詳を含む）,12000,千葉県,2012000000,2012年
30765,831,事業所数（事業内容等不詳を含む）,12100,千葉市,2012000000,2012年
11696,831,事業所数（事業内容等不詳を含む）,12101,中央区,2012000000,2012年
4565,831,事業所数（事業内容等不詳を含む）,12102,花見川区,2012000000,2012年
4272,831,事業所数（事業内容等不詳を含む）,12103,稲毛区,2012000000,2012年
4258,831,事業所数（事業内容等不詳を含む）,12104,若葉区,2012000000,2012年
2713,831,事業所数（事業内容等不詳を含む）,12105,緑区,2012000000,2012年
3261,831,事業所数（事業内容等不詳を含む）,12106,美浜区,2012000000,2012年
4209,831,事業所数（事業内容等不詳を含む）,12202,銚子市,2012000000,2012年
12796,831,事業所数（事業内容等不詳を含む）,12203,市川市,2012000000,2012年
16639,831,事業所数（事業内容等不詳を含む）,12204,船橋市,2012000000,2012年
3030,831,事業所数（事業内容等不詳を含む）,12205,館山市,2012000000,2012年
5054,831,事業所数（事業内容等不詳を含む）,12206,木更津市,2012000000,2012年
13973,831,事業所数（事業内容等不詳を含む）,12207,松戸市,2012000000,2012年
5043,831,事業所数（事業内容等不詳を含む）,12208,野田市,2012000000,2012年
3528,831,事業所数（事業内容等不詳を含む）,12210,茂原市,2012000000,2012年
5529,831,事業所数（事業内容等不詳を含む）,12211,成田市,2012000000,2012年
4609,831,事業所数（事業内容等不詳を含む）,12212,佐倉市,2012000000,2012年
2383,831,事業所数（事業内容等不詳を含む）,12213,東金市,2012000000,2012年
3344,831,事業所数（事業内容等不詳を含む）,12215,旭市,2012000000,2012年
4267,831,事業所数（事業内容等不詳を含む）,12216,習志野市,2012000000,2012年
12550,831,事業所数（事業内容等不詳を含む）,12217,柏市,2012000000,2012年
1262,831,事業所数（事業内容等不詳を含む）,12218,勝浦市,2012000000,2012年
9099,831,事業所数（事業内容等不詳を含む）,12219,市原市,2012000000,2012年
3990,831,事業所数（事業内容等不詳を含む）,12220,流山市,2012000000,2012年
5457,831,事業所数（事業内容等不詳を含む）,12221,八千代市,2012000000,2012年
3295,831,事業所数（事業内容等不詳を含む）,12222,我孫子市,2012000000,2012年
2085,831,事業所数（事業内容等不詳を含む）,12223,鴨川市,2012000000,2012年
3169,831,事業所数（事業内容等不詳を含む）,12224,鎌ケ谷市,2012000000,2012年
3461,831,事業所数（事業内容等不詳を含む）,12225,君津市,2012000000,2012年
2068,831,事業所数（事業内容等不詳を含む）,12226,富津市,2012000000,2012年
4601,831,事業所数（事業内容等不詳を含む）,12227,浦安市,2012000000,2012年
2534,831,事業所数（事業内容等不詳を含む）,12228,四街道市,2012000000,2012年
1997,831,事業所数（事業内容等不詳を含む）,12229,袖ケ浦市,2012000000,2012年
2576,831,事業所数（事業内容等不詳を含む）,12230,八街市,2012000000,2012年
2337,831,事業所数（事業内容等不詳を含む）,12231,印西市,2012000000,2012年
1613,831,事業所数（事業内容等不詳を含む）,12232,白井市,2012000000,2012年
1697,831,事業所数（事業内容等不詳を含む）,12233,富里市,2012000000,2012年
2299,831,事業所数（事業内容等不詳を含む）,12234,南房総市,2012000000,2012年
1833,831,事業所数（事業内容等不詳を含む）,12235,匝瑳市,2012000000,2012年
3785,831,事業所数（事業内容等不詳を含む）,12236,香取市,2012000000,2012年
1911,831,事業所数（事業内容等不詳を含む）,12237,山武市,2012000000,2012年
1803,831,事業所数（事業内容等不詳を含む）,12238,いすみ市,2012000000,2012年
1120,831,事業所数（事業内容等不詳を含む）,12320,印旛郡,2012000000,2012年
603,831,事業所数（事業内容等不詳を含む）,12322,酒々井町,2012000000,2012年
517,831,事業所数（事業内容等不詳を含む）,12329,栄町,2012000000,2012年
1676,831,事業所数（事業内容等不詳を含む）,12340,香取郡,2012000000,2012年
244,831,事業所数（事業内容等不詳を含む）,12342,神崎町,2012000000,2012年
839,831,事業所数（事業内容等不詳を含む）,12347,多古町,2012000000,2012年
593,831,事業所数（事業内容等不詳を含む）,12349,東庄町,2012000000,2012年
3612,831,事業所数（事業内容等不詳を含む）,12400,山武郡,2012000000,2012年
1334,831,事業所数（事業内容等不詳を含む）,12402,大網白里町,2012000000,2012年
762,831,事業所数（事業内容等不詳を含む）,12403,九十九里町,2012000000,2012年
460,831,事業所数（事業内容等不詳を含む）,12409,芝山町,2012000000,2012年
1056,831,事業所数（事業内容等不詳を含む）,12410,横芝光町,2012000000,2012年
2309,831,事業所数（事業内容等不詳を含む）,12420,長生郡,2012000000,2012年
528,831,事業所数（事業内容等不詳を含む）,12421,一宮町,2012000000,2012年
225,831,事業所数（事業内容等不詳を含む）,12422,睦沢町,2012000000,2012年
460,831,事業所数（事業内容等不詳を含む）,12423,長生村,2012000000,2012年
469,831,事業所数（事業内容等不詳を含む）,12424,白子町,2012000000,2012年
286,831,事業所数（事業内容等不詳を含む）,12426,長柄町,2012000000,2012年
341,831,事業所数（事業内容等不詳を含む）,12427,長南町,2012000000,2012年
975,831,事業所数（事業内容等不詳を含む）,12440,夷隅郡,2012000000,2012年
554,831,事業所数（事業内容等不詳を含む）,12441,大多喜町,2012000000,2012年
421,831,事業所数（事業内容等不詳を含む）,12443,御宿町,2012000000,2012年
419,831,事業所数（事業内容等不詳を含む）,12460,安房郡,2012000000,2012年
419,831,事業所数（事業内容等不詳を含む）,12463,鋸南町,2012000000,2012年
701848,831,事業所数（事業内容等不詳を含む）,13000,東京都,2012000000,2012年
563665,831,事業所数（事業内容等不詳を含む）,13100,特別区部,2012000000,2012年
36875,831,事業所数（事業内容等不詳を含む）,13101,千代田区,2012000000,2012年
43027,831,事業所数（事業内容等不詳を含む）,13102,中央区,2012000000,2012年
43765,831,事業所数（事業内容等不詳を含む）,13103,港区,2012000000,2012年
38242,831,事業所数（事業内容等不詳を含む）,13104,新宿区,2012000000,2012年
15307,831,事業所数（事業内容等不詳を含む）,13105,文京区,2012000000,2012年
25677,831,事業所数（事業内容等不詳を含む）,13106,台東区,2012000000,2012年
18074,831,事業所数（事業内容等不詳を含む）,13107,墨田区,2012000000,2012年
19890,831,事業所数（事業内容等不詳を含む）,13108,江東区,2012000000,2012年
22170,831,事業所数（事業内容等不詳を含む）,13109,品川区,2012000000,2012年
12650,831,事業所数（事業内容等不詳を含む）,13110,目黒区,2012000000,2012年
32364,831,事業所数（事業内容等不詳を含む）,13111,大田区,2012000000,2012年
31641,831,事業所数（事業内容等不詳を含む）,13112,世田谷区,2012000000,2012年
29018,831,事業所数（事業内容等不詳を含む）,13113,渋谷区,2012000000,2012年
14281,831,事業所数（事業内容等不詳を含む）,13114,中野区,2012000000,2012年
21864,831,事業所数（事業内容等不詳を含む）,13115,杉並区,2012000000,2012年
21396,831,事業所数（事業内容等不詳を含む）,13116,豊島区,2012000000,2012年
14471,831,事業所数（事業内容等不詳を含む）,13117,北区,2012000000,2012年
10513,831,事業所数（事業内容等不詳を含む）,13118,荒川区,2012000000,2012年
20193,831,事業所数（事業内容等不詳を含む）,13119,板橋区,2012000000,2012年
22683,831,事業所数（事業内容等不詳を含む）,13120,練馬区,2012000000,2012年
27385,831,事業所数（事業内容等不詳を含む）,13121,足立区,2012000000,2012年
18808,831,事業所数（事業内容等不詳を含む）,13122,葛飾区,2012000000,2012年
22811,831,事業所数（事業内容等不詳を含む）,13123,江戸川区,2012000000,2012年
560,831,事業所数（事業内容等不詳を含む）,13199,境界未定地域,2012000000,2012年
19603,831,事業所数（事業内容等不詳を含む）,13201,八王子市,2012000000,2012年
8435,831,事業所数（事業内容等不詳を含む）,13202,立川市,2012000000,2012年
8144,831,事業所数（事業内容等不詳を含む）,13203,武蔵野市,2012000000,2012年
5795,831,事業所数（事業内容等不詳を含む）,13204,三鷹市,2012000000,2012年
4805,831,事業所数（事業内容等不詳を含む）,13205,青梅市,2012000000,2012年
8077,831,事業所数（事業内容等不詳を含む）,13206,府中市,2012000000,2012年
3838,831,事業所数（事業内容等不詳を含む）,13207,昭島市,2012000000,2012年
7130,831,事業所数（事業内容等不詳を含む）,13208,調布市,2012000000,2012年
13005,831,事業所数（事業内容等不詳を含む）,13209,町田市,2012000000,2012年
3045,831,事業所数（事業内容等不詳を含む）,13210,小金井市,2012000000,2012年
4896,831,事業所数（事業内容等不詳を含む）,13211,小平市,2012000000,2012年
4584,831,事業所数（事業内容等不詳を含む）,13212,日野市,2012000000,2012年
3969,831,事業所数（事業内容等不詳を含む）,13213,東村山市,2012000000,2012年
3830,831,事業所数（事業内容等不詳を含む）,13214,国分寺市,2012000000,2012年
2803,831,事業所数（事業内容等不詳を含む）,13215,国立市,2012000000,2012年
2211,831,事業所数（事業内容等不詳を含む）,13218,福生市,2012000000,2012年
2203,831,事業所数（事業内容等不詳を含む）,13219,狛江市,2012000000,2012年
2710,831,事業所数（事業内容等不詳を含む）,13220,東大和市,2012000000,2012年
1936,831,事業所数（事業内容等不詳を含む）,13221,清瀬市,2012000000,2012年
3101,831,事業所数（事業内容等不詳を含む）,13222,東久留米市,2012000000,2012年
2637,831,事業所数（事業内容等不詳を含む）,13223,武蔵村山市,2012000000,2012年
3889,831,事業所数（事業内容等不詳を含む）,13224,多摩市,2012000000,2012年
2235,831,事業所数（事業内容等不詳を含む）,13225,稲城市,2012000000,2012年
2105,831,事業所数（事業内容等不詳を含む）,13227,羽村市,2012000000,2012年
2588,831,事業所数（事業内容等不詳を含む）,13228,あきる野市,2012000000,2012年
5563,831,事業所数（事業内容等不詳を含む）,13229,西東京市,2012000000,2012年
2847,831,事業所数（事業内容等不詳を含む）,13300,西多摩郡,2012000000,2012年
1676,831,事業所数（事業内容等不詳を含む）,13303,瑞穂町,2012000000,2012年
729,831,事業所数（事業内容等不詳を含む）,13305,日の出町,2012000000,2012年
147,831,事業所数（事業内容等不詳を含む）,13307,檜原村,2012000000,2012年
295,831,事業所数（事業内容等不詳を含む）,13308,奥多摩町,2012000000,2012年
1107,831,事業所数（事業内容等不詳を含む）,13360,大島支庁,2012000000,2012年
606,831,事業所数（事業内容等不詳を含む）,13361,大島町,2012000000,2012年
42,831,事業所数（事業内容等不詳を含む）,13362,利島村,2012000000,2012年
262,831,事業所数（事業内容等不詳を含む）,13363,新島村,2012000000,2012年
197,831,事業所数（事業内容等不詳を含む）,13364,神津島村,2012000000,2012年
207,831,事業所数（事業内容等不詳を含む）,13380,三宅支庁,2012000000,2012年
173,831,事業所数（事業内容等不詳を含む）,13381,三宅村,2012000000,2012年
34,831,事業所数（事業内容等不詳を含む）,13382,御蔵島村,2012000000,2012年
610,831,事業所数（事業内容等不詳を含む）,13400,八丈支庁,2012000000,2012年
589,831,事業所数（事業内容等不詳を含む）,13401,八丈町,2012000000,2012年
21,831,事業所数（事業内容等不詳を含む）,13402,青ヶ島村,2012000000,2012年
275,831,事業所数（事業内容等不詳を含む）,13420,小笠原支庁,2012000000,2012年
275,831,事業所数（事業内容等不詳を含む）,13421,小笠原村,2012000000,2012年
313856,831,事業所数（事業内容等不詳を含む）,14000,神奈川県,2012000000,2012年
125663,831,事業所数（事業内容等不詳を含む）,14100,横浜市,2012000000,2012年
9605,831,事業所数（事業内容等不詳を含む）,14101,鶴見区,2012000000,2012年
9436,831,事業所数（事業内容等不詳を含む）,14102,神奈川区,2012000000,2012年
8770,831,事業所数（事業内容等不詳を含む）,14103,西区,2012000000,2012年
16113,831,事業所数（事業内容等不詳を含む）,14104,中区,2012000000,2012年
6005,831,事業所数（事業内容等不詳を含む）,14105,南区,2012000000,2012年
5125,831,事業所数（事業内容等不詳を含む）,14106,保土ケ谷区,2012000000,2012年
4388,831,事業所数（事業内容等不詳を含む）,14107,磯子区,2012000000,2012年
5815,831,事業所数（事業内容等不詳を含む）,14108,金沢区,2012000000,2012年
12372,831,事業所数（事業内容等不詳を含む）,14109,港北区,2012000000,2012年
6414,831,事業所数（事業内容等不詳を含む）,14110,戸塚区,2012000000,2012年
6428,831,事業所数（事業内容等不詳を含む）,14111,港南区,2012000000,2012年
5765,831,事業所数（事業内容等不詳を含む）,14112,旭区,2012000000,2012年
4051,831,事業所数（事業内容等不詳を含む）,14113,緑区,2012000000,2012年
3555,831,事業所数（事業内容等不詳を含む）,14114,瀬谷区,2012000000,2012年
2363,831,事業所数（事業内容等不詳を含む）,14115,栄区,2012000000,2012年
3803,831,事業所数（事業内容等不詳を含む）,14116,泉区,2012000000,2012年
7611,831,事業所数（事業内容等不詳を含む）,14117,青葉区,2012000000,2012年
8044,831,事業所数（事業内容等不詳を含む）,14118,都筑区,2012000000,2012年
