value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,area,area_label,time,time_label
6043300,003,事業所数,000,A～S全産業,000,総数,00000,全国,2009000000,2009年
5886193,003,事業所数,000,A～S全産業,001,民営,00000,全国,2009000000,2009年
157107,003,事業所数,000,A～S全産業,002,国，地方公共団体,00000,全国,2009000000,2009年
6002730,003,事業所数,001,A～R全産業（Ｓ公務を除く）,000,総数,00000,全国,2009000000,2009年
5886193,003,事業所数,001,A～R全産業（Ｓ公務を除く）,001,民営,00000,全国,2009000000,2009年
116537,003,事業所数,001,A～R全産業（Ｓ公務を除く）,002,国，地方公共団体,00000,全国,2009000000,2009年
33911,003,事業所数,002,A～B農林漁業,000,総数,00000,全国,2009000000,2009年
32307,003,事業所数,002,A～B農林漁業,001,民営,00000,全国,2009000000,2009年
1604,003,事業所数,002,A～B農林漁業,002,国，地方公共団体,00000,全国,2009000000,2009年
29917,003,事業所数,003,A農業，林業,000,総数,00000,全国,2009000000,2009年
28374,003,事業所数,003,A農業，林業,001,民営,00000,全国,2009000000,2009年
1543,003,事業所数,003,A農業，林業,002,国，地方公共団体,00000,全国,2009000000,2009年
24987,003,事業所数,004,01農業,000,総数,00000,全国,2009000000,2009年
24765,003,事業所数,004,01農業,001,民営,00000,全国,2009000000,2009年
222,003,事業所数,004,01農業,002,国，地方公共団体,00000,全国,2009000000,2009年
117,003,事業所数,005,010管理，補助的経済活動を行う事業所,000,総数,00000,全国,2009000000,2009年
117,003,事業所数,005,010管理，補助的経済活動を行う事業所,001,民営,00000,全国,2009000000,2009年
9491,003,事業所数,006,011耕種農業,000,総数,00000,全国,2009000000,2009年
9468,003,事業所数,006,011耕種農業,001,民営,00000,全国,2009000000,2009年
23,003,事業所数,006,011耕種農業,002,国，地方公共団体,00000,全国,2009000000,2009年
7199,003,事業所数,007,012畜産農業,000,総数,00000,全国,2009000000,2009年
7149,003,事業所数,007,012畜産農業,001,民営,00000,全国,2009000000,2009年
50,003,事業所数,007,012畜産農業,002,国，地方公共団体,00000,全国,2009000000,2009年
5657,003,事業所数,008,013農業サービス業,000,総数,00000,全国,2009000000,2009年
5511,003,事業所数,008,013農業サービス業,001,民営,00000,全国,2009000000,2009年
146,003,事業所数,008,013農業サービス業,002,国，地方公共団体,00000,全国,2009000000,2009年
2523,003,事業所数,009,014園芸サービス業,000,総数,00000,全国,2009000000,2009年
2520,003,事業所数,009,014園芸サービス業,001,民営,00000,全国,2009000000,2009年
3,003,事業所数,009,014園芸サービス業,002,国，地方公共団体,00000,全国,2009000000,2009年
4930,003,事業所数,010,02林業,000,総数,00000,全国,2009000000,2009年
3609,003,事業所数,010,02林業,001,民営,00000,全国,2009000000,2009年
1321,003,事業所数,010,02林業,002,国，地方公共団体,00000,全国,2009000000,2009年
23,003,事業所数,011,020管理，補助的経済活動を行う事業所,000,総数,00000,全国,2009000000,2009年
22,003,事業所数,011,020管理，補助的経済活動を行う事業所,001,民営,00000,全国,2009000000,2009年
1,003,事業所数,011,020管理，補助的経済活動を行う事業所,002,国，地方公共団体,00000,全国,2009000000,2009年
3466,003,事業所数,012,021育林業,000,総数,00000,全国,2009000000,2009年
2149,003,事業所数,012,021育林業,001,民営,00000,全国,2009000000,2009年
1317,003,事業所数,012,021育林業,002,国，地方公共団体,00000,全国,2009000000,2009年
440,003,事業所数,013,022素材生産業,000,総数,00000,全国,2009000000,2009年
440,003,事業所数,013,022素材生産業,001,民営,00000,全国,2009000000,2009年
83,003,事業所数,014,023特用林産物生産業,000,総数,00000,全国,2009000000,2009年
