value,cat01,cat01_label,time,time_label
61166,13020000,受入 (t),0020000000,平成20年
36877,13020000,受入 (t),0021000000,平成21年
47831,13020000,受入 (t),0022000000,平成22年
42873,13020000,受入 (t),0023000000,平成23年
27532,13020000,受入 (t),0024000000,平成24年
46936,13020000,受入 (t),0022010000,平成22年度
38689,13020000,受入 (t),0023010000,平成23年度
8075,13020000,受入 (t),0024000103,平成24年 1 ～ 3 月
6191,13020000,受入 (t),0024000406,平成24年 4 ～ 6 月
6062,13020000,受入 (t),0024000709,平成24年 7 ～ 9 月
7204,13020000,受入 (t),0024001012,平成24年 10 ～ 12 月
3366,13020000,受入 (t),0024000101,平成24年1月
2447,13020000,受入 (t),0024000202,平成24年2月
2262,13020000,受入 (t),0024000303,平成24年3月
2031,13020000,受入 (t),0024000404,平成24年4月
1953,13020000,受入 (t),0024000505,平成24年5月
2207,13020000,受入 (t),0024000606,平成24年6月
2085,13020000,受入 (t),0024000707,平成24年7月
1927,13020000,受入 (t),0024000808,平成24年8月
2050,13020000,受入 (t),0024000909,平成24年9月
2143,13020000,受入 (t),0024001010,平成24年10月
3125,13020000,受入 (t),0024001111,平成24年11月
1936,13020000,受入 (t),0024001212,平成24年12月
61168,13040000,消費 (t),0020000000,平成20年
37294,13040000,消費 (t),0021000000,平成21年
49129,13040000,消費 (t),0022000000,平成22年
41098,13040000,消費 (t),0023000000,平成23年
34893,13040000,消費 (t),0024000000,平成24年
47276,13040000,消費 (t),0022010000,平成22年度
37707,13040000,消費 (t),0023010000,平成23年度
8239,13040000,消費 (t),0024000103,平成24年 1 ～ 3 月
8656,13040000,消費 (t),0024000406,平成24年 4 ～ 6 月
8787,13040000,消費 (t),0024000709,平成24年 7 ～ 9 月
9211,13040000,消費 (t),0024001012,平成24年 10 ～ 12 月
2938,13040000,消費 (t),0024000101,平成24年1月
2443,13040000,消費 (t),0024000202,平成24年2月
2858,13040000,消費 (t),0024000303,平成24年3月
2831,13040000,消費 (t),0024000404,平成24年4月
2840,13040000,消費 (t),0024000505,平成24年5月
2985,13040000,消費 (t),0024000606,平成24年6月
2768,13040000,消費 (t),0024000707,平成24年7月
2845,13040000,消費 (t),0024000808,平成24年8月
3174,13040000,消費 (t),0024000909,平成24年9月
2909,13040000,消費 (t),0024001010,平成24年10月
2928,13040000,消費 (t),0024001111,平成24年11月
3374,13040000,消費 (t),0024001212,平成24年12月
7630,13080000,在庫 (t),0020000000,平成20年
7483,13080000,在庫 (t),0021000000,平成21年
6785,13080000,在庫 (t),0022000000,平成22年
8284,13080000,在庫 (t),0023000000,平成23年
6323,13080000,在庫 (t),0024000000,平成24年
7414,13080000,在庫 (t),0022010000,平成22年度
8120,13080000,在庫 (t),0023010000,平成23年度
8120,13080000,在庫 (t),0024000103,平成24年 1 ～ 3 月
7455,13080000,在庫 (t),0024000406,平成24年 4 ～ 6 月
6530,13080000,在庫 (t),0024000709,平成24年 7 ～ 9 月
6323,13080000,在庫 (t),0024001012,平成24年 10 ～ 12 月
8712,13080000,在庫 (t),0024000101,平成24年1月
8716,13080000,在庫 (t),0024000202,平成24年2月
8120,13080000,在庫 (t),0024000303,平成24年3月
7920,13080000,在庫 (t),0024000404,平成24年4月
7633,13080000,在庫 (t),0024000505,平成24年5月
7455,13080000,在庫 (t),0024000606,平成24年6月
7372,13080000,在庫 (t),0024000707,平成24年7月
7054,13080000,在庫 (t),0024000808,平成24年8月
6530,13080000,在庫 (t),0024000909,平成24年9月
6364,13080000,在庫 (t),0024001010,平成24年10月
7161,13080000,在庫 (t),0024001111,平成24年11月
6323,13080000,在庫 (t),0024001212,平成24年12月
