value,cat01,cat01_label,cat02,cat02_label
42107,01000110,生産 数量 (千台),351700000,電子部品 スイッチング電源
164032561,01000210,生産 数量 (千個),351110000,電子部品 受動部品 抵抗器
1179249,01000210,生産 数量 (千個),351111000,電子部品 受動部品 抵抗器 可変抵抗器
598465,01000210,生産 数量 (千個),351111100,電子部品 受動部品 抵抗器 可変抵抗器 半固定抵抗器
543517,01000210,生産 数量 (千個),351111200,電子部品 受動部品 抵抗器 可変抵抗器 炭素系可変抵抗器(半固定を除く)
37267,01000210,生産 数量 (千個),351111300,電子部品 受動部品 抵抗器 可変抵抗器 その他の可変抵抗器
162853312,01000210,生産 数量 (千個),351112000,電子部品 受動部品 抵抗器 固定抵抗器
10491920,01000210,生産 数量 (千個),351112100,電子部品 受動部品 抵抗器 固定抵抗器 ネットワーク抵抗器
144003119,01000210,生産 数量 (千個),351112200,電子部品 受動部品 抵抗器 固定抵抗器 チップ抵抗器
8358273,01000210,生産 数量 (千個),351112300,電子部品 受動部品 抵抗器 固定抵抗器 その他の固定抵抗器
1017504701,01000210,生産 数量 (千個),351120000,電子部品 受動部品 固定コンデンサ
11922805,01000210,生産 数量 (千個),351121000,電子部品 受動部品 固定コンデンサ アルミ電解コンデンサ
1811345,01000210,生産 数量 (千個),351122000,電子部品 受動部品 固定コンデンサ タンタル電解コンデンサ
1003092536,01000210,生産 数量 (千個),351123000,電子部品 受動部品 固定コンデンサ セラミックコンデンサ
339992,01000210,生産 数量 (千個),351124000,電子部品 受動部品 固定コンデンサ 金属化有機フィルムコンデンサ
338023,01000210,生産 数量 (千個),351125000,電子部品 受動部品 固定コンデンサ その他の固定コンデンサ
22768,01000210,生産 数量 (千個),351130000,電子部品 受動部品 トランス
125915100,01000210,生産 数量 (千個),351140000,電子部品 受動部品 インダクタ（コイルを含む）
3058251,01000210,生産 数量 (千個),351151000,電子部品 受動部品 機能部品 水晶振動子
18261599,01000210,生産 数量 (千個),351152000,電子部品 受動部品 機能部品 フィルタ
6195943,01000210,生産 数量 (千個),351153000,電子部品 受動部品 機能部品 複合部品
11904031,01000210,生産 数量 (千個),351210000,電子部品 接続部品 スイッチ(通信･電子装置用に限る)
34252917,01000210,生産 数量 (千個),351220000,電子部品 接続部品 コネクタ
3642080,01000210,生産 数量 (千個),351221000,電子部品 接続部品 コネクタ 同軸コネクタ
19453717,01000210,生産 数量 (千個),351222000,電子部品 接続部品 コネクタ プリント基板用コネクタ
385096,01000210,生産 数量 (千個),351223000,電子部品 接続部品 コネクタ 丸形コネクタ
1007332,01000210,生産 数量 (千個),351224000,電子部品 接続部品 コネクタ 角形コネクタ
9764692,01000210,生産 数量 (千個),351225000,電子部品 接続部品 コネクタ その他のコネクタ
621883,01000210,生産 数量 (千個),351230000,電子部品 接続部品 リレー（有線通信機器用に限る）
6143078,01000210,生産 数量 (千個),351400000,電子部品 電子回路実装基板
6025409,01000210,生産 数量 (千個),351410000,電子部品 電子回路実装基板 プリント配線実装基板
117669,01000210,生産 数量 (千個),351420000,電子部品 電子回路実装基板 モジュール実装基板
133798,01000210,生産 数量 (千個),351550000,電子部品 音響部品（スピーカ・マイクロホン）
247024,01000800,生産 数量 (千平方m),351610000,電子部品 メモリ部品 磁気テープ
X,01000800,生産 数量 (千平方m),351611000,電子部品 メモリ部品 磁気テープ 磁気録音・録画テープ
X,01000800,生産 数量 (千平方m),351612000,電子部品 メモリ部品 磁気テープ その他の磁気テープ
14632211,01000810,生産 数量 (平方m),351300000,電子部品 電子回路基板
10191256,01000810,生産 数量 (平方m),351310000,電子部品 電子回路基板 リジッドプリント配線板
1752754,01000810,生産 数量 (平方m),351311000,電子部品 電子回路基板 リジッドプリント配線板 片面プリント配線板
4499559,01000810,生産 数量 (平方m),351312000,電子部品 電子回路基板 リジッドプリント配線板 両面プリント配線板
2046604,01000810,生産 数量 (平方m),351313000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（4層）
872781,01000810,生産 数量 (平方m),351314000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（6～8層）
114359,01000810,生産 数量 (平方m),351315000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（10層以上）
905199,01000810,生産 数量 (平方m),351316000,電子部品 電子回路基板 リジッドプリント配線板 ビルドアップ多層配線板
3604947,01000810,生産 数量 (平方m),351320000,電子部品 電子回路基板 フレキシブルプリント配線板
