value,cat01,cat01_label,cat02,cat02_label,time,time_label
9135112,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0020000000,平成20年
8703078,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0021000000,平成21年
8943315,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0022000000,平成22年
9063332,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0023000000,平成23年
9184479,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000000,平成24年
8972795,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0022010000,平成22年度
9141439,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0023010000,平成23年度
2136112,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000103,平成24年 1 ～ 3 月
2347336,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000406,平成24年 4 ～ 6 月
2256956,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000709,平成24年 7 ～ 9 月
2444075,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024001012,平成24年 10 ～ 12 月
621928,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000101,平成24年1月
713157,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000202,平成24年2月
801027,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000303,平成24年3月
811208,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000404,平成24年4月
760291,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000505,平成24年5月
775837,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000606,平成24年6月
791233,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000707,平成24年7月
743985,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000808,平成24年8月
721738,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024000909,平成24年9月
818613,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024001010,平成24年10月
826252,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024001111,平成24年11月
799210,105010000,合計,102031000,消費数量（次工程投入） (千平方m),0024001212,平成24年12月
825735,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0020000000,平成20年
710015,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0021000000,平成21年
776747,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0022000000,平成22年
752014,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0023000000,平成23年
731514,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000000,平成24年
779111,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0022010000,平成22年度
744510,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0023010000,平成23年度
176510,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000103,平成24年 1 ～ 3 月
183927,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000406,平成24年 4 ～ 6 月
178880,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000709,平成24年 7 ～ 9 月
192197,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024001012,平成24年 10 ～ 12 月
52697,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000101,平成24年1月
60292,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000202,平成24年2月
63521,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000303,平成24年3月
64152,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000404,平成24年4月
58770,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000505,平成24年5月
61005,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000606,平成24年6月
63409,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000707,平成24年7月
57235,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000808,平成24年8月
58236,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024000909,平成24年9月
65152,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024001010,平成24年10月
65217,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024001111,平成24年11月
61828,105011000,製箱用 電気器具・機械器具用,102031000,消費数量（次工程投入） (千平方m),0024001212,平成24年12月
547899,105012000,製箱用 薬品・洗剤・化粧品用,102031000,消費数量（次工程投入） (千平方m),0020000000,平成20年
