value,cat02,cat02_label,time,time_label
26340,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024000101,202401
30890,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024000202,202402
32616,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024000303,202403
30853,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024000404,202404
38470,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024000505,202405
36092,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024000606,202406
37604,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024000707,202407
33255,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024000808,202408
35778,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024000909,202409
39377,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024001010,202410
36952,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024001111,202411
37765,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,2024001212,202412
1915,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024000101,202401
2140,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024000202,202402
2292,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024000303,202403
2294,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024000404,202404
2260,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024000505,202405
2290,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024000606,202406
2478,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024000707,202407
1962,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024000808,202408
2300,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024000909,202409
2529,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024001010,202410
2682,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024001111,202411
2528,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,2024001212,202412
12052,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024000101,202401
15522,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024000202,202402
15661,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024000303,202403
15051,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024000404,202404
13221,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024000505,202405
14056,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024000606,202406
16085,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024000707,202407
12228,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024000808,202408
16578,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024000909,202409
18648,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024001010,202410
15314,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024001111,202411
15079,2350010030,製品_0102_その他の可変抵抗器_A_生産数量_千個,2024001212,202412
513,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024000101,202401
540,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024000202,202402
554,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024000303,202403
564,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024000404,202404
540,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024000505,202405
533,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024000606,202406
582,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024000707,202407
491,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024000808,202408
542,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024000909,202409
562,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024001010,202410
526,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024001111,202411
536,2350010040,製品_0102_その他の可変抵抗器_B_生産金額_百万円,2024001212,202412
235982,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024000101,202401
246322,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024000202,202402
240984,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024000303,202403
234646,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024000404,202404
219932,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024000505,202405
224981,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024000606,202406
213421,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024000707,202407
206674,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024000808,202408
228589,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024000909,202409
217431,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024001010,202410
210991,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024001111,202411
208190,2350010050,製品_0103_ネットワーク抵抗器_A_生産数量_千個,2024001212,202412
