value,cat01,cat01_label,time,time_label
162350,1000010000,計 (人),0020001231,平成20年末
159200,1000010000,計 (人),0021001231,平成21年末
159005,1000010000,計 (人),0022001231,平成22年末
159926,1000010000,計 (人),0023001231,平成23年末
157361,1000010000,計 (人),0024001231,平成24年末
159393,1000010000,計 (人),0024000101,平成24年1月
159140,1000010000,計 (人),0024000202,平成24年2月
159133,1000010000,計 (人),0024000303,平成24年3月
160068,1000010000,計 (人),0024000404,平成24年4月
160236,1000010000,計 (人),0024000505,平成24年5月
160017,1000010000,計 (人),0024000606,平成24年6月
159532,1000010000,計 (人),0024000707,平成24年7月
159336,1000010000,計 (人),0024000808,平成24年8月
158717,1000010000,計 (人),0024000909,平成24年9月
157852,1000010000,計 (人),0024001010,平成24年10月
157600,1000010000,計 (人),0024001111,平成24年11月
157361,1000010000,計 (人),0024001212,平成24年12月
101219,1000010100,鉄鋼部門 (人),0020001231,平成20年末
100518,1000010100,鉄鋼部門 (人),0021001231,平成21年末
100055,1000010100,鉄鋼部門 (人),0022001231,平成22年末
100190,1000010100,鉄鋼部門 (人),0023001231,平成23年末
98983,1000010100,鉄鋼部門 (人),0024001231,平成24年末
99759,1000010100,鉄鋼部門 (人),0024000101,平成24年1月
99622,1000010100,鉄鋼部門 (人),0024000202,平成24年2月
99637,1000010100,鉄鋼部門 (人),0024000303,平成24年3月
100626,1000010100,鉄鋼部門 (人),0024000404,平成24年4月
100751,1000010100,鉄鋼部門 (人),0024000505,平成24年5月
100510,1000010100,鉄鋼部門 (人),0024000606,平成24年6月
100291,1000010100,鉄鋼部門 (人),0024000707,平成24年7月
100176,1000010100,鉄鋼部門 (人),0024000808,平成24年8月
99987,1000010100,鉄鋼部門 (人),0024000909,平成24年9月
99503,1000010100,鉄鋼部門 (人),0024001010,平成24年10月
99191,1000010100,鉄鋼部門 (人),0024001111,平成24年11月
98983,1000010100,鉄鋼部門 (人),0024001212,平成24年12月
14159,1000010210,鉄鋼加工製品部門 (人),0020001231,平成20年末
13449,1000010210,鉄鋼加工製品部門 (人),0021001231,平成21年末
13461,1000010210,鉄鋼加工製品部門 (人),0022001231,平成22年末
13309,1000010210,鉄鋼加工製品部門 (人),0023001231,平成23年末
13090,1000010210,鉄鋼加工製品部門 (人),0024001231,平成24年末
13392,1000010210,鉄鋼加工製品部門 (人),0024000101,平成24年1月
13367,1000010210,鉄鋼加工製品部門 (人),0024000202,平成24年2月
13359,1000010210,鉄鋼加工製品部門 (人),0024000303,平成24年3月
13369,1000010210,鉄鋼加工製品部門 (人),0024000404,平成24年4月
13342,1000010210,鉄鋼加工製品部門 (人),0024000505,平成24年5月
13456,1000010210,鉄鋼加工製品部門 (人),0024000606,平成24年6月
13311,1000010210,鉄鋼加工製品部門 (人),0024000707,平成24年7月
13269,1000010210,鉄鋼加工製品部門 (人),0024000808,平成24年8月
13150,1000010210,鉄鋼加工製品部門 (人),0024000909,平成24年9月
13121,1000010210,鉄鋼加工製品部門 (人),0024001010,平成24年10月
13145,1000010210,鉄鋼加工製品部門 (人),0024001111,平成24年11月
13090,1000010210,鉄鋼加工製品部門 (人),0024001212,平成24年12月
46972,1000010900,その他の部門 (人),0020001231,平成20年末
45233,1000010900,その他の部門 (人),0021001231,平成21年末
45489,1000010900,その他の部門 (人),0022001231,平成22年末
46427,1000010900,その他の部門 (人),0023001231,平成23年末
45288,1000010900,その他の部門 (人),0024001231,平成24年末
46242,1000010900,その他の部門 (人),0024000101,平成24年1月
46151,1000010900,その他の部門 (人),0024000202,平成24年2月
46137,1000010900,その他の部門 (人),0024000303,平成24年3月
46073,1000010900,その他の部門 (人),0024000404,平成24年4月
46143,1000010900,その他の部門 (人),0024000505,平成24年5月
46051,1000010900,その他の部門 (人),0024000606,平成24年6月
45930,1000010900,その他の部門 (人),0024000707,平成24年7月
45891,1000010900,その他の部門 (人),0024000808,平成24年8月
45580,1000010900,その他の部門 (人),0024000909,平成24年9月
45228,1000010900,その他の部門 (人),0024001010,平成24年10月
45264,1000010900,その他の部門 (人),0024001111,平成24年11月
45288,1000010900,その他の部門 (人),0024001212,平成24年12月
