value,cat01,cat01_label,cat02,cat02_label
74835,06010000,生産,030010000,工業用 合計 (t)
38743,06010000,生産,030011000,工業用 石油精製用 計 (t)
X,06010000,生産,030011100,工業用 石油精製用 水素化処理触媒（重油脱硫用を含む） (t)
X,06010000,生産,030011900,工業用 石油精製用 その他の石油精製用 (t)
22789,06010000,生産,030012000,工業用 石油化学品製造用 (t)
12234,06010000,生産,030013000,工業用 高分子重合用 (t)
515,06010000,生産,030014000,工業用 油脂加工用・医薬･食品製造用 (t)
554,06010000,生産,030019000,工業用 その他の工業用（無機・雰囲気ガス等） (t)
22226,06010000,生産,030020000,環境保全用 計 (t)
11210,06010000,生産,030021000,環境保全用 自動車排気ガス浄化用 (t)
11016,06010000,生産,030029000,環境保全用 その他の環境保全用 (t)
533,06020000,受入,030010000,工業用 合計 (t)
1,06020000,受入,030011000,工業用 石油精製用 計 (t)
X,06020000,受入,030011100,工業用 石油精製用 水素化処理触媒（重油脱硫用を含む） (t)
X,06020000,受入,030011900,工業用 石油精製用 その他の石油精製用 (t)
515,06020000,受入,030012000,工業用 石油化学品製造用 (t)
10,06020000,受入,030013000,工業用 高分子重合用 (t)
2,06020000,受入,030014000,工業用 油脂加工用・医薬･食品製造用 (t)
5,06020000,受入,030019000,工業用 その他の工業用（無機・雰囲気ガス等） (t)
851,06020000,受入,030020000,環境保全用 計 (t)
818,06020000,受入,030021000,環境保全用 自動車排気ガス浄化用 (t)
33,06020000,受入,030029000,環境保全用 その他の環境保全用 (t)
1567,06030000,消費,030010000,工業用 合計 (t)
17,06030000,消費,030011000,工業用 石油精製用 計 (t)
X,06030000,消費,030011100,工業用 石油精製用 水素化処理触媒（重油脱硫用を含む） (t)
X,06030000,消費,030011900,工業用 石油精製用 その他の石油精製用 (t)
1049,06030000,消費,030012000,工業用 石油化学品製造用 (t)
454,06030000,消費,030013000,工業用 高分子重合用 (t)
4,06030000,消費,030014000,工業用 油脂加工用・医薬･食品製造用 (t)
43,06030000,消費,030019000,工業用 その他の工業用（無機・雰囲気ガス等） (t)
14,06030000,消費,030020000,環境保全用 計 (t)
3,06030000,消費,030021000,環境保全用 自動車排気ガス浄化用 (t)
11,06030000,消費,030029000,環境保全用 その他の環境保全用 (t)
70708,06041200,出荷 販売 数量,030010000,工業用 合計 (t)
40514,06041200,出荷 販売 数量,030011000,工業用 石油精製用 計 (t)
X,06041200,出荷 販売 数量,030011100,工業用 石油精製用 水素化処理触媒（重油脱硫用を含む） (t)
X,06041200,出荷 販売 数量,030011900,工業用 石油精製用 その他の石油精製用 (t)
17717,06041200,出荷 販売 数量,030012000,工業用 石油化学品製造用 (t)
11482,06041200,出荷 販売 数量,030013000,工業用 高分子重合用 (t)
457,06041200,出荷 販売 数量,030014000,工業用 油脂加工用・医薬･食品製造用 (t)
538,06041200,出荷 販売 数量,030019000,工業用 その他の工業用（無機・雰囲気ガス等） (t)
23054,06041200,出荷 販売 数量,030020000,環境保全用 計 (t)
12052,06041200,出荷 販売 数量,030021000,環境保全用 自動車排気ガス浄化用 (t)
11002,06041200,出荷 販売 数量,030029000,環境保全用 その他の環境保全用 (t)
105078,06041300,出荷 販売 金額（百万円）,030010000,工業用 合計 (t)
22086,06041300,出荷 販売 金額（百万円）,030011000,工業用 石油精製用 計 (t)
X,06041300,出荷 販売 金額（百万円）,030011100,工業用 石油精製用 水素化処理触媒（重油脱硫用を含む） (t)
X,06041300,出荷 販売 金額（百万円）,030011900,工業用 石油精製用 その他の石油精製用 (t)
60674,06041300,出荷 販売 金額（百万円）,030012000,工業用 石油化学品製造用 (t)
19494,06041300,出荷 販売 金額（百万円）,030013000,工業用 高分子重合用 (t)
1098,06041300,出荷 販売 金額（百万円）,030014000,工業用 油脂加工用・医薬･食品製造用 (t)
1726,06041300,出荷 販売 金額（百万円）,030019000,工業用 その他の工業用（無機・雰囲気ガス等） (t)
201942,06041300,出荷 販売 金額（百万円）,030020000,環境保全用 計 (t)
181847,06041300,出荷 販売 金額（百万円）,030021000,環境保全用 自動車排気ガス浄化用 (t)
20094,06041300,出荷 販売 金額（百万円）,030029000,環境保全用 その他の環境保全用 (t)
4528,06049000,出荷 その他,030010000,工業用 合計 (t)
1,06049000,出荷 その他,030011000,工業用 石油精製用 計 (t)
X,06049000,出荷 その他,030011100,工業用 石油精製用 水素化処理触媒（重油脱硫用を含む） (t)
X,06049000,出荷 その他,030011900,工業用 石油精製用 その他の石油精製用 (t)
4521,06049000,出荷 その他,030012000,工業用 石油化学品製造用 (t)
3,06049000,出荷 その他,030013000,工業用 高分子重合用 (t)
-,06049000,出荷 その他,030014000,工業用 油脂加工用・医薬･食品製造用 (t)
3,06049000,出荷 その他,030019000,工業用 その他の工業用（無機・雰囲気ガス等） (t)
10,06049000,出荷 その他,030020000,環境保全用 計 (t)
-,06049000,出荷 その他,030021000,環境保全用 自動車排気ガス浄化用 (t)
10,06049000,出荷 その他,030029000,環境保全用 その他の環境保全用 (t)
14844,06050000,在庫,030010000,工業用 合計 (t)
7859,06050000,在庫,030011000,工業用 石油精製用 計 (t)
X,06050000,在庫,030011100,工業用 石油精製用 水素化処理触媒（重油脱硫用を含む） (t)
X,06050000,在庫,030011900,工業用 石油精製用 その他の石油精製用 (t)
4473,06050000,在庫,030012000,工業用 石油化学品製造用 (t)
2218,06050000,在庫,030013000,工業用 高分子重合用 (t)
138,06050000,在庫,030014000,工業用 油脂加工用・医薬･食品製造用 (t)
156,06050000,在庫,030019000,工業用 その他の工業用（無機・雰囲気ガス等） (t)
624,06050000,在庫,030020000,環境保全用 計 (t)
193,06050000,在庫,030021000,環境保全用 自動車排気ガス浄化用 (t)
431,06050000,在庫,030029000,環境保全用 その他の環境保全用 (t)
