value,cat02,cat02_label,time,time_label
399641,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230010,2019000000_2019年(CY)
408300,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230020,2020000000_2020年(CY)
575412,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230030,2021000000_2021年(CY)
458210,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230040,2022000000_2022年(CY)
432781,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230050,2023000000_2023年(CY)
555423,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230110,2021100000_2021年度(FY)
451778,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230120,2022100000_2022年度(FY)
106979,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230310,2023000103_2023年1～3月期(Q1)
112474,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230320,2023000406_2023年4～6月期(Q2)
111075,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230330,2023000709_2023年7～9月期(Q3)
102253,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230340,2023001012_2023年10～12月期(Q4)
33629,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230510,2023000101_2023年1月(Jan.)
35093,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230520,2023000202_2023年2月(Feb.)
38257,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230530,2023000303_2023年3月(Mar.)
34604,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230540,2023000404_2023年4月(Apr.)
34930,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230550,2023000505_2023年5月(May)
42940,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230560,2023000606_2023年6月(Jun.)
39199,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230570,2023000707_2023年7月(Jul.)
35955,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230580,2023000808_2023年8月(Aug.)
35921,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230590,2023000909_2023年9月(Sep.)
35291,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230600,2023001010_2023年10月(Oct.)
37682,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230610,2023001111_2023年11月(Nov.)
29280,2350010010,製品_0101_炭素系可変抵抗器（半固定を除く）_A_生産数量_千個,20230620,2023001212_2023年12月(Dec.)
17444,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,20230010,2019000000_2019年(CY)
16763,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,20230020,2020000000_2020年(CY)
22955,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,20230030,2021000000_2021年(CY)
25138,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,20230040,2022000000_2022年(CY)
26110,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,20230050,2023000000_2023年(CY)
22597,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,20230110,2021100000_2021年度(FY)
26059,2350010020,製品_0101_炭素系可変抵抗器（半固定を除く）_B_生産金額_百万円,20230120,2022100000_2022年度(FY)
