value,cat01,cat01_label,cat02,cat02_label
13275389,102010000,生産数量 (千平方m),104010000,段ボール 計
11804453,102010000,生産数量 (千平方m),104011000,段ボール 両面
1300628,102010000,生産数量 (千平方m),104012000,段ボール 複両面（複々両面を含む）
170308,102010000,生産数量 (千平方m),104013000,段ボール 片面
220681,102020000,受入数量 (千平方m),104010000,段ボール 計
178918,102020000,受入数量 (千平方m),104011000,段ボール 両面
39921,102020000,受入数量 (千平方m),104012000,段ボール 複両面（複々両面を含む）
1842,102020000,受入数量 (千平方m),104013000,段ボール 片面
9184479,102031000,消費数量（次工程投入） (千平方m),104010000,段ボール 計
8359848,102031000,消費数量（次工程投入） (千平方m),104011000,段ボール 両面
749645,102031000,消費数量（次工程投入） (千平方m),104012000,段ボール 複両面（複々両面を含む）
74986,102031000,消費数量（次工程投入） (千平方m),104013000,段ボール 片面
4020995,102041000,出荷数量 販売数量 (千平方m),104010000,段ボール 計
3384857,102041000,出荷数量 販売数量 (千平方m),104011000,段ボール 両面
538428,102041000,出荷数量 販売数量 (千平方m),104012000,段ボール 複両面（複々両面を含む）
97710,102041000,出荷数量 販売数量 (千平方m),104013000,段ボール 片面
226581,102042000,出荷数量 販売金額（百万円),104010000,段ボール 計
180032,102042000,出荷数量 販売金額（百万円),104011000,段ボール 両面
42077,102042000,出荷数量 販売金額（百万円),104012000,段ボール 複両面（複々両面を含む）
4473,102042000,出荷数量 販売金額（百万円),104013000,段ボール 片面
286902,102049000,出荷数量 その他 (千平方m),104010000,段ボール 計
234022,102049000,出荷数量 その他 (千平方m),104011000,段ボール 両面
51609,102049000,出荷数量 その他 (千平方m),104012000,段ボール 複両面（複々両面を含む）
1271,102049000,出荷数量 その他 (千平方m),104013000,段ボール 片面
52514,102050000,在庫数量 (千平方m),104010000,段ボール 計
42797,102050000,在庫数量 (千平方m),104011000,段ボール 両面
8940,102050000,在庫数量 (千平方m),104012000,段ボール 複両面（複々両面を含む）
777,102050000,在庫数量 (千平方m),104013000,段ボール 片面
