value,cat01,cat01_label,time,time_label
103296590,050000100,合計 (t),0020000000,平成20年
74415115,050000100,合計 (t),0021000000,平成21年
94936764,050000100,合計 (t),0022000000,平成22年
92018535,050000100,合計 (t),0023000000,平成23年
92005947,050000100,合計 (t),0024000000,平成24年
95298127,050000100,合計 (t),0022010000,平成22年度
91566702,050000100,合計 (t),0023010000,平成23年度
23528782,050000100,合計 (t),0024000103,平成24年 1 ～ 3 月
23302244,050000100,合計 (t),0024000406,平成24年 4 ～ 6 月
23162437,050000100,合計 (t),0024000709,平成24年 7 ～ 9 月
22012484,050000100,合計 (t),0024001012,平成24年 10 ～ 12 月
7532937,050000100,合計 (t),0024000101,平成24年1月
7607271,050000100,合計 (t),0024000202,平成24年2月
8388574,050000100,合計 (t),0024000303,平成24年3月
7385559,050000100,合計 (t),0024000404,平成24年4月
8129925,050000100,合計 (t),0024000505,平成24年5月
7786760,050000100,合計 (t),0024000606,平成24年6月
7771643,050000100,合計 (t),0024000707,平成24年7月
7745558,050000100,合計 (t),0024000808,平成24年8月
7645236,050000100,合計 (t),0024000909,平成24年9月
7537555,050000100,合計 (t),0024001010,平成24年10月
7316526,050000100,合計 (t),0024001111,平成24年11月
7158403,050000100,合計 (t),0024001212,平成24年12月
82702700,060100000,普通鋼計 (t),0020000000,平成20年
62024403,060100000,普通鋼計 (t),0021000000,平成21年
75610138,060100000,普通鋼計 (t),0022000000,平成22年
72815569,060100000,普通鋼計 (t),0023000000,平成23年
73238040,060100000,普通鋼計 (t),0024000000,平成24年
75542463,060100000,普通鋼計 (t),0022010000,平成22年度
72384814,060100000,普通鋼計 (t),0023010000,平成23年度
18569361,060100000,普通鋼計 (t),0024000103,平成24年 1 ～ 3 月
18315853,060100000,普通鋼計 (t),0024000406,平成24年 4 ～ 6 月
18451341,060100000,普通鋼計 (t),0024000709,平成24年 7 ～ 9 月
17901485,060100000,普通鋼計 (t),0024001012,平成24年 10 ～ 12 月
5920876,060100000,普通鋼計 (t),0024000101,平成24年1月
5977943,060100000,普通鋼計 (t),0024000202,平成24年2月
6670542,060100000,普通鋼計 (t),0024000303,平成24年3月
5797463,060100000,普通鋼計 (t),0024000404,平成24年4月
6374015,060100000,普通鋼計 (t),0024000505,平成24年5月
6144375,060100000,普通鋼計 (t),0024000606,平成24年6月
6131046,060100000,普通鋼計 (t),0024000707,平成24年7月
6205854,060100000,普通鋼計 (t),0024000808,平成24年8月
6114441,060100000,普通鋼計 (t),0024000909,平成24年9月
6059085,060100000,普通鋼計 (t),0024001010,平成24年10月
6013580,060100000,普通鋼計 (t),0024001111,平成24年11月
5828820,060100000,普通鋼計 (t),0024001212,平成24年12月
20593890,060200000,特殊鋼計 (t),0020000000,平成20年
12390712,060200000,特殊鋼計 (t),0021000000,平成21年
19326626,060200000,特殊鋼計 (t),0022000000,平成22年
19202966,060200000,特殊鋼計 (t),0023000000,平成23年
18767907,060200000,特殊鋼計 (t),0024000000,平成24年
19755664,060200000,特殊鋼計 (t),0022010000,平成22年度
19181888,060200000,特殊鋼計 (t),0023010000,平成23年度
4959421,060200000,特殊鋼計 (t),0024000103,平成24年 1 ～ 3 月
4986391,060200000,特殊鋼計 (t),0024000406,平成24年 4 ～ 6 月
4711096,060200000,特殊鋼計 (t),0024000709,平成24年 7 ～ 9 月
4110999,060200000,特殊鋼計 (t),0024001012,平成24年 10 ～ 12 月
1612061,060200000,特殊鋼計 (t),0024000101,平成24年1月
1629328,060200000,特殊鋼計 (t),0024000202,平成24年2月
1718032,060200000,特殊鋼計 (t),0024000303,平成24年3月
1588096,060200000,特殊鋼計 (t),0024000404,平成24年4月
1755910,060200000,特殊鋼計 (t),0024000505,平成24年5月
1642385,060200000,特殊鋼計 (t),0024000606,平成24年6月
1640597,060200000,特殊鋼計 (t),0024000707,平成24年7月
1539704,060200000,特殊鋼計 (t),0024000808,平成24年8月
1530795,060200000,特殊鋼計 (t),0024000909,平成24年9月
1478470,060200000,特殊鋼計 (t),0024001010,平成24年10月
1302946,060200000,特殊鋼計 (t),0024001111,平成24年11月
1329583,060200000,特殊鋼計 (t),0024001212,平成24年12月
