value,cat01,cat01_label,time,time_label
35817981,13020000,受入 (t),0020000000,平成20年
21820780,13020000,受入 (t),0021000000,平成21年
29187883,13020000,受入 (t),0022000000,平成22年
28581077,13020000,受入 (t),0023000000,平成23年
26044770,13020000,受入 (t),0024000000,平成24年
30000711,13020000,受入 (t),0022010000,平成22年度
27849409,13020000,受入 (t),0023010000,平成23年度
6683242,13020000,受入 (t),0024000103,平成24年 1 ～ 3 月
6964729,13020000,受入 (t),0024000406,平成24年 4 ～ 6 月
6258394,13020000,受入 (t),0024000709,平成24年 7 ～ 9 月
6138405,13020000,受入 (t),0024001012,平成24年 10 ～ 12 月
2125633,13020000,受入 (t),0024000101,平成24年1月
2025176,13020000,受入 (t),0024000202,平成24年2月
2532433,13020000,受入 (t),0024000303,平成24年3月
2427476,13020000,受入 (t),0024000404,平成24年4月
2268446,13020000,受入 (t),0024000505,平成24年5月
2268807,13020000,受入 (t),0024000606,平成24年6月
2140844,13020000,受入 (t),0024000707,平成24年7月
1988164,13020000,受入 (t),0024000808,平成24年8月
2129386,13020000,受入 (t),0024000909,平成24年9月
2184438,13020000,受入 (t),0024001010,平成24年10月
2001208,13020000,受入 (t),0024001111,平成24年11月
1952759,13020000,受入 (t),0024001212,平成24年12月
12497958,13030000,発生 (t),0020000000,平成20年
9095297,13030000,発生 (t),0021000000,平成21年
11470969,13030000,発生 (t),0022000000,平成22年
11396107,13030000,発生 (t),0023000000,平成23年
10869500,13030000,発生 (t),0024000000,平成24年
11594780,13030000,発生 (t),0022010000,平成22年度
11325287,13030000,発生 (t),0023010000,平成23年度
2828076,13030000,発生 (t),0024000103,平成24年 1 ～ 3 月
2696160,13030000,発生 (t),0024000406,平成24年 4 ～ 6 月
2755434,13030000,発生 (t),0024000709,平成24年 7 ～ 9 月
2589830,13030000,発生 (t),0024001012,平成24年 10 ～ 12 月
909622,13030000,発生 (t),0024000101,平成24年1月
897859,13030000,発生 (t),0024000202,平成24年2月
1020595,13030000,発生 (t),0024000303,平成24年3月
879332,13030000,発生 (t),0024000404,平成24年4月
918240,13030000,発生 (t),0024000505,平成24年5月
898588,13030000,発生 (t),0024000606,平成24年6月
916451,13030000,発生 (t),0024000707,平成24年7月
898172,13030000,発生 (t),0024000808,平成24年8月
940811,13030000,発生 (t),0024000909,平成24年9月
881494,13030000,発生 (t),0024001010,平成24年10月
865166,13030000,発生 (t),0024001111,平成24年11月
843170,13030000,発生 (t),0024001212,平成24年12月
45605984,13040100,消費 計 (t),0020000000,平成20年
30224821,13040100,消費 計 (t),0021000000,平成21年
38957224,13040100,消費 計 (t),0022000000,平成22年
37657526,13040100,消費 計 (t),0023000000,平成23年
35756715,13040100,消費 計 (t),0024000000,平成24年
39515949,13040100,消費 計 (t),0022010000,平成22年度
36951129,13040100,消費 計 (t),0023010000,平成23年度
9012650,13040100,消費 計 (t),0024000103,平成24年 1 ～ 3 月
9646823,13040100,消費 計 (t),0024000406,平成24年 4 ～ 6 月
8742374,13040100,消費 計 (t),0024000709,平成24年 7 ～ 9 月
8354868,13040100,消費 計 (t),0024001012,平成24年 10 ～ 12 月
2822377,13040100,消費 計 (t),0024000101,平成24年1月
3001026,13040100,消費 計 (t),0024000202,平成24年2月
3189247,13040100,消費 計 (t),0024000303,平成24年3月
3190022,13040100,消費 計 (t),0024000404,平成24年4月
