value,cat01,cat01_label,cat02,cat02_label
1054652,06010000,生産,010010000,アンモニア(NH3 100％ 換算) (t)
433854,06010000,生産,010020000,硝酸 (98％換算) (t)
1245352,06010000,生産,010030000,硫酸アンモニウム 計 (t)
992349,06010000,生産,010030100,硫酸アンモニウム 硫酸アンモニウム (t)
253003,06010000,生産,010030200,硫酸アンモニウム 副生硫酸アンモニウム (t)
984028,06010000,生産,010040000,複合肥料（化成肥料） 計 (t)
787133,06010000,生産,010040100,複合肥料（化成肥料） 高度化成（粒状） (t)
196895,06010000,生産,010040200,複合肥料（化成肥料） 普通化成（粒状） (t)
7581065,06010000,生産,010050000,生石灰 (t)
1369949,06010000,生産,010060000,消石灰 (t)
255335,06010000,生産,010070000,軽質炭酸カルシウム (t)
3565895,06010000,生産,010080000,か性ソーダ（液体97％換算・固形有姿） (t)
3140416,06010000,生産,010090000,塩素ガス (t)
442833,06010000,生産,010100000,液体塩素 (t)
98401,06010000,生産,010110000,塩酸ガス (100％換算) (t)
2249902,06010000,生産,010120000,塩酸（35％換算） 計 (t)
768305,06010000,生産,010120100,塩酸（35％換算） 合成 (t)
1481597,06010000,生産,010120200,塩酸（35％換算） 副生 (t)
922301,06010000,生産,010130000,次亜塩素酸ナトリウム溶液(12%換算) (t)
42433,06020000,受入,010010000,アンモニア(NH3 100％ 換算) (t)
25250,06020000,受入,010020000,硝酸 (98％換算) (t)
3482,06020000,受入,010030000,硫酸アンモニウム 計 (t)
3482,06020000,受入,010030100,硫酸アンモニウム 硫酸アンモニウム (t)
-,06020000,受入,010030200,硫酸アンモニウム 副生硫酸アンモニウム (t)
46920,06020000,受入,010040000,複合肥料（化成肥料） 計 (t)
37603,06020000,受入,010040100,複合肥料（化成肥料） 高度化成（粒状） (t)
9317,06020000,受入,010040200,複合肥料（化成肥料） 普通化成（粒状） (t)
447468,06020000,受入,010050000,生石灰 (t)
81163,06020000,受入,010060000,消石灰 (t)
433,06020000,受入,010070000,軽質炭酸カルシウム (t)
310653,06020000,受入,010080000,か性ソーダ（液体97％換算・固形有姿） (t)
6575,06020000,受入,010090000,塩素ガス (t)
33898,06020000,受入,010100000,液体塩素 (t)
-,06020000,受入,010110000,塩酸ガス (100％換算) (t)
135470,06020000,受入,010120000,塩酸（35％換算） 計 (t)
23404,06020000,受入,010120100,塩酸（35％換算） 合成 (t)
112066,06020000,受入,010120200,塩酸（35％換算） 副生 (t)
24478,06020000,受入,010130000,次亜塩素酸ナトリウム溶液(12%換算) (t)
271718,06030000,消費,010010000,アンモニア(NH3 100％ 換算) (t)
254075,06030000,消費,010020000,硝酸 (98％換算) (t)
13800,06030000,消費,010030000,硫酸アンモニウム 計 (t)
13800,06030000,消費,010030100,硫酸アンモニウム 硫酸アンモニウム (t)
-,06030000,消費,010030200,硫酸アンモニウム 副生硫酸アンモニウム (t)
88081,06030000,消費,010040000,複合肥料（化成肥料） 計 (t)
80262,06030000,消費,010040100,複合肥料（化成肥料） 高度化成（粒状） (t)
7819,06030000,消費,010040200,複合肥料（化成肥料） 普通化成（粒状） (t)
1106554,06030000,消費,010050000,生石灰 (t)
557359,06030000,消費,010060000,消石灰 (t)
1040,06030000,消費,010070000,軽質炭酸カルシウム (t)
916773,06030000,消費,010080000,か性ソーダ（液体97％換算・固形有姿） (t)
2691081,06030000,消費,010090000,塩素ガス (t)
248461,06030000,消費,010100000,液体塩素 (t)
92939,06030000,消費,010110000,塩酸ガス (100％換算) (t)
802519,06030000,消費,010120000,塩酸（35％換算） 計 (t)
195604,06030000,消費,010120100,塩酸（35％換算） 合成 (t)
606915,06030000,消費,010120200,塩酸（35％換算） 副生 (t)
30559,06030000,消費,010130000,次亜塩素酸ナトリウム溶液(12%換算) (t)
736601,06041200,出荷 販売 数量,010010000,アンモニア(NH3 100％ 換算) (t)
199734,06041200,出荷 販売 数量,010020000,硝酸 (98％換算) (t)
1206875,06041200,出荷 販売 数量,010030000,硫酸アンモニウム 計 (t)
958587,06041200,出荷 販売 数量,010030100,硫酸アンモニウム 硫酸アンモニウム (t)
248288,06041200,出荷 販売 数量,010030200,硫酸アンモニウム 副生硫酸アンモニウム (t)
867239,06041200,出荷 販売 数量,010040000,複合肥料（化成肥料） 計 (t)
677340,06041200,出荷 販売 数量,010040100,複合肥料（化成肥料） 高度化成（粒状） (t)
189899,06041200,出荷 販売 数量,010040200,複合肥料（化成肥料） 普通化成（粒状） (t)
6819316,06041200,出荷 販売 数量,010050000,生石灰 (t)
891861,06041200,出荷 販売 数量,010060000,消石灰 (t)
254349,06041200,出荷 販売 数量,010070000,軽質炭酸カルシウム (t)
2541987,06041200,出荷 販売 数量,010080000,か性ソーダ（液体97％換算・固形有姿） (t)
249670,06041200,出荷 販売 数量,010090000,塩素ガス (t)
