value,cat01,cat01_label,time,time_label
837266,13020000,受入 (t),0020000000,平成20年
595483,13020000,受入 (t),0021000000,平成21年
676581,13020000,受入 (t),0022000000,平成22年
584939,13020000,受入 (t),0023000000,平成23年
592298,13020000,受入 (t),0024000000,平成24年
662030,13020000,受入 (t),0022010000,平成22年度
578861,13020000,受入 (t),0023010000,平成23年度
148356,13020000,受入 (t),0024000103,平成24年 1 ～ 3 月
149549,13020000,受入 (t),0024000406,平成24年 4 ～ 6 月
141987,13020000,受入 (t),0024000709,平成24年 7 ～ 9 月
152406,13020000,受入 (t),0024001012,平成24年 10 ～ 12 月
46967,13020000,受入 (t),0024000101,平成24年1月
47719,13020000,受入 (t),0024000202,平成24年2月
53670,13020000,受入 (t),0024000303,平成24年3月
49587,13020000,受入 (t),0024000404,平成24年4月
48710,13020000,受入 (t),0024000505,平成24年5月
51252,13020000,受入 (t),0024000606,平成24年6月
46851,13020000,受入 (t),0024000707,平成24年7月
45406,13020000,受入 (t),0024000808,平成24年8月
49730,13020000,受入 (t),0024000909,平成24年9月
50151,13020000,受入 (t),0024001010,平成24年10月
53217,13020000,受入 (t),0024001111,平成24年11月
49038,13020000,受入 (t),0024001212,平成24年12月
448639,13030000,発生 (t),0020000000,平成20年
366701,13030000,発生 (t),0021000000,平成21年
371579,13030000,発生 (t),0022000000,平成22年
415370,13030000,発生 (t),0023000000,平成23年
402271,13030000,発生 (t),0024000000,平成24年
354605,13030000,発生 (t),0022010000,平成22年度
441167,13030000,発生 (t),0023010000,平成23年度
109328,13030000,発生 (t),0024000103,平成24年 1 ～ 3 月
108060,13030000,発生 (t),0024000406,平成24年 4 ～ 6 月
92610,13030000,発生 (t),0024000709,平成24年 7 ～ 9 月
92273,13030000,発生 (t),0024001012,平成24年 10 ～ 12 月
36492,13030000,発生 (t),0024000101,平成24年1月
35870,13030000,発生 (t),0024000202,平成24年2月
36966,13030000,発生 (t),0024000303,平成24年3月
35575,13030000,発生 (t),0024000404,平成24年4月
38939,13030000,発生 (t),0024000505,平成24年5月
33546,13030000,発生 (t),0024000606,平成24年6月
29588,13030000,発生 (t),0024000707,平成24年7月
30278,13030000,発生 (t),0024000808,平成24年8月
32744,13030000,発生 (t),0024000909,平成24年9月
30726,13030000,発生 (t),0024001010,平成24年10月
32991,13030000,発生 (t),0024001111,平成24年11月
28556,13030000,発生 (t),0024001212,平成24年12月
1236813,13040100,消費 計 (t),0020000000,平成20年
878562,13040100,消費 計 (t),0021000000,平成21年
984963,13040100,消費 計 (t),0022000000,平成22年
901332,13040100,消費 計 (t),0023000000,平成23年
918249,13040100,消費 計 (t),0024000000,平成24年
