value,cat01,cat01_label,cat02,cat02_label,time,time_label
1401193,160001000,ニッケル (kg),06030000,消費,0020000000,平成20年
1220599,160001000,ニッケル (kg),06030000,消費,0021000000,平成21年
1392969,160001000,ニッケル (kg),06030000,消費,0022000000,平成22年
1405814,160001000,ニッケル (kg),06030000,消費,0023000000,平成23年
1454688,160001000,ニッケル (kg),06030000,消費,0024000000,平成24年
84263,160001000,ニッケル (kg),06030000,消費,0024000101,平成24年1月
146839,160001000,ニッケル (kg),06030000,消費,0024000202,平成24年2月
111503,160001000,ニッケル (kg),06030000,消費,0024000303,平成24年3月
141918,160001000,ニッケル (kg),06030000,消費,0024000404,平成24年4月
125059,160001000,ニッケル (kg),06030000,消費,0024000505,平成24年5月
133359,160001000,ニッケル (kg),06030000,消費,0024000606,平成24年6月
158070,160001000,ニッケル (kg),06030000,消費,0024000707,平成24年7月
99613,160001000,ニッケル (kg),06030000,消費,0024000808,平成24年8月
114377,160001000,ニッケル (kg),06030000,消費,0024000909,平成24年9月
124374,160001000,ニッケル (kg),06030000,消費,0024001010,平成24年10月
128153,160001000,ニッケル (kg),06030000,消費,0024001111,平成24年11月
87160,160001000,ニッケル (kg),06030000,消費,0024001212,平成24年12月
2545357,160002000,モリブデン (kg),06030000,消費,0020000000,平成20年
1946765,160002000,モリブデン (kg),06030000,消費,0021000000,平成21年
1765526,160002000,モリブデン (kg),06030000,消費,0022000000,平成22年
2328852,160002000,モリブデン (kg),06030000,消費,0023000000,平成23年
2424917,160002000,モリブデン (kg),06030000,消費,0024000000,平成24年
190597,160002000,モリブデン (kg),06030000,消費,0024000101,平成24年1月
246601,160002000,モリブデン (kg),06030000,消費,0024000202,平成24年2月
161314,160002000,モリブデン (kg),06030000,消費,0024000303,平成24年3月
168457,160002000,モリブデン (kg),06030000,消費,0024000404,平成24年4月
189939,160002000,モリブデン (kg),06030000,消費,0024000505,平成24年5月
223790,160002000,モリブデン (kg),06030000,消費,0024000606,平成24年6月
234339,160002000,モリブデン (kg),06030000,消費,0024000707,平成24年7月
239186,160002000,モリブデン (kg),06030000,消費,0024000808,平成24年8月
243780,160002000,モリブデン (kg),06030000,消費,0024000909,平成24年9月
195614,160002000,モリブデン (kg),06030000,消費,0024001010,平成24年10月
167342,160002000,モリブデン (kg),06030000,消費,0024001111,平成24年11月
163958,160002000,モリブデン (kg),06030000,消費,0024001212,平成24年12月
6755458,160003000,酸化チタン (kg),06030000,消費,0020000000,平成20年
5070253,160003000,酸化チタン (kg),06030000,消費,0021000000,平成21年
4129813,160003000,酸化チタン (kg),06030000,消費,0022000000,平成22年
4865690,160003000,酸化チタン (kg),06030000,消費,0023000000,平成23年
5535475,160003000,酸化チタン (kg),06030000,消費,0024000000,平成24年
491302,160003000,酸化チタン (kg),06030000,消費,0024000101,平成24年1月
467897,160003000,酸化チタン (kg),06030000,消費,0024000202,平成24年2月
460973,160003000,酸化チタン (kg),06030000,消費,0024000303,平成24年3月
398932,160003000,酸化チタン (kg),06030000,消費,0024000404,平成24年4月
404265,160003000,酸化チタン (kg),06030000,消費,0024000505,平成24年5月
516755,160003000,酸化チタン (kg),06030000,消費,0024000606,平成24年6月
410768,160003000,酸化チタン (kg),06030000,消費,0024000707,平成24年7月
372707,160003000,酸化チタン (kg),06030000,消費,0024000808,平成24年8月
461263,160003000,酸化チタン (kg),06030000,消費,0024000909,平成24年9月
498796,160003000,酸化チタン (kg),06030000,消費,0024001010,平成24年10月
574502,160003000,酸化チタン (kg),06030000,消費,0024001111,平成24年11月
477315,160003000,酸化チタン (kg),06030000,消費,0024001212,平成24年12月
32514,160004000,白金 (kg),06030000,消費,0020000000,平成20年
14969,160004000,白金 (kg),06030000,消費,0021000000,平成21年
16280,160004000,白金 (kg),06030000,消費,0022000000,平成22年
15486,160004000,白金 (kg),06030000,消費,0023000000,平成23年
14665,160004000,白金 (kg),06030000,消費,0024000000,平成24年
1171,160004000,白金 (kg),06030000,消費,0024000101,平成24年1月
1382,160004000,白金 (kg),06030000,消費,0024000202,平成24年2月
1452,160004000,白金 (kg),06030000,消費,0024000303,平成24年3月
1259,160004000,白金 (kg),06030000,消費,0024000404,平成24年4月
1314,160004000,白金 (kg),06030000,消費,0024000505,平成24年5月
1164,160004000,白金 (kg),06030000,消費,0024000606,平成24年6月
1202,160004000,白金 (kg),06030000,消費,0024000707,平成24年7月
1395,160004000,白金 (kg),06030000,消費,0024000808,平成24年8月
1037,160004000,白金 (kg),06030000,消費,0024000909,平成24年9月
942,160004000,白金 (kg),06030000,消費,0024001010,平成24年10月
1157,160004000,白金 (kg),06030000,消費,0024001111,平成24年11月
1190,160004000,白金 (kg),06030000,消費,0024001212,平成24年12月
365753,160005000,タングステン (kg),06030000,消費,0020000000,平成20年
296435,160005000,タングステン (kg),06030000,消費,0021000000,平成21年
72722,160005000,タングステン (kg),06030000,消費,0022000000,平成22年
111498,160005000,タングステン (kg),06030000,消費,0023000000,平成23年
115609,160005000,タングステン (kg),06030000,消費,0024000000,平成24年
11085,160005000,タングステン (kg),06030000,消費,0024000101,平成24年1月
7450,160005000,タングステン (kg),06030000,消費,0024000202,平成24年2月
9628,160005000,タングステン (kg),06030000,消費,0024000303,平成24年3月
5083,160005000,タングステン (kg),06030000,消費,0024000404,平成24年4月
3186,160005000,タングステン (kg),06030000,消費,0024000505,平成24年5月
9317,160005000,タングステン (kg),06030000,消費,0024000606,平成24年6月
4581,160005000,タングステン (kg),06030000,消費,0024000707,平成24年7月
8428,160005000,タングステン (kg),06030000,消費,0024000808,平成24年8月
12568,160005000,タングステン (kg),06030000,消費,0024000909,平成24年9月
9018,160005000,タングステン (kg),06030000,消費,0024001010,平成24年10月
24566,160005000,タングステン (kg),06030000,消費,0024001111,平成24年11月
10699,160005000,タングステン (kg),06030000,消費,0024001212,平成24年12月
382215,160006000,コバルト (kg),06030000,消費,0020000000,平成20年
300439,160006000,コバルト (kg),06030000,消費,0021000000,平成21年
372306,160006000,コバルト (kg),06030000,消費,0022000000,平成22年
376759,160006000,コバルト (kg),06030000,消費,0023000000,平成23年
382503,160006000,コバルト (kg),06030000,消費,0024000000,平成24年
20046,160006000,コバルト (kg),06030000,消費,0024000101,平成24年1月
38979,160006000,コバルト (kg),06030000,消費,0024000202,平成24年2月
29698,160006000,コバルト (kg),06030000,消費,0024000303,平成24年3月
28419,160006000,コバルト (kg),06030000,消費,0024000404,平成24年4月
26192,160006000,コバルト (kg),06030000,消費,0024000505,平成24年5月
28649,160006000,コバルト (kg),06030000,消費,0024000606,平成24年6月
42324,160006000,コバルト (kg),06030000,消費,0024000707,平成24年7月
43250,160006000,コバルト (kg),06030000,消費,0024000808,平成24年8月
39762,160006000,コバルト (kg),06030000,消費,0024000909,平成24年9月
35192,160006000,コバルト (kg),06030000,消費,0024001010,平成24年10月
26053,160006000,コバルト (kg),06030000,消費,0024001111,平成24年11月
23939,160006000,コバルト (kg),06030000,消費,0024001212,平成24年12月
54388,160007000,パラジウム (kg),06030000,消費,0020000000,平成20年
31358,160007000,パラジウム (kg),06030000,消費,0021000000,平成21年
39424,160007000,パラジウム (kg),06030000,消費,0022000000,平成22年
37626,160007000,パラジウム (kg),06030000,消費,0023000000,平成23年
54516,160007000,パラジウム (kg),06030000,消費,0024000000,平成24年
3282,160007000,パラジウム (kg),06030000,消費,0024000101,平成24年1月
3779,160007000,パラジウム (kg),06030000,消費,0024000202,平成24年2月
3730,160007000,パラジウム (kg),06030000,消費,0024000303,平成24年3月
3678,160007000,パラジウム (kg),06030000,消費,0024000404,平成24年4月
3589,160007000,パラジウム (kg),06030000,消費,0024000505,平成24年5月
16799,160007000,パラジウム (kg),06030000,消費,0024000606,平成24年6月
4066,160007000,パラジウム (kg),06030000,消費,0024000707,平成24年7月
3351,160007000,パラジウム (kg),06030000,消費,0024000808,平成24年8月
2899,160007000,パラジウム (kg),06030000,消費,0024000909,平成24年9月
3292,160007000,パラジウム (kg),06030000,消費,0024001010,平成24年10月
3107,160007000,パラジウム (kg),06030000,消費,0024001111,平成24年11月
2944,160007000,パラジウム (kg),06030000,消費,0024001212,平成24年12月
116204,160008000,バナジウム (kg),06030000,消費,0020000000,平成20年
96528,160008000,バナジウム (kg),06030000,消費,0021000000,平成21年
117258,160008000,バナジウム (kg),06030000,消費,0022000000,平成22年
158850,160008000,バナジウム (kg),06030000,消費,0023000000,平成23年
138196,160008000,バナジウム (kg),06030000,消費,0024000000,平成24年
13364,160008000,バナジウム (kg),06030000,消費,0024000101,平成24年1月
13674,160008000,バナジウム (kg),06030000,消費,0024000202,平成24年2月
15293,160008000,バナジウム (kg),06030000,消費,0024000303,平成24年3月
12861,160008000,バナジウム (kg),06030000,消費,0024000404,平成24年4月
9286,160008000,バナジウム (kg),06030000,消費,0024000505,平成24年5月
13278,160008000,バナジウム (kg),06030000,消費,0024000606,平成24年6月
14439,160008000,バナジウム (kg),06030000,消費,0024000707,平成24年7月
8012,160008000,バナジウム (kg),06030000,消費,0024000808,平成24年8月
10128,160008000,バナジウム (kg),06030000,消費,0024000909,平成24年9月
8256,160008000,バナジウム (kg),06030000,消費,0024001010,平成24年10月
7415,160008000,バナジウム (kg),06030000,消費,0024001111,平成24年11月
12190,160008000,バナジウム (kg),06030000,消費,0024001212,平成24年12月
20418782,160009000,酸化アルミニウム (kg),06030000,消費,0020000000,平成20年
17330256,160009000,酸化アルミニウム (kg),06030000,消費,0021000000,平成21年
14548431,160009000,酸化アルミニウム (kg),06030000,消費,0022000000,平成22年
18603927,160009000,酸化アルミニウム (kg),06030000,消費,0023000000,平成23年
15233794,160009000,酸化アルミニウム (kg),06030000,消費,0024000000,平成24年
1230658,160009000,酸化アルミニウム (kg),06030000,消費,0024000101,平成24年1月
1371191,160009000,酸化アルミニウム (kg),06030000,消費,0024000202,平成24年2月
1190320,160009000,酸化アルミニウム (kg),06030000,消費,0024000303,平成24年3月
1269244,160009000,酸化アルミニウム (kg),06030000,消費,0024000404,平成24年4月
1485471,160009000,酸化アルミニウム (kg),06030000,消費,0024000505,平成24年5月
1532344,160009000,酸化アルミニウム (kg),06030000,消費,0024000606,平成24年6月
1334204,160009000,酸化アルミニウム (kg),06030000,消費,0024000707,平成24年7月
1432133,160009000,酸化アルミニウム (kg),06030000,消費,0024000808,平成24年8月
1269060,160009000,酸化アルミニウム (kg),06030000,消費,0024000909,平成24年9月
1092653,160009000,酸化アルミニウム (kg),06030000,消費,0024001010,平成24年10月
1104067,160009000,酸化アルミニウム (kg),06030000,消費,0024001111,平成24年11月
922449,160009000,酸化アルミニウム (kg),06030000,消費,0024001212,平成24年12月
