value,cat01,cat01_label,time,time_label
20593890,050000100,合計 (t),0020000000,平成20年
12390712,050000100,合計 (t),0021000000,平成21年
19326626,050000100,合計 (t),0022000000,平成22年
19202966,050000100,合計 (t),0023000000,平成23年
18767907,050000100,合計 (t),0024000000,平成24年
19755664,050000100,合計 (t),0022010000,平成22年度
19181888,050000100,合計 (t),0023010000,平成23年度
4959421,050000100,合計 (t),0024000103,平成24年 1 ～ 3 月
4986391,050000100,合計 (t),0024000406,平成24年 4 ～ 6 月
4711096,050000100,合計 (t),0024000709,平成24年 7 ～ 9 月
4110999,050000100,合計 (t),0024001012,平成24年 10 ～ 12 月
1612061,050000100,合計 (t),0024000101,平成24年1月
1629328,050000100,合計 (t),0024000202,平成24年2月
1718032,050000100,合計 (t),0024000303,平成24年3月
1588096,050000100,合計 (t),0024000404,平成24年4月
1755910,050000100,合計 (t),0024000505,平成24年5月
1642385,050000100,合計 (t),0024000606,平成24年6月
1640597,050000100,合計 (t),0024000707,平成24年7月
1539704,050000100,合計 (t),0024000808,平成24年8月
1530795,050000100,合計 (t),0024000909,平成24年9月
1478470,050000100,合計 (t),0024001010,平成24年10月
1302946,050000100,合計 (t),0024001111,平成24年11月
1329583,050000100,合計 (t),0024001212,平成24年12月
254113,081010000,工具鋼 計 (t),0020000000,平成20年
106937,081010000,工具鋼 計 (t),0021000000,平成21年
202341,081010000,工具鋼 計 (t),0022000000,平成22年
198879,081010000,工具鋼 計 (t),0023000000,平成23年
188287,081010000,工具鋼 計 (t),0024000000,平成24年
211442,081010000,工具鋼 計 (t),0022010000,平成22年度
191107,081010000,工具鋼 計 (t),0023010000,平成23年度
44957,081010000,工具鋼 計 (t),0024000103,平成24年 1 ～ 3 月
47293,081010000,工具鋼 計 (t),0024000406,平成24年 4 ～ 6 月
51100,081010000,工具鋼 計 (t),0024000709,平成24年 7 ～ 9 月
44937,081010000,工具鋼 計 (t),0024001012,平成24年 10 ～ 12 月
13992,081010000,工具鋼 計 (t),0024000101,平成24年1月
15667,081010000,工具鋼 計 (t),0024000202,平成24年2月
15298,081010000,工具鋼 計 (t),0024000303,平成24年3月
14694,081010000,工具鋼 計 (t),0024000404,平成24年4月
16188,081010000,工具鋼 計 (t),0024000505,平成24年5月
16411,081010000,工具鋼 計 (t),0024000606,平成24年6月
18380,081010000,工具鋼 計 (t),0024000707,平成24年7月
16819,081010000,工具鋼 計 (t),0024000808,平成24年8月
15901,081010000,工具鋼 計 (t),0024000909,平成24年9月
17217,081010000,工具鋼 計 (t),0024001010,平成24年10月
13531,081010000,工具鋼 計 (t),0024001111,平成24年11月
14189,081010000,工具鋼 計 (t),0024001212,平成24年12月
104927,081010100,工具鋼 炭素工具鋼 (t),0020000000,平成20年
48471,081010100,工具鋼 炭素工具鋼 (t),0021000000,平成21年
85817,081010100,工具鋼 炭素工具鋼 (t),0022000000,平成22年
79431,081010100,工具鋼 炭素工具鋼 (t),0023000000,平成23年
74840,081010100,工具鋼 炭素工具鋼 (t),0024000000,平成24年
90566,081010100,工具鋼 炭素工具鋼 (t),0022010000,平成22年度
74132,081010100,工具鋼 炭素工具鋼 (t),0023010000,平成23年度
17751,081010100,工具鋼 炭素工具鋼 (t),0024000103,平成24年 1 ～ 3 月
18080,081010100,工具鋼 炭素工具鋼 (t),0024000406,平成24年 4 ～ 6 月
22111,081010100,工具鋼 炭素工具鋼 (t),0024000709,平成24年 7 ～ 9 月
16898,081010100,工具鋼 炭素工具鋼 (t),0024001012,平成24年 10 ～ 12 月
5147,081010100,工具鋼 炭素工具鋼 (t),0024000101,平成24年1月
6558,081010100,工具鋼 炭素工具鋼 (t),0024000202,平成24年2月
6046,081010100,工具鋼 炭素工具鋼 (t),0024000303,平成24年3月
4983,081010100,工具鋼 炭素工具鋼 (t),0024000404,平成24年4月
6690,081010100,工具鋼 炭素工具鋼 (t),0024000505,平成24年5月
6407,081010100,工具鋼 炭素工具鋼 (t),0024000606,平成24年6月
8340,081010100,工具鋼 炭素工具鋼 (t),0024000707,平成24年7月
7614,081010100,工具鋼 炭素工具鋼 (t),0024000808,平成24年8月
6157,081010100,工具鋼 炭素工具鋼 (t),0024000909,平成24年9月
7750,081010100,工具鋼 炭素工具鋼 (t),0024001010,平成24年10月
4165,081010100,工具鋼 炭素工具鋼 (t),0024001111,平成24年11月
4983,081010100,工具鋼 炭素工具鋼 (t),0024001212,平成24年12月
127794,081010200,工具鋼 合金工具鋼 (t),0020000000,平成20年
51206,081010200,工具鋼 合金工具鋼 (t),0021000000,平成21年
103799,081010200,工具鋼 合金工具鋼 (t),0022000000,平成22年
103027,081010200,工具鋼 合金工具鋼 (t),0023000000,平成23年
98802,081010200,工具鋼 合金工具鋼 (t),0024000000,平成24年
107028,081010200,工具鋼 合金工具鋼 (t),0022010000,平成22年度
100536,081010200,工具鋼 合金工具鋼 (t),0023010000,平成23年度
23354,081010200,工具鋼 合金工具鋼 (t),0024000103,平成24年 1 ～ 3 月
25412,081010200,工具鋼 合金工具鋼 (t),0024000406,平成24年 4 ～ 6 月
25428,081010200,工具鋼 合金工具鋼 (t),0024000709,平成24年 7 ～ 9 月
24608,081010200,工具鋼 合金工具鋼 (t),0024001012,平成24年 10 ～ 12 月
7623,081010200,工具鋼 合金工具鋼 (t),0024000101,平成24年1月
7845,081010200,工具鋼 合金工具鋼 (t),0024000202,平成24年2月
7886,081010200,工具鋼 合金工具鋼 (t),0024000303,平成24年3月
8468,081010200,工具鋼 合金工具鋼 (t),0024000404,平成24年4月
8226,081010200,工具鋼 合金工具鋼 (t),0024000505,平成24年5月
8718,081010200,工具鋼 合金工具鋼 (t),0024000606,平成24年6月
8795,081010200,工具鋼 合金工具鋼 (t),0024000707,平成24年7月
8091,081010200,工具鋼 合金工具鋼 (t),0024000808,平成24年8月
8542,081010200,工具鋼 合金工具鋼 (t),0024000909,平成24年9月
8244,081010200,工具鋼 合金工具鋼 (t),0024001010,平成24年10月
8227,081010200,工具鋼 合金工具鋼 (t),0024001111,平成24年11月
8137,081010200,工具鋼 合金工具鋼 (t),0024001212,平成24年12月
17638,081010300,工具鋼 高速度工具鋼 (t),0020000000,平成20年
6469,081010300,工具鋼 高速度工具鋼 (t),0021000000,平成21年
12634,081010300,工具鋼 高速度工具鋼 (t),0022000000,平成22年
16318,081010300,工具鋼 高速度工具鋼 (t),0023000000,平成23年
14589,081010300,工具鋼 高速度工具鋼 (t),0024000000,平成24年
13786,081010300,工具鋼 高速度工具鋼 (t),0022010000,平成22年度
16359,081010300,工具鋼 高速度工具鋼 (t),0023010000,平成23年度
3852,081010300,工具鋼 高速度工具鋼 (t),0024000103,平成24年 1 ～ 3 月
3780,081010300,工具鋼 高速度工具鋼 (t),0024000406,平成24年 4 ～ 6 月
3557,081010300,工具鋼 高速度工具鋼 (t),0024000709,平成24年 7 ～ 9 月
3400,081010300,工具鋼 高速度工具鋼 (t),0024001012,平成24年 10 ～ 12 月
1222,081010300,工具鋼 高速度工具鋼 (t),0024000101,平成24年1月
1264,081010300,工具鋼 高速度工具鋼 (t),0024000202,平成24年2月
1366,081010300,工具鋼 高速度工具鋼 (t),0024000303,平成24年3月
1243,081010300,工具鋼 高速度工具鋼 (t),0024000404,平成24年4月
1259,081010300,工具鋼 高速度工具鋼 (t),0024000505,平成24年5月
1278,081010300,工具鋼 高速度工具鋼 (t),0024000606,平成24年6月
1245,081010300,工具鋼 高速度工具鋼 (t),0024000707,平成24年7月
1114,081010300,工具鋼 高速度工具鋼 (t),0024000808,平成24年8月
1198,081010300,工具鋼 高速度工具鋼 (t),0024000909,平成24年9月
1206,081010300,工具鋼 高速度工具鋼 (t),0024001010,平成24年10月
1131,081010300,工具鋼 高速度工具鋼 (t),0024001111,平成24年11月
1063,081010300,工具鋼 高速度工具鋼 (t),0024001212,平成24年12月
3754,081010400,工具鋼 その他の工具鋼 (t),0020000000,平成20年
791,081010400,工具鋼 その他の工具鋼 (t),0021000000,平成21年
91,081010400,工具鋼 その他の工具鋼 (t),0022000000,平成22年
103,081010400,工具鋼 その他の工具鋼 (t),0023000000,平成23年
56,081010400,工具鋼 その他の工具鋼 (t),0024000000,平成24年
62,081010400,工具鋼 その他の工具鋼 (t),0022010000,平成22年度
80,081010400,工具鋼 その他の工具鋼 (t),0023010000,平成23年度
-,081010400,工具鋼 その他の工具鋼 (t),0024000103,平成24年 1 ～ 3 月
21,081010400,工具鋼 その他の工具鋼 (t),0024000406,平成24年 4 ～ 6 月
4,081010400,工具鋼 その他の工具鋼 (t),0024000709,平成24年 7 ～ 9 月
31,081010400,工具鋼 その他の工具鋼 (t),0024001012,平成24年 10 ～ 12 月
-,081010400,工具鋼 その他の工具鋼 (t),0024000101,平成24年1月
-,081010400,工具鋼 その他の工具鋼 (t),0024000202,平成24年2月
-,081010400,工具鋼 その他の工具鋼 (t),0024000303,平成24年3月
-,081010400,工具鋼 その他の工具鋼 (t),0024000404,平成24年4月
13,081010400,工具鋼 その他の工具鋼 (t),0024000505,平成24年5月
8,081010400,工具鋼 その他の工具鋼 (t),0024000606,平成24年6月
-,081010400,工具鋼 その他の工具鋼 (t),0024000707,平成24年7月
-,081010400,工具鋼 その他の工具鋼 (t),0024000808,平成24年8月
4,081010400,工具鋼 その他の工具鋼 (t),0024000909,平成24年9月
17,081010400,工具鋼 その他の工具鋼 (t),0024001010,平成24年10月
8,081010400,工具鋼 その他の工具鋼 (t),0024001111,平成24年11月
6,081010400,工具鋼 その他の工具鋼 (t),0024001212,平成24年12月
9148984,081020000,構造用鋼 計 (t),0020000000,平成20年
5020209,081020000,構造用鋼 計 (t),0021000000,平成21年
8281045,081020000,構造用鋼 計 (t),0022000000,平成22年
8345522,081020000,構造用鋼 計 (t),0023000000,平成23年
8164379,081020000,構造用鋼 計 (t),0024000000,平成24年
8496715,081020000,構造用鋼 計 (t),0022010000,平成22年度
8444753,081020000,構造用鋼 計 (t),0023010000,平成23年度
2223081,081020000,構造用鋼 計 (t),0024000103,平成24年 1 ～ 3 月
2147068,081020000,構造用鋼 計 (t),0024000406,平成24年 4 ～ 6 月
2026207,081020000,構造用鋼 計 (t),0024000709,平成24年 7 ～ 9 月
1768023,081020000,構造用鋼 計 (t),0024001012,平成24年 10 ～ 12 月
727692,081020000,構造用鋼 計 (t),0024000101,平成24年1月
734398,081020000,構造用鋼 計 (t),0024000202,平成24年2月
760991,081020000,構造用鋼 計 (t),0024000303,平成24年3月
706779,081020000,構造用鋼 計 (t),0024000404,平成24年4月
726250,081020000,構造用鋼 計 (t),0024000505,平成24年5月
714039,081020000,構造用鋼 計 (t),0024000606,平成24年6月
706520,081020000,構造用鋼 計 (t),0024000707,平成24年7月
643819,081020000,構造用鋼 計 (t),0024000808,平成24年8月
675868,081020000,構造用鋼 計 (t),0024000909,平成24年9月
630522,081020000,構造用鋼 計 (t),0024001010,平成24年10月
587123,081020000,構造用鋼 計 (t),0024001111,平成24年11月
550378,081020000,構造用鋼 計 (t),0024001212,平成24年12月
5137090,081020100,構造用鋼 機械構造用炭素鋼 (t),0020000000,平成20年
2842245,081020100,構造用鋼 機械構造用炭素鋼 (t),0021000000,平成21年
4671675,081020100,構造用鋼 機械構造用炭素鋼 (t),0022000000,平成22年
4606203,081020100,構造用鋼 機械構造用炭素鋼 (t),0023000000,平成23年
4576087,081020100,構造用鋼 機械構造用炭素鋼 (t),0024000000,平成24年
4765055,081020100,構造用鋼 機械構造用炭素鋼 (t),0022010000,平成22年度
4660816,081020100,構造用鋼 機械構造用炭素鋼 (t),0023010000,平成23年度
1237169,081020100,構造用鋼 機械構造用炭素鋼 (t),0024000103,平成24年 1 ～ 3 月
1172411,081020100,構造用鋼 機械構造用炭素鋼 (t),0024000406,平成24年 4 ～ 6 月
1165999,081020100,構造用鋼 機械構造用炭素鋼 (t),0024000709,平成24年 7 ～ 9 月
1000508,081020100,構造用鋼 機械構造用炭素鋼 (t),0024001012,平成24年 10 ～ 12 月
407426,081020100,構造用鋼 機械構造用炭素鋼 (t),0024000101,平成24年1月
406774,081020100,構造用鋼 機械構造用炭素鋼 (t),0024000202,平成24年2月
422969,081020100,構造用鋼 機械構造用炭素鋼 (t),0024000303,平成24年3月
379949,081020100,構造用鋼 機械構造用炭素鋼 (t),0024000404,平成24年4月
395678,081020100,構造用鋼 機械構造用炭素鋼 (t),0024000505,平成24年5月
396784,081020100,構造用鋼 機械構造用炭素鋼 (t),0024000606,平成24年6月
397665,081020100,構造用鋼 機械構造用炭素鋼 (t),0024000707,平成24年7月
