value,cat01,cat01_label,cat02,cat02_label,time,time_label
181389032,010010000,生産数量,350010100,　　抵抗器,2003000000,2003年
222307521,010010000,生産数量,350010100,　　抵抗器,2004000000,2004年
217329445,010010000,生産数量,350010100,　　抵抗器,2005000000,2005年
255319765,010010000,生産数量,350010100,　　抵抗器,2006000000,2006年
259506947,010010000,生産数量,350010100,　　抵抗器,2007000000,2007年
226707510,010010000,生産数量,350010100,　　抵抗器,2005100000,2005年度
258850822,010010000,生産数量,350010100,　　抵抗器,2006100000,2006年度
62386471,010010000,生産数量,350010100,　　抵抗器,2007000103,2007年1～3月期
64010154,010010000,生産数量,350010100,　　抵抗器,2007000406,2007年4～6月期
64077944,010010000,生産数量,350010100,　　抵抗器,2007000709,2007年7～9月期
69032378,010010000,生産数量,350010100,　　抵抗器,2007001012,2007年10～12月期
19853627,010010000,生産数量,350010100,　　抵抗器,2007000101,2007年1月
20818473,010010000,生産数量,350010100,　　抵抗器,2007000202,2007年2月
21714371,010010000,生産数量,350010100,　　抵抗器,2007000303,2007年3月
21538967,010010000,生産数量,350010100,　　抵抗器,2007000404,2007年4月
20545911,010010000,生産数量,350010100,　　抵抗器,2007000505,2007年5月
21925276,010010000,生産数量,350010100,　　抵抗器,2007000606,2007年6月
21405256,010010000,生産数量,350010100,　　抵抗器,2007000707,2007年7月
20811127,010010000,生産数量,350010100,　　抵抗器,2007000808,2007年8月
21861561,010010000,生産数量,350010100,　　抵抗器,2007000909,2007年9月
23682180,010010000,生産数量,350010100,　　抵抗器,2007001010,2007年10月
23612843,010010000,生産数量,350010100,　　抵抗器,2007001111,2007年11月
21737355,010010000,生産数量,350010100,　　抵抗器,2007001212,2007年12月
3132230,010010000,生産数量,350010110,　　　可変抵抗器,2003000000,2003年
3343131,010010000,生産数量,350010110,　　　可変抵抗器,2004000000,2004年
3056726,010010000,生産数量,350010110,　　　可変抵抗器,2005000000,2005年
3207989,010010000,生産数量,350010110,　　　可変抵抗器,2006000000,2006年
3116550,010010000,生産数量,350010110,　　　可変抵抗器,2007000000,2007年
3084257,010010000,生産数量,350010110,　　　可変抵抗器,2005100000,2005年度
3194890,010010000,生産数量,350010110,　　　可変抵抗器,2006100000,2006年度
732706,010010000,生産数量,350010110,　　　可変抵抗器,2007000103,2007年1～3月期
740150,010010000,生産数量,350010110,　　　可変抵抗器,2007000406,2007年4～6月期
805274,010010000,生産数量,350010110,　　　可変抵抗器,2007000709,2007年7～9月期
838420,010010000,生産数量,350010110,　　　可変抵抗器,2007001012,2007年10～12月期
241100,010010000,生産数量,350010110,　　　可変抵抗器,2007000101,2007年1月
243985,010010000,生産数量,350010110,　　　可変抵抗器,2007000202,2007年2月
247621,010010000,生産数量,350010110,　　　可変抵抗器,2007000303,2007年3月
238369,010010000,生産数量,350010110,　　　可変抵抗器,2007000404,2007年4月
243879,010010000,生産数量,350010110,　　　可変抵抗器,2007000505,2007年5月
257902,010010000,生産数量,350010110,　　　可変抵抗器,2007000606,2007年6月
271522,010010000,生産数量,350010110,　　　可変抵抗器,2007000707,2007年7月
270214,010010000,生産数量,350010110,　　　可変抵抗器,2007000808,2007年8月
263538,010010000,生産数量,350010110,　　　可変抵抗器,2007000909,2007年9月
291732,010010000,生産数量,350010110,　　　可変抵抗器,2007001010,2007年10月
283000,010010000,生産数量,350010110,　　　可変抵抗器,2007001111,2007年11月
263688,010010000,生産数量,350010110,　　　可変抵抗器,2007001212,2007年12月
2777990,010010000,生産数量,350010111,　　　　半固定抵抗器,2003000000,2003年
3042212,010010000,生産数量,350010111,　　　　半固定抵抗器,2004000000,2004年
2790679,010010000,生産数量,350010111,　　　　半固定抵抗器,2005000000,2005年
2901090,010010000,生産数量,350010111,　　　　半固定抵抗器,2006000000,2006年
2803349,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000000,2007年
2808340,010010000,生産数量,350010111,　　　　半固定抵抗器,2005100000,2005年度
2886276,010010000,生産数量,350010111,　　　　半固定抵抗器,2006100000,2006年度
655477,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000103,2007年1～3月期
663099,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000406,2007年4～6月期
727863,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000709,2007年7～9月期
756910,010010000,生産数量,350010111,　　　　半固定抵抗器,2007001012,2007年10～12月期
216343,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000101,2007年1月
219180,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000202,2007年2月
219954,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000303,2007年3月
211700,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000404,2007年4月
219017,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000505,2007年5月
232382,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000606,2007年6月
245581,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000707,2007年7月
245294,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000808,2007年8月
236988,010010000,生産数量,350010111,　　　　半固定抵抗器,2007000909,2007年9月
263654,010010000,生産数量,350010111,　　　　半固定抵抗器,2007001010,2007年10月
255691,010010000,生産数量,350010111,　　　　半固定抵抗器,2007001111,2007年11月
237565,010010000,生産数量,350010111,　　　　半固定抵抗器,2007001212,2007年12月
291355,010010000,生産数量,350010112,　　　　炭素系可変抵抗器(半固定を除く),2003000000,2003年
229799,010010000,生産数量,350010112,　　　　炭素系可変抵抗器(半固定を除く),2004000000,2004年
192990,010010000,生産数量,350010112,　　　　炭素系可変抵抗器(半固定を除く),2005000000,2005年
219539,010010000,生産数量,350010112,　　　　炭素系可変抵抗器(半固定を除く),2006000000,2006年
