value,cat01,cat01_label,cat02,cat02_label
157361,1000010000,計 (人),000,計
48983,1000010000,計 (人),010,高炉メーカー
23861,1000010000,計 (人),020,電炉メーカー
84517,1000010000,計 (人),030,その他メーカー
98983,1000010100,鉄鋼部門 (人),000,計
45371,1000010100,鉄鋼部門 (人),010,高炉メーカー
20767,1000010100,鉄鋼部門 (人),020,電炉メーカー
32845,1000010100,鉄鋼部門 (人),030,その他メーカー
13090,1000010200,鉄鋼加工部門 (人),000,計
439,1000010200,鉄鋼加工部門 (人),010,高炉メーカー
-,1000010200,鉄鋼加工部門 (人),020,電炉メーカー
12651,1000010200,鉄鋼加工部門 (人),030,その他メーカー
45288,1000010900,その他の部門 (人),000,計
3173,1000010900,その他の部門 (人),010,高炉メーカー
3094,1000010900,その他の部門 (人),020,電炉メーカー
39021,1000010900,その他の部門 (人),030,その他メーカー
