value,cat01,cat01_label,time,time_label
82702700,050000100,合計 (t),0020000000,平成20年
62024403,050000100,合計 (t),0021000000,平成21年
75610138,050000100,合計 (t),0022000000,平成22年
72815569,050000100,合計 (t),0023000000,平成23年
73238040,050000100,合計 (t),0024000000,平成24年
75542463,050000100,合計 (t),0022010000,平成22年度
72384814,050000100,合計 (t),0023010000,平成23年度
18569361,050000100,合計 (t),0024000103,平成24年 1 ～ 3 月
18315853,050000100,合計 (t),0024000406,平成24年 4 ～ 6 月
18451341,050000100,合計 (t),0024000709,平成24年 7 ～ 9 月
17901485,050000100,合計 (t),0024001012,平成24年 10 ～ 12 月
5920876,050000100,合計 (t),0024000101,平成24年1月
5977943,050000100,合計 (t),0024000202,平成24年2月
6670542,050000100,合計 (t),0024000303,平成24年3月
5797463,050000100,合計 (t),0024000404,平成24年4月
6374015,050000100,合計 (t),0024000505,平成24年5月
6144375,050000100,合計 (t),0024000606,平成24年6月
6131046,050000100,合計 (t),0024000707,平成24年7月
6205854,050000100,合計 (t),0024000808,平成24年8月
6114441,050000100,合計 (t),0024000909,平成24年9月
6059085,050000100,合計 (t),0024001010,平成24年10月
6013580,050000100,合計 (t),0024001111,平成24年11月
5828820,050000100,合計 (t),0024001212,平成24年12月
529467,070010000,軌条（含付属品） (t),0020000000,平成20年
557412,070010000,軌条（含付属品） (t),0021000000,平成21年
630289,070010000,軌条（含付属品） (t),0022000000,平成22年
575219,070010000,軌条（含付属品） (t),0023000000,平成23年
526931,070010000,軌条（含付属品） (t),0024000000,平成24年
620144,070010000,軌条（含付属品） (t),0022010000,平成22年度
567024,070010000,軌条（含付属品） (t),0023010000,平成23年度
133968,070010000,軌条（含付属品） (t),0024000103,平成24年 1 ～ 3 月
125559,070010000,軌条（含付属品） (t),0024000406,平成24年 4 ～ 6 月
121576,070010000,軌条（含付属品） (t),0024000709,平成24年 7 ～ 9 月
145828,070010000,軌条（含付属品） (t),0024001012,平成24年 10 ～ 12 月
50605,070010000,軌条（含付属品） (t),0024000101,平成24年1月
46091,070010000,軌条（含付属品） (t),0024000202,平成24年2月
37272,070010000,軌条（含付属品） (t),0024000303,平成24年3月
35265,070010000,軌条（含付属品） (t),0024000404,平成24年4月
46326,070010000,軌条（含付属品） (t),0024000505,平成24年5月
43968,070010000,軌条（含付属品） (t),0024000606,平成24年6月
55754,070010000,軌条（含付属品） (t),0024000707,平成24年7月
46102,070010000,軌条（含付属品） (t),0024000808,平成24年8月
19720,070010000,軌条（含付属品） (t),0024000909,平成24年9月
41067,070010000,軌条（含付属品） (t),0024001010,平成24年10月
54769,070010000,軌条（含付属品） (t),0024001111,平成24年11月
49992,070010000,軌条（含付属品） (t),0024001212,平成24年12月
767813,070020000,鋼矢板 (t),0020000000,平成20年
625390,070020000,鋼矢板 (t),0021000000,平成21年
635385,070020000,鋼矢板 (t),0022000000,平成22年
527431,070020000,鋼矢板 (t),0023000000,平成23年
764490,070020000,鋼矢板 (t),0024000000,平成24年
559488,070020000,鋼矢板 (t),0022010000,平成22年度
593627,070020000,鋼矢板 (t),0023010000,平成23年度
197275,070020000,鋼矢板 (t),0024000103,平成24年 1 ～ 3 月
132030,070020000,鋼矢板 (t),0024000406,平成24年 4 ～ 6 月
193749,070020000,鋼矢板 (t),0024000709,平成24年 7 ～ 9 月
241436,070020000,鋼矢板 (t),0024001012,平成24年 10 ～ 12 月
59813,070020000,鋼矢板 (t),0024000101,平成24年1月
66633,070020000,鋼矢板 (t),0024000202,平成24年2月
70829,070020000,鋼矢板 (t),0024000303,平成24年3月
43223,070020000,鋼矢板 (t),0024000404,平成24年4月
42146,070020000,鋼矢板 (t),0024000505,平成24年5月
46661,070020000,鋼矢板 (t),0024000606,平成24年6月
45936,070020000,鋼矢板 (t),0024000707,平成24年7月
70153,070020000,鋼矢板 (t),0024000808,平成24年8月
77660,070020000,鋼矢板 (t),0024000909,平成24年9月
82849,070020000,鋼矢板 (t),0024001010,平成24年10月
89894,070020000,鋼矢板 (t),0024001111,平成24年11月
68693,070020000,鋼矢板 (t),0024001212,平成24年12月
11558,070030000,簡易鋼矢板 (t),0020000000,平成20年
9931,070030000,簡易鋼矢板 (t),0021000000,平成21年
10075,070030000,簡易鋼矢板 (t),0022000000,平成22年
10165,070030000,簡易鋼矢板 (t),0023000000,平成23年
13964,070030000,簡易鋼矢板 (t),0024000000,平成24年
10484,070030000,簡易鋼矢板 (t),0022010000,平成22年度
